Position,Pool,shRNA,Percentage
9_B02,2,Kdm5b.1,61.12311015
9_B03,2,L3mbtl4.1,44.63855422
9_B04,2,Mbd1.1,63.69863014
9_B05,2,L3mbtl3.1,62.75229358
9_B06,2,Kdm5d.1,60.82526745
9_B07,2,Men1.1,55.77330508
9_B08,2,Mbd3.1,57.84313725
9_B09,2,L3mbtl1.1,52.45628643
9_B10,2,Kdm5c.1,60.89420655
9_B11,2,Mbd4.1,53.31541219
9_C02,2,Mbd3.2,52.33291299
9_C03,2,Kdm6a.1,37.63636364
9_C04,2,Kdm5b.2,55.94405594
9_C05,2,Mbd4.2,51.0727056
9_C06,2,Mbd2.1,51.35135135
9_C07,2,Mbd1.2,59.54446855
9_C08,2,Kdm5d.2,50.91911765
9_C09,2,Mecom.1,52.56290774
9_C10,2,L3mbtl4.2,51.82696346
9_C11,2,L3mbtl2.1,51.44665461
9_D02,2,Kdm5c.2,59.87384765
9_D03,2,Mecom.2,63.41085271
9_D04,2,L3mbtl4.3,61.88055909
9_D05,2,Kdm6b.1,68.72727273
9_D06,2,Kdm6a.2,69.1069992
9_D07,2,Mecom.3,55.87828492
9_D08,2,Mbd2.2,69.52988973
9_D09,2,L3mbtl1.2,55.24920467
9_D10,2,Kdm5b.3,60.96528366
9_D11,2,Men1.2,54.71698113
9_E02,2,L3mbtl2.2,61.53846154
9_E03,2,L3mbtl3.2,64.28054953
9_E04,2,Kdm5b.4,57.51738898
9_E05,2,Mbd3.3,71.49643705
9_E06,2,Mbd1.3,61.16883117
9_E07,2,Kdm6b.2,66.44602851
9_E08,2,Kdm5c.3,66.39712489
9_E09,2,Mbd4.3,62.39067055
9_E10,2,Mbd2.3,64.09822185
9_E11,2,L3mbtl1.3,53.06010929
9_F02,2,Kdm5d.3,45.25586354
9_F03,2,Men1.3,44.61795873
9_F04,2,Mbd1.4,50.52277819
9_F05,2,Kdm6b.3,59.6
9_F06,2,Kdm6a.3,56.92549843
9_F07,2,Mbd3.4,54.23932652
9_F08,2,L3mbtl3.3,49.24760602
9_F09,2,L3mbtl2.3,55.48980934
9_F10,2,Kdm6a.4,55.88235294
9_F11,2,Mbd4.4,46.07206143
9_G02,2,Mbd2.4,52.91828794
9_G03,2,L3mbtl2.4,59.13166588
9_G04,2,Kdm5c.4,38.15261044
9_G05,2,Men1.4,47.61453397
9_G06,2,Mecom.4,49.1353001
9_G07,2,Kdm6b.4,55.93495935
9_G08,2,Kdm5d.4,54.16066801
9_G09,2,L3mbtl4.4,53.61941916
9_G10,2,L3mbtl1.4,60.36931818
9_G11,2,L3mbtl3.4,43.92857143
11_B02,2,Nap1l2.1,49.9272198
11_B03,2,Padi1.1,50.35460993
11_B04,2,Padi4.1,41.86507937
11_B05,2,Orc1.1,58.55130785
11_B06,2,Ncoa1.1,58.04117974
11_B07,2,Pcgf1.1,56.23973727
11_B08,2,Parp1.1,61.79190751
11_B09,2,Ncor2.1,49.81238274
11_B10,2,Nap1l3.1,59.64912281
11_B11,2,Paxip1.1,59.76718807
11_C02,2,Parp1.2,63.74269006
11_C03,2,Ncoa3.1,57.19844358
11_C04,2,Nap1l2.2,78.46889952
11_C05,2,Paxip1.2,60.54324518
11_C06,2,Padi6.1,57.14285714
11_C07,2,Padi4.2,66.93782684
11_C08,2,Ncoa1.2,63.6257764
11_C09,2,Pbrm1.1,52.116235
11_C10,2,Padi1.2,54.7311828
11_C11,2,Nsd1.1,63.83928571
11_D02,2,Nap1l3.2,55.86258402
11_D03,2,Pbrm1.2,58.55925639
11_D04,2,Padi1.3,57.54328112
11_D05,2,Ncor1.1,43.68070953
11_D06,2,Ncoa3.2,53.24074074
11_D07,2,Pbrm1.3,58.35678109
11_D08,2,Padi6.2,64.26364573
11_D09,2,Ncor2.2,62.40947992
11_D10,2,Nap1l2.3,68.13627255
11_D11,2,Pcgf1.2,51.18329466
11_E02,2,Nsd1.2,55.79302587
11_E03,2,Orc1.2,57.7724359
11_E04,2,Nap1l2.4,57.70433229
11_E05,2,Parp1.3,59.60526316
11_E06,2,Padi4.3,63.68894602
11_E07,2,Ncor1.2,71.42857143
11_E08,2,Nap1l3.3,56.75247525
11_E09,2,Paxip1.3,65.41176471
11_E10,2,Padi6.3,60.5647517
11_E11,2,Ncor2.3,51.21313923
11_F02,2,Ncoa1.3,39.10521955
11_F03,2,Pcgf1.3,47.55011136
11_F04,2,Padi4.4,58.38852097
11_F05,2,Ncor1.3,42.8200692
11_F06,2,Ncoa3.3,49.47761194
11_F07,2,Parp1.4,60.6741573
11_F08,2,Orc1.3,64.62585034
11_F09,2,Nsd1.3,47.97008547
11_F10,2,Ncoa3.4,56.58465991
11_F11,2,Paxip1.4,56.46090535
11_G02,2,Padi6.4,57.36482287
11_G03,2,Nsd1.4,51.93548387
11_G04,2,Nap1l3.4,58.04464973
11_G05,2,Pcgf1.4,73.61111111
11_G06,2,Pbrm1.4,50.95846645
11_G07,2,Ncor1.4,55.54460325
11_G08,2,Ncoa1.4,56.46687697
11_G09,2,Padi1.4,53.79113019
11_G10,2,Ncor2.4,48.42931937
11_G11,2,Orc1.4,56.06884058
10_B02,2,Mll1.1,51.21550591
10_B03,2,Mta3.1,56.55577299
10_B04,2,Mtf2.1,54.10192666
10_B05,2,Mta2.1,64.00873839
10_B06,2,Mll3.1,67.1641791
10_B07,2,Nap1l1.1,58.38992643
10_B08,2,Myst2.1,44.63040446
10_B09,2,Msl3.1,60.35067873
10_B10,2,Mll2.1,56.90056535
10_B11,2,Myst3.1,75.44696067
10_C02,2,Myst2.2,68.48934198
10_C03,2,Mll5.1,61.66290444
10_C04,2,Mll1.2,66.18616145
10_C05,2,Myst3.2,55.36938309
10_C06,2,Myst1.1,61.4797136
10_C07,2,Mtf2.2,50.0
10_C08,2,Mll3.2,54.26324503
10_C09,2,Myst4.1,49.56949569
10_C10,2,Mta3.2,53.09928689
10_C11,2,Mta1.1,52.71338251
10_D02,2,Mll2.2,60.60606061
10_D03,2,Myst4.2,67.93516561
10_D04,2,Mta3.3,54.54545455
10_D05,2,Morf4l1.1,52.2037779
10_D06,2,Mll5.2,61.58605174
10_D07,2,Myst4.3,70.55016181
10_D08,2,Myst1.2,65.39522059
10_D09,2,Msl3.2,50.04464286
10_D10,2,Mll1.3,61.77001806
10_D11,2,Nap1l1.2,64.62715105
10_E02,2,Mta1.2,70.82658023
10_E03,2,Mta2.2,47.13983051
10_E04,2,Mll1.4,70.50893158
10_E05,2,Myst2.3,65.23855891
10_E06,2,Mtf2.3,68.25734981
10_E07,2,Morf4l1.2,70.12542759
10_E08,2,Mll2.3,72.77896233
10_E09,2,Myst3.3,64.75524476
10_E10,2,Myst1.3,59.61145194
10_E11,2,Msl3.3,47.74700289
10_F02,2,Mll3.3,61.96876135
10_F03,2,Nap1l1.3,61.6674889
10_F04,2,Mtf2.4,60.46870182
10_F05,2,Morf4l1.3,57.89473684
10_F06,2,Mll5.3,68.05813234
10_F07,2,Myst2.4,60.01846722
10_F08,2,Mta2.3,65.00672948
10_F09,2,Mta1.3,53.80577428
10_F10,2,Mll5.4,60.20723104
10_F11,2,Myst3.4,51.76348548
10_G02,2,Myst1.4,58.67828613
10_G03,2,Mta1.4,44.86404834
10_G04,2,Mll2.4,56.17202018
10_G05,2,Nap1l1.4,62.63862333
10_G06,2,Myst4.4,39.85457064
10_G07,2,Morf4l1.4,51.7552658
10_G08,2,Mll3.4,47.66550523
10_G09,2,Mta3.4,42.10128496
10_G10,2,Msl3.4,51.19047619
10_G11,2,Mta2.4,62.08773615
8_B02,2,Jmjd5.1,57.26141079
8_B03,2,Kdm2b.1,59.64912281
8_B04,2,Kdm3a.1,65.35564854
8_B05,2,Kdm2a.1,64.65671642
8_B06,2,Kat2a.1,64.47931526
8_B07,2,Kdm5a.1,52.20660347
8_B08,2,Kdm4a.1,64.53841902
8_B09,2,Kdm1a.1,70.07658643
8_B10,2,Jmjd6.1,56.07995558
8_B11,2,Kdm4c.1,57.08997722
8_C02,2,Kdm4a.2,38.32116788
8_C03,2,Kat2b.1,36.03187251
8_C04,2,Jmjd5.2,52.75104413
8_C05,2,Kdm4c.2,52.00394867
8_C06,2,Kdm3b.1,53.44827586
8_C07,2,Kdm3a.2,51.07913669
8_C08,2,Kat2a.2,56.67870036
8_C09,2,Kdm4d.1,46.40628146
8_C10,2,Kdm2b.2,66.9690798
8_C11,2,Kdm1b.1,51.89301841
8_D02,2,Jmjd6.2,58.54330709
8_D03,2,Kdm4d.2,72.07998049
8_D04,2,Kdm2b.3,55.26182859
8_D05,2,Kat5.1,65.81469649
8_D06,2,Kat2b.2,77.40585774
8_D07,2,Kdm4d.3,59.68788357
8_D08,2,Kdm3b.2,59.49238579
8_D09,2,Kdm1a.2,54.28708287
8_D10,2,Jmjd5.3,67.29254997
8_D11,2,Kdm5a.2,57.55541997
8_E02,2,Kdm1b.2,56.266387
8_E03,2,Kdm2a.2,56.50374968
8_E04,2,Jmjd5.4,52.62081309
8_E05,2,Kdm4a.3,52.7317589
8_E06,2,Kdm3a.3,59.31530638
8_E07,2,Kat5.2,61.70138889
8_E08,2,Jmjd6.3,47.31222386
8_E09,2,Kdm4c.3,46.67844523
8_E10,2,Kdm3b.3,64.59114779
8_E11,2,Kdm1a.3,50.26923077
8_F02,2,Kat2a.3,56.87568757
8_F03,2,Kdm5a.3,62.19081272
8_F04,2,Kdm3a.4,63.08576481
8_F05,2,Kat5.3,59.66562173
8_F06,2,Kat2b.3,63.96077363
8_F07,2,Kdm4a.4,51.26225126
8_F08,2,Kdm2a.3,53.20881226
8_F09,2,Kdm1b.3,55.93180757
8_F10,2,Kat2b.4,59.72579263
8_F11,2,Kdm4c.4,64.88022737
8_G02,2,Kdm3b.4,54.29334429
8_G03,2,Kdm1b.4,50.23400936
