Position,Pool,shRNA,Percentage
12_B02,2,Pcgf2.1,12.5
12_B03,2,Phf20.1,4.08457472369053
12_B04,2,Phf20l1.1,2.76804484933427
12_B05,2,Phf2.1,9.38251804330393
12_B06,2,Pcgf6.1,2.39808153477218
12_B07,2,Prdm1.1,10.4681535061282
12_B08,2,Phip.1,3.3855482566953
12_B09,2,Phf1.1,4.3613707165109
12_B10,2,Pcgf5.1,1.80840664711632
12_B11,2,Polr2b.1,5.55073720728534
12_C02,2,Phip.2,2.83553875236295
12_C03,2,Pcmt1.1,5.01802051566399
12_C04,2,Pcgf2.2,2.73972602739726
12_C05,2,Polr2b.2,4.05405405405405
12_C06,2,Phf8.1,4.86381322957198
12_C07,2,Phf20l1.2,5.57142857142857
12_C08,2,Pcgf6.2,8.51385390428212
12_C09,2,Ppargc1a.1,7.16934487021014
12_C10,2,Phf20.2,5.34939759036145
12_C11,2,Phf19.1,6.87606112054329
12_D02,2,Pcgf5.2,3.12075983717775
12_D03,2,Ppargc1a.2,3.64053788127255
12_D04,2,Phf20.3,6.12959719789842
12_D05,2,Phc1.1,3.00653594771242
12_D06,2,Pcmt1.2,0.0
12_D07,2,Ppargc1a.3,3.42237061769616
12_D08,2,Phf8.2,3.11614730878187
12_D09,2,Phf1.2,6.59488559892328
12_D10,2,Pcgf2.3,4.52690166975881
12_D11,2,Prdm1.2,2.64380135762772
12_E02,2,Phf19.2,2.5360517155644
12_E03,2,Phf2.2,6.22119815668203
12_E04,2,Pcgf2.4,2.27272727272727
12_E05,2,Phip.3,3.36871250576834
12_E06,2,Phf20l1.3,3.26683291770574
12_E07,2,Phc1.2,4.88590604026846
12_E08,2,Pcgf5.3,2.88097043214557
12_E09,2,Polr2b.3,5.2062474969964
12_E10,2,Phf8.3,2.81329923273657
12_E11,2,Phf1.3,4.63678516228748
12_F02,2,Pcgf6.3,3.80572671257702
12_F03,2,Prdm1.3,2.21720385957709
12_F04,2,Phf20l1.4,4.55806579468886
12_F05,2,Phc1.3,10.6824925816024
12_F06,2,Pcmt1.3,7.79924599434496
12_F07,2,Phip.4,9.03954802259887
12_F08,2,Phf2.3,6.00600600600601
12_F09,2,Phf19.3,5.62095350206004
12_F10,2,Pcmt1.4,6.96890221056576
12_F11,2,Polr2b.4,3.62694300518135
12_G02,2,Phf8.4,0.0
12_G03,2,Phf19.4,8.7719298245614
12_G04,2,Pcgf5.4,3.04896827841084
12_G05,2,Prdm1.4,3.75302663438257
12_G06,2,Ppargc1a.4,4.31372549019608
12_G07,2,Phc1.4,4.3557168784029
12_G08,2,Pcgf6.4,4.15271265907569
12_G09,2,Phf20.4,5.38519072550486
12_G10,2,Phf1.4,8.85032537960955
12_G11,2,Phf2.4,4.42655935613682
13_B02,2,Prdm10.1,3.91211146838157
13_B03,2,Prdm5.1,5.641348881185
13_B04,2,Prdm6.1,1.91101821439236
13_B05,2,Prdm4.1,2.73051048674317
13_B06,2,Prdm12.1,4.95412844036697
13_B07,2,Prkcd.1,4.25731432858215
13_B08,2,Prdm9.1,3.99865591397849
13_B09,2,Prdm15.1,4.1195110909914
13_B10,2,Prdm11.1,5.26315789473684
13_B11,2,Prkaa1.1,3.99816176470588
13_C02,2,Prdm9.2,4.80812641083521
13_C03,2,Prdm13.1,4.57880091070073
13_C04,2,Prdm10.2,1.83210281651627
13_C05,2,Prkaa1.2,4.28251121076233
13_C06,2,Prdm8.1,4.55186304128902
13_C07,2,Prdm6.2,3.50967741935484
13_C08,2,Prdm12.2,5.64189189189189
13_C09,2,Prkaa2.1,2.61288104515242
13_C10,2,Prdm5.2,3.09278350515464
13_C11,2,Prdm2.1,2.6448362720403
13_D02,2,Prdm11.2,1.97897340754484
13_D03,2,Prkaa2.2,3.59066427289048
13_D04,2,Prdm5.3,3.50404312668464
13_D05,2,Prdm14.1,3.52080475537266
13_D06,2,Prdm13.2,2.94406280667321
13_D07,2,Prkaa2.3,4.53544693967415
13_D08,2,Prdm8.2,5.57413600891862
13_D09,2,Prdm15.2,4.62356792144026
13_D10,2,Prdm10.3,2.22317229585293
13_D11,2,Prkcd.2,3.0081650193382
13_E02,2,Prdm2.2,3.94776799271181
13_E03,2,Prdm4.2,5.82191780821918
13_E04,2,Prdm10.4,3.56111645813282
13_E05,2,Prdm9.3,3.60942249240122
13_E06,2,Prdm6.3,8.54465270121279
13_E07,2,Prdm14.2,6.90335305719921
13_E08,2,Prdm11.3,4.60782305959451
13_E09,2,Prkaa1.3,4.70685383980182
13_E10,2,Prdm8.3,5.25542080117604
13_E11,2,Prdm15.3,3.2793867120954
13_F02,2,Prdm12.3,3.61911454673226
13_F03,2,Prkcd.3,3.18739695915003
13_F04,2,Prdm6.4,3.34970969182671
13_F05,2,Prdm14.3,4.6862896979086
13_F06,2,Prdm13.3,0.0
13_F07,2,Prdm9.4,4.54696868754164
13_F08,2,Prdm4.3,6.2905317769131
13_F09,2,Prdm2.3,4.68401486988848
13_F10,2,Prdm13.4,1.90972222222222
13_F11,2,Prkaa1.4,2.63324873096447
13_G02,2,Prdm8.4,4.45969125214408
13_G03,2,Prdm2.4,4.23497267759563
13_G04,2,Prdm11.4,2.27180527383367
13_G05,2,Prkcd.4,6.45962732919255
13_G06,2,Prkaa2.4,4.25531914893617
13_G07,2,Prdm14.4,2.20511025551278
13_G08,2,Prdm12.4,2.71135781383433
13_G09,2,Prdm5.4,1.7458777885548
13_G10,2,Prdm15.4,2.58697591436218
13_G11,2,Prdm4.4,3.19081046585833
14_B02,2,Prmt1.1,6.03556223390934
14_B03,2,Rbbp4.1,7.02127659574468
14_B04,2,Rbbp5.1,3.3955857385399
14_B05,2,Psip1.1,4.28182172051382
14_B06,2,Prmt3.1,5.46902042229145
14_B07,2,Rnf40.1,7.86632390745501
14_B08,2,Ring1.1,8.23015294974508
14_B09,2,Prmt7.1,2.48115577889447
14_B10,2,Prmt2.1,4.33734939759036
14_B11,2,Rnf20.1,7.57855822550832
14_C02,2,Ring1.2,3.2258064516129
14_C03,2,Prmt5.1,5.94028931979071
14_C04,2,Prmt1.2,6.39377537212449
14_C05,2,Rnf20.2,3.3984375
14_C06,2,Rbbp7.1,7.98146240988672
14_C07,2,Rbbp5.2,4.39276485788114
14_C08,2,Prmt3.2,6.55737704918033
14_C09,2,Rnf217.1,6.03448275862069
14_C10,2,Rbbp4.2,6.50994575045208
14_C11,2,Prmt8.1,2.89808917197452
14_D02,2,Prmt2.2,3.86658795749705
14_D03,2,Rnf217.2,6.63952395865957
14_D04,2,Rbbp4.3,4.11907234337141
14_D05,2,Prmt6.1,6.90993788819876
14_D06,2,Prmt5.2,2.62828535669587
14_D07,2,Rnf217.3,6.53935185185185
14_D08,2,Rbbp7.2,4.75409836065574
14_D09,2,Prmt7.2,5.5715935334873
14_D10,2,Prmt1.3,6.44578313253012
14_D11,2,Rnf40.2,4.16076988395132
14_E02,2,Prmt8.2,4.76754515842464
14_E03,2,Psip1.2,7.39288714645757
14_E04,2,Prmt1.4,3.03750660327522
14_E05,2,Ring1.3,7.8820823750784
14_E06,2,Rbbp5.3,4.69224399668783
14_E07,2,Prmt6.2,5.54455445544555
14_E08,2,Prmt2.3,3.85379419944378
14_E09,2,Rnf20.3,9.07135173897454
14_E10,2,Rbbp7.3,3.9568345323741
14_E11,2,Prmt7.3,4.08492340768611
14_F02,2,Prmt3.3,8.07004187285877
14_F03,2,Rnf40.3,7.75006054734803
14_F04,2,Rbbp5.4,4.31115276476101
14_F05,2,Prmt6.3,6.78391959798995
14_F06,2,Prmt5.3,4.66377440347072
14_F07,2,Ring1.4,7.29317851959361
14_F08,2,Psip1.3,3.23054331864905
14_F09,2,Prmt8.3,3.54131534569983
14_F10,2,Prmt5.4,4.79784366576819
14_F11,2,Rnf20.4,5.17316966242876
14_G02,2,Rbbp7.4,4.59004905395936
14_G03,2,Prmt8.4,3.07628351694035
14_G04,2,Prmt2.4,10.5055487053021
14_G05,2,Rnf40.4,5.5765595463138
14_G06,2,Rnf217.4,6.93345742205677
14_G07,2,Prmt6.4,4.61668784413384
14_G08,2,Prmt3.4,0.0
14_G09,2,Rbbp4.4,5.56199304750869
14_G10,2,Prmt7.4,4.07779171894605
14_G11,2,Psip1.4,nan
11_B02,2,Nap1l2.1,7.46594005449591
11_B03,2,Padi1.1,2.47046186895811
11_B04,2,Padi4.1,6.06717226435536
11_B05,2,Orc1.1,4.70588235294118
11_B06,2,Ncoa1.1,3.90203403902034
11_B07,2,Pcgf1.1,3.38653172440638
11_B08,2,Parp1.1,2.51813913785745
11_B09,2,Ncor2.1,6.75675675675676
11_B10,2,Nap1l3.1,6.32911392405063
11_B11,2,Paxip1.1,2.3449920508744
11_C02,2,Parp1.2,3.79746835443038
11_C03,2,Ncoa3.1,5.71151984511133
11_C04,2,Nap1l2.2,1.36518771331058
11_C05,2,Paxip1.2,2.62738853503185
11_C06,2,Padi6.1,3.3311125916056
11_C07,2,Padi4.2,0.944206008583691
11_C08,2,Ncoa1.2,3.52798053527981
11_C09,2,Pbrm1.1,3.87488328664799
11_C10,2,Padi1.2,3.67932994316482
11_C11,2,Nsd1.1,3.464499572284
11_D02,2,Nap1l3.2,7.52411575562701
11_D03,2,Pbrm1.2,4.80802490487721
11_D04,2,Padi1.3,3.4805890227577
11_D05,2,Ncor1.1,4.54780361757106
11_D06,2,Ncoa3.2,7.4228028503563
11_D07,2,Pbrm1.3,5.45262043409211
11_D08,2,Padi6.2,4.51582867783985
11_D09,2,Ncor2.2,4.18207681365576
11_D10,2,Nap1l2.3,3.55078447563997
11_D11,2,Pcgf1.2,3.3112582781457
11_E02,2,Nsd1.2,4.1453428863869
11_E03,2,Orc1.2,5.49295774647887
11_E04,2,Nap1l2.4,4.02203856749311
11_E05,2,Parp1.3,2.93501048218029
11_E06,2,Padi4.3,2.43445692883895
11_E07,2,Ncor1.2,12.5
11_E08,2,Nap1l3.3,3.30097087378641
11_E09,2,Paxip1.3,3.68188512518409
11_E10,2,Padi6.3,4.27426536064114
11_E11,2,Ncor2.3,11.4457831325301
11_F02,2,Ncoa1.3,5.47036883547451
11_F03,2,Pcgf1.3,4.08163265306122
11_F04,2,Padi4.4,4.57492795389049
11_F05,2,Ncor1.3,6.71992481203008
11_F06,2,Ncoa3.3,4.4928522804629
11_F07,2,Parp1.4,4.68334220329963
11_F08,2,Orc1.3,2.77777777777778
11_F09,2,Nsd1.3,2.56257449344458
11_F10,2,Ncoa3.4,4.34782608695652
11_F11,2,Paxip1.4,2.52252252252252
11_G02,2,Padi6.4,5.15191545574637
11_G03,2,Nsd1.4,5.4590570719603
11_G04,2,Nap1l3.4,4.16151627523692
11_G05,2,Pcgf1.4,1.63398692810458
11_G06,2,Pbrm1.4,6.64010624169987
11_G07,2,Ncor1.4,2.57323832145685
11_G08,2,Ncoa1.4,3.67483296213808
11_G09,2,Padi1.4,3.24499729583559
11_G10,2,Ncor2.4,5.04587155963303
11_G11,2,Orc1.4,3.56312935708753
9_B02,2,Kdm5b.1,1.57068062827225
9_B03,2,L3mbtl4.1,1.93236714975845
9_B04,2,Mbd1.1,2.93990488543018
9_B05,2,L3mbtl3.1,2.37068965517241
9_B06,2,Kdm5d.1,3.78169316716803
9_B07,2,Men1.1,4.94155154091392
9_B08,2,Mbd3.1,3.65612648221344
9_B09,2,L3mbtl1.1,4.79087452471483
9_B10,2,Kdm5c.1,2.3486901535682
9_B11,2,Mbd4.1,2.09424083769634
9_C02,2,Mbd3.2,4.11055988660524
9_C03,2,Kdm6a.1,3.63937138130687
9_C04,2,Kdm5b.2,5.02202643171806
9_C05,2,Mbd4.2,5.49800796812749
9_C06,2,Mbd2.1,1.85185185185185
9_C07,2,Mbd1.2,5.26666666666667
9_C08,2,Kdm5d.2,5.67942785023138
9_C09,2,Mecom.1,4.52065471551052
9_C10,2,L3mbtl4.2,5.00333555703803
9_C11,2,L3mbtl2.1,4.36540016168149
9_D02,2,Kdm5c.2,4.01740877134248
9_D03,2,Mecom.2,2.20125786163522
9_D04,2,L3mbtl4.3,2.58760107816712
9_D05,2,Kdm6b.1,2.87443267776097
9_D06,2,Kdm6a.2,2.30133045667026
9_D07,2,Mecom.3,3.77871825876663
9_D08,2,Mbd2.2,9.35043442283823
9_D09,2,L3mbtl1.2,3.02304699191859
9_D10,2,Kdm5b.3,5.67583382094792
9_D11,2,Men1.2,3.33333333333333
9_E02,2,L3mbtl2.2,0.0
9_E03,2,L3mbtl3.2,3.29198473282443
9_E04,2,Kdm5b.4,4.05004939084623
9_E05,2,Mbd3.3,2.12569316081331
9_E06,2,Mbd1.3,3.94932935916542
9_E07,2,Kdm6b.2,2.59552992069214
9_E08,2,Kdm5c.3,3.03848750844024
9_E09,2,Mbd4.3,4.08587257617729
9_E10,2,Mbd2.3,12.4775044991002
9_E11,2,L3mbtl1.3,2.84598214285714
9_F02,2,Kdm5d.3,4.14769853313101
9_F03,2,Men1.3,6.12128146453089
9_F04,2,Mbd1.4,7.69545640605813
9_F05,2,Kdm6b.3,2.85714285714286
9_F06,2,Kdm6a.3,3.93858477970628
9_F07,2,Mbd3.4,7.18884120171674
9_F08,2,L3mbtl3.3,3.72073578595318
9_F09,2,L3mbtl2.3,5.13555787278415
9_F10,2,Kdm6a.4,3.63738108561836
9_F11,2,Mbd4.4,4.94590417310665
9_G02,2,Mbd2.4,6.84858212948101
9_G03,2,L3mbtl2.4,5.1131221719457
9_G04,2,Kdm5c.4,7.81433607520564
9_G05,2,Men1.4,5.72323462414579
