Position,Pool,shRNA,GeoMean
7_B02,1,Hdac7.1,76.51665902
7_B03,1,Ing4.1,289.1162085
7_B04,1,Ing5.1,94.7998813
7_B05,1,Ing3.1,180.1296085
7_B06,1,Hdac9.1,90.48035153
7_B07,1,Jmjd4.1,157.9502568
7_B08,1,Jarid2.1,224.4835958
7_B09,1,Hltf.1,206.3353729
7_B10,1,Hdac8.1,296.0116275
7_B11,1,Jhdm1d.1,133.0259239
7_C02,1,Jarid2.2,148.459978
7_C03,1,Hells.1,224.4459018
7_C04,1,Hdac7.2,140.490528
7_C05,1,Jhdm1d.2,156.9626093
7_C06,1,Ino80.1,165.6966324
7_C07,1,Ing5.2,228.2914481
7_C08,1,Hdac9.2,108.0241705
7_C09,1,Jmjd1c.1,418.0249342
7_C10,1,Ing4.2,129.508333
7_C11,1,Ing2.1,138.0405206
7_D02,1,Hdac8.2,91.96169295
7_D03,1,Jmjd1c.2,183.4987294
7_D04,1,Ing4.3,363.2293431
7_D05,1,Hira.1,183.6549197
7_D06,1,Hells.2,191.3455709
7_D07,1,Jmjd1c.3,96.86470131
7_D08,1,Ino80.2,184.5415363
7_D09,1,Hltf.2,311.7939405
7_D10,1,Hdac7.3,118.0005236
7_D11,1,Jmjd4.2,195.5765137
7_E02,1,Ing2.2,163.0032504
7_E03,1,Ing3.2,321.4782607
7_E04,1,Hdac7.4,164.3674937
7_E05,1,Jarid2.3,243.3356424
7_E06,1,Ing5.3,271.5989518
7_E07,1,Hira.2,248.5380671
7_E08,1,Hdac8.3,237.404384
7_E09,1,Jhdm1d.3,165.2182747
7_E10,1,Ino80.3,81.82642603
7_E11,1,Hltf.3,162.6024062
7_F02,1,Hdac9.3,101.9183177
7_F03,1,Jmjd4.3,100.8669603
7_F04,1,Ing5.4,238.7505213
7_F05,1,Hira.3,104.8838127
7_F06,1,Hells.3,135.3280758
7_F07,1,Jarid2.4,112.0401131
7_F08,1,Ing3.3,150.889095
7_F09,1,Ing2.3,317.0521312
7_F10,1,Hells.4,157.0772372
7_F11,1,Jhdm1d.4,163.3834963
7_G02,1,Ino80.4,94.20757383
7_G03,1,Ing2.4,201.2323499
7_G04,1,Hdac8.4,159.6562401
7_G05,1,Jmjd4.4,92.98226341
7_G06,1,Jmjd1c.4,264.324334
7_G07,1,Hira.4,107.6957304
7_G08,1,Hdac9.4,193.3579005
7_G09,1,Ing4.4,161.7400989
7_G10,1,Hltf.4,179.4961464
7_G11,1,Ing3.4,196.4320374
3_B02,1,Brwd1.1,100.3830125
3_B03,1,Cbx7.1,69.66293097
3_B04,1,Cbx8.1,73.08086941
3_B05,1,Cbx6.1,60.17755727
3_B06,1,Carm1.1,160.4708601
3_B07,1,Chd2.1,142.7201688
3_B08,1,Chaf1b.1,104.2246925
3_B09,1,Cbx4.1,59.69926417
3_B10,1,Brwd3.1,36.82437104
3_B11,1,Chd1.1,72.44491616
3_C02,1,Chaf1b.2,214.2977685
3_C03,1,Cbx1.1,123.7775062
3_C04,1,Brwd1.2,119.3330209
3_C05,1,Chd1.2,169.094539
3_C06,1,Chaf1a.1,183.7548561
3_C07,1,Cbx8.2,130.8727213
3_C08,1,Carm1.2,127.0579272
3_C09,1,Chd1l.1,169.0710741
3_C10,1,Cbx7.2,73.95443003
3_C11,1,Cbx5.1,67.04435308
3_D02,1,Brwd3.2,119.71695
3_D03,1,Chd1l.2,132.6680417
3_D04,1,Cbx7.3,133.0282162
3_D05,1,Cbx3.1,179.5269613
3_D06,1,Cbx1.2,106.3962571
3_D07,1,Chd1l.3,81.50752837
3_D08,1,Chaf1a.2,95.61769164
3_D09,1,Cbx4.2,48.04658203
3_D10,1,Brwd1.3,139.1418719
3_D11,1,Chd2.2,77.10516484
3_E02,1,Cbx5.2,115.1502284
3_E03,1,Cbx6.2,210.7253469
3_E04,1,Brwd1.4,158.1074817
3_E05,1,Chaf1b.3,113.3121738
