Position,Pool,shRNA,Percentage
9_B02,2,Kdm5b.1,43.08855292
9_B03,2,L3mbtl4.1,37.59036145
9_B04,2,Mbd1.1,44.76961395
9_B05,2,L3mbtl3.1,30.4587156
9_B06,2,Kdm5d.1,29.54661233
9_B07,2,Men1.1,35.06355932
9_B08,2,Mbd3.1,47.42647059
9_B09,2,L3mbtl1.1,32.47293922
9_B10,2,Kdm5c.1,36.2720403
9_B11,2,Mbd4.1,35.75268817
9_C02,2,Mbd3.2,36.52795292
9_C03,2,Kdm6a.1,32.69090909
9_C04,2,Kdm5b.2,23.96694215
9_C05,2,Mbd4.2,34.32657926
9_C06,2,Mbd2.1,51.35135135
9_C07,2,Mbd1.2,33.73101952
9_C08,2,Kdm5d.2,31.98529412
9_C09,2,Mecom.1,31.50046598
9_C10,2,L3mbtl4.2,32.21335573
9_C11,2,L3mbtl2.1,31.37432188
9_D02,2,Kdm5c.2,19.16545366
9_D03,2,Mecom.2,46.20155039
9_D04,2,L3mbtl4.3,44.72681067
9_D05,2,Kdm6b.1,32.72727273
9_D06,2,Kdm6a.2,43.04102977
9_D07,2,Mecom.3,37.94375288
9_D08,2,Mbd2.2,27.5101567
9_D09,2,L3mbtl1.2,39.4485684
9_D10,2,Kdm5b.3,39.37341236
9_D11,2,Men1.2,41.50943396
9_E02,2,L3mbtl2.2,38.46153846
9_E03,2,L3mbtl3.2,35.93637021
9_E04,2,Kdm5b.4,36.16907437
9_E05,2,Mbd3.3,44.57640538
9_E06,2,Mbd1.3,39.35064935
9_E07,2,Kdm6b.2,34.16496945
9_E08,2,Kdm5c.3,42.58760108
9_E09,2,Mbd4.3,36.54033042
9_E10,2,Mbd2.3,24.51312447
9_E11,2,L3mbtl1.3,37.75956284
9_F02,2,Kdm5d.3,33.15565032
9_F03,2,Men1.3,29.22476297
9_F04,2,Mbd1.4,26.28827483
9_F05,2,Kdm6b.3,32.66666667
9_F06,2,Kdm6a.3,33.78803778
9_F07,2,Mbd3.4,38.30426939
9_F08,2,L3mbtl3.3,24.21340629
9_F09,2,L3mbtl2.3,27.31755424
9_F10,2,Kdm6a.4,32.77310924
9_F11,2,Mbd4.4,41.2285883
9_G02,2,Mbd2.4,30.27237354
9_G03,2,L3mbtl2.4,27.27701746
9_G04,2,Kdm5c.4,27.46987952
9_G05,2,Men1.4,23.9178515
9_G06,2,Mecom.4,25.33062055
9_G07,2,Kdm6b.4,38.21138211
9_G08,2,Kdm5d.4,28.59199539
9_G09,2,L3mbtl4.4,31.68617252
9_G10,2,L3mbtl1.4,33.59375
9_G11,2,L3mbtl3.4,22.94642857
11_B02,2,Nap1l2.1,24.01746725
11_B03,2,Padi1.1,29.68591692
11_B04,2,Padi4.1,30.15873016
11_B05,2,Orc1.1,31.69014085
11_B06,2,Ncoa1.1,24.81914302
11_B07,2,Pcgf1.1,20.73070608
11_B08,2,Parp1.1,26.3583815
11_B09,2,Ncor2.1,27.67354597
11_B10,2,Nap1l3.1,35.0877193
11_B11,2,Paxip1.1,26.99163332
11_C02,2,Parp1.2,24.85380117
11_C03,2,Ncoa3.1,39.49416342
11_C04,2,Nap1l2.2,36.84210526
11_C05,2,Paxip1.2,31.66547534
11_C06,2,Padi6.1,27.7665996
11_C07,2,Padi4.2,32.65543289
11_C08,2,Ncoa1.2,27.95031056
11_C09,2,Pbrm1.1,34.80732786
11_C10,2,Padi1.2,31.34408602
11_C11,2,Nsd1.1,25.22321429
11_D02,2,Nap1l3.2,32.48693055
11_D03,2,Pbrm1.2,31.75832688
11_D04,2,Padi1.3,23.41302556
11_D05,2,Ncor1.1,30.59866962
11_D06,2,Ncoa3.2,23.95833333
11_D07,2,Pbrm1.3,31.45751266
11_D08,2,Padi6.2,33.98558187
11_D09,2,Ncor2.2,34.82554312
11_D10,2,Nap1l2.3,26.85370741
11_D11,2,Pcgf1.2,19.6287703
11_E02,2,Nsd1.2,30.03374578
11_E03,2,Orc1.2,34.21474359
11_E04,2,Nap1l2.4,32.11255025
11_E05,2,Parp1.3,25.30701754
11_E06,2,Padi4.3,35.28277635
11_E07,2,Ncor1.2,57.14285714
11_E08,2,Nap1l3.3,27.8019802
11_E09,2,Paxip1.3,39.17647059
11_E10,2,Padi6.3,33.69036027
11_E11,2,Ncor2.3,28.03284808
11_F02,2,Ncoa1.3,36.70256835
11_F03,2,Pcgf1.3,20.99109131
11_F04,2,Padi4.4,32.89183223
11_F05,2,Ncor1.3,37.71626298
11_F06,2,Ncoa3.3,36.86567164
11_F07,2,Parp1.4,26.52933833
11_F08,2,Orc1.3,29.40287226
11_F09,2,Nsd1.3,36.85897436
11_F10,2,Ncoa3.4,29.52243126
11_F11,2,Paxip1.4,29.75308642
11_G02,2,Padi6.4,40.6463642
11_G03,2,Nsd1.4,30.64516129
11_G04,2,Nap1l3.4,45.61200924
