Position,Pool,shRNA,GeoMean
1_B02,1,Actl6b.1,2315.22545050975
1_B03,1,Asxl3.1,2502.11382511519
1_B04,1,Atad2.1,2658.70497740965
1_B05,1,Asxl2.1,2862.97673134568
1_B06,1,Aff4.1,2097.04396066097
1_B07,1,Aurkb.1,2980.18251142917
1_B08,1,Atm.1,2045.82680554243
1_B09,1,A2l.1,1818.89802068415
1_B10,1,Aff1.1,2351.94000428347
1_B11,1,Atr.1,1907.31757248376
1_C02,1,Atm.2,2227.53136354356
1_C03,1,Arid2.1,2449.24212190422
1_C04,1,Actl6b.2,2922.37307680237
1_C05,1,Atr.2,2338.28892390328
1_C06,1,Atad2b.1,2991.11115628615
1_C07,1,Atad2.2,2045.26423346577
1_C08,1,Aff4.2,2652.08606264786
1_C09,1,Atrx.1,2503.36965552459
1_C10,1,Asxl3.2,2649.99182830259
1_C11,1,Asxl1.1,1865.0129283159
1_D02,1,Aff1.2,2762.8850536146
1_D03,1,Atrx.2,3068.7292882573
1_D04,1,Asxl3.3,3051.46422718864
1_D05,1,A1l.1,2677.88328506573
1_D06,1,Arid2.2,3488.71199322855
1_D07,1,Atrx.3,2789.62275494148
1_D08,1,Atad2b.2,2447.11220669687
1_D09,1,A2l.2,2756.61167495756
1_D10,1,Actl6b.3,1880.70364261415
1_D11,1,Aurkb.2,1388.315464686
1_E02,1,Asxl1.2,1843.3448684371
1_E03,1,Asxl2.2,541.17742387742
1_E04,1,Actl6b.4,2838.81207018489
1_E05,1,Atm.3,3507.07034485236
1_E06,1,Atad2.3,2665.91127137441
1_E07,1,A1l.2,3011.99293779356
1_E08,1,Aff1.3,3517.07044162049
1_E09,1,Atr.3,3393.32092910177
1_E10,1,Atad2b.3,2680.58993284294
1_E11,1,A2l.3,1288.611105401
1_F02,1,Aff4.3,2625.16215359996
1_F03,1,Aurkb.3,2365.67080454727
1_F04,1,Atad2.4,2900.84842664315
1_F05,1,A1l.3,1950.67256111758
1_F06,1,Arid2.3,3314.41262594843
1_F07,1,Atm.4,2786.21722334872
1_F08,1,Asxl2.3,1997.66556633355
1_F09,1,Asxl1.3,3031.73866949234
1_F10,1,Arid2.4,2274.84560544464
1_F11,1,Atr.4,2465.49243848658
1_G02,1,Atad2b.4,2437.61460682601
1_G03,1,Asxl1.4,2136.20944687707
1_G04,1,Aff1.4,2284.63129812345
1_G05,1,Aurkb.4,2373.93570147204
1_G06,1,Atrx.4,2630.33328962479
1_G07,1,A1l.4,2715.3810707214
1_G08,1,Aff4.4,2279.41380552125
1_G09,1,Asxl3.4,2455.737507492
