Position,Pool,shRNA,GeoMean
18_B02,3,Tdg.1,12.04271959
18_B03,3,Ube2b.1,13.56008898
18_B04,3,Ube2e1.1,20.39344475
18_B05,3,Trim66.1,20.77880229
18_B06,3,Tet2.1,19.43453777
18_B07,3,Usp51.1,21.51341218
18_B08,3,Uhrf1.1,19.10357914
18_B09,3,Trim28.1,22.92481651
18_B10,3,Tet1.1,19.99209344
18_B11,3,Usp22.1,21.44865801
18_C02,3,Uhrf1.2,22.68316388
18_C03,3,Tet3.1,19.61969693
18_C04,3,Tdg.2,18.60907481
18_C05,3,Usp22.2,19.31676976
18_C06,3,Ube2i.1,31.89184848
18_C07,3,Ube2e1.2,18.90748149
18_C08,3,Tet2.2,24.40212831
18_C09,3,Usp27x.1,49.00064476
18_C10,3,Ube2b.2,25.63464576
18_C11,3,Trim33.1,21.08994403
18_D02,3,Tet1.2,17.34296482
18_D03,3,Usp27x.2,20.00522759
18_D04,3,Ube2b.3,19.56833924
18_D05,3,Trim24.1,55.8202073
18_D06,3,Tet3.2,19.93956089
18_D07,3,Usp27x.3,21.5209313
18_D08,3,Ube2i.2,18.64123431
18_D09,3,Trim28.2,21.01723841
18_D10,3,Tdg.3,20.34005177
18_D11,3,Usp51.2,21.54047481
18_E02,3,Trim33.2,22.52832283
18_E03,3,Trim66.2,54.92016374
18_E04,3,Tdg.4,21.6312285
18_E05,3,Uhrf1.3,18.32739168
18_E06,3,Ube2e1.3,24.64828161
18_E07,3,Trim24.2,22.9062005
18_E08,3,Tet1.3,21.71177092
18_E09,3,Usp22.3,25.00786373
18_E10,3,Ube2i.3,55.39458876
18_E11,3,Trim28.3,15.82942415
18_F02,3,Tet2.3,19.70096413
18_F03,3,Usp51.3,19.84700563
18_F04,3,Ube2e1.4,20.92880836
18_F05,3,Trim24.3,20.0227803
18_F06,3,Tet3.3,18.49523594
18_F07,3,Uhrf1.4,20.975233
18_F08,3,Trim66.3,17.7551601
18_F09,3,Trim33.3,25.51090981
18_F10,3,Tet3.4,22.23840257
18_F11,3,Usp22.4,18.33987396
18_G02,3,Ube2i.4,21.80887792
18_G03,3,Trim33.4,31.4973104
18_G04,3,Tet1.4,18.59020891
18_G05,3,Usp51.4,19.4920908
18_G06,3,Usp27x.4,33.26816323
18_G07,3,Trim24.4,26.99748072
18_G08,3,Tet2.4,22.68171242
18_G09,3,Ube2b.4,21.20107261
18_G10,3,Trim28.4,22.23740303
18_G11,3,Trim66.4,22.94614694
17_B02,3,Smyd4.1,14.00619582
17_B03,3,Suv39h2.1,22.66113169
17_B04,3,Suv420h1.1,20.65108549
17_B05,3,Suv39h1.1,15.69606132
17_B06,3,Sp100.1,19.65778333
17_B07,3,Tcea1.1,18.40968624
17_B08,3,Suz12.1,28.72113767
17_B09,3,Ssrp1.1,22.24363353
17_B10,3,Smyd5.1,22.06393032
17_B11,3,Taf1.1,18.67115913
17_C02,3,Suz12.2,23.21143715
17_C03,3,Sp110.1,19.58624271
17_C04,3,Smyd4.2,19.16759187
17_C05,3,Taf1.2,19.54034123
17_C06,3,Suv420h2.1,17.40074559
17_C07,3,Suv420h1.2,19.70068675
17_C08,3,Sp100.2,28.81352612
17_C09,3,Taf3.1,21.37759047
17_C10,3,Suv39h2.2,18.99039277
17_C11,3,Supt16h.1,18.45737928
17_D02,3,Smyd5.2,16.35741605
17_D03,3,Taf3.2,17.57138149
17_D04,3,Suv39h2.3,26.42954067
17_D05,3,Sp140.1,17.83944008
17_D06,3,Sp110.2,18.82039801
17_D07,3,Taf3.3,18.3895569
17_D08,3,Suv420h2.2,23.68070766
17_D09,3,Ssrp1.2,24.49296063
17_D10,3,Smyd4.3,19.70688514
17_D11,3,Tcea1.2,22.22493608
17_E02,3,Supt16h.2,19.81994638
17_E03,3,Suv39h1.2,14.96967424
17_E04,3,Smyd4.4,20.85862638
17_E05,3,Suz12.3,20.65993833
17_E06,3,Suv420h1.3,24.22408871
17_E07,3,Sp140.2,21.17096604
17_E08,3,Smyd5.3,20.01308492
17_E09,3,Taf1.3,15.45166252
17_E10,3,Suv420h2.3,20.8997742
17_E11,3,Ssrp1.3,24.3855109
17_F02,3,Sp100.3,21.91109381
17_F03,3,Tcea1.3,20.81050548
17_F04,3,Suv420h1.4,21.83881352
17_F05,3,Sp140.3,19.55270273
17_F06,3,Sp110.3,20.82171024
17_F07,3,Suz12.4,28.87332298
17_F08,3,Suv39h1.3,22.12645069
17_F09,3,Supt16h.3,17.55450175
17_F10,3,Sp110.4,47.17460803
17_F11,3,Taf1.4,13.28323336
17_G02,3,Suv420h2.4,22.5263123
17_G03,3,Supt16h.4,22.71388021
17_G04,3,Smyd5.4,24.14302122
17_G05,3,Tcea1.4,20.3653268
17_G06,3,Taf3.4,21.0686667
17_G07,3,Sp140.4,27.49489409
17_G08,3,Sp100.4,26.23265926
17_G09,3,Suv39h2.4,22.14935305
17_G10,3,Ssrp1.4,28.77574534
17_G11,3,Suv39h1.4,22.67246034
19_B02,3,Wbp7.1,19.15982762
19_B03,3,Arid1b.1,20.19022269
19_B04,3,Brd7.2,23.48246808
19_B05,3,Actb,25.59938208
19_B06,3,Wdr82.1,38.37138749
19_B07,3,Eaf1.1,19.99200189
