Position,Pool,shRNA,Percentage
20_D07,3,Prdm16.3,41.68831169
20_D08,3,Parp2.3,42.07011686
20_D09,3,Iws1.2,38.55477855
20_D10,3,Fkbp2.1,26.47712128
20_D11,3,Rnf2.3,16.79659816
20_E02,3,Jmjd8.3,30.06177076
20_E03,3,Mecp2.1,34.90272374
20_E04,3,Fkbp2.2,33.08900524
20_E05,3,Phc3.3,21.59747767
20_E06,3,Paf1.3,54.79375697
20_E07,3,Hdac5.1,31.78548071
20_E08,3,Fkbp5.2,41.55172414
20_E09,3,Phf17.1,27.88279773
20_E10,3,Phc2.1,32.74336283
20_E11,3,Iws1.3,25.54925585
20_F02,3,Gtf2h1.3,35.25179856
20_F03,3,Satb1.1,35.57692308
20_F04,3,Parp2.1,35.6703567
20_F05,3,Hdac5.2,25.44247788
20_F06,3,Hdac11.1,34.34099154
20_F07,3,Phf10.1,31.48387097
20_F08,3,Mecp2.2,29.74874372
20_F09,3,Kdm4b.1,34.49352967
20_F10,3,Hdac11.2,30.13344813
20_F11,3,Phf17.2,30.67729084
20_G02,3,Phc2.2,24.49076267
20_G03,3,Kdm4b.2,34.1536167
20_G04,3,Fkbp5.3,14.87603306
20_G05,3,Satb1.2,17.55879968
20_G06,3,Rnf2.1,36.30252101
20_G07,3,Hdac5.3,19.67990516
20_G08,3,H2afz.1,26.7136451
20_G09,3,Padi3,20.86330935
20_G10,3,Jmjd8.1,23.92420055
20_G11,3,Mecp2.3,21.06975063
control3_B02,3,Bptf.1,41.37931034
control3_B03,3,Bptf.2,36.71399594
control3_B04,3,Bptf.3,27.63262074
control3_B05,3,Bptf.4,33.05865245
control3_B06,3,Whsc1.1,25.30991736
control3_B07,3,Whsc1.2,21.65605096
control3_B08,3,Whsc1.3,29.49504483
control3_B09,3,Whsc1.4,29.44693572
control3_B10,3,Cd4.1,27.99782963
control3_B11,3,Cd4.1,27.20478326
control3_C02,3,Mll2.1,27.10601719
control3_C03,3,Mll2.2,13.83399209
control3_C04,3,Mll2.3,35.95132743
control3_C05,3,Mll2.4,12.392755
control3_C06,3,Brd8.1,51.64835165
control3_C07,3,Brd8.2,19.13043478
control3_C08,3,Brd8.3,28.28845559
control3_C09,3,Brd8.4,26.39744467
control3_C10,3,Cd4.2,38.49407783
control3_C11,3,Cd4.2,43.92905866
control3_D02,3,Ncor1.1,27.39831159
control3_D03,3,Ncor1.2,0.0
control3_D04,3,Ncor1.3,30.33962264
control3_D05,3,Ncor1.4,46.88079061
control3_D06,3,Cxxcl.1,33.49975037
control3_D07,3,Cxxcl.2,52.47706422
control3_D08,3,Cxxcl.3,32.60393873
control3_D09,3,Cxxcl.4,50.67170445
control3_D10,3,Cd4.3,32.9248366
control3_D11,3,Cd4.3,35.79154376
control3_E02,3,Smarca4.1,54.8447205
control3_E03,3,Smarca4.2,67.61177754
control3_E04,3,Smarca4.3,44.90990991
control3_E05,3,Smarca4.4,30.94949495
control3_E06,3,Klf2.1,27.98264642
control3_E07,3,Klf2.2,30.27151935
control3_E08,3,Klf2.3,31.11931119
control3_E09,3,Klf2.4,30.07030827
control3_E10,3,Cd4.4,37.13901948
control3_E11,3,Cd4.4,35.86744639
control3_F02,3,Runx3.1,83.73015873
control3_F03,3,Runx3.2,78.90938252
control3_F04,3,Runx3.3,88.11096433
control3_F05,3,Empty,50.0
control3_F06,3,Sp140.1,36.70448939
control3_F07,3,Sp140.2,30.10348071
control3_F08,3,Sp140.3,39.91750687
control3_F09,3,Sp140.4,33.85263158
control3_F10,3,Empty,33.33333333
control3_F11,3,Empty,0.0
control3_G02,3,Smarce1.1,100.0
control3_G03,3,Smarce1.2,46.4040025
control3_G04,3,Smarce1.3,48.75832829
control3_G05,3,Smarce1.4,48.06818182
control3_G06,3,Wdr82.1,18.71287129
control3_G07,3,Wdr82.2,20.32085561
control3_G08,3,Wdr82.3,15.54770318
control3_G09,3,Wdr82.4,15.57377049
control3_G10,3,Empty,0.0
control3_G11,3,Empty,0.0
21_B02,3,Satb1.3,43.86825508
21_B06,3,Setd7.2,39.46815955
21_B09,3,Smarcd2.3,69.89117291
21_B10,3,Setd3.1,38.96734334
21_C03,3,Smarca2.3,38.71302543
21_C04,3,Scmh1.1,47.47215081
21_C08,3,Sirt2,100.0
21_C11,3,Ube2a.1,40.6779661
21_D02,3,Setd3.2,46.80981595
21_D05,3,Smarcc1.2,38.13443073
21_D06,3,Smarcb1.1,50.0
21_D09,3,Smyd1.1,49.21816828
21_D10,3,Scmh1.2,36.97725605
21_E02,3,Ube2a.2,40.0
21_E04,3,Scmh1.3,38.12185579
21_E07,3,Smarcc1.3,0.0
21_E08,3,Setd3.3,38.18181818
21_E11,3,Smyd1.2,39.67123288
21_F02,3,Smarca2.1,45.21345408
21_F05,3,Smarcd2.1,29.26829268
21_F06,3,Smarcb1.2,43.07381193
21_F10,3,Smarcc1.1,31.28065395
21_G04,3,Setd7.1,34.45921667
21_G07,3,Smarcd2.2,54.02469136
21_G08,3,Smarca2.2,34.71365639
21_G10,3,Smyd1.3,40.25661588
7_B02,1,Hdac7.1,12.5
7_B03,1,Ing4.1,29.65726277
7_B04,1,Ing5.1,13.96396396
7_B05,1,Ing3.1,22.89693593
7_B06,1,Hdac9.1,25.0
7_B07,1,Jmjd4.1,18.8449848
7_B08,1,Jarid2.1,22.12103408
7_B09,1,Hltf.1,24.7007617
7_B10,1,Hdac8.1,27.83310902
7_B11,1,Jhdm1d.1,13.92405063
7_C02,1,Jarid2.2,17.09090909
7_C03,1,Hells.1,26.39414585
7_C04,1,Hdac7.2,17.76293823
7_C05,1,Jhdm1d.2,19.47809879
7_C06,1,Ino80.1,17.36736737
7_C07,1,Ing5.2,21.91780822
7_C08,1,Hdac9.2,17.86990708
7_C09,1,Jmjd1c.1,16.66666667
7_C10,1,Ing4.2,14.97747748
7_C11,1,Ing2.1,16.80993314
7_D02,1,Hdac8.2,13.16137566
7_D03,1,Jmjd1c.2,21.91914272
7_D04,1,Ing4.3,35.27227723
7_D05,1,Hira.1,22.38143978
7_D06,1,Hells.2,21.43407864
7_D07,1,Jmjd1c.3,25.0
7_D08,1,Ino80.2,21.33072407
7_D09,1,Hltf.2,32.50564334
7_D10,1,Hdac7.3,15.30139104
7_D11,1,Jmjd4.2,20.1946472
7_E02,1,Ing2.2,22.27626459
7_E03,1,Ing3.2,31.59216474
7_E04,1,Hdac7.4,18.08545876
7_E05,1,Jarid2.3,24.5622688
7_E06,1,Ing5.3,24.57627119
7_E07,1,Hira.2,26.79628064
7_E08,1,Hdac8.3,25.44833476
7_E09,1,Jhdm1d.3,19.55445545
7_E10,1,Ino80.3,10.81333749
7_E11,1,Hltf.3,17.97527564
7_F02,1,Hdac9.3,16.68302257
7_F03,1,Jmjd4.3,13.8028169
7_F04,1,Ing5.4,28.32995267
7_F05,1,Hira.3,12.7930683
7_F06,1,Hells.3,17.23122239
7_F07,1,Jarid2.4,14.28897512
7_F08,1,Ing3.3,19.89924433
7_F09,1,Ing2.3,31.23399898
7_F10,1,Hells.4,18.14516129
7_F11,1,Jhdm1d.4,17.85806452
7_G02,1,Ino80.4,14.08418658
7_G03,1,Ing2.4,25.74598317
7_G04,1,Hdac8.4,20.74816815
7_G05,1,Jmjd4.4,13.21948134
7_G06,1,Jmjd1c.4,27.1991911
7_G07,1,Hira.4,15.65365025
7_G08,1,Hdac9.4,20.0
7_G09,1,Ing4.4,20.27345592
7_G10,1,Hltf.4,18.03797468
7_G11,1,Ing3.4,20.22237665
3_B02,1,Brwd1.1,15.66364386
3_B03,1,Cbx7.1,11.09271523
3_B04,1,Cbx8.1,13.43949045
3_B05,1,Cbx6.1,9.691629956
3_B06,1,Carm1.1,23.18567389
3_B07,1,Chd2.1,20.9478673
3_B08,1,Chaf1b.1,17.3347779
3_B09,1,Cbx4.1,10.06036217
3_B10,1,Brwd3.1,5.525460455
3_B11,1,Chd1.1,10.45009785
3_C02,1,Chaf1b.2,38.37209302
3_C03,1,Cbx1.1,20.11494253
3_C04,1,Brwd1.2,17.27493917
3_C05,1,Chd1.2,25.30541012
3_C06,1,Chaf1a.1,21.36363636
3_C07,1,Cbx8.2,18.11023622
3_C08,1,Carm1.2,19.69766377
3_C09,1,Chd1l.1,21.01769912
3_C10,1,Cbx7.2,13.62831858
3_C11,1,Cbx5.1,11.19186047
3_D02,1,Brwd3.2,16.55801825
3_D03,1,Chd1l.2,20.41633307
3_D04,1,Cbx7.3,19.13580247
3_D05,1,Cbx3.1,24.16107383
3_D06,1,Cbx1.2,15.13026052
3_D07,1,Chd1l.3,8.208955224
3_D08,1,Chaf1a.2,12.98129813
3_D09,1,Cbx4.2,9.203655352
3_D10,1,Brwd1.3,21.86027453
3_D11,1,Chd2.2,14.76219889
3_E02,1,Cbx5.2,16.22574956
3_E03,1,Cbx6.2,27.3458445
3_E04,1,Brwd1.4,22.50859107
3_E05,1,Chaf1b.3,17.36972705
3_E06,1,Cbx8.3,15.20190024
3_E07,1,Cbx3.2,14.78060046
3_E08,1,Brwd3.3,14.62264151
3_E09,1,Chd1.3,14.80650589
3_E10,1,Chaf1a.3,30.24602026
3_E11,1,Cbx4.3,6.923837784
3_F02,1,Carm1.3,20.21276596
3_F03,1,Chd2.3,35.60606061
3_F04,1,Cbx8.4,20.9653092
3_F05,1,Cbx3.3,21.69811321
3_F06,1,Cbx1.3,20.0
3_F07,1,Chaf1b.4,37.90849673
3_F08,1,Cbx6.3,17.30205279
3_F09,1,Cbx5.3,22.27642276
3_F10,1,Cbx1.4,24.72627737
3_F11,1,Chd1.4,15.18207283
3_G02,1,Chaf1a.4,34.07601573
3_G03,1,Cbx5.4,15.91468417
3_G04,1,Brwd3.4,0.0
3_G05,1,Chd2.4,18.73804971
3_G06,1,Chd1l.4,nan
3_G07,1,Cbx3.4,20.74978204
3_G08,1,Carm1.4,16.38846737
3_G09,1,Cbx7.4,18.25699746
3_G10,1,Cbx4.4,9.052333805
3_G11,1,Cbx6.4,15.80786026
6_B02,1,Fbxw9.1,8.333333333
6_B03,1,Hcfc1.1,16.22441243
6_B04,1,Hdac1.1,10.51418031
6_B05,1,Hat1.1,9.411050395
6_B06,1,Gadd45a.1,12.36395298
6_B07,1,Hdac6.1,9.030100334
6_B08,1,Hdac2.1,11.61317568
6_B09,1,Gtf2f1.1,9.202175884
6_B10,1,Fkbp1a.1,7.613908873
6_B11,1,Hdac3.1,8.700102354
6_C02,1,Hdac2.2,10.86113266
6_C03,1,Gadd45b.1,13.2122588
6_C04,1,Fbxw9.2,12.6653008
6_C05,1,Hdac3.2,10.84598698
6_C06,1,Hdac10.1,11.59678858
6_C07,1,Hdac1.2,16.58914729
6_C08,1,Gadd45a.2,14.61843409
6_C09,1,Hdac4.1,16.54411765
6_C10,1,Hcfc1.2,12.29050279
6_C11,1,Gtf3c4.1,13.03370787
6_D02,1,Fkbp1a.2,9.090909091
6_D03,1,Hdac4.2,12.35115573
6_D04,1,Hcfc1.3,31.67173252
6_D05,1,Gtf2b.1,17.66508777
6_D06,1,Gadd45b.2,25.27895344
6_D07,1,Hdac4.3,16.23036649
6_D08,1,Hdac10.2,13.78424658
6_D09,1,Gtf2f1.2,20.3567681
6_D10,1,Fbxw9.3,15.19468186
6_D11,1,Hdac6.2,15.81606872
6_E02,1,Gtf3c4.2,13.84481634
6_E03,1,Hat1.2,19.14511494
6_E04,1,Fbxw9.4,12.01644552
6_E05,1,Hdac2.3,20.36146895
6_E06,1,Hdac1.3,23.988154
6_E07,1,Gtf2b.2,40.66390041
6_E08,1,Fkbp1a.3,12.99516042
6_E09,1,Hdac3.3,14.47225245
6_E10,1,Hdac10.3,20.37656904
6_E11,1,Gtf2f1.3,13.30600075
6_F02,1,Gadd45a.3,9.699892819
6_F03,1,Hdac6.3,18.73198847
6_F04,1,Hdac1.4,14.80235492
6_F05,1,Gtf2b.3,16.42025794
6_F06,1,Gadd45b.3,33.59872611
6_F07,1,Hdac2.4,21.70186716
6_F08,1,Hat1.3,18.68448099
6_F09,1,Gtf3c4.3,22.33333333
6_F10,1,Gadd45b.4,25.40145985
6_F11,1,Hdac3.4,16.02982293
6_G02,1,Hdac10.4,8.974358974
6_G03,1,Gtf3c4.4,22.93341911
6_G04,1,Fkbp1a.4,10.89494163
6_G05,1,Hdac6.4,21.89189189
6_G06,1,Hdac4.4,16.4131305
6_G07,1,Gtf2b.4,11.04815864
6_G08,1,Gadd45a.4,17.17171717
6_G09,1,Hcfc1.4,35.50561798
6_G10,1,Gtf2f1.4,1.943634597
6_G11,1,Hat1.4,2.522185894
2_B02,1,Baz1a.1,8.754208754
2_B03,1,Brd2.1,7.866868381
2_B04,1,Brd3.1,12.05357143
2_B05,1,Brd1.1,9.95412844
2_B06,1,Baz2a.1,11.38114997
2_B07,1,Brpf3.1,5.169230769
2_B08,1,Brd8.1,5.555555556
2_B09,1,Bop1.1,5.919603524
2_B10,1,Baz1b.1,3.474903475
2_B11,1,Brd9.1,20.0
2_C02,1,Brd8.2,6.204379562
2_C03,1,Baz2b.1,11.73373449
2_C04,1,Baz1a.2,7.65171504
2_C05,1,Brd9.2,7.517084282
2_C06,1,Brd4.1,18.46153846
2_C07,1,Brd3.2,12.20324865
2_C08,1,Baz2a.2,0.0
2_C09,1,Brpf1.1,9.260493005
2_C10,1,Brd2.2,8.765652952
2_C11,1,Bptf.1,3.745318352
2_D02,1,Baz1b.2,20.37361354
2_D03,1,Brpf1.2,15.83592939
2_D04,1,Brd2.3,16.90140845
2_D05,1,Bmi1.1,8.436724566
2_D06,1,Baz2b.2,12.14470284
2_D07,1,Brpf1.3,14.19068736
2_D08,1,Brd4.2,15.625
2_D09,1,Bop1.2,10.12574454
2_D10,1,Baz1a.3,5.970772443
2_D11,1,Brpf3.2,5.852417303
2_E02,1,Bptf.2,14.28571429
2_E03,1,Brd1.2,13.43669251
2_E04,1,Baz1a.4,9.945130316
2_E05,1,Brd8.3,16.06714628
2_E06,1,Brd3.3,12.71477663
2_E07,1,Bmi1.2,13.36898396
2_E08,1,Baz1b.3,11.1878453
2_E09,1,Brd9.3,16.26323752
2_E10,1,Brd4.3,10.52631579
2_E11,1,Bop1.3,4.588823262
2_F02,1,Baz2a.3,10.92150171
2_F03,1,Brpf3.3,13.51963746
2_F04,1,Brd3.4,21.875
2_F05,1,Bmi1.3,14.02550091
