Position,Pool,shRNA,Percentage
18_B02,3,Tdg.1,20.15013829
18_B03,3,Ube2b.1,20.36240091
18_B04,3,Ube2e1.1,27.22298222
18_B05,3,Trim66.1,21.40186916
18_B06,3,Tet2.1,18.65429234
18_B07,3,Usp51.1,19.01306241
18_B08,3,Uhrf1.1,12.97034086
18_B09,3,Trim28.1,19.68288682
18_B10,3,Tet1.1,15.6169334
18_B11,3,Usp22.1,22.36953456
18_C02,3,Uhrf1.2,10.74847694
18_C03,3,Tet3.1,21.23926838
18_C04,3,Tdg.2,19.33458883
18_C05,3,Usp22.2,17.38488784
18_C06,3,Ube2i.1,10.86587436
18_C07,3,Ube2e1.2,25.0
18_C08,3,Tet2.2,16.28472222
18_C09,3,Usp27x.1,36.84210526
18_C10,3,Ube2b.2,15.36945813
18_C11,3,Trim33.1,20.58987201
18_D02,3,Tet1.2,18.95565093
18_D03,3,Usp27x.2,23.17784257
18_D04,3,Ube2b.3,23.09267793
18_D05,3,Trim24.1,75.0
18_D06,3,Tet3.2,20.44159544
18_D07,3,Usp27x.3,26.70414617
18_D08,3,Ube2i.2,18.96774194
18_D09,3,Trim28.2,14.02013943
18_D10,3,Tdg.3,22.13740458
18_D11,3,Usp51.2,18.89721627
18_E02,3,Trim33.2,26.49780809
18_E03,3,Trim66.2,79.16666667
18_E04,3,Tdg.4,19.0862196
18_E05,3,Uhrf1.3,14.67304625
18_E06,3,Ube2e1.3,21.43507973
18_E07,3,Trim24.2,22.54481192
18_E08,3,Tet1.3,22.67091746
18_E09,3,Usp22.3,15.73855592
18_E10,3,Ube2i.3,39.28571429
18_E11,3,Trim28.3,11.34686347
18_F02,3,Tet2.3,21.75177763
18_F03,3,Usp51.3,29.59009394
18_F04,3,Ube2e1.4,23.73134328
18_F05,3,Trim24.3,19.17145449
18_F06,3,Tet3.3,25.83479789
18_F07,3,Uhrf1.4,21.26607319
18_F08,3,Trim66.3,20.78239609
18_F09,3,Trim33.3,21.48254768
18_F10,3,Tet3.4,19.5862069
18_F11,3,Usp22.4,16.10169492
18_G02,3,Ube2i.4,30.54695562
18_G03,3,Trim33.4,22.8711547
18_G04,3,Tet1.4,22.60223048
18_G05,3,Usp51.4,21.7552534
18_G06,3,Usp27x.4,20.07465782
18_G07,3,Trim24.4,22.8226887
18_G08,3,Tet2.4,24.40087146
18_G09,3,Ube2b.4,23.26297274
18_G10,3,Trim28.4,18.3639399
18_G11,3,Trim66.4,19.48373409
17_B02,3,Smyd4.1,23.01564723
17_B03,3,Suv39h2.1,22.51049218
17_B04,3,Suv420h1.1,18.44746163
17_B05,3,Suv39h1.1,15.76253838
17_B06,3,Sp100.1,18.4719239
17_B07,3,Tcea1.1,22.14930271
17_B08,3,Suz12.1,22.77477477
17_B09,3,Ssrp1.1,17.11038961
17_B10,3,Smyd5.1,22.08718626
17_B11,3,Taf1.1,17.86846276
17_C02,3,Suz12.2,25.40069686
17_C03,3,Sp110.1,20.4620462
17_C04,3,Smyd4.2,20.39254824
17_C05,3,Taf1.2,18.71886121
17_C06,3,Suv420h2.1,23.89006342
17_C07,3,Suv420h1.2,16.42718447
17_C08,3,Sp100.2,16.57932349
17_C09,3,Taf3.1,20.80766598
17_C10,3,Suv39h2.2,16.58711217
17_C11,3,Supt16h.1,23.48837209
17_D02,3,Smyd5.2,21.77894048
17_D03,3,Taf3.2,21.53261558
17_D04,3,Suv39h2.3,19.15178571
17_D05,3,Sp140.1,21.78868917
17_D06,3,Sp110.2,21.78571429
17_D07,3,Taf3.3,22.48416608
17_D08,3,Suv420h2.2,16.40625
17_D09,3,Ssrp1.2,18.15068493
17_D10,3,Smyd4.3,18.62682772
17_D11,3,Tcea1.2,19.15998112
17_E02,3,Supt16h.2,24.64114833
17_E03,3,Suv39h1.2,22.43975904
17_E04,3,Smyd4.4,22.64257482
17_E05,3,Suz12.3,21.80143296
17_E06,3,Suv420h1.3,22.02978871
17_E07,3,Sp140.2,27.57218381
17_E08,3,Smyd5.3,22.1117062
17_E09,3,Taf1.3,27.30210016
17_E10,3,Suv420h2.3,18.46623426
17_E11,3,Ssrp1.3,16.19047619
17_F02,3,Sp100.3,20.21210231
17_F03,3,Tcea1.3,21.49122807
17_F04,3,Suv420h1.4,21.87679908
17_F05,3,Sp140.3,22.7008149
17_F06,3,Sp110.3,20.33557047
17_F07,3,Suz12.4,27.63915547
17_F08,3,Suv39h1.3,23.26998924
17_F09,3,Supt16h.3,25.13812155
17_F10,3,Sp110.4,12.5
17_F11,3,Taf1.4,20.36316472
17_G02,3,Suv420h2.4,20.05317129
17_G03,3,Supt16h.4,21.2334114
17_G04,3,Smyd5.4,20.99364961
17_G05,3,Tcea1.4,24.45511636
17_G06,3,Taf3.4,20.86520707
17_G07,3,Sp140.4,23.1511254
17_G08,3,Sp100.4,26.31305252
17_G09,3,Suv39h2.4,26.87762104
17_G10,3,Ssrp1.4,25.54878049
17_G11,3,Suv39h1.4,25.01068833
19_B02,3,Wbp7.1,18.09006211
19_B03,3,Arid1b.1,16.25441696
19_B04,3,Brd7.2,16.41730691
19_B05,3,Actb,9.294722092
19_B06,3,Wdr82.1,6.613625062
19_B07,3,Eaf1.1,16.31722881
19_B08,3,Cecr2.1,19.89005497
19_B09,3,Zmynd11.1,18.30065359
19_B10,3,Wdr5.1,16.52298851
19_B11,3,Chd7.2,15.6855151
19_C02,3,Cecr2.2,16.64935964
19_C03,3,Whsc1.1,18.81977671
19_C04,3,Wbp7.2,22.79608192
19_C05,3,Chd7.3,16.85242978
19_C06,3,Brdt.3,18.59956236
19_C07,3,Brd7.3,24.31243124
19_C08,3,Wdr82.2,9.931113662
19_C09,3,Clock.3,23.38079927
19_C10,3,Arid1b.2,25.04317789
19_C11,3,Zmynd8.1,20.2166065
19_D02,3,Wdr5.2,18.49148418
19_D03,3,Dpy30.1,30.55555556
19_D04,3,Arid1b.3,20.61383417
19_D05,3,Whsc1l1.1,58.33333333
19_D06,3,Whsc1.2,27.27272727
19_D07,3,Dpy30.2,23.80952381
19_D08,3,Cbx2.1,18.82960413
19_D09,3,Zmynd11.2,21.05602061
19_D10,3,Wbp7.3,19.81687377
19_D11,3,Eaf1.2,20.89508002
19_E02,3,Zmynd8.2,24.31192661
19_E03,3,Actl6a,12.42680547
19_E04,3,Wbp7.4,25.01485443
19_E05,3,Cecr2.3,26.27118644
19_E06,3,Brdt.1,18.34826646
19_E07,3,Whsc1l1.2,20.49180328
19_E08,3,Wdr5.3,24.26966292
19_E09,3,Clock.1,21.82827851
19_E10,3,Cbx2.2,19.84758118
