Position,Pool,shRNA,Percentage
1_B02,1,Actl6b.1,92.02496533
1_B03,1,Asxl3.1,93.38205441
1_B04,1,Atad2.1,89.54410307
1_B05,1,Asxl2.1,92.95454545
1_B06,1,Aff4.1,93.66602687
1_B07,1,Aurkb.1,93.64060677
1_B08,1,Atm.1,92.97472075
1_B09,1,A2l.1,79.15724895
1_B10,1,Aff1.1,91.32697311
1_B11,1,Atr.1,85.7968621
1_C02,1,Atm.2,92.99275112
1_C03,1,Arid2.1,92.34507898
1_C04,1,Actl6b.2,91.90020506
1_C05,1,Atr.2,88.58638743
1_C06,1,Atad2b.1,93.86125057
1_C07,1,Atad2.2,95.30434783
1_C08,1,Aff4.2,93.70321444
1_C09,1,Atrx.1,91.31487889
1_C10,1,Asxl3.2,92.95774648
1_C11,1,Asxl1.1,88.25456247
1_D02,1,Aff1.2,86.75577157
1_D03,1,Atrx.2,88.72070313
1_D04,1,Asxl3.3,88.27586207
1_D05,1,A1l.1,92.82729805
1_D06,1,Arid2.2,91.47084421
1_D07,1,Atrx.3,95.07892293
1_D08,1,Atad2b.2,95.46436285
1_D09,1,A2l.2,94.81346679
1_D10,1,Actl6b.3,93.27731092
1_D11,1,Aurkb.2,88.99456522
1_E02,1,Asxl1.2,84.97954413
1_E03,1,Asxl2.2,91.03773585
1_E04,1,Actl6b.4,94.11480945
1_E05,1,Atm.3,91.21863799
1_E06,1,Atad2.3,96.31828979
1_E07,1,A1l.2,94.41041348
1_E08,1,Aff1.3,93.3915212
1_E09,1,Atr.3,94.44444444
1_E10,1,Atad2b.3,91.0099889
1_E11,1,A2l.3,88.21052632
1_F02,1,Aff4.3,93.35557409
1_F03,1,Aurkb.3,92.05298013
1_F04,1,Atad2.4,88.88888889
1_F05,1,A1l.3,94.092827
1_F06,1,Arid2.3,94.39809297
1_F07,1,Atm.4,92.85714286
1_F08,1,Asxl2.3,94.41295547
1_F09,1,Asxl1.3,90.90909091
1_F10,1,Arid2.4,92.82576867
1_F11,1,Atr.4,90.48780488
1_G02,1,Atad2b.4,90.77053345
1_G03,1,Asxl1.4,90.14192558
1_G04,1,Aff1.4,86.46967341
1_G05,1,Aurkb.4,90
1_G06,1,Atrx.4,91.45989613
1_G07,1,A1l.4,92.92237443
1_G08,1,Aff4.4,90.84228378
1_G09,1,Asxl3.4,91.67286245
1_G10,1,A2l.4,91.14551084
1_G11,1,Asxl2.4,92.38790407
2_B02,1,Baz1a.1,86.04651163
2_B03,1,Brd2.1,86.9324474
2_B04,1,Brd3.1,84.44444444
2_B05,1,Brd1.1,91.03942652
2_B06,1,Baz2a.1,93.48931841
2_B07,1,Brpf3.1,85.41953232
2_B08,1,Brd8.1,100
2_B09,1,Bop1.1,90.77034884
2_B10,1,Baz1b.1,88.63328823
2_B11,1,Brd9.1,100
2_C02,1,Brd8.2,87.74966711
2_C03,1,Baz2b.1,94.16796267
2_C04,1,Baz1a.2,95.14563107
2_C05,1,Brd9.2,93.21533923
2_C06,1,Brd4.1,55.91939547
2_C07,1,Brd3.2,95.44797688
2_C08,1,Baz2a.2,100
2_C09,1,Brpf1.1,92.40687679
2_C10,1,Brd2.2,89.43894389
2_C11,1,Bptf.1,87.5
2_D02,1,Baz1b.2,91.10386586
2_D03,1,Brpf1.2,92.03389831
2_D04,1,Brd2.3,92.62461851
2_D05,1,Bmi1.1,90.0539707
2_D06,1,Baz2b.2,94.02129402
2_D07,1,Brpf1.3,93.10344828
2_D08,1,Brd4.2,68.6440678
2_D09,1,Bop1.2,93.4981685
2_D10,1,Baz1a.3,90.86799277
2_D11,1,Brpf3.2,92.09726444
2_E02,1,Bptf.2,93.37748344
2_E03,1,Brd1.2,91.23055163
2_E04,1,Baz1a.4,90.33197437
2_E05,1,Brd8.3,95.1951952
2_E06,1,Brd3.3,87.09150327
2_E07,1,Bmi1.2,93.9637827
2_E08,1,Baz1b.3,92.49011858
2_E09,1,Brd9.3,93.99103139
2_E10,1,Brd4.3,52.46690734
2_E11,1,Bop1.3,90.37396122
2_F02,1,Baz2a.3,90.40207523
2_F03,1,Brpf3.3,93.93939394
2_F04,1,Brd3.4,90
2_F05,1,Bmi1.3,93.14814815
