type,shRNA,count,nbRawCount
target,Actb,11,5.652611981432251
target,Actl6a,153,14.213881734293338
target,Actl6b.1,2850,39.878738655471
target,Actl6b.2,28032,80.00560952052693
target,Actl6b.3,12412,64.32362427882113
target,Actl6b.4,18392,71.93175849154633
target,Aff1.1,994,27.621086522307337
target,Aff1.2,6,4.628362169707252
target,Aff1.3,33347,83.16768425773377
target,Aff1.4,164,14.56933885750365
target,Aff4.1,8,5.082911688606355
target,Aff4.2,7,4.865137656204804
target,Aff4.3,15300,68.3525157063281
target,Aff4.4,8514,57.309686085941635
target,Arid1a.1,3,3.7408452671135795
target,Arid1a.2,1,2.834370650665545
target,Arid1b.1,0,2.0869584054775823
target,Arid1b.2,0,2.0869584054775823
target,Arid1b.3,119,12.998669627157147
target,Arid2.1,22405,75.75643281268577
target,Arid2.2,104790,97.60271101674259
target,Arid2.3,1247,29.916079459971286
target,Arid2.4,30018,81.26929517497314
target,Ash1l.1,15087,68.08067814497721
target,Ash1l.2,25255,78.04528631263733
target,Ash1l.3,9492,59.29132096373034
target,Ash1l.4,4854,47.752811789428065
target,Ash2l.1,52990,90.62249364976313
target,Ash2l.2,32980,82.97067605269952
target,Ash2l.3,306,18.189659537201447
target,Ash2l.4,0,2.0869584054775823
target,Asxl1.1,6738,53.18377578508924
target,Asxl1.2,1853,34.362495068361035
target,Asxl1.3,372,19.49792408052238
target,Asxl1.4,38848,85.80891809090372
target,Asxl2.1,42353,87.23082399881928
target,Asxl2.2,7660,55.42121752477499
target,Asxl2.3,13969,66.5917120131047
target,Asxl3.2,68663,93.90997532591625
target,Asxl3.3,28807,80.51146376149114
target,Asxl3.4,17515,70.9808904945044
target,Atad2.1,223,16.25290040691577
target,Atad2.2,13643,66.13662883144166
target,Atad2.3,15983,69.20041953714515
target,Atad2.4,36389,84.69632117002087
target,Atad2b.1,35622,84.32765065009932
target,Atad2b.2,2639,38.83853529945469
target,Atad2b.3,18427,71.96875010098093
target,Atad2b.4,21792,75.221786402406
target,Atm.1,27541,79.67626424668104
target,Atm.2,13935,66.54470994054218
target,Atm.3,136046,98.88485501937026
target,Atm.4,1670,33.13893878252135
target,Atr.1,4816,47.628006279378425
target,Atr.2,23017,76.27443591600064
target,Atr.3,44884,88.15269223134557
target,Atr.4,18622,72.17354666609336
target,Atrx.1,81,11.338857259477896
target,Atrx.2,17480,70.9419580793925
target,Atrx.3,109206,97.85230750984006
target,Atrx.4,31338,82.05291281345811
target,Aurkb.1,83111,95.83983752565145
target,Aurkb.2,97,12.088047186313979
target,Aurkb.3,0,2.0869584054775823
target,Aurkb.4,1233,29.797638492707986
target,Baz1a.1,8600,57.49123744907884
target,Baz1a.2,10887,61.8408782334885
target,Baz1a.3,0,2.0869584054775823
target,Baz1a.4,51673,90.26506235613707
target,Baz1b.1,36463,84.73132439261558
target,Baz1b.3,40367,86.44732707695127
target,Baz1b.4,1910,34.726769091826085
target,Baz2a.1,3518,42.851294780709736
target,Baz2a.3,0,2.0869584054775823
target,Baz2a.4,11245,62.44985906616236
target,Baz2b.2,47073,88.88731076672752
target,Baz2b.3,53119,90.65668791873624
target,Baz2b.4,25564,78.27565254672736
control,Bcl6,94923,96.92700286133066
control,Bcl6.2,63263,92.95116936994609
control,Bcl6.3,13,5.981624688055444
target,Bmi1.1,4895,47.88666167535353
target,Bmi1.2,7005,53.85529363958758
target,Bmi1.3,4122,45.209808335579524
target,Bop1.1,1037,28.03651620306568
target,Bop1.2,4115,45.18395175717942
target,Bop1.3,427,20.477245812878785
target,Bop1.4,27,7.698200894547397
target,Bptf.1,3639,43.34585221547345
target,Bptf.2,16012,69.23564498054988
target,Bptf.3,15870,69.06257026969467
target,Bptf.4,5020,48.28967396462388
target,Brd1.1,13542,65.99360492206718
target,Brd1.2,84559,95.99297783302713
target,Brd1.3,7052,53.9714195754772
target,Brd1.4,1133,28.92441628779353
target,Brd2.1,5736,50.46384409457383
target,Brd2.2,6588,52.7973710731881
target,Brd2.3,21166,74.65870174108893
target,Brd2.4,6292,52.01442065465404
target,Brd3.1,7143,54.19454230370878
target,Brd3.2,85625,96.10182705686466
target,Brd3.3,10765,61.6293899798747
target,Brd3.4,23,7.279875085665314
target,Brd4.1,209,15.882185788985009
target,Brd4.2,1095,28.579159767399965
target,Brd4.3,1405,31.195070679590625
target,Brd4.4,1040,28.065070640420746
target,Brd7.1,694,24.3276987245481
target,Brd7.2,0,2.0869584054775823
target,Brd7.3,4,4.075761873901879
target,Brd8.1,7321,54.62458682908549
target,Brd8.2,8711,57.723386236872706
target,Brd8.3,34974,84.00762427221156
target,Brd8.4,31101,81.91533399865402
target,Brd9.2,16837,70.21260235508694
target,Brd9.3,8704,57.70881792237527
target,Brd9.4,364,19.347807365981183
target,Brdt.1,23,7.279875085665314
target,Brdt.2,1,2.834370650665545
target,Brdt.3,2,3.34190631649159
target,Brpf1.1,2,3.34190631649159
target,Brpf1.2,16699,70.05248802491255
target,Brpf1.3,11045,62.11175329085279
target,Brpf1.4,11707,63.21127137533436
target,Brpf3.1,17815,71.31144240877306
target,Brpf3.2,0,2.0869584054775823
target,Brpf3.3,8374,57.01091718401301
target,Brpf3.4,4638,47.03351113217596
target,Brwd1.1,70873,94.25997213150006
target,Brwd1.2,453,20.911764147132185
target,Brwd1.3,5691,50.333413211122725
target,Brwd1.4,18166,71.69116585915593
target,Brwd3.1,80406,95.53653047748165
target,Brwd3.2,138362,98.9452448528815
target,Brwd3.3,8028,56.2547786250852
control,CD4.1,317,18.419600181291564
control,CD4.2,15,6.281048331600478
control,CD4.3,5023,48.299254198002565
control,CD4.4,73485,94.64539492209882
control,CDK9.1,62928,92.88637830461617
control,CDK9.2,15710,68.86575855716336
control,CDK9.3,104709,97.5978560480933
target,Carm1.1,812,25.71756148779658
target,Carm1.2,66611,93.56380885149065
target,Carm1.3,36463,84.73132439261558
target,Carm1.4,10254,60.72059604615806
target,Cbx1.1,29688,81.066596591891
target,Cbx1.2,112644,98.02758157166322
target,Cbx1.3,702,24.42662529164564
target,Cbx1.4,67238,93.6718381838058
target,Cbx2.1,2732,39.3039063343908
target,Cbx2.2,85593,96.09860635144759
target,Cbx2.3,16,6.421608132893384
target,Cbx3.2,8932,58.178465722056025
target,Cbx3.3,106944,97.7280810744794
target,Cbx4.1,7594,55.26834899814167
target,Cbx4.2,154470,99.28162074932219
target,Cbx4.3,7176,54.274902668420296
target,Cbx4.4,12326,64.19098533089004
target,Cbx5.1,73336,94.62418932603067
target,Cbx5.2,88657,96.39438542895007
target,Cbx5.3,1876,34.51038719080109
target,Cbx5.4,109,12.599422367858077
target,Cbx6.1,10,5.474404608680783
target,Cbx6.2,22527,75.86092938332025
target,Cbx6.3,2384,37.501186961175065
target,Cbx6.4,0,2.0869584054775823
target,Cbx7.1,59332,92.14726523367567
target,Cbx7.2,1053,28.188179763126097
target,Cbx7.3,62268,92.75677498138623
target,Cbx7.4,3261,41.75922602632714
target,Cbx8.1,10103,60.444660117220174
target,Cbx8.2,48660,89.38671992983298
target,Cbx8.3,18345,71.88197145642819
target,Cbx8.4,16641,69.9848056019932
control,Ccnt1,7603,55.289256871885364
control,Ccnt1.2,147239,99.14700456374828
control,Ccnt1.3,76299,95.02917723832996
control,Ccnt1.4,53258,90.69337331290971
control,Cd14,1,2.834370650665545
control,Cd14.2,41763,87.00384831655543
control,Cd19,13601,66.07727199026733
control,Cd19.3,2229,36.63928997477409
control,Cd19.4,48275,89.26800660554561
target,Cd4.5,702,24.42662529164564
target,Cecr2.1,0,2.0869584054775823
target,Cecr2.2,216,16.06947840316679
target,Cecr2.3,5,4.367678769340929
target,Chaf1a.1,29430,80.90615867949818
target,Chaf1a.2,7,4.865137656204804
target,Chaf1a.3,3491,42.739286777877304
target,Chaf1a.4,4171,45.389917814066365
target,Chaf1b.1,47681,89.08180721915294
target,Chaf1b.2,6932,53.6737108682782
target,Chaf1b.3,30,7.987051888334548
target,Chaf1b.4,1562,32.373736896056
target,Chd1.1,13074,65.31787901150078
target,Chd1.2,3601,43.191819208520286
target,Chd1.4,42889,87.43294751019852
target,Chd1l.1,3223,41.592622187860755
target,Chd1l.2,7838,55.82832131901551
target,Chd1l.3,8984,58.28419616314964
target,Chd2.1,14403,67.18252854091568
