type,shRNA,count,nbRawCount
control,Bcl6,4175,53.39438455150497
control,Bcl6.2,4236,53.593828375070665
control,Bcl6.3,666,32.817398300971355
control,CD4.1,23,13.251402622827843
control,CD4.2,126,20.920463211632494
control,CD4.3,775,34.18509206563813
control,CD4.4,5679,57.745846126820865
control,CDK9.1,12974,70.48587857091144
control,CDK9.2,2198,45.16165661507125
control,CDK9.3,4337,53.91905276651253
control,Ccnt1,430,29.161570285489613
control,Ccnt1.2,12148,69.43156706382088
control,Ccnt1.3,25348,81.19547520852433
control,Ccnt1.4,30186,83.86653620830293
control,Cd14,10496,67.10551555997493
control,Cd14.2,18967,76.60165569530332
control,Cd19,17255,75.08013563742479
control,Cd19.3,419,28.9580194567692
control,Cd19.4,8852,64.43368778205394
control,Fosb,560,31.318212044476322
control,Fosb.2,0,5.053002161850455
control,Hes1,17,12.236353626078616
control,Hes1.2,156,22.16477056567673
control,Hes1.3,412,28.826436546222826
control,Id2,103,19.81106837825344
control,Id2.2,2814,48.19476297761838
control,Id2.3,1030,36.90117029192134
control,Id2.4,2127,44.77144509526026
control,Id2.5,3188,49.79219088133579
control,Id3,67,17.64026379880333
control,Id3.2,0,5.053002161850455
control,Id3.3,90,19.10204580500263
control,Id3.4,2172,45.0198967684733
control,Id3.5,553,31.21206334256726
control,Klf12,1562,41.24818809480078
control,Klf12.4,86175,96.2399849185576
control,Klf12.5,2212,45.23745784053007
control,Klf2,2586,47.13809049107254
control,Klf2.2,573,31.512779795705264
control,Klf2.3,52,16.477092416497104
control,Klf2.4,0,5.053002161850455
control,Klf2.5,0,5.053002161850455
control,Klf2.6,55,16.727461247213316
control,Klf2.7,6561,59.87171377616848
control,Ms4a1,10253,66.73537554155602
control,Ms4a1.2,6105,58.80458318240991
control,Nfatc3.2,7880,62.63944995097395
control,Nfatc3.3,9257,65.1306167397928
control,Nfatc3.7,1219,38.6054005625661
control,Nfatc3.8,0,5.053002161850455
target,Rpa3.1,5730,57.875996874033
