type,shRNA,count,ZScore,nbRawCount
target,Tet3.2,452236,12.311837360176941,99.89470387997537
target,Zmynd11.3,125547,3.272192664238508,98.4351138726922
target,Smarcb1.2,116471,3.021055297322765,98.27865748296325
target,Sp100.1,70870,1.7592532844619446,97.07116980375804
target,Setd5.2,57802,1.397655321608823,96.50237146416106
target,Sin3a.2,38621,0.8669076536040997,95.28317525402164
target,Setdb1.2,25938,0.5159628293872234,93.99073998008461
target,Supt16h.4,24954,0.48873506726237853,93.8617657412229
target,Taf1.2,20755,0.37254667990239554,93.24098513914326
target,Whsc1l1.4,20570,0.367427639259005,93.21057803532025
target,Setd2.4,18292,0.30439426312039075,92.81020638940963
target,Sp140.1,17936,0.29454356869310955,92.7428647502277
target,Ube2b.1,14667,0.20408873699990057,92.04934768752636
target,Wdr82.2,14450,0.1980842406776533,91.99771325829556
target,Setd5.4,13833,0.18101154836969674,91.84637637458792
target,Smyd4.1,12787,0.15206821586706704,91.57309561261539
target,Taf3.1,12404,0.1414704182107504,91.4672185592853
target,Smarcc2.4,11543,0.11764612635151123,91.21639578010739
target,Usp27x.1,11075,0.10469633704823139,91.07189139996046
target,Setdb1.1,10008,0.07517192425635193,90.71769294162543
target,Ube2b.4,9975,0.07425879808753091,90.70613493276205
target,Sgk1.1,9927,0.07293061456924581,90.68925382441442
target,Sfmbt1.3,9269,0.05472343217275407,90.44911838666359
target,Satb1.2,7859,0.01570804132312892,89.87069673570713
target,Satb1.3,7242,-0.0013646509848276173,89.58394550326754
target,Smarca4.3,6779,-0.014176087838286089,89.3522378995133
target,Smarcd1.4,6378,-0.025271954313959625,89.13843008702429
target,Setd2.2,5713,-0.04367283014020127,88.75251975873817
target,Usp51.2,5695,-0.04417089895955819,88.74146468057967
target,Wdr82.3,5420,-0.05178028369973331,88.56812345203979
target,Setd1a.2,5408,-0.05211232957930458,88.56036258415992
target,Trim28.2,5248,-0.05653960797358829,88.4552246878201
target,Smarca1.1,5248,-0.05653960797358829,88.4552246878201
target,Trim24.3,5155,-0.05911296354026569,88.39264716300237
target,Smarcd3.3,4751,-0.07029184148583205,88.10719472801425
target,Uhrf1.3,4717,-0.07123263814461733,88.08208917480819
target,Smarce1.2,4668,-0.07258849215286672,88.04559214684278
target,Usp27x.2,4623,-0.07383366420125902,88.01174042654364
target,Suv39h1.2,4617,-0.07399968714104466,88.00720235894198
target,Setmar.2,4580,-0.07502349526972275,87.97908859944845
target,Usp27x.4,4543,-0.07604730339840086,87.95075028746524
target,Ube2a.1,4430,-0.07917406876436373,87.86277544202468
target,Sirt3.3,4302,-0.08271589147979069,87.76041519200781
