type,shRNA,count,ZScore,nbRawCount
target,Actb,11,-0.35487665254366346,30.98714812083015
target,Actl6a,153,-0.3529093435318468,42.92477775036166
target,Actl6b.1,2850,-0.31554432659614584,61.940237360520534
target,Actl6b.2,28032,0.03333437435855256,81.52077978541742
target,Actl6b.3,12412,-0.1830696169412802,74.17486275668844
target,Actl6b.4,18392,-0.10022096982393065,77.69579547891504
target,Aff1.1,994,-0.3412578866379185,54.29679281108238
target,Aff1.2,6,-0.3549459239877415,28.854573984745546
target,Aff1.3,33347,0.10696991941352127,83.0957224797635
target,Aff1.4,164,-0.3527569463548751,43.3004638871263
target,Aff4.1,8,-0.35491821541011026,29.83692671134609
target,Aff4.2,7,-0.3549320696989259,29.37413077412458
target,Aff4.3,15300,-0.14305843084179767,76.03898417071568
target,Aff4.4,8514,-0.23707363474452914,70.88190557487405
target,Arid1a.1,3,-0.35498748685418835,26.723894444147728
target,Arid1a.2,1,-0.35501519543181953,24.125891510515903
target,Arid1b.1,0,-0.35502904972063515,21.42532322877449
target,Arid1b.2,0,-0.35502904972063515,21.42532322877449
target,Arid1b.3,119,-0.35338038935157756,41.59262281914139
target,Arid2.1,22405,-0.044623708806886556,79.48424491674761
target,Arid2.2,104790,1.0967618752671675,92.76559841217409
target,Arid2.3,1247,-0.3377527515675691,55.86252668410114
target,Arid2.4,30018,0.060848991946354604,82.1424716464057
target,Ash1l.1,15087,-0.14600939435952268,75.91336939759114
target,Ash1l.2,25255,-0.005138985682397219,80.57244449738602
target,Ash1l.3,9492,-0.22352414028286227,71.82205943687485
target,Ash1l.4,4854,-0.2877803318096628,66.16705458030799
target,Ash2l.1,52990,0.37910971461855425,87.2225764313536
target,Ash2l.2,32980,0.10188539541819229,82.99556727243515
target,Ash2l.3,306,-0.3507896373430584,46.828977365274945
target,Ash2l.4,0,-0.35502904972063515,21.42532322877449
target,Asxl1.1,6738,-0.261678851681053,68.88866738269247
target,Asxl1.2,1853,-0.3293570525453093,58.70149146545246
target,Asxl1.3,372,-0.3498752542812281,47.99240225654235
target,Asxl1.4,38848,0.18318236218819348,84.47241020602706
target,Asxl2.1,42353,0.23174164448690757,85.24559627517584
target,Asxl2.2,7660,-0.24890519739306033,69.97622264811642
target,Asxl2.3,13969,-0.161498489255375,75.22518112030947
target,Asxl2.4,741660,9.920142793264894,99.90621276635893
target,Asxl3.1,972447,13.117532546153146,99.9753436318543
target,Asxl3.2,68663,0.5962479832256145,89.43341865119423
target,Asxl3.3,28807,0.04407144819065054,81.76855426628727
target,Asxl3.4,17515,-0.11237118111522089,77.25474889407693
target,Atad2.1,223,-0.3519395433147541,45.00399783174425
target,Atad2.2,13643,-0.16601498740926393,75.01470618161926
target,Atad2.3,15983,-0.13359595158073584,76.43086181086669
target,Atad2.4,36389,0.14911466599060777,83.88416421977846
target,Atad2b.1,35622,0.1384884264690347,83.69206008020767
target,Atad2b.2,2639,-0.3184675815362396,61.34981612755897
target,Atad2b.3,18427,-0.0997360697153843,77.7129738367036
target,Atad2b.4,21792,-0.053116387850855665,79.2323621182379
target,Atm.1,27541,0.02653191855008791,81.36018810668246
target,Atm.2,13935,-0.16196953507510573,75.20344711542745
target,Atm.3,136046,1.5297915264878827,94.58034561117132
target,Atm.4,1670,-0.33189238739856597,57.94319546364005
target,Atr.1,4816,-0.288306794784656,66.1029157586504
target,Atr.2,23017,-0.03614488405173306,79.72904022768557
target,Atr.3,44884,0.26680684947921723,85.76210682578275
target,Atr.4,18622,-0.09703448339634028,77.80810931326998
target,Atrx.1,81,-0.3539068523265707,39.63591065243232
target,Atrx.2,17480,-0.11285608122376724,77.23670983226046
target,Atrx.3,109206,1.1579424146769024,93.06676595841184
target,Atrx.4,31338,0.07913665318296019,82.5328800819467
target,Aurkb.1,83111,0.796414748033552,90.98922818687764
target,Aurkb.2,97,-0.353685183705521,40.54061151922015
target,Aurkb.3,0,-0.35502904972063515,21.42532322877449
target,Aurkb.4,1233,-0.33794671161098766,55.78354919069687
target,Baz1a.1,8600,-0.23588216590638664,70.96844828625333
target,Baz1a.2,10887,-0.2041974073850859,73.01916890620991
target,Baz1a.3,0,-0.35502904972063515,21.42532322877449
target,Baz1a.4,51673,0.36086361624839547,87.00302444116555
target,Baz1b.1,36463,0.15013988336296294,83.90247267237231
target,Baz1b.2,490736,6.4437692264966975,99.56825063614905
target,Baz1b.3,40367,0.20422702689910552,84.81632706036433
target,Baz1b.4,1910,-0.3285673580828195,58.924183386780115
target,Baz2a.1,3518,-0.30628966166731814,63.58273078929957
target,Baz2a.3,0,-0.35502904972063515,21.42532322877449
target,Baz2a.4,11245,-0.19923757198909742,73.30341676110164
target,Baz2b.1,339998,4.355401439009233,98.84257845383281
target,Baz2b.2,47073,0.29713388769658816,86.18375684961143
target,Baz2b.3,53119,0.38089691787576796,87.24374856193583
target,Baz2b.4,25564,-0.000858010438373639,80.68300846959131
control,Bcl6,94923,0.9600616075235407,92.02457124710023
control,Bcl6.2,63263,0.5214348236213189,88.74537199839399
control,Bcl6.3,13,-0.3548489439660322,31.616200843070885
target,Bmi1.1,4895,-0.2872123059682228,66.23575340290175
target,Bmi1.2,7005,-0.25797975656728506,69.21687034233636
target,Bmi1.3,4122,-0.29792167122268953,64.84374795435188
target,Bmi1.4,216659,2.6466273107806755,97.19407294724562
target,Bop1.1,1037,-0.34066215221884727,54.58595606327472
target,Bop1.2,4115,-0.2980186512443988,64.83010734299154
target,Bop1.3,427,-0.3491132683963696,48.83115079323115
target,Bop1.4,27,-0.3546549839226137,34.57129148051029
target,Bptf.1,3639,-0.3046132927206293,63.85005958701573
target,Bptf.2,16012,-0.13319417720508314,76.44714594177101
target,Bptf.3,15870,-0.13516148621689983,76.3671402446396
target,Bptf.4,5020,-0.2854805198662715,66.44205741267004
