type,shRNA,count,ZScore,nbRawCount
target,Chd1.1,27810,1.7304936364023185,98.42017292829343
target,Asxl2.4,23895,1.4704632083583777,98.25358782896066
target,Cbx3.4,11857,0.6709111540051318,97.43561504328012
target,Cbx3.1,10837,0.6031637627906185,97.32637935837785
target,Hells.4,10223,0.5623824900399212,97.25517467158089
target,Elp4.4,7569,0.38610643486019747,96.88427644707447
target,Chd1.3,6619,0.32300837441530766,96.71702924033804
target,Asxl3.1,5679,0.26057450408036403,96.5249954038271
target,Baz1b.2,5477,0.2471578638594506,96.47944984227814
target,Jarid2.2,4683,0.19442116912972165,96.28197860487583
target,Hdac8.1,4506,0.18266500418367376,96.23328537060523
target,Chd8.2,4375,0.17396411374337842,96.1959719146646
target,Chd3.1,3573,0.1206960669256925,95.93932016688673
target,Brd1.2,3285,0.10156739175924169,95.83257762942901
target,Hdac2.3,3013,0.08350142076870481,95.72268814631856
target,Asxl2.1,2907,0.07646100560327501,95.67712485202708
target,Baz2b.1,2756,0.06643173494308725,95.60923815168911
target,Arid2.2,2679,0.06131747109650145,95.57316292818004
target,Brwd3.2,2612,0.056867397359861856,95.54091287347183
target,Cbx3.3,2584,0.05500766505201247,95.52718780354084
target,Dnmt3b.2,2578,0.05460915098604475,95.52422725077919
target,Ehmt1.3,2559,0.05334718977714695,95.51480622237054
target,Jmjd1c.2,2335,0.03846933131435187,95.39810977189667
target,Hltf.3,2276,0.034550609665669245,95.36549834008275
target,Carm1.2,2215,0.030499049994997373,95.33087680607528
target,Hat1.1,2039,0.0188093040599441,95.22534873506523
target,Brd8.3,1977,0.014691325378277607,95.18598534965211
target,Aurkb.1,1938,0.012100983949487394,95.16058592335354
target,Cbx7.1,1922,0.01103827977357346,95.15001727871885
target,Bmi1.4,1909,0.010174832630643388,95.14136520143516
target,Ash1l.3,1865,0.007252396146880071,95.11163735257105
target,Dnmt1.2,1811,0.0036657695531705442,95.07417898899634
target,Jmjd1c.4,1712,-0.002909712535296921,95.00250910580891
target,Hells.2,1645,-0.0073597862719365185,94.95161478284784
target,Baz1a.4,1644,-0.007426205282931139,94.95083957946582
target,Brd3.2,1562,-0.012872564184490051,94.88561534914164
target,Atr.3,1552,-0.013536754294436258,94.87742831969813
target,Dnmt3a.4,1528,-0.015130810558307159,94.8575626357452
target,Hdac10.2,1521,-0.015595743635269506,94.85170979623105
target,Brwd1.1,1516,-0.01592783869024261,94.84751271675948
target,Hira.4,1504,-0.01672486682217806,94.83738310554955
target,Atm.2,1486,-0.017920409020081237,94.8220364846423
target,Epc1.3,1471,-0.018916694185000547,94.80910530287765
target,Dot1l.1,1435,-0.0213077785808069,94.77752589920212
target,Ash1l.1,1389,-0.02436305308655946,94.73600462026833
target,Brd9.2,1322,-0.02881312682319906,94.6730083551049
target,Cbx1.4,1298,-0.03040718308706996,94.64966572410084
target,Dub2a.1,1287,-0.031137792208010787,94.63882296607548
target,Cxxc1.4,1280,-0.031602725284973134,94.63187486572006
target,Cbx2.2,1245,-0.03392739066978486,94.59655675901828
target,Ing4.3,1241,-0.03419306671376335,94.5924576122451
target,Dnmt3a.3,1164,-0.03930733056034915,94.51087619388989
target,Cbx5.1,1163,-0.03937374957134378,94.50978172647339
target,Hdac8.4,1134,-0.04129990089018778,94.47762806015223
target,Chd1.4,1128,-0.041698414956155505,94.47087352280357
target,Chd8.1,1098,-0.04369098528599413,94.43655562270582
target,Fbxl19.2,1081,-0.04482010847290269,94.41669248594006
target,Chd9.4,1072,-0.045417879571854274,94.40605059379759
target,Chd9.3,1061,-0.0461484886927951,94.39292254675551
target,Atad2b.1,1057,-0.04641416473677359,94.38811513680497
target,Chaf1b.1,1049,-0.046945516824730554,94.37844582120798
target,Cbx4.2,1026,-0.048473154077606835,94.35023272072051
target,Ing2.2,1024,-0.048605992099596075,94.34774977212716
target,Brwd1.3,1006,-0.04980153429749925,94.32518386599872
target,Aff4.3,996,-0.050465724407445456,94.31247324888238
target,Ing3.3,987,-0.05106349550639705,94.30092480556304
target,Chd4.4,978,-0.05166126660534864,94.28927126036511
target,Cbx1.2,952,-0.05338816089120878,94.25499718290018
target,Brwd3.1,950,-0.05352099891319802,94.25232232364468
target,Brd8.4,939,-0.05425160803413885,94.23750988212937
target,Asxl1.4,937,-0.05438444605612809,94.23479820557124
target,Brd2.1,889,-0.05757255858386989,94.16793335844557
target,Crebbp.3,888,-0.05763897759486451,94.16650253341824
target,Gtf3c4.4,867,-0.05903377682575155,94.13607989152878
target,Hdac6.4,858,-0.05963154792470314,94.12281706962389
target,Cbx8.2,847,-0.06036215704564397,94.10641817060547
target,Ino80.1,828,-0.06162411825454176,94.07758856928348
target,Ehmt2.2,815,-0.062487565397471835,94.05748232019735
target,Ing2.4,798,-0.0636166885843804,94.03070399356453
target,Cbx7.3,794,-0.06388236462835888,94.02432098772864
target,Chd9.1,765,-0.06580851594720288,93.97706741768576
target,Cbx4.4,762,-0.06600777298018674,93.97207809392498
target,Ing5.2,736,-0.06773466726604688,93.92800298483269
target,Jarid2.3,727,-0.06833243836499847,93.91238572590359
target,Chd2.4,716,-0.0690630474859393,93.89303558684826
target,Atad2.3,715,-0.06912946649693393,93.8912618946504
target,Elp4.2,703,-0.06992649462886937,93.86978367918857
target,Ing4.4,698,-0.07025858968384248,93.86072697245886
target,Gtf2f1.4,697,-0.0703250086948371,93.85890791716767
target,Hes6.3,691,-0.07072352276080482,93.84793896950751
target,Ash1l.2,656,-0.07304818814561655,93.78200951926493
target,Baz2a.1,654,-0.0731810261676058,93.77813756231613
target,Bptf.2,647,-0.07364595924456814,93.76449272146193
target,Asxl2.3,618,-0.07557211056341215,93.70636126574175
target,Atm.3,618,-0.07557211056341215,93.70636126574175
target,Ezh1.2,613,-0.07590420561838525,93.69606617901425
target,Ing2.1,597,-0.07696690979429918,93.6625539920486
target,Aff1.3,555,-0.07975650825607326,93.57016534726593
target,Cbx5.2,554,-0.07982292726706788,93.56788219838423
target,Chd2.1,550,-0.08008860331104636,93.55870862782031
target,Dnmt3a.1,546,-0.08035427935502484,93.54946878506762
target,Atr.1,519,-0.08214759265187961,93.48529023002796
target,Hdac2.1,515,-0.08241326869585809,93.47550228737896
target,Elp4.3,502,-0.08327671583878817,93.44316384342069
target,Baz2a.4,478,-0.08487077210265906,93.38122385467321
target,Ehmt2.3,474,-0.08513644814663755,93.37060227450375
target,Jarid2.1,474,-0.08513644814663755,93.37060227450375
target,Cbx8.3,472,-0.08526928616862679,93.3652581947913
target,Gadd45a.4,464,-0.08580063825658375,93.34365554126242
target,Ezh2.4,460,-0.08606631430056225,93.3327156950703
target,Chd8.3,458,-0.08619915232255149,93.32721044482507
target,Ino80.2,453,-0.08653124737752459,93.31334263387284
target,Hells.1,440,-0.08739469452045466,93.2765655918959
target,Ing3.2,437,-0.08759395155343852,93.26792607635794
target,Ing3.1,434,-0.08779320858642238,93.25922772424785
target,Ep400.1,424,-0.0884573986963686,93.22979776287666
target,Brd9.3,414,-0.0891215888063148,93.19967351965911
target,Brd4.4,409,-0.08945368386128791,93.18434061384107
target,Brd1.1,396,-0.09031713100421798,93.14359119559029
target,Jhdm1d.1,395,-0.0903835500152126,93.14040207418742
target,Jmjd4.2,381,-0.0913134161691373,93.0948968402669
target,Dmap1.2,373,-0.09184476825709426,93.06814619423378
target,Aff4.4,369,-0.09211044430107274,93.05455755442763
target,Baz1b.3,366,-0.0923097013340566,93.04427023380953
target,Dnmt3l.2,361,-0.09264179638902971,93.02693815648449
target,Brd8.1,356,-0.09297389144400281,93.00936730756835
target,Atrx.3,350,-0.09337240550997053,92.98795765869765
target,Carm1.1,349,-0.09343882452096516,92.98435417440524
target,Dnmt3b.3,344,-0.09377091957593826,92.96618239456649
target,Atad2.1,338,-0.09416943364190598,92.9440287563253
target,Cbx1.1,319,-0.09543139485080378,92.87122206596668
target,Baz2b.4,317,-0.09556423287279303,92.86331053768983
target,Gadd45b.3,306,-0.09629484199373385,92.81889646785875
target,Eed.2,297,-0.09689261309268545,92.78136925384942
target,Aurkb.2,293,-0.09715828913666393,92.76432879315594
target,Hdac2.2,292,-0.09722470814765855,92.7600328033252
target,Chd6.2,291,-0.09729112715865317,92.7557222685893
target,Hdac2.4,291,-0.09729112715865317,92.7557222685893
target,Epc2.4,280,-0.098021736279594,92.70731727844209
target,Hat1.2,274,-0.09842025034556172,92.68011747051855
target,Ep400.3,271,-0.09861950737854558,92.6662963821518
target,Cbx7.4,269,-0.09875234540053482,92.6569982014842
target,Chd5.1,262,-0.09921727847749717,92.62390870391089
target,Cbx8.4,252,-0.09988146858744339,92.57509273724736
target,Hat1.3,251,-0.099947887598438,92.57010646178084
target,Chd8.4,246,-0.1002799826534111,92.54487743889482
target,Cbx8.1,240,-0.10067849671937883,92.51392637459573
target,Atad2b.4,238,-0.10081133474136807,92.50343954783446
target,Ino80.3,238,-0.10081133474136807,92.50343954783446
target,Asxl1.2,237,-0.10087775375236269,92.49816350078206
target,Gadd45b.2,237,-0.10087775375236269,92.49816350078206
target,Chd5.3,236,-0.10094417276335732,92.49286545491206
target,Fkbp1a.4,236,-0.10094417276335732,92.49286545491206
target,Ezh1.3,234,-0.10107701078534656,92.4822026237861
target,Actl6b.2,230,-0.10134268682932504,92.46060466915692
target,Atad2b.3,230,-0.10134268682932504,92.46060466915692
target,Ehmt2.1,222,-0.101874038917282,92.41627478863559
target,Fkbp1a.1,218,-0.1021397149612605,92.39351570484922
target,Hltf.2,216,-0.10227255298324973,92.38198132085927
target,Brpf1.2,208,-0.1028039050712067,92.33476619388026
target,Dub2a.4,207,-0.10287032408220131,92.32873885456524
target,Chd6.3,206,-0.10293674309319593,92.3226827486617
target,Atr.2,204,-0.10306958111518519,92.31048312349671
target,Ash2l.2,202,-0.10320241913717443,92.29816505054835
target,Dnmt3b.1,200,-0.10333525715916367,92.28572619468258
target,Brpf3.4,198,-0.10346809518115291,92.27316415084861
target,Hdac4.3,190,-0.10399944726910987,92.22163338687453
target,Baz2b.2,186,-0.10426512331308836,92.19506070939894
target,Gadd45b.1,183,-0.10446438034607222,92.17475910798534
target,Brpf1.3,180,-0.10466363737905608,92.15412697258866
target,Brd8.2,179,-0.1047300563900507,92.14717425616405
target,Elp4.1,178,-0.10479647540104532,92.14018317477152
target,Hdac4.1,168,-0.10546066551099154,92.06806439605147
target,Dnmt3b.4,168,-0.10546066551099154,92.06806439605147
target,Chd3.4,167,-0.10552708452198616,92.06062137159336
target,Atm.1,167,-0.10552708452198616,92.06062137159336
target,Jhdm1d.2,166,-0.10559350353298078,92.05313432985729
target,Bop1.2,165,-0.1056599225439754,92.04560274416838
target,Dot1l.3,163,-0.10579276056596464,92.03040378634229
