type,shRNA,count,nbRawCount
target,Psip1.2,10715,96.91913574475511
target,Mll3.2,9481,96.72836300953456
target,Prmt8.4,9302,96.69847149834024
target,Rbbp7.3,8830,96.6165847650208
target,L3mbtl1.3,6763,96.19277364420688
target,Pcgf6.3,6052,96.01441396727498
target,Pcmt1.4,5972,95.992985824009
target,Kdm5c.1,5444,95.84359682262964
target,Kat5.4,4897,95.67207111532463
target,Mbd3.2,4386,95.4929403389694
target,Kdm5a.2,4382,95.49145493675047
target,Nap1l3.1,4358,95.48251318833859
target,Prmt2.4,4303,95.46182958616895
target,Pbrm1.2,4281,95.45348008749176
target,Phf8.2,4086,95.3774908818403
target,Morf4l1.2,4080,95.37509423256589
target,Paxip1.4,3963,95.32762466688953
target,Rbbp7.1,3791,95.25517347881637
target,Rbbp5.4,3782,95.25129052755838
target,Phf19.3,3666,95.20038232318515
target,Kat5.2,3512,95.13019995139022
target,Phc1.1,3024,94.88514979218161
target,Prdm1.2,2846,94.78563603419713
target,Mta2.2,2833,94.77812319456315
target,Kdm4d.2,2784,94.74948893501893
target,Mll2.1,2616,94.64729827040298
target,Mta3.1,2599,94.63659076295116
target,Ncoa1.1,2482,94.56092516401462
target,Mta2.1,2452,94.54094458169344
target,Ncor1.1,2320,94.45000314071412
target,Kdm4c.1,2273,94.41636042361463
target,Ring1.3,2249,94.3989104667355
target,Mll5.2,2184,94.35069377240043
target,Kdm3a.3,2149,94.32413047074078
target,Prmt5.2,2122,94.30334032924858
target,Mtf2.2,2116,94.29868425032649
target,Mll2.2,2101,94.28698584319878
target,Ncor1.4,2100,94.28620297250782
target,Ppargc1a.4,2078,94.26888452662247
target,Rbbp4.3,2046,94.2433629125471
target,L3mbtl1.4,1979,94.18860518984012
target,Kdm5d.3,1917,94.13625291336429
target,Kat2b.2,1882,94.105945136364
target,Morf4l1.4,1821,94.05174883578222
target,Prdm5.1,1813,94.04450672390472
target,Jmjd6.2,1802,94.03449644823108
target,Kdm5c.2,1795,94.02809439779504
target,Myst4.1,1755,93.99102535155795
target,Parp1.3,1743,93.97973977467478
target,Psip1.3,1737,93.97406782530321
target,Kdm1a.2,1720,93.95789031621095
target,Pcmt1.1,1710,93.94829931736379
target,Prdm15.4,1696,93.93477733252422
target,Prdm6.4,1629,93.86848155801584
target,Kdm1a.3,1621,93.86038429149673
target,Prdm1.4,1614,93.8532663877304
target,Kdm1b.1,1612,93.85122703958096
target,Prdm10.2,1609,93.84816327623142
target,Myst1.2,1555,93.79201853691814
target,L3mbtl4.2,1553,93.78990191925585
target,Prkaa2.3,1529,93.76428823846086
target,Kdm4c.2,1494,93.72620691619514
target,Prdm9.4,1463,93.69172740726786
target,Mbd4.1,1435,93.65995284352802
target,Mbd1.1,1428,93.65191266395794
target,Kdm2a.3,1421,93.64383311837702
target,Phf2.3,1405,93.62521568332302
target,Prmt3.3,1354,93.56443107908663
target,Kdm5d.1,1328,93.53255967836395
target,Msl3.3,1291,93.48611676512394
target,Kdm5a.1,1275,93.46562170081397
target,Jmjd5.3,1267,93.45527802125207
target,Psip1.1,1256,93.44094888340754
target,Mbd4.3,1222,93.39585646017376
target,Mtf2.1,1221,93.39451140374688
target,Myst1.3,1205,93.37284026630228
target,Mll1.2,1181,93.33979125923429
target,Kat2b.3,1170,93.32442009500794
target,Prkaa1.3,1143,93.28607356237069
target,Phf19.1,1114,93.24387106717681
target,Prdm8.1,1102,93.2260878981984
target,Mll5.1,1061,93.16384394712979
target,Prmt1.2,1054,93.15297879284684
target,Prkcd.1,1041,93.1326092979046
target,Nap1l2.1,1041,93.1326092979046
target,Padi4.2,1005,93.07485600934893
target,Phf8.1,986,93.04354218675476
target,Padi4.3,981,93.03520222682646
target,Rnf20.2,979,93.03185443395222
target,Nap1l1.4,964,93.00652766844257
target,Mll2.4,961,93.0014154501166
target,Prkcd.3,944,92.97214395800886
target,Rbbp5.3,916,92.92277363279658
target,Morf4l1.3,913,92.91739550379619
target,Nap1l3.3,913,92.91739550379619
target,Padi1.2,878,92.85332375067111
target,Rbbp5.2,867,92.83266343952958
target,Mtf2.4,862,92.8231864153665
target,Rbbp7.2,855,92.80982671240243
target,Padi1.4,853,92.80598975525156
target,Nap1l2.4,851,92.80214387883089
target,Prmt5.3,842,92.78472593560728
target,Mll3.3,824,92.74933006628831
target,Mll3.4,798,92.69682748348148
target,Kat2a.3,789,92.67825822340387
target,Prkaa2.4,787,92.67410326104056
target,L3mbtl3.4,784,92.66785118499577
target,Mbd2.3,772,92.64260387828507
target,Padi6.4,768,92.63410174845808
target,Ncoa3.2,765,92.6276963510515
target,Paxip1.1,757,92.61049303072073
target,Rbbp7.4,751,92.59747210056825
target,Padi6.1,748,92.59092299627115
target,Pcgf2.2,746,92.58654247666533
target,Paf1.3,731,92.5533134915077
target,Mbd4.4,725,92.53983269966913
target,Kdm1b.3,724,92.53757517986702
target,Kdm4d.1,706,92.49640386440416
target,Prkaa2.2,702,92.48711380977862
target,Ppargc1a.2,700,92.48244913911206
target,Pcgf1.2,675,92.42300266920876
target,Prdm10.1,645,92.34872553986142
target,Prmt7.3,641,92.33856493355178
target,Rbbp4.1,630,92.31029691289736
target,Phf20l1.1,628,92.30510493217504
target,Kdm4c.3,623,92.29205318395117
target,Phc1.2,622,92.28943042197481
target,Pcgf6.2,620,92.28417238011104
target,Phf20.4,619,92.2815370736681
target,Kdm3a.2,604,92.24149480256932
target,Ncoa1.2,563,92.12682089706756
target,Prmt3.1,555,92.10348672025229
target,Prmt3.4,554,92.10054663543059
target,Padi4.4,554,92.10054663543059
target,Kdm4d.4,544,92.07085432669182
target,Mta1.4,541,92.06184154093815
target,L3mbtl1.1,538,92.05277930210605
target,Kat5.3,526,92.01602472711008
target,Rnf217.1,522,92.0035891339225
target,Prmt2.1,511,91.96890029451338
target,Mbd1.4,503,91.94320623448553
target,Rnf40.4,503,91.94320623448553
target,Kdm2a.2,498,91.9269419588497
target,Orc1.2,489,91.897256194873
target,Prdm5.4,486,91.88724108787757
target,L3mbtl1.2,482,91.87379236076038
