type,shRNA,count,ZScore,nbRawCount
control,Bcl6,267348,5.887280638715565,99.55625884225118
control,Bcl6.2,67147,1.1366894721252288,91.52421174421849
control,Bcl6.3,24544,0.1257582806214494,79.28908163309166
control,CD4.1,3877,-0.3646511960541041,55.96898351213979
control,CD4.2,0,-0.4566489480776741,9.217594002055641
control,CD4.3,9943,-0.22071042644487646,67.36628512160443
control,CD4.4,17267,-0.04691843887184924,74.60986300213929
control,CDK9.1,58938,0.9418972239019927,90.13850669349938
control,CDK9.2,167,-0.45268618702842567,29.2712876222959
control,CDK9.3,19604,0.00853648670954954,76.30102187652099
control,Ccnt1,16760,-0.058949096668070536,74.21328588520721
control,Ccnt1.2,49198,0.7107757112092994,88.0890916256761
control,Ccnt1.3,4705,-0.34500349456441726,58.18540565795316
control,Ccnt1.4,22236,0.07099149917435124,77.97855703109465
control,Cd14,1,-0.45662521896959474,11.139722857102171
control,Cd14.2,12,-0.4563641987807221,17.07066266087609
control,Cd19,0,-0.4566489480776741,9.217594002055641
control,Cd19.3,0,-0.4566489480776741,9.217594002055641
control,Cd19.4,1,-0.45662521896959474,11.139722857102171
control,Fosb,0,-0.4566489480776741,9.217594002055641
control,Fosb.2,2,-0.45660148986151544,12.301185965184528
control,Hes1,0,-0.4566489480776741,9.217594002055641
control,Hes1.2,9,-0.4564353861049601,16.130634239067888
control,Hes1.3,0,-0.4566489480776741,9.217594002055641
control,Id2,1,-0.45662521896959474,11.139722857102171
control,Id2.2,0,-0.4566489480776741,9.217594002055641
control,Id2.3,39,-0.4557235128625801,21.67177748349346
control,Id2.4,0,-0.4566489480776741,9.217594002055641
control,Id2.5,0,-0.4566489480776741,9.217594002055641
control,Id3,46187,0.6393273667824309,87.34176655518009
control,Id3.2,0,-0.4566489480776741,9.217594002055641
control,Id3.3,0,-0.4566489480776741,9.217594002055641
control,Id3.4,86,-0.45460824478285156,25.510129947292416
control,Id3.5,0,-0.4566489480776741,9.217594002055641
target,Jmjd5.1,2179,-0.40494322157280976,49.78952661753938
target,Jmjd5.2,2852,-0.38897353183541933,52.5976994559724
target,Jmjd5.3,90290,1.6858522204052082,94.31857666995242
target,Jmjd5.4,32656,0.3182488053609902,83.0241965994318
target,Jmjd6.1,7458,-0.27967726002201637,63.730590314834714
target,Jmjd6.2,33477,0.3377304030941217,83.3431339394761
target,Jmjd6.3,2012,-0.4089059826220582,48.983891254561726
target,Jmjd6.4,315,-0.44917427903268453,33.3916526971131
target,Jmjd8.1,0,-0.4566489480776741,9.217594002055641
target,Jmjd8.2,0,-0.4566489480776741,9.217594002055641
target,Jmjd8.3,1,-0.45662521896959474,11.139722857102171
target,Kat2a.1,6,-0.4565065734291981,14.920450124319265
target,Kat2a.2,0,-0.4566489480776741,9.217594002055641
target,Kat2a.3,61764,1.0089556833341848,90.64598734719479
target,Kat2b.1,5539,-0.3252134184262544,60.10739996314383
target,Kat2b.2,131338,2.659884648845626,97.02853036835558
target,Kat2b.3,74620,1.3140170968020763,92.57961627498234
target,Kat2b.4,585,-0.4427674198512649,37.966576265099995
target,Kat5.1,2883,-0.38823792948496005,52.713364660411784
target,Kat5.2,73197,1.280250576005187,92.39172687407456
target,Kat5.3,765,-0.4384961803969851,40.13549700220012
target,Kat5.4,117722,2.336789113237442,96.3393480204602
target,Kdm1a.1,24845,0.1329007421533283,79.4503894722502
target,Kdm1a.2,27816,0.20339992225702355,80.93868281076443
target,Kdm1a.3,95859,1.8179996232990077,94.81661684091817
target,Kdm1a.4,55838,0.8683369888560636,89.5402468285118
target,Kdm1b.1,55137,0.851702884092452,89.3984631156302
target,Kdm1b.2,7577,-0.27685349616057586,63.92750065557591
target,Kdm1b.3,536,-0.44393014614715215,37.28441891769157
target,Kdm1b.4,8572,-0.2532430336216406,65.47553172022475
target,Kdm2a.1,4916,-0.3399966527596782,58.697353248461425
target,Kdm2a.2,5427,-0.32787107853113956,59.86418905199532
target,Kdm2a.3,12116,-0.16914707458848813,69.9286026257999
target,Kdm2a.4,1144,-0.4295028484349183,43.61562973918195
target,Kdm2b.1,32,-0.45588961661913546,20.810726865850494
target,Kdm2b.2,5862,-0.31754891651663014,60.786057463094615
target,Kdm2b.3,269,-0.4502658180043338,32.31531474595546
target,Kdm2b.4,3737,-0.36797327118521056,55.55575976376539
target,Kdm3a.1,6741,-0.29669103051489737,62.48277805586492
target,Kdm3a.2,42118,0.5427736260076291,86.22581699386315
target,Kdm3a.3,98249,1.8747121916086111,95.01456494175295
target,Kdm3a.4,16772,-0.05866434737111855,74.22280670772466
target,Kdm3b.2,4457,-0.35088831336809156,57.558355042550716
target,Kdm3b.3,9731,-0.22574099735769484,67.0897694990431
target,Kdm3b.4,2007,-0.40902462816245483,48.95894358406734
target,Kdm4a.1,37945,0.4437520579925769,84.93233798881406
target,Kdm4a.2,1355,-0.4244960066301793,45.164165944778375
target,Kdm4a.3,18812,-0.010256966889281367,75.75142439155947
target,Kdm4a.4,125,-0.4536828095677576,27.564566466630954
target,Kdm4b.1,0,-0.4566489480776741,9.217594002055641
target,Kdm4b.2,0,-0.4566489480776741,9.217594002055641
target,Kdm4b.3,0,-0.4566489480776741,9.217594002055641
target,Kdm4c.1,92279,1.7330494163749994,94.50265107639169
target,Kdm4c.2,21875,0.062425291157712406,77.76085320235708
target,Kdm4c.3,38487,0.4566132345715748,85.10990573038953
target,Kdm4c.4,6492,-0.30259957842665103,62.022444440508096
target,Kdm4d.1,45203,0.6159779244323682,87.08369480909846
target,Kdm4d.2,31950,0.30149605505698185,82.74249841551887
target,Kdm4d.3,669,-0.440774174772601,39.036672301784144
target,Kdm4d.4,10496,-0.20758822967700588,68.06334340542509
target,Kdm5a.1,55308,0.8557605615740177,89.4332799817707
target,Kdm5a.2,168523,3.542251532775585,98.28033863555038
target,Kdm5a.3,8888,-0.24574463546857167,65.93403045737446
target,Kdm5a.4,1632,-0.41792304369220434,46.92549352429239
target,Kdm5b.1,5,-0.45653030253727744,14.419332854451008
target,Kdm5b.2,17035,-0.05242359194625425,74.42982190193938
target,Kdm5b.3,35538,0.3866360948456249,84.10540980695967
target,Kdm5b.4,4455,-0.3509357715842502,57.553180189451595
target,Kdm5c.1,32636,0.31777422319940357,83.01631260383286
target,Kdm5c.2,45948,0.6336561099514705,87.27973963320558
target,Kdm5c.3,748,-0.43889957523433376,39.94926633474948
target,Kdm5c.4,1616,-0.41830270942147363,46.83061138270106
target,Kdm5d.1,20319,0.025502798986271887,76.77837595268493
target,Kdm5d.2,2156,-0.4054889910586344,49.681622466119485
target,Kdm5d.3,16861,-0.05655245675205801,74.2932132131111
target,Kdm5d.4,1,-0.45662521896959474,11.139722857102171
target,Kdm6a.1,2295,-0.40219064503560725,50.31999993833919
target,Kdm6a.2,12124,-0.16895724172385349,69.9372320513985
target,Kdm6a.3,765,-0.4384961803969851,40.13549700220012
target,Kdm6a.4,3835,-0.36564781859343604,55.84633916196401
target,Kdm6b.1,31,-0.4559133457272148,20.676028800383424
target,Kdm6b.2,251,-0.4506929419497618,31.854093910302062
target,Kdm6b.3,4317,-0.35421038849919806,57.19131640839243
target,Kdm6b.4,5201,-0.3332338569570686,59.36014672774683
control,Klf12,0,-0.4566489480776741,9.217594002055641
control,Klf12.4,0,-0.4566489480776741,9.217594002055641
control,Klf12.5,4,-0.45655403164535674,13.842061359646344
control,Klf2,883,-0.43569614564362397,41.34422855458873
control,Klf2.2,0,-0.4566489480776741,9.217594002055641
control,Klf2.3,0,-0.4566489480776741,9.217594002055641
control,Klf2.4,0,-0.4566489480776741,9.217594002055641
control,Klf2.5,0,-0.4566489480776741,9.217594002055641
control,Klf2.6,0,-0.4566489480776741,9.217594002055641
control,Klf2.7,2,-0.45660148986151544,12.301185965184528
target,L3mbtl1.1,22,-0.45612690769992875,19.28080494783292
target,L3mbtl1.2,1153,-0.4292892864622043,43.686191820104305
target,L3mbtl1.3,77753,1.3883603924146235,92.97369697146858
target,L3mbtl1.4,26620,0.17501990899414252,80.3611657425616
target,L3mbtl2.1,13235,-0.14259420264771566,71.08721453571071
target,L3mbtl2.3,5,-0.45653030253727744,14.419332854451008
target,L3mbtl2.4,2951,-0.3866243501355655,52.963541196065755
target,L3mbtl3.1,10891,-0.19821523198566976,68.5411827373842
target,L3mbtl3.2,1911,-0.4113026225380707,48.46986607201526
target,L3mbtl3.3,5248,-0.33211858887733997,59.4664797563974
target,L3mbtl3.4,11441,-0.1851642225420372,69.18090897186225
target,L3mbtl4.1,11886,-0.17460476944673448,69.67823278382198
target,L3mbtl4.2,17014,-0.05292190321592022,74.41340704391479
target,L3mbtl4.3,4030,-0.3610206425179663,56.40659230339091
target,L3mbtl4.4,417,-0.44675391000859266,35.39297823772773
target,Mbd1.1,10343,-0.2112187832131437,67.87386758078682
target,Mbd1.2,10227,-0.2139713597503462,67.72851712350764
target,Mbd1.3,71,-0.4549641814040415,24.518865299864736
target,Mbd1.4,12834,-0.15210957498752778,70.682863705122
target,Mbd2.2,153,-0.4530183945415363,28.744430111068485
target,Mbd2.3,11937,-0.17339458493468854,69.73413230528962
target,Mbd2.4,5965,-0.315104818384459,60.995755783834895
target,Mbd3.1,12372,-0.16307242292017915,70.20216893435564
target,Mbd3.2,69820,1.200117378021283,91.92185604540009
target,Mbd3.3,55,-0.45534384713331083,23.26005561740281
target,Mbd3.4,817,-0.43726226677685986,40.68532289119242
target,Mbd4.1,74483,1.310766208995208,92.56177637584297
target,Mbd4.2,11416,-0.1857574502440205,69.15244613099917
target,Mbd4.3,20731,0.035279191514956655,77.0457890768374
target,Mbd4.4,3520,-0.3731224876384256,54.889074952597916
