type,shRNA,count,nbRawCount
target,Sp100.1,70870,99.76027730316123
target,Setd5.2,57802,99.527606424674
target,Sin3a.2,38621,98.64423820626276
target,Setdb1.2,25938,97.0860856656248
target,Supt16h.4,24954,96.89627497374221
target,Taf1.2,20755,95.90154219137226
target,Whsc1l1.4,20570,95.84949369765593
target,Setd2.4,18292,95.13683272959425
target,Sp140.1,17936,95.01212083595644
target,Ube2b.1,14667,93.65261773833392
target,Wdr82.2,14450,93.54623049365212
target,Setd5.4,13833,93.23056774800432
target,Smyd4.1,12787,92.64656462349919
target,Taf3.1,12404,92.41567868882193
target,Smarcc2.4,11543,91.85895804496487
target,Usp27x.1,11075,91.53227248434733
target,Setdb1.1,10008,90.71440746692862
target,Ube2b.4,9975,90.68733000982049
target,Sgk1.1,9927,90.64773938161895
target,Sfmbt1.3,9269,90.07924525040575
target,Satb1.2,7859,88.67264411631078
target,Satb1.3,7242,87.9581445229368
target,Smarca4.3,6779,87.37354532060037
target,Smarcd1.4,6378,86.82889121580892
target,Setd2.2,5713,85.83455020650258
target,Usp51.2,5695,85.80587055097416
target,Wdr82.3,5420,85.3548820014555
target,Setd1a.2,5408,85.3346349510812
target,Trim28.2,5248,85.05989926529814
target,Smarca1.1,5248,85.05989926529814
target,Trim24.3,5155,84.89599603138863
target,Smarcd3.3,4751,84.14499980603269
target,Uhrf1.3,4717,84.07870513729915
target,Smarce1.2,4668,83.98226378573301
target,Usp27x.2,4623,83.89274398802492
target,Suv39h1.2,4617,83.88073827373081
target,Setmar.2,4580,83.80633606593967
target,Usp27x.4,4543,83.73129539732173
target,Ube2a.1,4430,83.49806111779586
target,Sirt3.3,4302,83.22619022489394
target,Sirt7.1,4275,83.1677605776495
target,Smarca1.3,4231,83.07171069007981
target,Trim33.4,3885,82.27816023233214
target,Trim24.2,3581,81.51841690351101
target,Tet2.3,3533,81.39247009533489
target,Setdb2.2,3476,81.24063398702127
target,Uhrf1.1,3436,81.13256943732696
target,Smarcd1.1,3359,80.9209200535311
target,Sirt1.1,3350,80.8958631045356
target,Trim24.4,3240,80.5840206629911
target,Scmh1.3,3148,80.31494290690421
target,Setd3.3,3125,80.24644505996469
target,Suv39h2.1,3075,80.09578536435292
target,Tet2.4,3068,80.07449846392318
target,Scml2.1,3045,80.00421387886605
target,Tcea1.3,2994,79.84646403522865
target,Smarca5.4,2895,79.53248734033178
target,Smarce1.3,2890,79.51634933281055
target,Whsc1l1.2,2885,79.50018371167909
target,Ube2e1.3,2859,79.41567388631276
target,Smyd4.2,2750,79.05293652481468
target,Smyd4.4,2748,79.0461494483471
target,Tdg.3,2702,78.88869349006727
target,Usp22.3,2620,78.60138232960142
target,Suz12.3,2600,78.52997286762792
target,Smyd1.3,2576,78.44357033253345
target,Sfmbt1.4,2572,78.42909360813563
target,Trim33.1,2448,77.96909083313808
target,Taf3.3,2389,77.74221748296895
target,Trim66.1,2371,77.67192125875509
target,Supt16h.1,2347,77.57738615505356
target,Smarcd2.1,2301,77.39355578939416
target,Ube2i.4,2184,76.90954714294006
target,Whsc1l1.3,2108,76.58163196697916
target,Usp51.3,2033,76.24675912353513
target,Suv39h1.4,2011,76.14629359654711
target,Scml2.4,1939,75.81002719054652
target,Sp110.1,1931,75.77193487821017
target,Smyd2.2,1911,75.67604528267813
target,Sp100.2,1870,75.4764623922486
target,Uhrf1.2,1835,75.3027832453128
target,Sirt3.4,1788,75.064568622571
target,Suz12.1,1780,75.02343419489651
target,Usp22.2,1776,75.00280159912207
target,Setdb1.3,1716,74.68794715841517
target,Usp22.4,1714,74.6772746324406
target,Smarca2.2,1703,74.61836576144137
target,Whsc1.3,1599,74.04306426465443
target,Taf1.4,1581,73.93995119585618
target,Ssrp1.2,1574,73.89955519332402
target,Scml2.2,1538,73.68911769523156
target,Zmynd11.4,1526,73.61794995438412
target,Usp51.1,1508,73.51021443129314
target,Setd4.2,1501,73.4679935600074
target,Smyd5.1,1480,73.34022235277337
target,Sfmbt1.1,1419,72.95928482994302
target,Smarcd2.3,1401,72.84397125804286
target,Usp22.1,1396,72.81169599252092
target,Trim28.3,1358,72.56284534251465
target,Smarca4.2,1284,72.05919128934603
target,Trim28.4,1270,71.96090188129224
target,Sirt1.2,1252,71.83305251481069
target,Ssrp1.4,1231,71.68173870934325
target,Whsc1.4,1214,71.5574974964692
target,Smarcd1.2,1186,71.3493366907573
target,Smarcc1.1,1167,71.20549982222262
target,Suz12.2,1155,71.1135447854461
target,Sirt7.4,1148,71.05949911684897
target,Smarcc1.2,1114,70.79262004826734
target,Setd3.1,1096,70.64829874386187
target,Suv420h2.2,1070,70.43596263446656
target,Ube2b.3,1051,70.27779349759578
target,Tet2.2,908,68.996104755836
target,Wdr5.4,904,68.95768079826333
