type,shRNA,count,pctg
control,Bcl6,19737,0.1966154684781682
control,Bcl6.2,16841,0.16776618050569134
control,Bcl6.3,2984,0.029725923794844906
control,CD4.1,8150,0.0811884312761347
control,CD4.2,2016,0.02008292974879602
control,CD4.3,37047,0.36905371944625304
control,CD4.4,84470,0.8414707717662697
control,CDK9.1,52205,0.5200542398491549
control,CDK9.2,19591,0.19516104995469385
control,CDK9.3,83464,0.8314492304332892
control,Ccnt1,2257212,22.485828384989766
control,Ccnt1.2,147757,1.4719213546095504
control,Ccnt1.3,81999,0.8168552363450025
control,Ccnt1.4,141106,1.4056656176257991
control,Cd14,19894,0.19817946647943852
control,Cd14.2,6085,0.060617374762611
control,Cd19,10099,0.10060392238744593
control,Cd19.3,0,0.0
control,Cd19.4,26,0.0002590060384269328
control,Fosb,0,0.0
control,Fosb.2,0,0.0
control,Hes1,7,6.973239496109729e-05
control,Hes1.2,4934,0.049151376676864866
control,Hes1.3,0,0.0
control,Id2,0,0.0
control,Id2.2,1,9.961770708728184e-06
control,Id2.3,16319,0.16256613619573523
control,Id2.4,0,0.0
control,Id2.5,0,0.0
control,Id3,588,0.005857521176732172
control,Id3.2,0,0.0
control,Id3.3,0,0.0
control,Id3.4,930,0.009264446759117213
control,Id3.5,465,0.004632223379558606
control,Klf12,5699,0.056772131269041924
control,Klf12.4,0,0.0
control,Klf12.5,12324,0.12276886221436614
control,Klf2,579,0.005767865240353619
control,Klf2.2,1,9.961770708728184e-06
control,Klf2.3,0,0.0
control,Klf2.4,0,0.0
control,Klf2.5,0,0.0
control,Klf2.6,43,0.0004283561404753119
control,Klf2.7,5,4.9808853543640926e-05
control,Ms4a1,87806,0.874703238850587
control,Ms4a1.2,19,0.0001892736434658355
control,Nfatc3.2,112659,1.1222831262746087
control,Nfatc3.3,5,4.9808853543640926e-05
control,Nfatc3.7,0,0.0
control,Nfatc3.8,0,0.0
target,Rpa3.1,148,0.0014743420648917714
target,Rpa3.2,167,0.0016636157083576067
target,Rpa3.3,1,9.961770708728184e-06
target,Rpa3.4,63,0.0006275915546498757
control,Runx3,0,0.0
control,Runx3.2,3016,0.030044700457524207
control,Runx3.3,747,0.007441442719419954
target,Satb1.1,897,0.008935708325729182
target,Satb1.2,13340,0.13289002125443397
target,Satb1.3,73418,0.7313732818934059
target,Scmh1.1,3850,0.03835281722860351
target,Scmh1.2,5419,0.05398283547059803
target,Scmh1.3,11231,0.11188064682972625
target,Scml2.1,1225,0.012203169118192025
target,Scml2.2,8044,0.08013248358100951
target,Scml2.3,879,0.008756396452972074
target,Scml2.4,7019,0.06992166860456313
target,Scml4.1,3534,0.0352048976846454
target,Scml4.2,133,0.0013249155042608484
target,Scml4.3,643,0.006405418565712222
target,Setd1a.1,0,0.0
target,Setd1a.2,22593,0.2250662856222959
target,Setd1a.3,6350,0.06325724400042397
target,Setd1a.4,936,0.009324217383369582
target,Setd2.1,90,0.0008965593637855366
target,Setd2.2,14823,0.14766332721547787
target,Setd2.3,6020,0.059969859666543675
target,Setd2.4,62988,0.6274720134013709
target,Setd3.1,719,0.007162513139575565
target,Setd3.2,329,0.0032774225631715726
target,Setd3.3,1923,0.0191564850728843
target,Setd4.1,0,0.0
target,Setd4.2,9692,0.09654948170899356
target,Setd4.3,19,0.0001892736434658355
target,Setd4.4,4020,0.040046318249087304
target,Setd5.1,0,0.0
target,Setd5.2,261809,2.608081227481417
target,Setd5.3,0,0.0
target,Setd5.4,86335,0.8600494741380478
target,Setd7.1,148,0.0014743420648917714
target,Setd7.2,320,0.0031877666267930193
target,Setd8.1,217,0.002161704243794016
target,Setd8.2,594,0.005917291800984542
target,Setd8.3,2928,0.029168064635156126
target,Setd8.4,11,0.00010957947779601003
target,Setdb1.1,52363,0.5216281996211339
target,Setdb1.2,67283,0.6702578185953585
target,Setdb1.3,3825,0.03810377296088531
target,Setdb1.4,1210,0.012053742557561104
target,Setdb2.1,0,0.0
target,Setdb2.2,28998,0.28887142701169993
target,Setdb2.3,1424,0.014185561489228934
target,Setdb2.4,492,0.004901191188694267
target,Setmar.1,4704,0.04686016941385738
target,Setmar.2,17333,0.17266737169438562
target,Setmar.3,628,0.0062559920050813
target,Setmar.4,34,0.00033870020409675826
target,Sfmbt1.1,5345,0.05324566443815215
target,Sfmbt1.2,3,2.988531212618455e-05
target,Sfmbt1.3,6763,0.06737145530312871
target,Sfmbt1.4,20744,0.20664697158185746
target,Sfmbt2.1,0,0.0
target,Sfmbt2.2,1615,0.01608825969459602
target,Sfmbt2.3,4557,0.04539578911967434
target,Sgk1.1,1149,0.011446074544328683
target,Sin3a.1,23,0.00022912072630074825
target,Sin3a.2,70254,0.6998542393709899
target,Sin3a.3,0,0.0
target,Sin3a.4,0,0.0
target,Sin3b.1,493,0.004911152959402995
target,Sin3b.2,903,0.008995478949981551
target,Sin3b.3,0,0.0
target,Sin3b.4,34,0.00033870020409675826
target,Sirt1.1,13374,0.13322872145853074
target,Sirt1.2,1349,0.01343842868607432
target,Sirt1.3,6927,0.06900518569936014
target,Sirt1.4,664,0.006614615750595515
target,Sirt3.1,4359,0.04342335851934616
target,Sirt3.2,3,2.988531212618455e-05
target,Sirt3.3,22758,0.22670997778923602
target,Sirt3.4,3798,0.03783480515174965
target,Sirt4.1,18,0.00017931187275710734
target,Sirt4.2,252,0.0025103662185995026
target,Sirt4.3,793,0.007899684172021451
target,Sirt4.4,7749,0.0771937612219347
target,Sirt5.1,8429,0.08396776530386987
target,Sirt5.2,571,0.0056881710746837936
target,Sirt5.3,0,0.0
target,Sirt5.4,470,0.004682032233102247
target,Sirt6.1,48,0.0004781649940189528
target,Sirt6.2,778,0.007750257611390527
target,Sirt6.3,0,0.0
