type,shRNA,count,pctg
control,Bcl6,82834,0.773101582677089
control,Bcl6.2,20831,0.194418705709569
control,Bcl6.3,15754,0.14703433775375882
control,CD4.1,36651,0.3420690309136102
control,CD4.2,3870,0.03611926413019212
control,CD4.3,38834,0.3624432824888581
control,CD4.4,138046,1.2884030842678298
control,CDK9.1,70004,0.6533573555994753
control,CDK9.2,92,0.0008586491731208463
control,CDK9.3,16628,0.15519150489840686
control,Ccnt1,29281,0.2732837656320815
control,Ccnt1.2,114347,1.0672169239005371
control,Ccnt1.3,58468,0.54569021580467
control,Ccnt1.4,59894,0.5589992779880432
control,Cd14,41880,0.390872036633707
control,Cd14.2,6265,0.058472142060892414
control,Cd19,16401,0.15307288139516304
control,Cd19.3,0,0.0
control,Cd19.4,4,3.733257274438462e-05
control,Fosb,0,0.0
control,Fosb.2,0,0.0
control,Hes1,1,9.333143186096155e-06
control,Hes1.2,2091,0.01951560240212706
control,Hes1.3,1,9.333143186096155e-06
control,Id2,0,0.0
control,Id2.2,0,0.0
control,Id2.3,29259,0.2730784364819874
control,Id2.4,0,0.0
control,Id2.5,1,9.333143186096155e-06
control,Id3,57,0.0005319891616074808
control,Id3.2,0,0.0
control,Id3.3,0,0.0
control,Id3.4,128,0.0011946423278203079
control,Id3.5,0,0.0
control,Klf12,13026,0.12157352314208852
control,Klf12.4,27,0.0002519948660245962
control,Klf12.5,18546,0.1730924735293393
control,Klf2,0,0.0
control,Klf2.2,0,0.0
control,Klf2.3,0,0.0
control,Klf2.4,0,0.0
control,Klf2.5,0,0.0
control,Klf2.6,316,0.0029492732468063853
control,Klf2.7,6,5.5998859116576926e-05
control,Ms4a1,160203,1.4951975378421622
control,Ms4a1.2,323,0.003014605249109058
control,Nfatc3.2,220800,2.0607580154900313
control,Nfatc3.3,2638,0.024620831724921657
control,Nfatc3.7,1,9.333143186096155e-06
control,Nfatc3.8,0,0.0
target,Rpa3.1,36,0.0003359931546994616
target,Rpa3.2,726,0.006775861953105809
target,Rpa3.3,0,0.0
target,Rpa3.4,1,9.333143186096155e-06
control,Runx3,0,0.0
control,Runx3.2,0,0.0
control,Runx3.3,3979,0.037136576737476605
target,Satb1.1,552,0.005151895038725077
target,Satb1.2,40316,0.3762750006906526
target,Satb1.3,68223,0.636735027585038
target,Scmh1.1,2380,0.02221288078290885
target,Scmh1.2,3033,0.02830742328342964
target,Scmh1.3,8234,0.07684910099431574
target,Scml2.1,3240,0.030239383922951543
target,Scml2.2,18902,0.1764150725035895
target,Scml2.3,7216,0.06734796123086986
target,Scml2.4,10139,0.09462873876382892
target,Scml4.1,20063,0.18725085174264716
target,Scml4.2,211,0.0019692932122662887
target,Scml4.3,671,0.00626253907787052
target,Setd1a.1,0,0.0
target,Setd1a.2,17350,0.1619300342787683
target,Setd1a.3,4788,0.04468708957502839
target,Setd1a.4,1215,0.011339768971106829
target,Setd2.1,99,0.0009239811754235193
target,Setd2.2,9084,0.08478227270249747
target,Setd2.3,16800,0.1567968055264154
target,Setd2.4,67965,0.6343270766430251
target,Setd3.1,2525,0.023566186544892793
target,Setd3.2,561,0.005235893327399943
target,Setd3.3,626,0.0058425476344961935
target,Setd4.1,0,0.0
target,Setd4.2,1658,0.015474351402547425
target,Setd4.3,1,9.333143186096155e-06
target,Setd4.4,659,0.006150541359637367
target,Setd5.1,0,0.0
target,Setd5.2,259111,2.418320064092561
target,Setd5.3,0,0.0
target,Setd5.4,73130,0.6825327611992118
target,Setd7.1,648,0.006047876784590308
target,Setd7.2,234,0.0021839555055465
target,Setd8.1,4570,0.04265246436045943
target,Setd8.2,1824,0.017023653171439387
target,Setd8.3,6770,0.06318537936987098
target,Setd8.4,2999,0.027990096415102368
target,Setdb1.1,65726,0.6134301690493559
target,Setdb1.2,61630,0.575201614559106
target,Setdb1.3,10787,0.10067661554841922
target,Setdb1.4,5851,0.054608220781848606
target,Setdb2.1,3,2.7999429558288463e-05
target,Setdb2.2,37681,0.35168216839528926
target,Setdb2.3,724,0.006757195666733617
target,Setdb2.4,2032,0.01896494695414739
target,Setmar.1,3339,0.031163365098375063
target,Setmar.2,53924,0.5032804131670491
target,Setmar.3,735,0.006859860241780674
target,Setmar.4,4056,0.037855228762806004
target,Sfmbt1.1,19250,0.179663006332351
target,Sfmbt1.2,5,4.6665715930480774e-05
target,Sfmbt1.3,10204,0.09523539307092517
target,Sfmbt1.4,19169,0.1789070217342772
target,Sfmbt2.1,0,0.0
target,Sfmbt2.2,42125,0.3931586567143005
target,Sfmbt2.3,150,0.0013999714779144234
target,Sgk1.1,12541,0.1170469486968319
target,Sin3a.1,783,0.00730785111471329
target,Sin3a.2,107218,1.0006809461268575
target,Sin3a.3,0,0.0
target,Sin3a.4,155,0.001446637193844904
target,Sin3b.1,8,7.466514548876924e-05
target,Sin3b.2,4060,0.03789256133555039
target,Sin3b.3,0,0.0
target,Sin3b.4,49,0.0004573240161187116
target,Sirt1.1,12333,0.11510565491412389
target,Sirt1.2,2960,0.027626103830844618
target,Sirt1.3,11417,0.1065564957556598
target,Sirt1.4,335,0.003126602967342212
target,Sirt3.1,4535,0.04232580434894607
target,Sirt3.2,25,0.0002333285796524039
target,Sirt3.3,12822,0.1196695619321249
target,Sirt3.4,3401,0.03174201997591303
target,Sirt4.1,6,5.5998859116576926e-05
target,Sirt4.2,43,0.00040132515700213467
target,Sirt4.3,7134,0.06658264348960997
target,Sirt4.4,6276,0.058574806635939475
target,Sirt5.1,755,0.007046523105502597
target,Sirt5.2,386,0.003602593269833116
target,Sirt5.3,263,0.0024546166579432886
target,Sirt5.4,10,9.333143186096155e-05
target,Sirt6.1,1541,0.014382373649774176
target,Sirt6.2,1081,0.010089127784169944
target,Sirt6.3,0,0.0
target,Sirt6.4,1345,0.012553077585299329
target,Sirt7.1,8225,0.07676510270564088
target,Sirt7.2,6449,0.0601894404071341
target,Sirt7.3,1101,0.010275790647891867
target,Sirt7.4,15677,0.14631568572842943
target,Smarca1.1,21416,0.19987859447343526
target,Smarca1.2,23212,0.21664091963566395
target,Smarca1.3,994,0.009277144326979578
target,Smarca1.4,4580,0.04274579579232039
target,Smarca2.1,2630,0.02454616657943289
target,Smarca2.2,3393,0.03166735483042426
target,Smarca2.3,1262,0.01177842670085335
target,Smarca4.1,1717,0.016025006850527098
target,Smarca4.2,192,0.0017919634917304616
target,Smarca4.3,1314,0.012263750146530349
target,Smarca4.4,1051,0.009809133488587059
target,Smarca5.1,99,0.0009239811754235193
target,Smarca5.2,9,8.39982886748654e-05
target,Smarca5.3,589,0.005497221336610635
target,Smarca5.4,23055,0.21517561615544684
target,Smarcb1.2,955926,8.921794233312154
target,Smarcc1.1,1269,0.01184375870315602
target,Smarcc1.2,2645,0.02468616372722433
target,Smarcc1.3,13409,0.12514811698236336
target,Smarcc2.1,0,0.0
target,Smarcc2.2,150,0.0013999714779144234
target,Smarcc2.3,285,0.0026599458080374043
target,Smarcc2.4,56402,0.5264079419821954
target,Smarcd1.1,23485,0.2191888677254682
target,Smarcd1.2,13089,0.12216151116281257
target,Smarcd1.3,7189,0.06709596636484527
target,Smarcd1.4,15278,0.14259176159717707
target,Smarcd2.1,202,0.0018852949235914234
target,Smarcd2.2,46,0.00042932458656042314
target,Smarcd2.3,3378,0.03152735768263281
target,Smarcd3.1,5095,0.04755236453315991
target,Smarcd3.2,4406,0.04112182887793966
target,Smarcd3.3,3203,0.029894057625065987
target,Smarcd3.4,2,1.866628637219231e-05
target,Smarce1.1,405,0.003779922990368943
target,Smarce1.2,4814,0.04492975129786689
target,Smarce1.3,5247,0.04897100229744653
target,Smarce1.4,379,0.003537261267530443
target,Smyd1.1,6868,0.06410002740210839
target,Smyd1.2,524,0.004890567029514385
target,Smyd1.3,7408,0.06913992472260032
target,Smyd2.1,27,0.0002519948660245962
target,Smyd2.2,3499,0.03265666800815045
target,Smyd2.3,141,0.0013159731892395578
target,Smyd2.4,7,6.533200230267308e-05
target,Smyd3.1,4079,0.03806989105608622
target,Smyd3.2,11044,0.10307523334724593
target,Smyd3.3,9,8.39982886748654e-05
target,Smyd3.4,8,7.466514548876924e-05
target,Smyd4.1,95590,0.8921551571589316
target,Smyd4.2,24993,0.2332632476501012
target,Smyd4.3,23,0.00021466229328021157
target,Smyd4.4,1149,0.010723781520824482
target,Smyd5.1,3191,0.029782059906832834
target,Smyd5.2,613,0.005721216773076943
target,Smyd5.3,5,4.6665715930480774e-05
target,Smyd5.4,52,0.00048532344567700004
target,Sp100.1,271671,2.5355443425099287
target,Sp100.2,3374,0.03149002510988843
target,Sp100.3,7295,0.06808527954257146
target,Sp100.4,2,1.866628637219231e-05
target,Sp110.1,23709,0.22127949179915374
target,Sp110.2,88,0.0008213166003764615
target,Sp110.3,3389,0.03163002225767987
target,Sp110.4,4924,0.04595639704833747
target,Sp140.1,323687,3.021017118477906
target,Sp140.2,2017,0.018824949806355944
target,Sp140.3,7515,0.07013857104351261
target,Sp140.4,7,6.533200230267308e-05
target,Ssrp1.1,773,0.0072145196828523285
target,Ssrp1.2,8954,0.08356896408830498
target,Ssrp1.3,2,1.866628637219231e-05
target,Ssrp1.4,825,0.007699843128529328
target,Supt16h.1,9954,0.09290210727440112
target,Supt16h.2,1523,0.014214377072424445
target,Supt16h.3,76,0.0007093188821433077
target,Supt16h.4,283124,2.6424368314202877
target,Suv39h1.1,38020,0.3548461039353758
target,Suv39h1.2,12077,0.11271637025848326
target,Suv39h1.3,11380,0.10621116945777424
target,Suv39h1.4,21518,0.20083057507841706
target,Suv39h2.1,51775,0.4832234884601284
target,Suv39h2.2,30,0.00027999429558288466
target,Suv39h2.3,3,2.7999429558288463e-05
target,Suv39h2.4,6545,0.061085422152999336
target,Suv420h1.1,6,5.5998859116576926e-05
target,Suv420h1.2,7735,0.07219186254445377
target,Suv420h1.3,8956,0.08358763037467717
target,Suv420h1.4,7034,0.06564932917100036
target,Suv420h2.1,308,0.0028746081013176156
target,Suv420h2.2,7,6.533200230267308e-05
target,Suv420h2.3,11,0.00010266457504705769
target,Suv420h2.4,9,8.39982886748654e-05
