Protein1,Protein2,Score
60|ACTB|P60709,639|PRDM1|O75626,0.018623417
23468|CBX5|P45973,5931|RBBP7|Q16576,0.018610282
142|PARP1|P09874,8208|CHAF1B|Q13112,0.018266543
4673|NAP1L1|P55209,84661|DPY30|Q9C005,0.018075871
10419|PRMT5|O14744,8085|MLL2|O14686,0.017875893
5928|RBBP4|Q09028,55274|PHF10|Q8WUB8,0.017863174
10419|PRMT5|O14744,22976|PAXIP1|Q6ZW49,0.017794674
6015|RING1|Q06587,8467|SMARCA5|O60264,0.017597817
54620|FBXL19|Q6PCT2,10155|TRIM28|Q13263,0.017492896
25942|SIN3A|Q96ST3,8535|CBX4|O00257,0.017426904
23309|SIN3B|O75182,10155|TRIM28|Q13263,0.017329068
3276|PRMT1|Q99873,23512|SUZ12|Q15022,0.017287175
6601|SMARCC2|Q8TAQ2,5110|PCMT1|P22061,0.016834046
60|ACTB|P60709,2965|GTF2H1|P32780,0.016730572
9329|GTF3C4|Q9UKN8,29117|BRD7|Q9NPI1,0.016676976
83746|L3MBTL2|Q969R5,5931|RBBP7|Q16576,0.016429795
6603|SMARCD2|Q92925,10419|PRMT5|O14744,0.016425875
6598|SMARCB1|Q12824,5928|RBBP4|Q09028,0.016335498
83746|L3MBTL2|Q969R5,8467|SMARCA5|O60264,0.016029416
60|ACTB|P60709,10943|MSL3|Q8N5Y2,0.015906494
6599|SMARCC1|Q92922,11091|WDR5|P61964,0.015886006
3720|JARID2|Q92833,60|ACTB|P60709,0.015815069
11091|WDR5|P61964,55193|PBRM1|Q86U86,0.015653302
3065|HDAC1|Q13547,1911|PHC1|P78364,0.015310706
23246|BOP1|Q14137,60|ACTB|P60709,0.015287234
84456|L3MBTL3|Q96JM7,5110|PCMT1|P22061,0.015265329
10419|PRMT5|O14744,196528|ARID2|Q68CP9,0.015170363
10765|KDM5B|Q9UGL1,10419|PRMT5|O14744,0.014948431
6045|RNF2|Q99496,2146|EZH2|Q15910,0.014935646
23522|KAT6B|Q8WYB5,142|PARP1|P09874,0.01472166
10419|PRMT5|O14744,57492|ARID1B|Q8NFD5,0.014700564
2289|FKBP5|Q13451,10419|PRMT5|O14744,0.014694068
6046|BRD2|P25440,3015|H2AFZ|P0C0S5,0.014560683
4204|MECP2|P51608,11335|CBX3|Q13185,0.014502029
10419|PRMT5|O14744,58508|MLL3|Q8NEZ4,0.014459191
57332|CBX8|Q9HC52,10419|PRMT5|O14744,0.014304383
64324|NSD1|Q96L73,5928|RBBP4|Q09028,0.014210678
3065|HDAC1|Q13547,23476|BRD4|O60885,0.014134958
3015|H2AFZ|P0C0S5,2962|GTF2F1|P35269,0.013963394
9739|SETD1A|O15047,60|ACTB|P60709,0.013896208
84456|L3MBTL3|Q96JM7,3015|H2AFZ|P0C0S5,0.013853421
60|ACTB|P60709,51147|ING4|Q9UNL4,0.013673548
6672|SP100|P23497,142|PARP1|P09874,0.013610655
23210|JMJD6|Q6NYC1,5928|RBBP4|Q09028,0.013556546
6601|SMARCC2|Q8TAQ2,1108|CHD4|Q14839,0.013298424
11143|KAT7|O95251,6045|RNF2|Q99496,0.013114495
25942|SIN3A|Q96ST3,5110|PCMT1|P22061,0.012959527
6015|RING1|Q06587,11198|SUPT16H|Q9Y5B9,0.012816165
10155|TRIM28|Q13263,1107|CHD3|Q12873,0.012719549
5431|POLR2B|P30876,6597|SMARCA4|P51532,0.012637287
84759|PCGF1|Q9BSM1,142|PARP1|P09874,0.012595381
23081|KDM4C|Q9H3R0,10155|TRIM28|Q13263,0.012566421
142|PARP1|P09874,6594|SMARCA1|P28370,0.012544345
5931|RBBP7|Q16576,11091|WDR5|P61964,0.012509868
3015|H2AFZ|P0C0S5,51592|TRIM33|Q9UPN9,0.012470296
60|ACTB|P60709,22955|SCMH1|Q96GD3,0.012459253
4673|NAP1L1|P55209,6599|SMARCC1|Q92922,0.01242575
2962|GTF2F1|P35269,5110|PCMT1|P22061,0.01236839
9112|MTA1|Q13330,10155|TRIM28|Q13263,0.012020999
2965|GTF2H1|P32780,5928|RBBP4|Q09028,0.012017451
23468|CBX5|P45973,3276|PRMT1|Q99873,0.012010197
3065|HDAC1|Q13547,84333|PCGF5|Q86SE9,0.011717134
6046|BRD2|P25440,60|ACTB|P60709,0.011699729
4204|MECP2|P51608,25942|SIN3A|Q96ST3,0.011666387
3065|HDAC1|Q13547,80012|PHC3|Q8NDX5,0.011647235
56341|PRMT8|Q9NR22,10155|TRIM28|Q13263,0.011607085
10155|TRIM28|Q13263,11091|WDR5|P61964,0.011585449
1911|PHC1|P78364,142|PARP1|P09874,0.011560072
10155|TRIM28|Q13263,3066|HDAC2|Q92769,0.011548853
9329|GTF3C4|Q9UKN8,8726|EED|O75530,0.011439308
84148|KAT8|Q9H7Z6,3015|H2AFZ|P0C0S5,0.011406414
9329|GTF3C4|Q9UKN8,8520|HAT1|O14929,0.011379227
11168|PSIP1|O75475,3015|H2AFZ|P0C0S5,0.011194919
23468|CBX5|P45973,142|PARP1|P09874,0.01111226
11335|CBX3|Q13185,2146|EZH2|Q15910,0.010999856
55693|KDM4D|Q6B0I6,10155|TRIM28|Q13263,0.010913442
10036|CHAF1A|Q13111,5110|PCMT1|P22061,0.010906635
22823|MTF2|Q9Y483,9329|GTF3C4|Q9UKN8,0.010805036
86|ACTL6A|O96019,8467|SMARCA5|O60264,0.010795541
22955|SCMH1|Q96GD3,10155|TRIM28|Q13263,0.01069215
11143|KAT7|O95251,10155|TRIM28|Q13263,0.01061443
6601|SMARCC2|Q8TAQ2,5928|RBBP4|Q09028,0.010604266
3276|PRMT1|Q99873,2146|EZH2|Q15910,0.010508762
5431|POLR2B|P30876,1912|PHC2|Q8IXK0,0.010491444
10419|PRMT5|O14744,23246|BOP1|Q14137,0.010479275
23081|KDM4C|Q9H3R0,5928|RBBP4|Q09028,0.010471831
23512|SUZ12|Q15022,5110|PCMT1|P22061,0.010465765
10419|PRMT5|O14744,6598|SMARCB1|Q12824,0.010247329
3276|PRMT1|Q99873,2965|GTF2H1|P32780,0.010111437
3065|HDAC1|Q13547,64324|NSD1|Q96L73,0.009949968
60|ACTB|P60709,4299|AFF1|P51825,0.009908177
6015|RING1|Q06587,84661|DPY30|Q9C005,0.009906199
9329|GTF3C4|Q9UKN8,5928|RBBP4|Q09028,0.009837523
10155|TRIM28|Q13263,8467|SMARCA5|O60264,0.009754386
10419|PRMT5|O14744,22955|SCMH1|Q96GD3,0.009751597
64324|NSD1|Q96L73,5931|RBBP7|Q16576,0.009664426
5431|POLR2B|P30876,3066|HDAC2|Q92769,0.009612081
84148|KAT8|Q9H7Z6,60|ACTB|P60709,0.009584086
60|ACTB|P60709,55140|ELP3|Q9H9T3,0.009522817
9329|GTF3C4|Q9UKN8,6598|SMARCB1|Q12824,0.00944749
3065|HDAC1|Q13547,4204|MECP2|P51608,0.009304186
25942|SIN3A|Q96ST3,10155|TRIM28|Q13263,0.009290446
1911|PHC1|P78364,10155|TRIM28|Q13263,0.009265578
10419|PRMT5|O14744,51111|SUV420H1|Q4FZB7,0.009143375
9329|GTF3C4|Q9UKN8,6605|SMARCE1|Q969G3,0.009079194
10419|PRMT5|O14744,10943|MSL3|Q8N5Y2,0.008877924
86|ACTL6A|O96019,84661|DPY30|Q9C005,0.00877627
10419|PRMT5|O14744,54623|PAF1|Q8N7H5,0.008496892
84787|SUV420H2|Q86Y97,10419|PRMT5|O14744,0.008432899
23512|SUZ12|Q15022,6045|RNF2|Q99496,0.008382671
10419|PRMT5|O14744,23522|KAT6B|Q8WYB5,0.008364793
3065|HDAC1|Q13547,2965|GTF2H1|P32780,0.008300329
10419|PRMT5|O14744,84148|KAT8|Q9H7Z6,0.008267349
2289|FKBP5|Q13451,60|ACTB|P60709,0.008231705
23468|CBX5|P45973,1912|PHC2|Q8IXK0,0.008156762
60|ACTB|P60709,84333|PCGF5|Q86SE9,0.008115698
60|ACTB|P60709,23522|KAT6B|Q8WYB5,0.008087333
8726|EED|O75530,3015|H2AFZ|P0C0S5,0.008083637
60|ACTB|P60709,55929|DMAP1|Q9NPF5,0.008080995
2965|GTF2H1|P32780,5931|RBBP7|Q16576,0.008053665
10155|TRIM28|Q13263,3431|SP110|Q9HB58,0.00801597
4204|MECP2|P51608,4673|NAP1L1|P55209,0.007887961
8726|EED|O75530,3276|PRMT1|Q99873,0.007883637
6749|SSRP1|Q08945,3015|H2AFZ|P0C0S5,0.007833897
142|PARP1|P09874,6304|SATB1|Q01826,0.007828761
53615|MBD3|O95983,3276|PRMT1|Q99873,0.007750857
5931|RBBP7|Q16576,55193|PBRM1|Q86U86,0.007721532
27125|AFF4|Q9UHB7,3276|PRMT1|Q99873,0.00767538
64754|SMYD3|Q9H7B4,60|ACTB|P60709,0.00758168
23309|SIN3B|O75182,142|PARP1|P09874,0.007552909
6749|SSRP1|Q08945,84661|DPY30|Q9C005,0.007548287
6605|SMARCE1|Q969G3,5931|RBBP7|Q16576,0.007532841
3065|HDAC1|Q13547,4673|NAP1L1|P55209,0.007511491
5110|PCMT1|P22061,2146|EZH2|Q15910,0.007501859
5431|POLR2B|P30876,6749|SSRP1|Q08945,0.007471086
5929|RBBP5|Q15291,9329|GTF3C4|Q9UKN8,0.007443105
64324|NSD1|Q96L73,5110|PCMT1|P22061,0.007408962
25942|SIN3A|Q96ST3,11091|WDR5|P61964,0.00740012
6015|RING1|Q06587,55193|PBRM1|Q86U86,0.007388977
3276|PRMT1|Q99873,6599|SMARCC1|Q92922,0.007316368
23476|BRD4|O60885,3015|H2AFZ|P0C0S5,0.007295124
86|ACTL6A|O96019,80335|WDR82|Q6UXN9,0.007096374
6605|SMARCE1|Q969G3,5431|POLR2B|P30876,0.006968713
60|ACTB|P60709,9869|SETDB1|Q15047,0.00692781
6597|SMARCA4|P51532,3066|HDAC2|Q92769,0.006842003
23468|CBX5|P45973,25942|SIN3A|Q96ST3,0.006746881
11335|CBX3|Q13185,55274|PHF10|Q8WUB8,0.00673374
7403|KDM6A|O15550,5928|RBBP4|Q09028,0.006662889
5563|PRKAA2|P54646,142|PARP1|P09874,0.006623595
10419|PRMT5|O14744,30827|CXXC1|Q9P0U4,0.006595755
10155|TRIM28|Q13263,23210|JMJD6|Q6NYC1,0.006565701
142|PARP1|P09874,1107|CHD3|Q12873,0.006381887
9329|GTF3C4|Q9UKN8,1108|CHD4|Q14839,0.006377899
6119|RPA3|P35244,6045|RNF2|Q99496,0.006344213
10155|TRIM28|Q13263,80012|PHC3|Q8NDX5,0.006297952
51460|SFMBT1|Q9UHJ3,10155|TRIM28|Q13263,0.006292742
10419|PRMT5|O14744,4299|AFF1|P51825,0.006277829
23468|CBX5|P45973,5431|POLR2B|P30876,0.006134359
9739|SETD1A|O15047,3276|PRMT1|Q99873,0.006115195
8726|EED|O75530,5110|PCMT1|P22061,0.006076372
60|ACTB|P60709,56981|PRDM11|Q9NQV5,0.005988728
9329|GTF3C4|Q9UKN8,6045|RNF2|Q99496,0.005930551
23512|SUZ12|Q15022,11335|CBX3|Q13185,0.005922994
4673|NAP1L1|P55209,3066|HDAC2|Q92769,0.005897195
6601|SMARCC2|Q8TAQ2,23468|CBX5|P45973,0.005819455
9739|SETD1A|O15047,5931|RBBP7|Q16576,0.005800067
79960|PHF17|Q6IE81,3276|PRMT1|Q99873,0.005780275
56341|PRMT8|Q9NR22,142|PARP1|P09874,0.005704888
5431|POLR2B|P30876,8535|CBX4|O00257,0.005618959
4152|MBD1|Q9UIS9,60|ACTB|P60709,0.005599514
6046|BRD2|P25440,10419|PRMT5|O14744,0.005584365
55929|DMAP1|Q9NPF5,10155|TRIM28|Q13263,0.005556952
4204|MECP2|P51608,3276|PRMT1|Q99873,0.005552985
10155|TRIM28|Q13263,5928|RBBP4|Q09028,0.005377796
86|ACTL6A|O96019,8535|CBX4|O00257,0.005376198
84733|CBX2|Q14781,10155|TRIM28|Q13263,0.00535846
84678|KDM2B|Q8NHM5,3015|H2AFZ|P0C0S5,0.005348437
10419|PRMT5|O14744,55140|ELP3|Q9H9T3,0.005336084
51460|SFMBT1|Q9UHJ3,10419|PRMT5|O14744,0.005330298
7703|PCGF2|P35227,3065|HDAC1|Q13547,0.005310357
8805|TRIM24|O15164,60|ACTB|P60709,0.005280759
10155|TRIM28|Q13263,29117|BRD7|Q9NPI1,0.005241628
23468|CBX5|P45973,80335|WDR82|Q6UXN9,0.005230327
6015|RING1|Q06587,4673|NAP1L1|P55209,0.005180523
60|ACTB|P60709,3054|HCFC1|P51610,0.005176235
25942|SIN3A|Q96ST3,142|PARP1|P09874,0.005066853
4673|NAP1L1|P55209,5431|POLR2B|P30876,0.005046303
8208|CHAF1B|Q13112,5110|PCMT1|P22061,0.005017755
84289|ING5|Q8WYH8,60|ACTB|P60709,0.004998967
57492|ARID1B|Q8NFD5,5110|PCMT1|P22061,0.004952009
196528|ARID2|Q68CP9,3276|PRMT1|Q99873,0.004944657
5110|PCMT1|P22061,84661|DPY30|Q9C005,0.004941118
84733|CBX2|Q14781,10419|PRMT5|O14744,0.004932063
23468|CBX5|P45973,5110|PCMT1|P22061,0.004900252
4673|NAP1L1|P55209,6601|SMARCC2|Q8TAQ2,0.004781879
23466|CBX6|O95503,5928|RBBP4|Q09028,0.004743211
10155|TRIM28|Q13263,54623|PAF1|Q8N7H5,0.004734124
9329|GTF3C4|Q9UKN8,5431|POLR2B|P30876,0.004684414
6605|SMARCE1|Q969G3,60|ACTB|P60709,0.004676411
6015|RING1|Q06587,6597|SMARCA4|P51532,0.004616872
5431|POLR2B|P30876,5110|PCMT1|P22061,0.004615271
10419|PRMT5|O14744,55693|KDM4D|Q6B0I6,0.004573514
142|PARP1|P09874,10943|MSL3|Q8N5Y2,0.004530606
6595|SMARCA2|P51531,5928|RBBP4|Q09028,0.004514024
10155|TRIM28|Q13263,30827|CXXC1|Q9P0U4,0.00451319
5252|PHF1|O43189,3015|H2AFZ|P0C0S5,0.004426041
3276|PRMT1|Q99873,23081|KDM4C|Q9H3R0,0.004423998
3065|HDAC1|Q13547,84759|PCGF1|Q9BSM1,0.00441817
9739|SETD1A|O15047,5110|PCMT1|P22061,0.004321105
23774|BRD1|O95696,5931|RBBP7|Q16576,0.004286469
86|ACTL6A|O96019,83746|L3MBTL2|Q969R5,0.004267084
10419|PRMT5|O14744,9869|SETDB1|Q15047,0.004240227
9329|GTF3C4|Q9UKN8,2146|EZH2|Q15910,0.004236671
6015|RING1|Q06587,55274|PHF10|Q8WUB8,0.004173106
60|ACTB|P60709,80012|PHC3|Q8NDX5,0.004172167
5931|RBBP7|Q16576,54623|PAF1|Q8N7H5,0.004111228
86|ACTL6A|O96019,5931|RBBP7|Q16576,0.003959781
60|ACTB|P60709,648|BMI1|P35226,0.003928706
57332|CBX8|Q9HC52,142|PARP1|P09874,0.003891115
84678|KDM2B|Q8NHM5,60|ACTB|P60709,0.00388507
10498|CARM1|Q86X55,3015|H2AFZ|P0C0S5,0.003864108
3276|PRMT1|Q99873,54623|PAF1|Q8N7H5,0.00384496
4221|MEN1|O00255,10419|PRMT5|O14744,0.003829064
60|ACTB|P60709,3431|SP110|Q9HB58,0.003784576
6015|RING1|Q06587,25942|SIN3A|Q96ST3,0.00372308
6015|RING1|Q06587,10155|TRIM28|Q13263,0.003708031
142|PARP1|P09874,9112|MTA1|Q13330,0.00367377
60|ACTB|P60709,51592|TRIM33|Q9UPN9,0.003613515
3065|HDAC1|Q13547,80335|WDR82|Q6UXN9,0.003600748
1912|PHC2|Q8IXK0,10155|TRIM28|Q13263,0.003586355
3015|H2AFZ|P0C0S5,6594|SMARCA1|P28370,0.003413133
6603|SMARCD2|Q92925,9329|GTF3C4|Q9UKN8,0.003155087
142|PARP1|P09874,11091|WDR5|P61964,0.003153765
11198|SUPT16H|Q9Y5B9,3015|H2AFZ|P0C0S5,0.003142505
10419|PRMT5|O14744,4152|MBD1|Q9UIS9,0.003133883
55818|KDM3A|Q9Y4C1,10155|TRIM28|Q13263,0.003131519
22823|MTF2|Q9Y483,3015|H2AFZ|P0C0S5,0.003085491
84678|KDM2B|Q8NHM5,10155|TRIM28|Q13263,0.003070525
6598|SMARCB1|Q12824,3276|PRMT1|Q99873,0.003067996
91133|L3MBTL4|Q8NA19,142|PARP1|P09874,0.003061698
53615|MBD3|O95983,10155|TRIM28|Q13263,0.003038623
3065|HDAC1|Q13547,23466|CBX6|O95503,0.003035011
10155|TRIM28|Q13263,3054|HCFC1|P51610,0.002978775
10419|PRMT5|O14744,55929|DMAP1|Q9NPF5,0.002954625
9070|ASH2L|Q9UBL3,5928|RBBP4|Q09028,0.00293567
6603|SMARCD2|Q92925,5928|RBBP4|Q09028,0.002921352
5928|RBBP4|Q09028,8535|CBX4|O00257,0.002916725
10419|PRMT5|O14744,3054|HCFC1|P51610,0.002835743
6599|SMARCC1|Q92922,5931|RBBP7|Q16576,0.00283045
86|ACTL6A|O96019,4204|MECP2|P51608,0.00280689
84787|SUV420H2|Q86Y97,60|ACTB|P60709,0.002806033
6599|SMARCC1|Q92922,84661|DPY30|Q9C005,0.002767972
60|ACTB|P60709,6596|HLTF|Q14527,0.002751114
22976|PAXIP1|Q6ZW49,10155|TRIM28|Q13263,0.002728347
84661|DPY30|Q9C005,55193|PBRM1|Q86U86,0.002721895
23466|CBX6|O95503,10155|TRIM28|Q13263,0.002713384
10155|TRIM28|Q13263,10943|MSL3|Q8N5Y2,0.002705468
10419|PRMT5|O14744,1911|PHC1|P78364,0.002641073
9112|MTA1|Q13330,5110|PCMT1|P22061,0.002636143
6602|SMARCD1|Q96GM5,5928|RBBP4|Q09028,0.002580725
55274|PHF10|Q8WUB8,8535|CBX4|O00257,0.00254059
60|ACTB|P60709,1911|PHC1|P78364,0.002502806
84148|KAT8|Q9H7Z6,142|PARP1|P09874,0.002483858
3065|HDAC1|Q13547,2962|GTF2F1|P35269,0.002434584
51780|KDM3B|Q7LBC6,3276|PRMT1|Q99873,0.002375381
3276|PRMT1|Q99873,6594|SMARCA1|P28370,0.002240481
9070|ASH2L|Q9UBL3,10419|PRMT5|O14744,0.002221068
84733|CBX2|Q14781,60|ACTB|P60709,0.002196363
6603|SMARCD2|Q92925,3276|PRMT1|Q99873,0.002192338
10036|CHAF1A|Q13111,3276|PRMT1|Q99873,0.002149714
7403|KDM6A|O15550,10419|PRMT5|O14744,0.002102284
8805|TRIM24|O15164,3015|H2AFZ|P0C0S5,0.002050939
79960|PHF17|Q6IE81,142|PARP1|P09874,0.002047449
9329|GTF3C4|Q9UKN8,23512|SUZ12|Q15022,0.002024946
10419|PRMT5|O14744,9112|MTA1|Q13330,0.002012904
5110|PCMT1|P22061,5928|RBBP4|Q09028,0.002011399
3065|HDAC1|Q13547,29117|BRD7|Q9NPI1,0.002000134
10419|PRMT5|O14744,80012|PHC3|Q8NDX5,0.001976628
23468|CBX5|P45973,6599|SMARCC1|Q92922,0.001973972
4673|NAP1L1|P55209,5928|RBBP4|Q09028,0.001971459
60|ACTB|P60709,1107|CHD3|Q12873,0.001967598
6605|SMARCE1|Q969G3,3276|PRMT1|Q99873,0.001954998
23468|CBX5|P45973,55193|PBRM1|Q86U86,0.001933418
1912|PHC2|Q8IXK0,5110|PCMT1|P22061,0.001903127
10155|TRIM28|Q13263,6045|RNF2|Q99496,0.001870552
84333|PCGF5|Q86SE9,142|PARP1|P09874,0.001862756
3276|PRMT1|Q99873,6749|SSRP1|Q08945,0.001858432
79960|PHF17|Q6IE81,10155|TRIM28|Q13263,0.00185616
5563|PRKAA2|P54646,3015|H2AFZ|P0C0S5,0.001851952
7703|PCGF2|P35227,142|PARP1|P09874,0.00182979
10155|TRIM28|Q13263,55193|PBRM1|Q86U86,0.001810493
11143|KAT7|O95251,5931|RBBP7|Q16576,0.001810179
196528|ARID2|Q68CP9,10155|TRIM28|Q13263,0.001796328
3065|HDAC1|Q13547,6601|SMARCC2|Q8TAQ2,0.00176564
6601|SMARCC2|Q8TAQ2,5431|POLR2B|P30876,0.001744038
84759|PCGF1|Q9BSM1,60|ACTB|P60709,0.001739481
7703|PCGF2|P35227,60|ACTB|P60709,0.001734241
6597|SMARCA4|P51532,84661|DPY30|Q9C005,0.001728739
60|ACTB|P60709,56341|PRMT8|Q9NR22,0.00172529
57332|CBX8|Q9HC52,60|ACTB|P60709,0.001718176
7703|PCGF2|P35227,10155|TRIM28|Q13263,0.001673576
3015|H2AFZ|P0C0S5,23030|KDM4B|O94953,0.001656961
23028|KDM1A|O60341,3276|PRMT1|Q99873,0.001648
4673|NAP1L1|P55209,55193|PBRM1|Q86U86,0.00163491
9031|BAZ1B|Q9UIG0,142|PARP1|P09874,0.001608418
2962|GTF2F1|P35269,142|PARP1|P09874,0.001597928
60|ACTB|P60709,23466|CBX6|O95503,0.001589874
142|PARP1|P09874,30827|CXXC1|Q9P0U4,0.001567956
6603|SMARCD2|Q92925,5931|RBBP7|Q16576,0.001529901
5431|POLR2B|P30876,8467|SMARCA5|O60264,0.001472146
11168|PSIP1|O75475,10155|TRIM28|Q13263,0.001452735
5931|RBBP7|Q16576,6045|RNF2|Q99496,0.001445581
84678|KDM2B|Q8NHM5,3065|HDAC1|Q13547,0.001420091
6597|SMARCA4|P51532,11091|WDR5|P61964,0.001360457
86|ACTL6A|O96019,11091|WDR5|P61964,0.001351202
3015|H2AFZ|P0C0S5,8535|CBX4|O00257,0.001321578
10419|PRMT5|O14744,51592|TRIM33|Q9UPN9,0.001319001
6605|SMARCE1|Q969G3,8535|CBX4|O00257,0.001313646
23512|SUZ12|Q15022,3015|H2AFZ|P0C0S5,0.001310178
51780|KDM3B|Q7LBC6,60|ACTB|P60709,0.001278204
4673|NAP1L1|P55209,11335|CBX3|Q13185,0.001269568
5431|POLR2B|P30876,6045|RNF2|Q99496,0.001225966
6597|SMARCA4|P51532,5931|RBBP7|Q16576,0.001219112
10765|KDM5B|Q9UGL1,60|ACTB|P60709,0.001212832
5110|PCMT1|P22061,10951|CBX1|P83916,0.001196569
84759|PCGF1|Q9BSM1,10155|TRIM28|Q13263,0.001188561
83746|L3MBTL2|Q969R5,5110|PCMT1|P22061,0.001187998
648|BMI1|P35226,142|PARP1|P09874,0.001181546
86|ACTL6A|O96019,6045|RNF2|Q99496,0.001166504
5931|RBBP7|Q16576,79831|KDM8|Q8N371,0.001131681
11143|KAT7|O95251,60|ACTB|P60709,0.001115751
3065|HDAC1|Q13547,55274|PHF10|Q8WUB8,0.001089876
10498|CARM1|Q86X55,60|ACTB|P60709,0.001088504
60|ACTB|P60709,23774|BRD1|O95696,0.001069148
57332|CBX8|Q9HC52,3065|HDAC1|Q13547,0.001066173
5929|RBBP5|Q15291,10419|PRMT5|O14744,0.001041283
3065|HDAC1|Q13547,648|BMI1|P35226,0.001014512
11335|CBX3|Q13185,142|PARP1|P09874,0.001011178
11198|SUPT16H|Q9Y5B9,3276|PRMT1|Q99873,0.001003892
9329|GTF3C4|Q9UKN8,11335|CBX3|Q13185,0.001002686
142|PARP1|P09874,3066|HDAC2|Q92769,0.001001811
4673|NAP1L1|P55209,6597|SMARCA4|P51532,0.001001483
4673|NAP1L1|P55209,142|PARP1|P09874,9.79E-04
53615|MBD3|O95983,142|PARP1|P09874,9.75E-04
10419|PRMT5|O14744,6596|HLTF|Q14527,9.67E-04
5252|PHF1|O43189,60|ACTB|P60709,9.53E-04
10419|PRMT5|O14744,23476|BRD4|O60885,9.28E-04
3065|HDAC1|Q13547,6599|SMARCC1|Q92922,9.23E-04
6605|SMARCE1|Q969G3,84661|DPY30|Q9C005,8.79E-04
5252|PHF1|O43189,10155|TRIM28|Q13263,8.71E-04
11198|SUPT16H|Q9Y5B9,5931|RBBP7|Q16576,8.69E-04
10419|PRMT5|O14744,29117|BRD7|Q9NPI1,8.55E-04
142|PARP1|P09874,8467|SMARCA5|O60264,8.43E-04
5431|POLR2B|P30876,5928|RBBP4|Q09028,8.29E-04
11168|PSIP1|O75475,5931|RBBP7|Q16576,8.29E-04
8289|ARID1A|O14497,3276|PRMT1|Q99873,8.12E-04
10419|PRMT5|O14744,6594|SMARCA1|P28370,8.04E-04
5931|RBBP7|Q16576,5110|PCMT1|P22061,7.83E-04
9329|GTF3C4|Q9UKN8,10155|TRIM28|Q13263,7.80E-04
1108|CHD4|Q14839,5110|PCMT1|P22061,7.78E-04
60|ACTB|P60709,2146|EZH2|Q15910,7.66E-04
51780|KDM3B|Q7LBC6,10155|TRIM28|Q13263,7.62E-04
8085|MLL2|O14686,10155|TRIM28|Q13263,7.54E-04
1912|PHC2|Q8IXK0,5931|RBBP7|Q16576,7.43E-04
9329|GTF3C4|Q9UKN8,3276|PRMT1|Q99873,7.03E-04
3276|PRMT1|Q99873,55193|PBRM1|Q86U86,7.02E-04
3065|HDAC1|Q13547,10155|TRIM28|Q13263,7.00E-04
3276|PRMT1|Q99873,8208|CHAF1B|Q13112,6.96E-04
60|ACTB|P60709,8208|CHAF1B|Q13112,6.84E-04
26013|L3MBTL1|Q9Y468,142|PARP1|P09874,6.80E-04
58508|MLL3|Q8NEZ4,10155|TRIM28|Q13263,6.59E-04
5431|POLR2B|P30876,11335|CBX3|Q13185,6.29E-04
60|ACTB|P60709,23613|ZMYND8|Q9ULU4,6.28E-04
10419|PRMT5|O14744,56341|PRMT8|Q9NR22,6.11E-04
3276|PRMT1|Q99873,9112|MTA1|Q13330,6.08E-04
4204|MECP2|P51608,5931|RBBP7|Q16576,5.97E-04
6601|SMARCC2|Q8TAQ2,11335|CBX3|Q13185,5.86E-04
10419|PRMT5|O14744,8208|CHAF1B|Q13112,5.80E-04
6599|SMARCC1|Q92922,5928|RBBP4|Q09028,5.80E-04
3276|PRMT1|Q99873,8520|HAT1|O14929,5.72E-04
8726|EED|O75530,10155|TRIM28|Q13263,5.65E-04
5252|PHF1|O43189,3276|PRMT1|Q99873,5.54E-04
11198|SUPT16H|Q9Y5B9,10155|TRIM28|Q13263,5.34E-04
57332|CBX8|Q9HC52,10155|TRIM28|Q13263,5.32E-04
60|ACTB|P60709,2186|BPTF|Q12830,5.28E-04
3015|H2AFZ|P0C0S5,8520|HAT1|O14929,5.21E-04
3015|H2AFZ|P0C0S5,8850|KAT2B|Q92831,5.18E-04
10155|TRIM28|Q13263,84661|DPY30|Q9C005,5.12E-04
3276|PRMT1|Q99873,6597|SMARCA4|P51532,5.07E-04
60|ACTB|P60709,2145|EZH1|Q92800,5.06E-04
10419|PRMT5|O14744,23466|CBX6|O95503,5.05E-04
22823|MTF2|Q9Y483,10155|TRIM28|Q13263,5.03E-04
9739|SETD1A|O15047,142|PARP1|P09874,4.98E-04
5110|PCMT1|P22061,8467|SMARCA5|O60264,4.90E-04
5929|RBBP5|Q15291,142|PARP1|P09874,4.86E-04
4673|NAP1L1|P55209,6605|SMARCE1|Q969G3,4.80E-04
23569|PADI4|Q9UM07,3276|PRMT1|Q99873,4.70E-04
56950|SMYD2|Q9NRG4,10155|TRIM28|Q13263,4.67E-04
5931|RBBP7|Q16576,84108|PCGF6|Q9BYE7,4.59E-04
54620|FBXL19|Q6PCT2,142|PARP1|P09874,4.50E-04
6601|SMARCC2|Q8TAQ2,3276|PRMT1|Q99873,4.43E-04
11335|CBX3|Q13185,5931|RBBP7|Q16576,4.43E-04
5931|RBBP7|Q16576,10155|TRIM28|Q13263,4.38E-04
6015|RING1|Q06587,86|ACTL6A|O96019,4.36E-04
3065|HDAC1|Q13547,6598|SMARCB1|Q12824,4.30E-04
9739|SETD1A|O15047,10419|PRMT5|O14744,4.19E-04
10419|PRMT5|O14744,8805|TRIM24|O15164,4.19E-04
3276|PRMT1|Q99873,57492|ARID1B|Q8NFD5,4.18E-04
4673|NAP1L1|P55209,3276|PRMT1|Q99873,4.07E-04
1912|PHC2|Q8IXK0,142|PARP1|P09874,4.04E-04
