x,8805|TRIM24|O15164,6119|RPA3|P35244,84678|KDM2B|Q8NHM5,3431|SP110|Q9HB58,196528|ARID2|Q68CP9,84661|DPY30|Q9C005,57492|ARID1B|Q8NFD5,51780|KDM3B|Q7LBC6,55274|PHF10|Q8WUB8,11107|PRDM5|Q9NQX1,1912|PHC2|Q8IXK0,3720|JARID2|Q92833,6595|SMARCA2|P51531,30827|CXXC1|Q9P0U4,6749|SSRP1|Q08945,10943|MSL3|Q8N5Y2,80854|SETD7|Q8WTS6,79831|KDM8|Q8N371,57713|SFMBT2|Q5VUG0,84759|PCGF1|Q9BSM1,23476|BRD4|O60885,9219|MTA2|O94776,10919|EHMT2|Q96KQ7,4221|MEN1|O00255,10933|MORF4L1|Q9UBU8,63976|PRDM16|Q9HAZ2,57504|MTA3|Q9BTC8,84148|KAT8|Q9H7Z6,91133|L3MBTL4|Q8NA19,5431|POLR2B|P30876,55140|ELP3|Q9H9T3,80335|WDR82|Q6UXN9,10389|SCML2|Q9UQR0,10771|ZMYND11|Q15326,4673|NAP1L1|P55209,2146|EZH2|Q15910,11108|PRDM4|Q9UKN5,54620|FBXL19|Q6PCT2,29117|BRD7|Q9NPI1,8467|SMARCA5|O60264,3065|HDAC1|Q13547,26038|CHD5|Q8TDI0,8726|EED|O75530,9329|GTF3C4|Q9UKN8,23613|ZMYND8|Q9ULU4,22992|KDM2A|Q9Y2K7,142|PARP1|P09874,10013|HDAC6|Q9UBN7,54617|INO80|Q9ULG1,9810|RNF40|O75150,9869|SETDB1|Q15047,9682|KDM4A|O75164,8085|MLL2|O14686,23028|KDM1A|O60341,9739|SETD1A|O15047,84108|PCGF6|Q9BYE7,23569|PADI4|Q9UM07,3015|H2AFZ|P0C0S5,26147|PHF19|Q5T6S3,1911|PHC1|P78364,54904|WHSC1L1|Q9BZ95,10419|PRMT5|O14744,3276|PRMT1|Q99873,23246|BOP1|Q14137,6045|RNF2|Q99496,387893|SETD8|Q9NQR1,23411|SIRT1|Q96EB6,6597|SMARCA4|P51532,83746|L3MBTL2|Q969R5,8520|HAT1|O14929,2145|EZH1|Q92800,51230|PHF20|Q9BVI0,5563|PRKAA2|P54646,55193|PBRM1|Q86U86,6601|SMARCC2|Q8TAQ2,80012|PHC3|Q8NDX5,10765|KDM5B|Q9UGL1,54093|SETD4|Q9NVD3,79960|PHF17|Q6IE81,11143|KAT7|O95251,8289|ARID1A|O14497,26013|L3MBTL1|Q9Y468,11091|WDR5|P61964,6419|SETMAR|Q53H47,23466|CBX6|O95503,23774|BRD1|O95696,10902|BRD8|Q9H0E9,5252|PHF1|O43189,5927|KDM5A|P29375,23135|KDM6B|O15054,51460|SFMBT1|Q9UHJ3,84444|DOT1L|Q8TEK3,546|ATRX|P46100,8242|KDM5C|P41229,23030|KDM4B|O94953,6603|SMARCD2|Q92925,6672|SP100|P23497,55693|KDM4D|Q6B0I6,60|ACTB|P60709,23309|SIN3B|O75182,1105|CHD1|O14646,64754|SMYD3|Q9H7B4,10322|SMYD5|Q6GMV2,57634|EP400|Q96L91,80853|JHDM1D|Q6ZMT4,2289|FKBP5|Q13451,22955|SCMH1|Q96GD3,65980|BRD9|Q9H8M2,10196|PRMT3|O60678,25942|SIN3A|Q96ST3,2965|GTF2H1|P32780,1107|CHD3|Q12873,23081|KDM4C|Q9H3R0,8208|CHAF1B|Q13112,56979|PRDM9|Q9NQV7,84456|L3MBTL3|Q96JM7,5110|PCMT1|P22061,6015|RING1|Q06587,27154|BRPF3|Q9ULD4,23133|PHF8|Q9UPP1,389856|USP27X|A6NNY8,54623|PAF1|Q8N7H5,158880|USP51|Q70EK9,3066|HDAC2|Q92769,84289|ING5|Q8WYH8,1108|CHD4|Q14839,6594|SMARCA1|P28370,3054|HCFC1|P51610,8535|CBX4|O00257,639|PRDM1|O75626,84733|CBX2|Q14781,2186|BPTF|Q12830,5931|RBBP7|Q16576,10498|CARM1|Q86X55,7468|WHSC1|O96028,56981|PRDM11|Q9NQV5,8930|MBD4|O95243,57680|CHD8|Q9HCK8,58508|MLL3|Q8NEZ4,51105|PHF20L1|A8MW92,23492|CBX7|O95931,11335|CBX3|Q13185,10036|CHAF1A|Q13111,53615|MBD3|O95983,27125|AFF4|Q9UHB7,6596|HLTF|Q14527,59336|PRDM13|Q9H4Q3,84787|SUV420H2|Q86Y97,6604|SMARCD3|Q6STE5,7290|HIRA|P54198,57332|CBX8|Q9HC52,7319|UBE2A|P49459,7403|KDM6A|O15550,56950|SMYD2|Q9NRG4,10155|TRIM28|Q13263,8850|KAT2B|Q92831,6605|SMARCE1|Q969G3,22823|MTF2|Q9Y483,4204|MECP2|P51608,150572|SMYD1|Q8NB12,55818|KDM3A|Q9Y4C1,2648|KAT2A|Q92830,10951|CBX1|P83916,23522|KAT6B|Q8WYB5,22976|PAXIP1|Q6ZW49,9070|ASH2L|Q9UBL3,64324|NSD1|Q96L73,114826|SMYD4|Q8IYR2,11168|PSIP1|O75475,2122|MECOM|Q13465,4152|MBD1|Q9UIS9,9611|NCOR1|O75376,4299|AFF1|P51825,648|BMI1|P35226,2962|GTF2F1|P35269,1106|CHD2|O14647,5929|RBBP5|Q15291,6602|SMARCD1|Q96GM5,22933|SIRT2|Q8IXJ6,8932|MBD2|Q9UBB5,6046|BRD2|P25440,672|BRCA1|P38398,11198|SUPT16H|Q9Y5B9,6839|SUV39H1|O43463,79813|EHMT1|Q9H9B1,51592|TRIM33|Q9UPN9,56341|PRMT8|Q9NR22,5928|RBBP4|Q09028,65094|JMJD4|Q9H9V9,7994|KAT6A|Q92794,55929|DMAP1|Q9NPF5,9031|BAZ1B|Q9UIG0,11176|BAZ2A|Q9UIF9,7799|PRDM2|Q13029,51147|ING4|Q9UNL4,23326|USP22|Q9UPT9,6599|SMARCC1|Q92922,7862|BRPF1|P55201,3275|PRMT2|P55345,23468|CBX5|P45973,84333|PCGF5|Q86SE9,51111|SUV420H1|Q4FZB7,23210|JMJD6|Q6NYC1,6598|SMARCB1|Q12824,9112|MTA1|Q13330,86|ACTL6A|O96019,23512|SUZ12|Q15022,7703|PCGF2|P35227,6304|SATB1|Q01826
1912|PHC2|Q8IXK0,0,0,15.22830935,1.809791095,0,0,0.831677452,0,0,0,0,0,0,0,0,0,0,0,0,19.4278917,0,0,0,0,0,0,0,0,0,0.010491444,0,0.328163772,5.129721326,0,0.138953522,0.190719376,0,0,0.313029749,0.031275641,0.027901267,0,0,0.01893413,0,1.157870645,0.000404,0,0,0,1.889772423,0,0,0.623032572,0.413370719,11.05909,0,1.45e-08,0,33.52290666,0,1.22e-09,2.76e-06,0,32.46639582,0,0,0.158496847,7.077492783,0,0,0,2.003863786,0.043283167,0.72279092,35.48078659,0,0,0,0,0,0,3.783500692,0,21.07636528,0,0,0,0,0,1.424846245,0,0,0,0,0,0,0,1.54e-08,0,2.412617334,0,0,0,0,0,39.72944049,0,0,0.082974205,0,0,0,0,0,0.570385424,0.001903127,38.56807906,0,0,0,0,0,0.368486808,0,0.106469249,0,0,15.41481063,0,18.7977922,0,0.000743,0,0,0,0,0,0,0,14.95873162,6.144939898,0,0,1.265280231,0,0,2.655960597,0,0,56.21380836,0,0,5.902360404,0.003586355,0,0.023478695,0,0.477316873,0,0,0,0,0,0,0,0.473160451,0,0,0,0,0,0,44.44983896,0,4.128606547,0,0,0,0,0,0,0.149578175,1.548215917,0,0,0,0.000282,0,0,0.873409312,0.137725705,0,0,0,0,0,0,0,0.008156762,19.05491535,0,0,0,0.366871925,0.179293111,0.147430747,30.18301347,0
3720|JARID2|Q92833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.799311969,0,0,0,0,0,0,0,0,0,0,0,0,14.70898434,0,0,0,0,0,0,19.64950807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303585302,13.11752858,0,0,0.414923343,0,0,0,0,0,0,0,0,14.04275916,0,0,1.490090264,1.170419781,0,0,0,0,0,0,0,0,0,0,0,0,12.65435192,0,0,0,0,0,0,0,0,0,0,0.015815069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52395381,0,0,0,4.19093102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86897625,3.042077122,0,0,0,3.983179483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99934059,0,0,4.475887829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.52119456,0,0
6595|SMARCA2|P51531,0,0,0,0,43.83569926,0,103.1942099,0,25.64419759,0,0,0,0,0,0.958593058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39480005,0,0,0,0,0,0,0,0,65.29048253,0,0,0,0,0,0,0,1.03e-06,0,0,0,0,0,0,0,0,0,0,6.4e-08,0,0,0,0.354025479,0,0,0,0,0,113.2249749,0,0,0,0,0,47.81972943,99.62755261,0,0,0,0,0,146.514968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.4402798,0,0,2.648945081,0,0,0,0,0,0,0,0,26.34478656,0,0,0,0,0,0,0,0,0.054206651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.4577036,0,0,0,0,0,0,0,138.5552711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.350537,0,0,0,0,0.45699199,0,0,0,0,0.004514024,0,0,0,0,0,0,0,0,116.7246644,0,0,0,0,0,0,165.3169248,0,99.75703504,0,0,0
30827|CXXC1|Q9P0U4,0,0,0,0,0,46.98151945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.42963703,0,0,0,15.36512993,0,0,0,23.657448,0,0,0,0,0,0,0,0,0.665407495,0,0,0,0,8.184231595,0.001567956,0,0,0,0,0,19.9638661,0,63.73085905,8.395126719,0,0,0,0,0,0.006595755,0,0,3.120212613,0,0,0,7.750282882,0,0,13.0122682,0,0,0,0,0,0,0,0,0,0,88.62450055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204728974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.298058875,0,0,0,0,0,6.681680596,0,0,0,35.8782431,0,0,0,0,0,0,0,0,0,0,23.16795373,13.02458015,0,6.703341933,0,0,0,0,0,0,0,0,0,0,38.02322829,0,0.00451319,0,0,0,0,0,0,0,0,0,21.22185041,127.8210705,0,0,0,0,0,0,0,0,0,0,79.53984736,0,0,0,0,0,0,0,0,0,0,0.153200286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6749|SSRP1|Q08945,0,0.416566771,0,0,0,0.007548287,0.228200061,0,0.333920024,0,0,0,0.958593058,0,0,0,0,1.608694055,0,0,1.375240491,0,0,0,0,0,0,0,0,0.007471086,0,0.095180728,0,0,5.716502634,0,0,0,0,4.237178,0.077738344,0,0,0.348509413,0,0,1.604577987,0,0,0,0,0,0,0,0,0,0,0.007833897,0,0,0,3.11e-08,0.001858432,1.652865001,0.284366318,0,0,0,0,0,0,0,0,0.034096145,0.043615369,0,0,0,0,1.184928482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65e-10,0,0,0,0,0,0,0,0,0,0,0.281733584,0,0,0,0,0,0,0.594615805,0.021132052,0,0,0,0,0,0,0,0,0.60422618,0,0.054890928,0,0,0,0.000359,0,0,0,0,0,0,0,0,0.10059633,0,0.52632181,0,0.88479632,0,0,0,0,0,0,0,0,2.09e-05,0,0,0,3.934934989,0,0,0,0,0,0,0,0,0,5.066874251,0,0,0,0,0,0,0,0.205297256,0,0,0,0,0,59.73947088,0,0,0,0,0.532080591,0,0,0,1.082998218,0,0,0,0,0.034511141,0,0,1.337779127,0,1.005824432,0.780549374,0.104687248,0.330456776,0.043933432,0,0,0
10943|MSL3|Q8N5Y2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89734592,0,0,0,0,0,0,0,0,97.0556133,1.794230899,0,0,0,0,0,0,0,0,0,0,1.068027291,0,0,0,0,0,0,0.004530606,0,0,0,0,0,0,0,0,0,0,0.070936407,0,0,0,0.008877924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276123553,0,0,0,0,0,0,0,0.015906494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.711052305,0,0,0,0,0,0,0,2.032991351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002705468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80854|SETD7|Q8WTS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109472096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.081690429,1.17351367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.539415912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79831|KDM8|Q8N371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.608694055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071000037,0,0.118068396,0,0,1.106357434,0,0,0,0,1.092441379,0.21788867,0,0,0.064927623,1.121691472,0,0.049555515,0,0,0,0,0,0,0,0,0,0,0.064933144,0,0,0,0.000125,0.051230907,0,0.798180106,0,0,0,0,0,0,0,0,0,0.069601772,0,3.165382015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001131681,0,0,0,0,0,0,0,0,1.784411495,0,0,0,0,0,0,0,0,0,0,0,0,0.000127,0,0,0,0,0,0,0,0,0,0,0,0,0,3.479580038,0,0,0,0,0,0,0,0,0,0,0,0,0,2.191552833,0,0,0,0,0.140153028,0,0,0,0.478554581,0,2.845523498,0,0,0,0,0,2.698586732,0,0,0,0,0,0,0,0,0
57713|SFMBT2|Q5VUG0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89734592,0,0,0,0,0,0,0,0,0,0,0,0,7.4457544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179262836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.648968475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.287981721,0,0,0,0,0,0,0,1.427837914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02195574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84759|PCGF1|Q9BSM1,0,0,62.2762681,0,0,0,0,0,0,0,19.4278917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8589032,0,0,0,0,0,0,0,0.00441817,0,0,0,0,1.815382738,0.012595381,0,0,0,0,0,0,0,0,48.55507735,0,2.9e-05,0,24.26663865,0,0.025578492,0,0,30.97370573,0,0,0,15.34897784,0,0,0,0,0,0,20.53540378,0,0,0,0,0,0,9.1241286,0,15.52676932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739481,0,0,0,0,0,0,0,11.30806717,0,0,0,0,0,0,0,0,0,0,67.65323223,0,0,0,0,0,0.205778729,0,0,0,0,15.45208708,0,21.75448867,0,0,0,0,0,0,0,0,0,0,19.6979853,0,0,0,0,0,0,0,0,40.80856286,0,0,5.238978484,0.001188561,0,0,0,0,0,0,0,0,0,0,0,0,0,1.426244965,0,0,0,0,64.64463642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.96999806,0,0,0,0,0,0,63.52070495,0
23476|BRD4|O60885,0,0.61433284,0,0,0,0.204593399,0.862426271,0,0,0,0,0,0,0,1.375240491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288433936,0,0,0.174767318,0,0,0,0,0.995825535,0.014134958,0,0,0.061740426,0,0,0.067972749,0,0,0,0,0,0,0,0,0,0,0.007295124,0,0,0,0.000928,0.0201394,2.649591189,0.448395425,0,0,0.333193052,0,0,0,0,0,0.370883226,0.678839604,0,0,0,1.101110338,3.497940956,0,0,0.190722859,0,0,0.805205508,0,0,0,0,0,0,0,0,0,0,3.511561631,0,0.000226,0,0,0,0,0,0,0,0,0,0,0.496779718,0,0,0,0,0,0,0.061128751,0.146362735,1.798788868,0,0,0,0,0.309678575,2.794604888,0,1.4322017,0,1.01815751,0,0,0,0.075136005,1.647529946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069738842,0,0.90162482,0,1.544588244,0,0,0,0,1.303311795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.201488295,0,1.792286779,0,0,0,0,0.101197738,0,1.811544455,0,0.965002378,0,0,0,0,0.372633798,1.806656095,0,0,0,0,4.069442159,0,0,0.20195782,0,0,0
9219|MTA2|O94776,0,0,0,0,0,22.26970491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.43620378,0,0,0,0,0,0,0,0,37.57990046,0,0,0,22.78067626,35.07911118,11.15898205,36.60922391,0.170370252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69489373,0,0,0.276180343,0,0,0,0,0,0,0,22.59263265,9.719750658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82186993,0,0,0,0,0,0,0,0,0,0,0.000324,14.32902329,0,0,0,0,0,0,0,0,0,35.80708071,0,28.28051386,0,14.52671805,0,0,0,0,0,0,0,0,0,52.52095325,0,54.66093482,20.7253607,0,0,0,0,41.81945726,44.22366962,0,0,0,0,0,0,0,0,0,15.26235037,84.03921206,0,0,0,0,0,0,0,0,0,0,0,0,0,36.47631255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.81565057,0,0,0,0,0,0,0,107.261051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.71011575,0,42.82583718,0,0
10919|EHMT2|Q96KQ7,0,0,0,0,0,1.719739327,0,0,0,0,0,2.799311969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84777034,0,0,0,0,0.126012204,0,1.001334718,1.485196128,0,0,0.028961533,0,0,0,0,0,0,0,0,4.629640536,0,0.21860073,2.436169512,0,2.217681661,0.679331823,0.262645942,0,2.121114024,0,0,0,4.221539093,0,0,0,0,0.452956183,0.26216753,0,0,0,0,0,0,0,2.712660258,0,0,0,0,1.15475202,0,0,0,0,0,0,0,0,0,0,0.10950111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3838734,0,0,0.293126278,1.396572283,0,0,0,0,0,2.230396168,0,6.958375301,0,0,0.171818699,0,0,0,0.125000965,0,0,0,0,0,0,0,0,25.85314111,16.21382251,0,0,0,0,0,0,0,0,0,0,0,2.046611582,0,0,0.993092589,0.293487339,0,0,0,23.19146738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.54888684,0,0,4.835577141,0,0,0,0,0,0,0,0,0,0,0,27.72885606,0,0,0,0,0,0,0.755543548,0,0
4221|MEN1|O00255,0,0,0,0,0,15.68423998,0,0,0,0,0,0,0,32.42963703,0,0,0,0,0,0,0,0,0,0,0,0,0,10.44046683,0,0,0,12.64902148,0,0,0,0,0,0,0,0,1.30147922,0,0,0,0,0,0,0,0,0,0,0,22.70538072,0,29.35010572,5.786909598,0,0,0,0,0,0.003829064,0,0,3.05727983,0,0,0,5.355461615,0,0,14.40397407,0,0,0,0,0,0,0,0,0,0,25.19532428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022995254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.065680935,0,0,0,0,0,4.639836862,0,0,0,31.83699353,0,0,0,0,0,0,0,0,0,0,26.2612977,14.41595932,0,2.851374665,0,0,0,0,0,0,0,0,0,0,25.3745964,0,0.030704485,0,0,0,0,0,0,0,0,0,23.97646277,45.05067585,0,0,0,0,0,0,0,0,0,0,25.74390289,0,0,0,0,0,0,0,0,0,0,0.360136136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10933|MORF4L1|Q9UBU8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.436326446,0,0,0,4.709579365,0,0.023910324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04187634,0.231073513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.91703349,0,72.18298526,0,0,0,0,0,0,0,0,0,0.549771884,73.30119912,0,0,0,9.778471348,0,0,0,0,0,2.306477415,0,0,0,0,0,0,0,0,0,0,0,0,0,21.40832325,0,0,0,0,0,0,0,0,18.87318525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045976388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.158538555,0,0,8.412262607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.385456288,0,0,0
63976|PRDM16|Q9HAZ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130435591,0,0,0,0,0,0,0,0,0,0,5.513960775,0,0,0,2.949406014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.499840004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57504|MTA3|Q9BTC8,0,0,0,0,0,24.82458161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.43620378,0,0,0,0,0,0,0,0,0,0,0,0,0,36.75072892,0,0,0,25.16972107,15.81813596,11.78467822,39.29371437,0.250911126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.898939251,0,0,0.277430767,0,0,0,0,0,0,0,17.61341884,10.53213258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.88274625,0,0,0,0,0,0,0,0,0,0,0.000217,15.35940541,0,0,0,0,0,0,0,0,0,28.8258664,0,29.95047468,0,15.9295302,0,0,0,0,0,0,0,0,0,30.81248561,0,36.78585542,22.17269971,0,0,0,0,44.12491416,15.78691605,0,0,0,0,0,0,0,0,0,16.67047267,50.74844156,0,0,0,0,0,0,0,0,0,0,0,0,0,39.16433524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5455236,0,0,0,0,0,0,0,46.83091806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.88976805,0,35.1469825,0,0
84148|KAT8|Q9H7Z6,0,0,0,0,0,5.819327617,0,0,0,0,0,0,0,15.36512993,0,97.0556133,0,0,0,0,0,0,0,10.44046683,0,0,0,0,0,0,0,3.571055619,0,0,0,0,0,0,0,0.427763298,0.774972817,0,0,0,0,0,0.002483858,0,0,0,0,0,5.619950618,0,13.55783781,8.762976564,0,0.011406414,0,0,0,0.008267349,0,0,3.361261226,0,0,0,8.111524529,0,0,13.28642128,0,0,0,0,0,0,0,0,0,0,17.02817809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009584086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.488849508,0,0,0,0,0,8.921327971,0,0,0,15.01650478,0,0,0,0,0,0,0,0,0,0,8.16711776,13.29874781,0,4.3173024,0,0,0,0,0,0,0,0,0,0,11.24909656,0,0.028000697,0,0,0,0,0,0,0,0,0,6.073982519,10.56846324,0,0,0,0,0,0,0,0,0,0,11.46037547,0,0,0,0,0,0,0,0,0,0,0.18431891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91133|L3MBTL4|Q8NA19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.794230899,0,0,7.4457544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003061698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408413874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.38613769,0,0,0,0,0,0,0,0,6.776764237,0,0,0,0,0,0,0,0.205631549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1137732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5431|POLR2B|P30876,0,0,0,0,0,0.000197,0.646545135,0,0,0,0.010491444,0,0.39480005,0,0.007471086,0,0,0.071000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030154072,0,0,0.005046303,0.038329626,0,0,0,0.001472146,8.01e-05,0,0,0.004684414,0,0.679859623,3.7e-08,0,0,0,1.330574069,0,0,0,0,0,0.109710547,9.95e-10,0,0,0,4.21e-08,7.23e-06,0,0.001225966,0,0,0.012637287,0.235770573,0,0,0,0,0,0.001744038,0,0,0,0,0,0.316093998,0.316937682,0.000143,0,0.105983267,0,0,0,0,0,0,0,0,0,0,0.151910291,0,0,1.29e-11,0,0,0,0,0,0,0.899642674,0,0,0,0,0,0,0,0,0,0,0.004615271,0,0,0,0,0.121069786,0,0.009612081,0,0.074920602,0,0,0.005618959,0,0,0,0.000244,0,0,0,0,2.593241539,0,0,0,0.000629,0,0,0.536341048,0,0,0,0.461066616,0,0,0,0,0,1.32e-08,0,0.006968713,0,0.000322,0,0,0,0,0,0,0.03221978,0,0,0.024573944,0,0,0,1.394431709,0,0,0.470702058,0.054297303,0.322604777,0,0,0,0,0.025003943,3.723014348,0,0,0,0.000829,0,0,0,0.226792399,0,0,0,0,0.019020828,0,0,0.006134359,0,0.425522864,0,0.093660413,0,0.072694473,0.024456922,0,0
