Well,GeoMean BV605-A of Amet+_PD1,GeoMean PerCP-Cy5-5-A of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A of Amet+_Tim3
B02,1005.76401443036,3907.63657118467,67.4922600619195,448.263129440625
B03,1130.49253300461,4803.98367869361,60.7645875251509,372.971467826716
B04,891.05391792694,4176.16547839907,56.0375146541618,303.94828635744
B05,1058.36220999072,4479.24770178522,61.6686343959071,374.757868911195
B06,1141.62956193052,3765.521999943,64.0758873929009,449.737824940588
B07,1364.98273610628,4464.8182425074,62.8361858190709,391.148830640265
B08,960.404899536249,3271.18762352429,60.7050452781371,380.269210589047
B09,1187.49184508441,3932.13040335717,58.2942830365511,335.483846095866
B10,741.574134637158,617.632592804697,17.0212765957447,69.6862257514117
B11,951.488096694398,3608.39097923934,61.9087136929461,372.662298740403
C02,764.213033749216,4023.15936543292,56.7955997161107,306.858473667789
C03,1096.21546637416,4381.36654936223,65.7772877618523,466.748289394775
C04,1232.55870903158,3572.10136998637,34.9617422012949,126.878287715622
C05,1089.28417478991,3909.46055472656,63.3637548891786,422.72063590662
C06,817.984532930558,3707.09840087102,65.7608695652174,468.741214941202
C07,865.550182638777,4012.12054408129,54.8076923076923,291.243703225176
C08,1114.56426771833,3617.10958182799,68.7196601941748,523.800098756539
C09,691.803490036325,3796.09095729175,54.6623093681917,284.990283810523
C10,646.49342706428,3716.64829504599,57.7242762969332,315.406141087335
C11,779.625625248916,2056.06426556688,48.6685032139578,216.983197985733
D02,1103.35118276432,3201.38666077985,45.474060822898,185.098147473727
D03,1179.26880215347,4672.57955991909,57.646420824295,315.03557965262
D04,1716.69473718176,3671.90083447607,48.6136783733826,224.099147053631
D05,1213.30820379183,4360.55843253362,65.4239019407559,442.892990723728
D06,971.559459203602,3897.32760678507,50.7751937984496,265.381810817623
D07,968.206432042763,4315.49307701064,62.8179650238474,418.502049785589
D08,1534.09036413543,4123.14204553189,66.5257223396758,470.518965817996
D09,1288.52675781274,4749.01256891559,59.0909090909091,349.745624517901
D10,1036.00318286422,3352.41367032235,51.9049283467319,238.764946794444
D11,1260.02094360834,4282.60989683722,62.1676300578035,389.176098793749
E02,931.726995937072,3251.53348042498,62.6552053486151,398.784213602673
E03,1257.47262198152,4705.42431602074,68.5490196078431,524.926902416615
E04,1276.37277385616,5264.59945869482,59.8823529411765,379.435085522796
E05,1149.1943168805,5053.28829259502,69.375560203167,557.642423429729
E06,1306.73581950225,4424.57545964765,73.0790802019069,626.192118031058
E07,1179.81280168657,5022.80759841128,68.7265917602996,517.591146087708
E08,1042.67736079607,4575.8482080233,66.1074705111402,487.261934620869
E09,926.760561321896,4562.81271375693,57.2410632447296,340.196981447945
E10,1026.63588076819,2763.0500978616,58.4018801410106,348.421997373218
E11,954.040951705633,3820.52020444883,63.7999390057944,459.285729049518
F02,1130.12244430126,4760.34424146768,53.5407286123619,275.154339553988
F03,986.820999871357,4590.56639299691,52.283341982356,259.828893801667
F04,1121.80991173318,4474.14366254209,54.8952380952381,282.795173747212
F05,1150.62352192623,4687.7224072404,62.5559765759559,380.411933425126
F06,1091.19583894974,3011.3330505437,38.6363636363636,126.034418659502
F07,1249.68080287298,5042.00436227773,66.3726993865031,468.430345565844
F08,1271.18273958694,4461.08695717001,62.6650366748166,398.479702180273
F09,1082.94779559732,4504.61641138435,59.9813866914844,347.179628563375
F10,1557.94383756886,4848.77097368182,42.1656050955414,158.096740599494
F11,1151.47620665685,3438.52958640998,57.5098296199214,341.981792468896
G02,1243.16677601322,3638.17672999476,61.0945273631841,367.34771997278
G03,1171.42646911636,3252.94491527963,59.3648736228127,334.419776671982
G04,1248.93855418888,3740.62682226559,52.3379554982264,265.896355476629
G05,1579.43561529693,3833.90089082763,59.1091091091091,326.720776934752
G06,1197.19782177694,3992.75972489175,57.0643642072214,318.533096429165
G07,706.180638102101,3408.47788555965,44.201861130995,173.327148124023
G08,1265.1681952654,4615.58417642559,55.5745721271394,295.720339859476
G09,1207.90757714892,4517.36693077301,49.5117748420448,234.280264037241
G10,1438.15755392892,5044.73123242565,69.3450742982939,518.233527143216
G11,905.05719031651,3007.83097962135,59.5929136826234,363.452972449615
