"Experiment: 100U panel2","Analysis: Analysis 1","User: Admin","Plate: 11","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/13/2015","Export Time: 12:33:00 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A of Amet+","GeoMean BV605-A of Amet+GFP+","GeoMean BV605-A of GFP+","GeoMean PerCP-Cy5-5-A of Amet+","GeoMean PerCP-Cy5-5-A of Amet+GFP+","GeoMean PerCP-Cy5-5-A of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A of Amet+","GeoMean PE-A of Amet+GFP+","GeoMean PE-A of GFP+"
"B02","Sample",20529,4310,1459,883,508.772724706895,1274.2931098392,1652.6519718318,1999.27498814348,2159.70192495293,2437.28018690301,69.8839907192575,90.6100068540096,111.91381495564,89.3544733861835,516.23005628697,1563.89861734181,1407.57523550244
"B03","Sample",26939,4639,1879,1520,691.065871736209,1841.67349362471,1611.57913754675,2038.79899962392,2450.18463813868,2840.91824750209,65.8978228066394,89.4624800425758,110.304789550073,90.6578947368421,447.73376405871,1579.53130365057,1534.06621459239
"B04","Sample",27351,2424,1001,2113,581.788780031712,1354.98544428307,1690.45867559862,2222.34605234125,2346.266517992,2815.22241590398,70.1732673267327,93.2067932067932,111.445147679325,89.730241362991,598.082356066746,2034.91910243027,1411.95827331061
"B05","Sample",25154,3530,1174,1911,812.775942456176,1952.55144789117,1747.98427346317,2327.67339129571,2717.54253975671,3210.95007369947,68.0169971671388,91.4821124361158,110.334872979215,90.6331763474621,483.151723939345,1567.17105164405,1491.7883757904
"B06","Sample",24104,3324,1448,1611,533.879139001687,1112.68875438211,1386.28213577271,2487.43681549152,2438.28852859178,2897.23513176859,69.85559566787,89.4337016574586,109.890859481583,90.9993792675357,505.697121761771,1328.86015289997,1380.1103182924
"B07","Sample",25607,4423,1908,1455,469.594167368904,1653.83503512595,1754.01201716517,2849.31689159923,3618.18472562729,3517.83893372574,68.1664028939634,89.9895178197065,111.32364192808,89.8281786941581,478.260604388704,1565.13137711155,1515.1563739268
"B08","Sample",23243,3170,1332,1750,550.982591864291,1859.7783749878,1692.17628802424,2559.26331753075,3210.66957702801,3292.31589930801,64.5425867507886,90.8408408408408,108.493490390577,92.1714285714286,395.610335559195,1507.51263971492,1550.76940610916
"B09","Sample",26576,4630,2242,1418,734.710648792835,1995.3440061115,1626.77218625642,2542.99582934604,2998.73067325475,3563.85238622586,69.7840172786177,90.6779661016949,111.390416339356,89.7743300423131,507.958358393649,1490.12630966889,1356.67033091948
"B10","Sample",24867,106,68,3710,820.935906848842,1229.76000610884,1792.60537032005,2500.38791287495,2336.45183526651,3147.51751182016,66.9811320754717,83.8235294117647,110.056363097004,90.8625336927224,599.104195013857,1203.97651570515,1484.34125649757
"B11","Sample",29084,4121,2155,1909,629.376229309987,1710.6274416908,1458.15421754841,2081.03506748677,2358.81208352718,2304.25618779527,56.7580684299927,83.5730858468677,115.069318866787,86.9041382922996,306.11242027892,930.938201614304,1072.95689558868
