Well,GeoMean BV605-A of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A of Amet+GFP+_Tim3
B02,1007.3266863112,2794.86796204302,75,463.829068322978
B03,2458.2960343055,4734.58805460866,87.8482513337285,1475.35773350016
B04,2526.45416798068,5258.38208637095,91.3531998045921,1842.1341627239
B05,3023.56418148015,6850.21413323596,89,1722.80531949014
B06,1794.28259341169,5416.2907241332,88.8307155322862,1483.48502289072
B07,2198.32542606575,6246.04015113855,91.7711346833815,1965.30157375812
B08,2104.57655753034,4122.2880637765,90.8246859639541,1944.78394203336
B09,2371.06485343107,4236.4125710691,88.150289017341,1481.949303492
B10,2302.28504869149,5389.87710581895,86.2896315338475,1220.36378035132
B11,2092.52727440917,4542.42480797771,92.0372285418821,1872.95534627065
C02,3559.65433837581,5513.6765076043,88.6792452830189,1503.62223576319
C03,2562.93134749828,6849.01177358766,88.8233252342936,1469.10209372897
C04,1789.53375788272,6646.10568559987,85.1263537906137,1280.98383599513
C05,3631.4346496225,6310.51287856245,83.3333333333333,1062.88734892673
C06,2432.13742078088,5939.63037792034,90.7938257993385,1760.57036994962
C07,2202.52377926176,4935.4334975487,87.059620596206,1339.81967163389
C08,1959.11065181848,6527.88595377974,92.7205252640594,2102.31379395283
C09,2965.16799044698,6251.54180474469,94.5427728613569,2364.65732497965
C10,2356.38140849919,5467.98773547722,92.8203094010313,2203.71242184502
C11,3174.64058452988,4745.92197955008,94.0955448201825,2184.96588683513
D02,2745.14549428021,5651.13048712219,86.4677677144379,1281.46901383453
D03,2624.92844421911,7002.49238956436,84.4983357108892,1293.48396173798
D04,3093.09446320076,6506.42791212321,89.466754443713,1538.44138562754
D05,2927.61889238772,5969.60346853913,87.6543209876543,1374.31399647595
D06,3666.13853375008,4703.1427665112,100,1348.1352416668
D07,2929.50112275879,6480.29715302806,92.0112781954887,2027.8513845263
D08,2677.69958172847,6580.40910525703,86.9938650306748,1481.2757695628
D09,2621.21328196545,6459.77765709452,89.7067280046003,1696.51796775829
D10,2859.49189790706,6466.84928431433,92.6061159287996,2319.47452488294
D11,2877.06430656963,6226.97941850484,87.1230643846781,1400.31385727088
E02,2762.85284321302,5556.77330451757,85.1965288412455,1211.09729663834
E03,3032.74558114563,6495.65651627107,88.621997471555,1738.72595963481
E04,2940.98463484128,5626.43549332218,82.3644357596483,1055.83921432811
E05,2592.27095032545,6181.23859830378,89.780701754386,1701.70224041028
E06,2113.82479903836,6049.35787493581,86.7988520740934,1450.33113525536
E07,3575.75740526047,6038.60514207406,88.9699445579224,1599.48880232983
E08,3010.33864851978,7038.38511124435,87.1276204486944,1455.75856156155
E09,2238.13254140642,6711.95683172071,88.788040576615,1473.842876784
E10,2580.00578262901,6002.79615308295,88.8636363636364,1659.43763129135
E11,2402.53169651085,5274.55404975299,92.2058267120696,2101.84889679483
F02,2109.7795727618,6101.86606629748,89.99648999649,1578.88239233152
F03,3162.14652352701,5404.4751136755,85.7414901213997,1273.27796486005
F04,3027.64440933957,6158.31274936177,86.5280985373364,1305.90743859162
F05,1977.46847081444,6148.527624354,91.7985611510791,1961.65925549974
F06,3068.34337078567,5947.77900943744,91.8084685397705,2282.37421564974
F07,2195.14150249147,7724.69493851994,94.3703703703704,2749.23677914266
F08,2288.9481965806,5603.31338056459,91.6993830622546,2021.97813660817
F09,1916.59779590614,6148.74492931871,91.8937329700272,1984.65073964653
F10,2198.34765416132,5472.78460708301,92.9996929689899,2182.12393051172
F11,3209.06036856645,5356.6791510127,83.3333333333333,1155.86635508882
G02,1773.50380758604,1326.23002939055,48.4848484848485,233.405880881349
G03,1761.62754889392,5323.47340032068,91.9368974583698,2073.09001329429
G04,2784.74306106862,4977.94695228918,89.5529197080292,1632.34631186236
G05,1391.53965318674,5515.28244594671,81.6929133858268,964.843263921175
G06,2044.14994496514,4437.01382952882,89.4993894993895,1562.96345754294
G07,1663.54197546434,4972.43651100805,91.5154749199573,1907.19777108066
G08,1672.66942041845,6071.09064022379,89.9236641221374,1798.56133365845
G09,1294.65848960924,4415.31151662946,92.3041580519182,1880.98597933371
G10,1450.42383868291,5009.41910540702,92.8643724696356,2207.5426542464
G11,2268.39786719642,5755.59930635221,91.5094339622641,1708.91762011083
