"Experiment: 100U panel2","Analysis: Analysis 1","User: Admin","Plate: 13","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 7:18:36 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A of Amet+","GeoMean BV605-A of Amet+GFP+","GeoMean BV605-A of GFP+","GeoMean PerCP-Cy5-5-A of Amet+","GeoMean PerCP-Cy5-5-A of Amet+GFP+","GeoMean PerCP-Cy5-5-A of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A of Amet+","GeoMean PE-A of Amet+GFP+","GeoMean PE-A of GFP+"
"B02","Sample",25389,2261,1692,2140,1005.76401443036,1986.45233555537,2835.08082360004,3907.63657118467,4614.84859319604,4416.61395456738,67.4922600619195,90.8983451536643,110.594315245478,90.4205607476635,448.263129440625,1484.43697695981,1545.65393830954
"B03","Sample",24212,2485,1715,1941,1130.49253300461,2045.40671703917,2575.1325409879,4803.98367869361,4612.42224671854,4466.59071005501,60.7645875251509,84.66472303207,116.019127316198,86.1926841834106,372.971467826716,1115.73123746066,1140.63641697381
"B04","Sample",22151,3412,1888,1487,891.05391792694,2342.18256620427,2682.75570911837,4176.16547839907,4822.50573329855,4669.46258905356,56.0375146541618,84.5338983050847,115.540015540016,86.5501008742434,303.94828635744,1118.85975697932,1219.77310259445
"B05","Sample",21382,2541,1932,1955,1058.36220999072,2612.84777472912,2652.91936178237,4479.24770178522,4839.74422695312,4883.11889604414,61.6686343959071,89.751552795031,118.772782503038,84.1943734015345,374.757868911195,1525.02390666491,1138.48595131507
"B06","Sample",23012,1634,1209,2683,1141.62956193052,3013.47699854372,2687.57302787013,3765.521999943,4735.69895245532,4809.49701428338,64.0758873929009,87.0967741935484,115.298667812634,86.7312709653373,449.737824940588,1306.81292600406,1252.14206521314
"B07","Sample",24383,3681,2522,1537,1364.98273610628,2890.25751068189,2649.40476993797,4464.8182425074,4158.6179159618,4861.75729325013,62.8361858190709,81.919111816019,117.868098159509,84.8405985686402,391.148830640265,883.411574692453,1082.58973244864
"B08","Sample",24908,3092,2177,2022,960.404899536249,2609.51820027284,2768.5165830443,3271.18762352429,3880.12385611771,4119.72800451465,60.7050452781371,88.194763435921,115.940366972477,86.2512363996044,380.269210589047,1328.53048824511,1179.95144646925
"B09","Sample",23222,2134,1348,2546,1187.49184508441,2751.0887994101,2684.14763566417,3932.13040335717,4428.70999930332,4328.31540065895,58.2942830365511,82.0474777448071,117.165209387943,85.3495679497251,335.483846095866,957.870827222764,1172.70399861775
"B10","Sample",24726,47,33,3661,741.574134637158,1650.41027872438,2594.45636863544,617.632592804697,648.685991896411,4029.14030297465,17.0212765957447,15.1515151515152,114.299094598814,87.4897568970227,69.6862257514117,132.283808494997,1247.43458434296
"B11","Sample",24904,2410,1431,2327,951.488096694398,2052.95355578195,2533.22058565788,3608.39097923934,4321.74750431143,4435.75641803114,61.9087136929461,88.8888888888889,111.553211888782,89.6433175762785,372.662298740403,1448.26103981275,1420.53778620527
