Well,GeoMean BV605-A of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A of Amet+GFP+_Tim3
B02,3018.65021864488,4590.69340684572,89.5973154362416,1835.77396711455
B03,2367.29678535011,6308.44612336181,88.937875751503,1412.88529000213
B04,2361.95689397992,5965.80768565272,87.0907038012796,1506.6568167769
B05,2434.28137570653,6587.74784593753,86.8623340321453,1456.12243631257
B06,2763.50961502305,6885.75562383036,83.6904241364233,1194.1784280384
B07,3629.56059416162,5862.38652336805,92.4514200298954,2069.03439153375
B08,2075.54960441484,5794.75682776544,84.6662260409782,1260.30817129061
B09,2451.72089253065,7060.99027926907,88.3594034194252,1597.94910832048
B10,2452.93482607316,6356.29731188902,89.143865842895,1684.93514144127
B11,1377.95353141315,5035.82385111178,88.5336743393009,1568.13740763585
C02,1461.20127257236,5704.1166139867,90.3027980068992,1788.46351181153
C03,2323.28524372863,5729.18885792892,92.1606864274571,1768.65836613373
C04,3460.30158162005,5687.13932072042,91.1635565312843,1814.83032223283
C05,2291.50564093307,6227.13673022839,91.3546255506608,1739.28473936718
C06,1882.37124292308,7263.81370174132,95,1891.55766412296
C07,2589.20719016527,7233.04869233596,92.6161369193154,1918.1641694012
C08,1799.62711283118,5955.52483949727,91.1021814006889,1889.96187747854
C09,2905.32168199039,5585.17086444818,90.0900900900901,1789.44130894393
C10,2316.56325873658,5606.11470764201,92.4669867947179,2224.00734786478
C11,2100.61579448551,4998.56757042055,92.4335378323108,2027.2230573066
D02,2510.27649560836,6298.11714572978,88.1702824396234,1644.59209225286
D03,3344.07197464215,5917.42117837175,90.656146179402,1680.39507058374
D04,3224.46270938438,5371.76516811358,84.2573000423191,1190.31607120284
D05,2949.65883436385,5531.97142658988,84.2410196987254,1096.03679139022
D06,2748.49719479693,5354.27710154448,71.3018688628445,620.695656928578
D07,2463.71903935821,5555.03646196405,85.5595667870036,1268.01103503848
D08,2081.10191552146,5531.45729754887,89.1296364304076,1783.55319250165
D09,2791.24021495417,4642.29856778343,85.159201295197,1266.14662659175
D10,2387.29247087208,5694.37442113177,87.5592417061611,1472.38385831018
D11,1487.27635884579,5327.13605304442,87.8787878787879,1246.16884259544
E02,451.565831620522,1058.09789289046,71.4285714285714,446.945915204085
E03,2534.96400396171,5973.69605064018,90.1347449470645,1900.40420824316
E04,2437.55089593457,5759.98800051172,89.1517599538373,1643.44088340029
E05,3077.55931618489,6198.4337790109,86.7816091954023,1437.50814035833
E06,2405.31116833208,7234.38705022417,86.3045141545524,1309.32496428408
E07,4093.08325291172,5801.5088017111,88.929889298893,1575.34682506418
E08,2652.84145155913,5644.17002768228,89.3903024483917,1814.56783609841
E09,2657.36104938097,6117.67490105586,90.3066271018793,1674.63474907057
E10,2014.36319703154,6541.29325713231,92.4731182795699,2219.26825939484
E11,2384.26123142701,5273.61531059822,91.1764705882353,1862.25819649912
F02,1620.81910300257,4632.00046055019,93.9029126213592,2247.06020971737
F03,3405.49624988767,4696.86998322652,94.1211052322163,2378.84102583687
F04,1771.99991176511,4810.92993784385,91.1830714972748,1953.96248078994
F05,1700.88969337854,6649.99929769665,90.1987979657883,1841.17254812159
F06,2040.48635970021,4766.38089453582,77.7324263038549,855.538089934755
F07,2286.30130710327,6200.35988442069,91.3719943422914,1877.04681532674
F08,1649.81915545595,5764.12954221736,88.7785930082003,1628.17986835151
F09,1813.90108591026,5838.56794446513,89.5650048875855,1618.47634119863
F10,1760.26719175593,5625.72626674937,88.5767790262172,1782.59116289529
F11,2759.53234070851,5444.61064482531,92.9959977129788,2094.41536624947
G02,2166.29483224991,4193.27139663798,93.1901279707495,2168.56335494494
G03,1918.64799828907,4630.57638197445,92.5453843182696,2025.06735091433
G04,2172.81290721042,5513.53375848488,92.5173703901657,2089.08512411359
G05,2737.21191585226,4757.39042612573,94.6272991287512,2219.83367539054
G06,2841.15118401447,4708.65535590215,89.321468298109,1724.14138878817
G07,1911.79279702062,5185.28182954298,89.1872791519435,1544.67716596612
G08,2094.72597694572,6101.96642665201,89.9887829500841,1634.87386480336
G09,2012.0426142118,5804.70149030759,92.4078091106291,1939.31795346385
G10,2465.87416129655,3926.28160764254,90.8717105263158,1660.27179305975
G11,1372.21177917026,5003.72208929047,92.3076923076923,2004.44893495775
