Gene,nbPctgShift
Actl6b,-7.783027595177956
Aff1,1.285662805366
Aff4,12.802409210117073
Arid2,-15.23352582497637
Ash1l,3.398093395780217
Ash2l,2.9724075892174
Asxl1,-11.364303367577303
Asxl2,0.7438751299331537
Asxl3,-0.7005743616493566
Atad2,6.301038954219541
Atad2b,5.439916638647057
Atm,-2.588316225342167
Atr,-3.071084400836357
Atrx,-7.245831883570064
Aurkb,4.572859212733495
Baz1a,-1.1215943837720155
Baz1b,-10.573734487486307
Baz2a,3.319173180908578
Baz2b,-10.097061175452575
Bmi1,-5.024570899836209
Bop1,10.004873925564324
Bptf,-10.346227847387873
Brd1,-0.16222557796914808
Brd2,5.390119448985303
Brd3,4.898304779299121
Brd4,-4.017529601664341
Brd8,-4.354645812204
Brd9,8.718096974231159
Brpf1,4.848319911691025
Brpf3,-0.7930717452978486
Brwd1,-8.843624695595958
Brwd3,-15.475881358715654
Carm1,-9.460790411532875
Cbx1,-6.566423606680264
Cbx3,-2.7400424888850665
Cbx4,0.7573092030349073
Cbx5,-11.876000718933074
Cbx6,-15.723119109023237
Cbx7,-17.2168207979622
Cbx8,-6.1428742485060805
Chaf1a,-11.061944724749914
Chaf1b,-7.76308737123537
Chd1,10.912264805691303
Chd1l,-18.507619433946527
Chd2,-8.71072810318126
Chd3,-0.1431705922591071
Chd4,-11.493780923446462
Chd5,11.460125858121284
Chd6,7.401774745797047
Chd8,0.9214996385177123
Chd9,-3.040788253370099
Crebbp,-1.8152393646466312
Ctsl,1.9353639260876854
Cxxc1,-1.192516580662562
Dmap1,7.158376973162051
Dnmt1,2.4612669550641617
Dnmt3a,2.1095625076136884
Dnmt3b,-12.211082976243208
Dnmt3l,-2.876995152512219
Dot1l,-2.908218506511215
Dub2a,1.9915775855971924
Eed,-2.3990996774875644
Ehmt1,-3.61648651839047
Ehmt2,-4.743502704816295
Elp3,8.403765289270892
Elp4,3.681082405770264
Ep300,-0.5496127523691534
Ep400,11.975525032272666
Epc1,-8.21418210904751
Epc2,15.96573528454284
Ercc5,8.895612614121275
Ezh1,-8.005551093868194
Ezh2,0.06288087910501616
Fbxl19,12.136621995132831
Fbxo44,4.749710111972033
