type,shRNA,count
target,Actl6b.1,2850
target,Actl6b.2,28032
target,Actl6b.3,12412
target,Actl6b.4,18392
target,Aff1.1,994
target,Aff1.2,6
target,Aff1.3,33347
target,Aff1.4,164
target,Aff4.1,8
target,Aff4.2,7
target,Aff4.3,15300
target,Aff4.4,8514
target,Arid2.1,22405
target,Arid2.2,104790
target,Arid2.3,1247
target,Arid2.4,30018
target,Ash1l.1,15087
target,Ash1l.2,25255
target,Ash1l.3,9492
target,Ash1l.4,4854
target,Ash2l.1,52990
target,Ash2l.2,32980
target,Ash2l.3,306
target,Ash2l.4,0
target,Asxl1.1,6738
target,Asxl1.2,1853
target,Asxl1.3,372
target,Asxl1.4,38848
target,Asxl2.1,42353
target,Asxl2.2,7660
target,Asxl2.3,13969
target,Asxl3.2,68663
target,Asxl3.3,28807
target,Asxl3.4,17515
target,Atad2.1,223
target,Atad2.2,13643
target,Atad2.3,15983
target,Atad2.4,36389
target,Atad2b.1,35622
target,Atad2b.2,2639
target,Atad2b.3,18427
target,Atad2b.4,21792
target,Atm.1,27541
target,Atm.2,13935
target,Atm.3,136046
target,Atm.4,1670
target,Atr.1,4816
target,Atr.2,23017
target,Atr.3,44884
target,Atr.4,18622
target,Atrx.1,81
target,Atrx.2,17480
target,Atrx.3,109206
target,Atrx.4,31338
target,Aurkb.1,83111
target,Aurkb.2,97
target,Aurkb.3,0
target,Aurkb.4,1233
target,Baz1a.1,8600
target,Baz1a.2,10887
target,Baz1a.3,0
target,Baz1a.4,51673
target,Baz1b.1,36463
target,Baz1b.3,40367
target,Baz1b.4,1910
target,Baz2a.1,3518
target,Baz2a.3,0
target,Baz2a.4,11245
target,Baz2b.2,47073
target,Baz2b.3,53119
target,Baz2b.4,25564
control,Bcl6.2,63263
control,Bcl6.3,13
target,Bmi1.1,4895
target,Bmi1.2,7005
target,Bmi1.3,4122
target,Bmi1.4,216659
target,Bop1.1,1037
target,Bop1.2,4115
target,Bop1.3,427
target,Bop1.4,27
target,Bptf.1,3639
target,Bptf.2,16012
target,Bptf.3,15870
target,Bptf.4,5020
target,Brd1.1,13542
target,Brd1.2,84559
target,Brd1.3,7052
target,Brd1.4,1133
target,Brd2.1,5736
target,Brd2.2,6588
target,Brd2.3,21166
target,Brd2.4,6292
target,Brd3.1,7143
target,Brd3.2,85625
target,Brd3.3,10765
target,Brd3.4,23
target,Brd4.1,209
