type,shRNA,count
target,Morf4l1.2,19238
target,Pbrm1.2,18880
target,L3mbtl1.3,17071
target,Nap1l3.3,16489
target,Prmt3.2,14652
target,Phf8.2,12807
target,Prdm8.1,10403
target,Prmt2.4,10385
target,Mbd4.1,8846
target,Kdm5c.2,8003
target,Phf20.3,7789
target,Prmt5.2,7655
target,Phc1.2,7393
target,Nap1l3.1,7019
target,Prdm4.2,6599
target,Nap1l1.4,6536
target,Kdm4d.1,5917
target,Phf20l1.4,5781
target,Mta1.4,5693
target,Prmt5.3,5633
target,Ppargc1a.4,5602
target,Prdm9.4,5475
target,Ncor1.4,5252
target,L3mbtl3.4,5231
target,Prdm10.2,5170
target,Jmjd6.2,5163
target,Parp1.3,4950
target,Prdm15.4,4889
target,Phf19.3,4712
target,Mtf2.1,4675
target,Ncoa1.2,4666
target,Mbd1.4,4625
target,Myst3.2,4586
target,Prkaa2.2,4552
target,Phip.1,4550
target,Myst1.2,4484
target,Prdm6.4,4374
target,Prkaa2.3,4217
target,Pcmt1.4,4177
target,Prmt3.1,4095
target,Kat2b.3,4043
target,Mta2.2,3983
target,Mll2.2,3930
target,Kdm4a.3,3867
target,Kdm5b.3,3527
target,Mta3.1,3516
target,Rnf20.3,3468
target,Kdm5a.1,3375
target,Mbd3.2,3335
target,Rbbp5.2,3246
target,Kdm1a.1,3241
target,Jmjd5.4,3202
target,Mll3.2,3202
target,Ncor1.1,3150
target,Phc1.1,3148
target,Kat2a.3,3109
target,Rbbp7.4,3076
target,Kdm1b.2,2999
target,Prkcd.3,2918
target,Mll1.2,2901
target,Prdm12.4,2826
target,Kdm3a.3,2789
target,Kdm5a.2,2781
target,Kdm5c.1,2666
target,Rbbp4.3,2664
target,Pbrm1.1,2627
target,Prdm1.4,2583
target,Prmt3.4,2580
target,Orc1.3,2579
target,Rnf217.4,2542
target,Paxip1.4,2541
target,Padi1.4,2529
target,Psip1.1,2489
target,Kdm5a.3,2453
target,Kdm5c.3,2419
target,Prdm2.4,2362
target,Phf8.1,2309
target,Mll3.3,2307
target,Rbbp7.1,2250
target,Nap1l2.1,2243
target,Phf1.3,2217
target,Kdm2a.1,2172
target,Kdm4d.4,2144
target,Kdm5d.1,2141
target,Kdm2a.2,2136
target,Mbd2.3,2043
target,Nap1l3.4,2042
target,Mbd1.1,2036
target,Morf4l1.4,1990
target,Orc1.2,1982
target,L3mbtl3.3,1940
target,Kdm4c.2,1936
target,Kdm4d.2,1921
target,Padi6.1,1880
target,Ncoa1.1,1880
target,Pcmt1.3,1865
target,Rbbp4.1,1862
target,Kdm3b.2,1827
target,Prmt2.3,1814
target,Prdm10.4,1809
target,Mbd2.4,1787
target,Ncor2.1,1774
target,L3mbtl4.2,1745
target,Mta2.1,1671
target,Kdm5b.4,1640
target,Kdm5d.2,1611
target,Pcgf6.2,1601
target,Ncoa3.3,1591
target,Prdm14.2,1587
target,Mll5.2,1570
target,Pcgf2.2,1565
target,Kdm6a.3,1554
target,Kdm6a.1,1552
target,Nap1l3.2,1511
target,Psip1.3,1492
target,Rbbp5.4,1485
target,Padi1.1,1480
target,Mta3.4,1441
target,Prkaa2.1,1436
target,Prkcd.1,1404
target,Prmt8.2,1393
target,Kat5.4,1351
target,Prkaa1.2,1341
target,Mecom.3,1326
target,Myst4.1,1321
target,Kat2b.4,1319
target,Parp1.1,1307
target,Phip.4,1295
target,Mtf2.2,1289
target,Kat5.1,1258
target,Psip1.4,1253
target,Paxip1.1,1251
target,Mbd4.3,1234
target,Pcmt1.1,1217
target,Myst1.3,1175
target,Msl3.3,1175
target,Ncoa3.4,1141
target,Prdm1.1,1082
target,Kdm1a.3,1079
target,Kdm5b.1,1068
target,Pcgf1.1,1049
target,Pcgf6.4,1045
target,Kdm4c.1,1045
target,Kdm3b.4,1033
target,Pcgf1.2,1030
target,Ncor2.4,1017
target,Rnf217.1,1013
target,Phip.2,989
target,Pbrm1.4,979
target,Ring1.4,978
target,Rbbp5.3,973
target,Kdm1a.2,960
target,Men1.1,942
target,Nsd1.4,938
target,Ppargc1a.2,936
target,Msl3.2,927
target,Rnf217.2,916
target,Kdm5d.3,915
target,Kdm5b.2,915
target,L3mbtl3.2,904
target,Prmt1.2,901
target,Nap1l2.4,898
target,Rbbp7.2,892
target,Prdm13.1,879
target,Kdm3a.1,878
target,Prdm10.1,864
target,Prdm11.3,857
target,Kdm4c.3,838
target,Ncoa1.3,838
target,Nsd1.2,834
target,Prdm12.3,814
target,Phf20l1.3,810
target,Prdm5.1,808
target,Rbbp5.1,808
target,Prkaa1.3,805
target,Phf2.1,794
target,Phf2.2,789
target,Padi6.4,771
target,Ncor2.2,765
target,Mll1.3,752
target,Mll5.3,747
target,Prmt8.1,743
target,Mbd4.4,722
target,Paxip1.3,709
target,Pcgf1.4,707
target,Mbd4.2,701
target,Polr2b.3,697
target,Prdm14.3,690
target,Phf20.2,687
target,Ring1.3,686
target,Myst2.3,684
target,Phf19.1,678
target,Kdm5a.4,675
target,Msl3.4,670
target,Mbd3.1,659
target,Kdm6a.2,652
target,Prkcd.2,651
target,Morf4l1.3,649
target,Prdm5.4,644
