GeneName,inputMinusAvg_nbPctg
Bcl6,-35.35005096723461
CD4,-13.0665903482391
CDK9,-10.000983605526553
Ccnt1,-18.30004309922363
Cd14,51.89196653405972
Cd19,16.142253909288012
Fosb,40.899269187185936
Hes1,-8.8906280046707
Id2,28.15449046881717
Id3,5.272605433304015
Jmjd5,-2.065275691761471
Jmjd6,1.2869119822520307
Jmjd8,-18.863908575356685
Kat2a,-11.819442430993874
Kat2b,0.818484965270514
Kat5,-9.258669555876006
Kdm1a,-14.213156891408035
Kdm1b,-7.173375183579012
Kdm2a,-6.665706893292291
Kdm2b,42.16551319307201
Kdm3a,3.6947699101366904
Kdm3b,-1.1700202579589032
Kdm4a,-9.708555950752869
Kdm4b,-16.84836869574245
Kdm4c,-18.703168315911658
Kdm4d,-16.45401568414488
Kdm5a,-12.45112202587581
Kdm5b,-15.515025380487817
Kdm5c,1.7219928719032183
Kdm5d,-13.84957197806617
Kdm6a,-14.859325362566661
Kdm6b,13.287666754623675
Klf12,50.011566272217785
Klf2,33.08476784106739
L3mbtl1,-2.8919720691694266
L3mbtl2,-12.976804110223576
L3mbtl3,-6.079625810858543
L3mbtl4,-8.307723206467166
Mbd1,18.565600185064113
Mbd2,19.0806550750718
Mbd3,3.0364032928803777
Mbd4,-21.319199544258367
Mecom,-22.32799669903573
Mecp2,-23.020308480900912
Men1,8.937858184710175
Mll1,0.4194620684933872
Mll2,3.3120496300268223
Mll3,-28.647223882891783
Mll5,-12.78209989358282
Morf4l1,-31.280076110096967
Ms4a1,23.72053534923154
Msl3,-25.877657669597802
Mta1,5.722405831400247
Mta2,-22.023017690020797
Mta3,-18.007416082746886
Mtf2,-8.483724788450777
Myst1,-10.88671402681136
Myst2,9.489150888063405
Myst3,-22.507117802912774
Myst4,5.860235843820213
Nap1l1,-19.423909394738374
Nap1l2,-19.001399305890075
Nap1l3,-9.61826823821884
Ncoa1,9.560156948303039
Ncoa3,-18.35046083714315
Ncor1,-14.162664862784945
Ncor2,-22.88667792523003
Nfatc3,19.059296322341563
Nsd1,-13.000378245814264
Orc1,-10.0497904353702
Padi1,-4.3662426830791405
Padi2,-18.86196104647097
Padi3,19.879920809276996
Padi4,-9.722445767320572
Padi6,-11.211848215638732
Paf1,-12.450493010611682
Parp1,3.473565008426332
Parp2,-18.328558397233984
Paxip1,-26.65874011415633
Pbrm1,-27.45730430431082
Pcgf1,-18.51975880049634
Pcgf2,41.67622607274952
Pcgf5,-2.827006511782912
Pcgf6,-33.078917338386056
Pcmt1,-28.845290768156485
Phc1,4.51725430995566
Phc2,-18.981997715875316
Phc3,-18.933980821097233
Phf1,-0.7252069325508419
Phf10,-16.74778686597273
Phf17,3.4629363864204485
Phf19,0.865976527180969
Phf2,-9.482693403586751
Phf20,-15.534799707462959
Phf20l1,-5.077124034737937
Phf8,11.40872662384091
Phip,-13.414252283791475
Polr2b,11.370921228306546
Ppargc1a,-14.980918522580227
Prdm1,-16.254137679379177
Prdm10,-18.277454172784456
Prdm11,-4.38141111971898
Prdm12,-19.39378403238589
Prdm13,4.371627005637333
Prdm14,-2.3444395397691666
Prdm15,-9.552920766434823
Prdm16,1.517865720107384
Prdm2,3.1760027826462593
Prdm4,-10.030726245395803
Prdm5,9.46919751943264
Prdm6,8.351438745797084
Prdm8,-9.144158934052417
Prdm9,-17.184379378673277
Prkaa1,5.539748891612733
Prkaa2,-16.37889176446103
Prkcd,-17.143591330665444
Prmt1,-11.98483874148128
Prmt2,-13.698905369869578
Prmt3,0.41776848835963776
Prmt5,1.109757121191637
Prmt6,-17.960410513568085
Prmt7,2.4552339182653355
Prmt8,-12.21474926225128
Psip1,-19.97110436788984
Rbbp4,4.038601114006017
Rbbp5,-23.609386090213263
Rbbp7,-25.857407856841757
Ring1,12.156780872856466
Rnf2,-13.401755552609046
Rnf20,-26.225338641908223
Rnf217,-9.978248978629981
Rnf40,-2.6585027784434363
Runx3,19.32996902048048
Tbx21,30.365796553026797
