shRNA,nbPctg_Q4,nbPctg_Q1,q4minusq1_nbPctg
Bcl6.2,57.9582025676485,54.0967857795784,3.861416788070102
Bcl6.3,82.073395531387,78.03881841172051,4.034577119666494
CD4.1,1.9117791592881974,85.22546447871076,-83.31368531942256
CD4.2,25.13258033418491,1.3775702534168905,23.75501008076802
CD4.3,51.30782309974747,33.59417248607023,17.713650613677245
CD4.4,85.42276060131678,70.78837635305764,14.634384248259138
CDK9.2,1.097519272442515,66.02247068561765,-64.92495141317514
CDK9.3,55.50389454883378,83.0391604655951,-27.535265916761325
Ccnt1,75.26003250552154,90.08819470951381,-14.828162203992278
Ccnt1.3,8.218159547048044,58.97809777482435,-50.7599382277763
Ccnt1.4,3.310871824618274,99.1250299372893,-95.81415811267102
Cd14,1.5719905509108685,44.631836319742426,-43.05984576883156
Cd14.2,3.4539785674000534,2.631307151318274,0.8226714160817794
Cd19,1.5719905509108685,1.3775702534168905,0.19442029749397793
Cd19.3,1.097519272442515,1.3775702534168905,-0.28005098097437564
Cd19.4,2.1872632059345984,3.1288688232647974,-0.941605617330199
Fosb,1.097519272442515,2.320213083892344,-1.2226938114498291
Fosb.2,1.097519272442515,1.9317026258383048,-0.8341833533957899
Hes1,1.097519272442515,1.3775702534168905,-0.28005098097437564
Hes1.2,16.095374209283495,2.320213083892344,13.77516112539115
Hes1.3,1.5719905509108685,2.320213083892344,-0.7482225329814756
Id2,1.097519272442515,1.3775702534168905,-0.28005098097437564
Id2.2,1.5719905509108685,1.3775702534168905,0.19442029749397793
Id2.3,55.73168638489048,4.450300501856909,51.28138588303357
Id2.4,1.097519272442515,1.3775702534168905,-0.28005098097437564
Id2.5,1.097519272442515,1.3775702534168905,-0.28005098097437564
Id3,76.56744999434436,94.65752547585616,-18.090075481511803
Id3.2,2.6331811216436725,1.3775702534168905,1.255610868226782
Id3.3,15.441116573554437,2.320213083892344,13.120903489662092
Id3.4,15.441116573554437,52.78289278198823,-37.34177620843379
Id3.5,1.097519272442515,1.9317026258383048,-0.8341833533957899
Jmjd5.1,34.12522932695896,36.04998062741344,-1.9247513004544814
Jmjd5.2,25.92200323293115,36.15668379173423,-10.234680558803081
Jmjd5.3,97.52429549210684,92.88125686144907,4.64303863065777
Jmjd5.4,78.4514205349592,66.39797586611863,12.05344466884057
Jmjd6.1,62.182071840112705,56.817981480699444,5.364090359413261
Jmjd6.2,97.23670699588469,93.79070502374853,3.446001972136159
Jmjd6.3,33.02403796350352,61.59161241848486,-28.56757445498134
Jmjd6.4,26.423705004464388,19.492024774613984,6.931680229850404
Jmjd8.1,1.097519272442515,1.3775702534168905,-0.28005098097437564
Jmjd8.2,1.5719905509108685,2.631307151318274,-1.0593166004074055
Jmjd8.3,1.097519272442515,3.1288688232647974,-2.0313495508222825
Kat2a.1,2.1872632059345984,2.89590684692164,-0.7086436409870416
Kat2a.2,1.097519272442515,1.3775702534168905,-0.28005098097437564
Kat2a.3,83.19316617465145,89.25358028607423,-6.060414111422773
Kat2b.1,41.53971478719949,32.71946291530882,8.820251871890676
Kat2b.3,94.98715010995767,91.33812481653197,3.6490252934256944
Kat2b.4,17.388282436865435,53.53331128709776,-36.14502885023232
Kat5.1,68.47998286708527,56.70308645866764,11.776896408417628
Kat5.2,99.22393367785945,95.32175102376425,3.902182654095199
Kat5.3,16.113543678782325,39.4418402289503,-23.328296550167973
Kat5.4,99.32640812111453,95.74054295449203,3.585865166622497
Kdm1a.1,77.45915126973661,59.26066580415548,18.19848546558113
Kdm1a.2,81.12220374317664,75.03838584257022,6.0838179006064195
Kdm1a.4,90.99562187459112,67.353543144624,23.642078729967125
Kdm1b.1,86.29935398043355,97.95587250664973,-11.656518526216175
Kdm1b.2,52.45810121771007,66.51057675750074,-14.05247553979067
Kdm1b.3,48.190695172133466,46.967159660523194,1.2235355116102724
Kdm1b.4,56.72236541017017,24.85635711925127,31.8660082909189
Kdm2a.1,25.347812397354247,34.455467386288916,-9.10765498893467
Kdm2a.2,81.40503644258588,79.55807141972289,1.8469650228629888
Kdm2a.3,80.81441969483927,63.44239083579717,17.372028859042103
Kdm2a.4,47.65244844603163,38.66464546239722,8.98780298363441
Kdm2b.1,5.287807874884175,1.3775702534168905,3.9102376214672843
Kdm2b.2,79.63313061820115,53.187858126079476,26.445272492121674
Kdm2b.3,44.28545042453621,12.433205176326432,31.852245248209776
Kdm2b.4,28.08058595437355,30.193400121729514,-2.112814167355964
Kdm3a.1,53.788022763798146,60.61802673088255,-6.8300039670844015
Kdm3a.2,74.31296730048147,73.43599432739468,0.8769729730867937
Kdm3a.3,97.8675068461345,95.94412455378908,1.9233822923454227
Kdm3a.4,29.419263807354483,76.50041409161658,-47.081150284262094
Kdm3b.2,73.47580237355835,61.92881002664794,11.546992346910415
Kdm3b.3,60.58745915002017,50.134385848600296,10.453073301419877
Kdm3b.4,33.53963247595198,37.15968492672846,-3.620052450776477
Kdm4a.1,93.87826606792616,88.46743243130797,5.410833636618193
Kdm4a.2,18.85887265588279,21.4280447902567,-2.5691721343739076
Kdm4a.3,83.84414095141992,81.74226197654502,2.101878974874893
Kdm4a.4,36.82780239079565,39.77319922229404,-2.9453968314983925
Kdm4b.1,2.4236439785753032,1.9317026258383048,0.49194135273699846
Kdm4b.2,1.5719905509108685,1.3775702534168905,0.19442029749397793
Kdm4b.3,1.5719905509108685,1.3775702534168905,0.19442029749397793
Kdm4c.2,84.5744205459196,80.69129477098046,3.8831257749391312
Kdm4c.3,88.03880188456252,80.99427766250894,7.044524222053582
