shRNA,nbPctg_Q4,nbPctg_Q3,nbPctg_Q2,nbPctg_Q1,nbPctg_input,inputMinusAvg_nbPctg
Bcl6.2,57.9582025676485,96.0266016974956,96.56202812306576,54.0967857795784,50.85881469493426,-25.302089847012816
Bcl6.3,82.073395531387,94.10856496717867,82.24924997328085,78.03881841172051,38.71949513343536,-45.398012087456394
CD4.1,1.9117791592881974,99.86108947043397,46.30220926370963,85.22546447871076,40.77141168869513,-17.553723904340508
CD4.2,25.13258033418491,87.1926982796059,1.662698593298062,1.3775702534168905,50.3806386982928,21.539251833166357
CD4.3,51.30782309974747,88.8940057738465,63.932342115413185,33.59417248607023,43.281121596215385,-16.150964272553963
CD4.4,85.42276060131678,92.58215032560688,75.28140955546931,70.78837635305764,40.91774915963436,-40.10092504922829
CDK9.2,1.097519272442515,98.64490629473302,13.926471597176565,66.02247068561765,77.5265757330849,32.603733770592456
CDK9.3,55.50389454883378,99.81024971642238,77.8515493607155,83.0391604655951,26.445512541246124,-52.60570098164556
Ccnt1,75.26003250552154,99.89759435063587,74.67213301888623,90.08819470951381,66.67944554691574,-18.30004309922363
Cd14,1.5719905509108685,81.48292838408588,2.314372284009947,44.631836319742426,98.11055730798218,65.6102754232949
Cd14.2,3.4539785674000534,82.93459210236688,5.071155282960658,2.631307151318274,61.69641592083601,38.173657644824544
Cd19,1.5719905509108685,81.48292838408588,1.662698593298062,1.3775702534168905,46.95969788666747,25.435900941239545
Cd19.3,1.097519272442515,81.48292838408588,1.662698593298062,1.3775702534168905,11.732294714039769,-9.672884411771067
Cd19.4,2.1872632059345984,81.48292838408588,2.314372284009947,3.1288688232647974,54.942103372719366,32.66374519839556
Fosb,1.097519272442515,81.48292838408588,1.662698593298062,2.320213083892344,97.032801585752,75.3919617523223
Fosb.2,1.097519272442515,81.48292838408588,2.7679073494362796,1.9317026258383048,28.22659103000032,6.4065766220495775
Hes1,1.097519272442515,81.48292838408588,1.662698593298062,1.3775702534168905,3.253139432337831,-18.152039693473004
Hes1.2,16.095374209283495,81.48292838408588,4.563066703002444,2.320213083892344,3.253139432337831,-22.862256162728208
Hes1.3,1.5719905509108685,81.48292838408588,1.662698593298062,2.320213083892344,36.1018694952359,14.342411842189115
Id2,1.097519272442515,81.48292838408588,2.314372284009947,1.3775702534168905,76.71811101909489,55.15001347060608
Id2.2,1.5719905509108685,81.48292838408588,1.662698593298062,1.3775702534168905,32.64852363741932,11.124726691991398
Id2.3,55.73168638489048,88.87291046967016,7.925456425400205,4.450300501856909,47.556177853204865,8.311089407750423
Id2.4,1.097519272442515,87.4710790747733,1.662698593298062,1.3775702534168905,71.43880992051945,48.536593122036756
Id2.5,1.097519272442515,81.48292838408588,1.662698593298062,1.3775702534168905,39.05520877751204,17.650029651701207
Id3,76.56744999434436,93.2497565406955,92.58076222614879,94.65752547585616,54.034472167323166,-35.22940139193803
Id3.2,2.6331811216436725,81.48292838408588,1.662698593298062,1.3775702534168905,28.0122501871149,6.223155599003775
Id3.3,15.441116573554437,81.48292838408588,1.662698593298062,2.320213083892344,49.014894988280574,23.788155829572894
Id3.4,15.441116573554437,81.48292838408588,10.760312858960347,52.78289278198823,46.050772547561515,5.933959897914292
Id3.5,1.097519272442515,85.3148256615523,1.662698593298062,1.9317026258383048,48.14884377024995,25.64715723196715
Jmjd5.1,34.12522932695896,84.1702334673516,37.44440823236202,36.04998062741344,74.05663122711618,26.10916831359468
Jmjd5.2,25.92200323293115,91.82931122290174,41.387011649208496,36.15668379173423,31.14455280449353,-17.67919966970038
Jmjd5.3,97.52429549210684,93.45527802125207,98.46544760261705,92.88125686144907,62.876194023447226,-32.70537547090903
Jmjd5.4,78.4514205349592,91.81537990835825,87.38139764701498,66.39797586611863,97.02584754908162,16.01430405996885
Jmjd6.1,62.182071840112705,88.71695038513492,58.19814920969188,56.817981480699444,29.606441371879015,-36.87234685703072
Jmjd6.2,97.23670699588469,94.03449644823108,87.7956850172209,93.79070502374853,86.4384062683345,-6.775992102936797
Jmjd6.3,33.02403796350352,82.93459210236688,36.3410815274553,61.59161241848486,52.18840000342555,-1.2844309995270962
Jmjd6.4,26.423705004464388,84.1702334673516,17.82402348117205,19.492024774613984,87.05791457040324,50.08041788850274
Jmjd8.1,1.097519272442515,81.48292838408588,1.662698593298062,1.3775702534168905,2.42318140993552,-18.981997715875316
Jmjd8.2,1.5719905509108685,81.48292838408588,1.662698593298062,2.631307151318274,2.42318140993552,-19.414049759967753
Jmjd8.3,1.097519272442515,81.48292838408588,2.314372284009947,3.1288688232647974,3.810243940723803,-18.19567825022698
Kat2a.1,2.1872632059345984,81.48292838408588,3.9474848985955844,2.89590684692164,4.245243993106578,-18.38315184077785
Kat2a.2,1.097519272442515,81.48292838408588,1.662698593298062,1.3775702534168905,2.42318140993552,-18.981997715875316
Kat2a.3,83.19316617465145,92.67825822340387,95.82957424155605,89.25358028607423,92.14546699509295,1.9068222636715433
Kat2b.1,41.53971478719949,87.4710790747733,52.56348529051833,32.71946291530882,46.33096492184493,-7.242470595105054
Kat2b.3,94.98715010995767,93.32442009500794,97.36039965592536,91.33812481653197,95.02504173489913,0.7725180655433945
Kat2b.4,17.388282436865435,87.1306219756271,22.65979485691819,53.53331128709776,54.10341006450032,8.925407425373201
Kat5.1,68.47998286708527,89.49864166293654,41.552490857090326,56.70308645866764,51.343152900858016,-12.715397560586922
Kat5.2,99.22393367785945,95.13019995139022,97.22505341384249,95.32175102376425,75.61168480943073,-21.113549707283383
Kat5.3,16.113543678782325,92.01602472711008,25.132776472088082,39.4418402289503,40.06645287134844,-3.1095934053842527
Kat5.4,99.32640812111453,95.67207111532463,99.38969378521243,95.74054295449203,97.43604144378644,-0.09613755024946613
Kdm1a.1,77.45915126973661,91.5909195466357,82.48025001496437,59.26066580415548,66.29413986221766,-11.403606796655367
Kdm1a.2,81.12220374317664,93.95789031621095,84.57461252035665,75.03838584257022,49.90028894844705,-33.77298415713157
Kdm1a.4,90.99562187459112,90.2473574570607,94.82509803138383,67.353543144624,88.39252540647774,2.537120279562828
Kdm1b.1,86.29935398043355,93.85122703958096,94.68998258620117,97.95587250664973,87.19556981857505,-6.003539209641303
Kdm1b.2,52.45810121771007,89.75166463837674,58.507269605627734,66.51057675750074,47.8099040754472,-18.996998979356626
Kdm1b.3,48.190695172133466,92.53757517986702,21.9056507092392,46.967159660523194,35.508928326071164,-16.891341854369557
Kdm1b.4,56.72236541017017,91.35890335234748,60.94451373397578,24.85635711925127,71.66891421298762,13.19837930905144
Kdm2a.1,25.347812397354247,86.51965888745363,50.40563220800769,34.455467386288916,22.180101990489288,-27.002040729286836
Kdm2a.3,80.81441969483927,93.64383311837702,67.98173043742078,63.44239083579717,39.90832167655156,-36.562271845057005
Kdm2a.4,47.65244844603163,90.89253289061134,29.333254328266257,38.66464546239722,95.20291217629358,43.56719189446697
Kdm2b.1,5.287807874884175,84.54510709676832,7.345616906810677,1.3775702534168905,82.53284909481607,57.893823561846055
Kdm2b.2,79.63313061820115,91.69947911688884,53.60988305889735,53.187858126079476,85.72982510986316,16.197237379846456
Kdm2b.3,44.28545042453621,91.09955019420151,16.763344792536238,12.433205176326432,86.09022308865427,44.94483544175417
Kdm2b.4,28.08058595437355,85.09825684119053,45.68996242137551,30.193400121729514,96.89170772350862,49.62615638884134
Kdm3a.1,53.788022763798146,90.43605937577199,56.24525793076677,60.61802673088255,82.87083846196683,17.598996761661965
Kdm3a.2,74.31296730048147,92.24149480256932,91.3286819350477,73.43599432739468,84.4626478443073,1.6328632529340013
Kdm3a.3,97.8675068461345,94.32413047074078,98.82926067901397,95.94412455378908,99.66208327133486,2.9208276339152803
Kdm3a.4,29.419263807354483,81.48292838408588,74.68678623259294,76.50041409161658,58.148740120947984,-7.373608007964485
Kdm3b.2,73.47580237355835,90.70439561485922,48.68029006205567,61.92881002664794,60.32590751534528,-8.371417003935008
Kdm3b.3,60.58745915002017,90.36147966183313,63.495003995137466,50.134385848600296,69.48842532970386,3.343843165806092
Kdm3b.4,33.53963247595198,90.33584313821005,36.30712072594435,37.15968492672846,50.85308338096092,1.5175130642522063
Kdm4a.1,93.87826606792616,91.26393120510002,89.79315852481831,88.46743243130797,69.6382945239024,-21.212402533385713
Kdm4a.2,18.85887265588279,81.48292838408588,31.291060572079175,21.4280447902567,74.00865508529655,35.74342848472041
Kdm4a.3,83.84414095141992,90.49179990964988,77.02170298561603,81.74226197654502,48.083465584830165,-35.19151087097755
Kdm4a.4,36.82780239079565,87.79343364262121,12.442766802799396,39.77319922229404,26.035561631258958,-18.17373888336862
Kdm4b.1,2.4236439785753032,81.48292838408588,1.662698593298062,1.9317026258383048,3.810243940723803,-18.064999454725584
Kdm4b.2,1.5719905509108685,81.48292838408588,1.662698593298062,1.3775702534168905,2.42318140993552,-19.100615535492405
Kdm4b.3,1.5719905509108685,81.48292838408588,1.662698593298062,1.3775702534168905,8.14430584841856,-13.379491097009366
Kdm4c.2,84.5744205459196,93.72620691619514,80.02629549320844,80.69129477098046,57.03620136527795,-27.718353066297965
Kdm4c.3,88.03880188456252,92.29205318395117,90.00899206514619,80.99427766250894,42.452917029768585,-45.38061416927361
Kdm4c.4,46.61610444722158,89.51299043027997,55.52776282041295,35.69940731086431,73.8285285400313,16.989462287836602
Kdm4d.1,91.58862096701486,92.49640386440416,92.29754532078431,94.79374192830946,61.207133074282815,-31.586944945845396
Kdm4d.2,99.04022428814652,94.74948893501893,87.01199370755664,65.3951326471061,62.604302916844944,-23.944906977612106
Kdm4d.3,24.025456781253794,81.48292838408588,23.865713066277358,32.02069483034665,56.82518787687528,16.47648961138436
Kdm4d.4,66.75009967939054,92.07085432669182,65.03489415791158,88.4474890536701,51.315133879909624,-26.760700424506382
Kdm5a.1,94.95758573713337,93.46562170081397,94.72329120650865,95.64123678739078,62.8338407832232,-31.86309307473848
Kdm5a.3,68.3576646385765,91.49606382070449,61.6682822341545,40.27221861170958,85.23044621029956,19.781888884013284
Kdm5a.4,37.76819874573671,81.48292838408588,33.58161341595596,48.23856230081608,24.995663824746423,-25.272161886902232
Kdm5b.1,14.028397052796624,84.1702334673516,3.705458729168589,2.320213083892344,4.608735476462381,-21.447340106839906
Kdm5b.2,61.55732983639308,87.83457863267148,75.00508408179222,63.99815078245401,45.01537416350896,-27.083411669818737
Kdm5b.3,73.98279778268869,89.78824117006712,88.7681348706536,85.2530231556361,95.73550273682169,11.287453492060308
Kdm5b.4,46.49958829758574,84.1702334673516,48.672489985556346,47.04306461433047,31.77954085385311,-24.816803237352932
Kdm5c.3,60.9400406758647,87.61730526278366,24.915997949132414,29.67596645661018,44.82402733713843,-5.963300248959307
Kdm5c.4,41.56263205660756,90.49179990964988,33.4565328642398,52.96169847445489,64.02545181900378,9.407285992765743
Kdm5d.1,85.6573221143904,93.53255967836395,78.56761333386152,81.04318277295754,96.36897296318386,11.668803488290507
Kdm5d.2,29.222159672457444,85.96565742307808,37.29589159305174,44.193820986128515,41.44179029674099,-7.72759212193796
