type,shRNA,count,pctg
target,Hat1.3,163442,5.715684543116276
target,Hltf.3,143498,5.018228488198256
target,Asxl2.4,137061,4.793121958640128
target,Asxl3.1,135927,4.753465161293707
target,Elp4.4,130750,4.57242173989827
target,Cbx3.1,74295,2.5981496991643747
target,Epc2.4,67162,2.348703547954475
target,Hells.4,62228,2.1761580117047004
target,Gtf2b.1,51784,1.8109238040450633
target,Bmi1.4,50233,1.756684216140037
target,Ing3.3,47470,1.6600601146689935
target,Brd9.3,38714,1.3538564836590565
target,Brd3.2,36460,1.2750324790569096
target,Dnmt3a.4,33864,1.184248487953461
target,Hdac2.1,29067,1.0164939404483595
target,Fkbp1a.4,27747,0.9703325890398264
target,Arid2.2,27086,0.9472169426147958
target,Asxl3.2,26908,0.9409921543187967
target,Fkbp1a.1,26562,0.9288922849344387
target,Atad2b.1,26225,0.9171071520369569
target,Chd8.2,25409,0.8885710438935001
target,Chd9.4,23346,0.8164264469572851
target,Hdac8.4,23064,0.8065647037018256
target,Jmjd1c.4,22835,0.7985564086468604
target,Ezh1.2,22173,0.7754057915010657
target,Ehmt2.1,21338,0.7462052396630922
target,Asxl3.4,20550,0.7186483117010283
target,Jarid2.1,17737,0.620275674191783
target,Atad2.3,16753,0.5858644849599672
target,Ing5.2,16267,0.5688687146686436
target,Hira.4,15847,0.5541810119477467
target,Gadd45b.2,15609,0.5458579804059052
target,Cbx5.2,15501,0.5420811425633888
target,Baz1b.2,15208,0.531834721379525
target,Dnmt1.2,15086,0.5275682934463121
target,Asxl2.1,15069,0.5269737911933234
target,Ing2.1,14432,0.5046974420666297
target,Hat1.1,14053,0.4914435388970584
target,Cbx3.4,13913,0.4865476379900928
target,Epc2.2,12451,0.43542044423306586
target,Cbx3.3,12291,0.4298251289108194
target,Hdac2.3,12117,0.42374022349787643
target,Fbxl19.1,12073,0.42220151178425863
target,Atr.3,11939,0.4175154352018772
target,Chd2.4,11797,0.4125495928533835
target,Ash1l.1,11462,0.40083440139743
target,Chd6.3,11396,0.39852633382700337
target,Epc2.3,11002,0.3847478698459715
target,Chd1.3,10925,0.3820551243471404
target,Gtf3c4.4,10890,0.38083114912039895
target,Jmjd4.2,10625,0.3715639081179283
target,Ezh1.3,10216,0.3572608833254358
target,Crebbp.3,10159,0.35526755224188544
target,Brd1.1,9894,0.34600031123941477
target,Hdac2.4,9840,0.34411189231815664
target,Ercc5.1,9437,0.3300186918502484
target,Dnmt3b.2,9419,0.32938921887649564
target,Aff4.2,8880,0.31054000038467794
target,Dub2a.4,8779,0.30700795758750987
target,Atad2b.3,8714,0.3047348607378472
target,Epc2.1,8599,0.3007132278499826
target,Jmjd1c.2,8257,0.2887532413486808
target,Atrx.3,8191,0.2864451737782542
target,Jarid2.2,8130,0.2843119598116477
target,Bop1.2,8122,0.28403219404553537
target,Ino80.3,8096,0.28312295530567033
target,Chd3.1,7982,0.27913629313856975
target,Ing4.3,7906,0.2764785183605027
target,Cbx1.1,7849,0.27448518727695237
target,Brpf1.3,7757,0.27126788096666066
target,Arid2.1,7625,0.26665174582580736
target,Asxl1.4,7621,0.2665118629427512
target,Cbx1.4,7572,0.2647982976253132
target,Jhdm1d.1,7444,0.2603220453675161
target,Chaf1b.1,7433,0.2599373674391116
target,Eed.2,7353,0.25713970977798833
target,Dmap1.4,7322,0.2560556174343031
target,Epc1.3,7171,0.250775038598933
target,Chd8.1,7127,0.2492363268853153
target,Atad2b.2,7083,0.2476976151716975
target,Brpf3.1,6959,0.2433612457969565
target,Dmap1.3,6858,0.2398292029997884
target,Hdac6.4,6798,0.23773095975394598
target,Chd5.1,6771,0.23678675029331692
target,Hdac9.2,6762,0.23647201380644056
target,Brd1.2,6754,0.23619224804032826
target,Cbx7.3,6703,0.2344087412813622
target,Ctsl.1,6599,0.230771786321902
target,Bop1.3,6567,0.2296527232574527
target,Atr.2,6468,0.22619062190181272
target,Baz1a.4,6455,0.22573600253188017
target,Cxxc1.4,6424,0.22465191018819491
target,Ctsl.2,6336,0.2215744867609594
target,Cbx8.2,6293,0.22007074576810565
target,Chd7.1,6176,0.21597917143871292
target,Hdac2.2,6077,0.21251707008307294
target,Brd8.4,6071,0.21230724575848872
target,Dnmt3a.1,5970,0.20877520296132066
target,Actl6b.2,5906,0.20653707683242206
target,Atad2.4,5794,0.20262035610684953
target,Ehmt2.3,5679,0.19859872321898492
target,Baz1b.3,5611,0.1962207142070302
target,Jarid2.4,5596,0.19569615339556956
target,Ep400.1,5529,0.19335311510437886
target,Hdac8.3,5480,0.1916395497869409
target,Ing3.4,5479,0.19160457906617684
target,Brwd1.1,5463,0.1910450475339522
target,Baz1a.2,5367,0.18768785834060434
target,Cbx4.4,5334,0.186533824555391
target,Hltf.4,5299,0.18530984932864958
target,Ino80.2,5203,0.18195266013530173
target,Baz2b.1,5202,0.18191768941453768
target,Ep400.2,5161,0.18048388986321204
target,Bmi1.1,5150,0.18009921193480757
target,Ehmt2.2,5143,0.1798544168894593
target,Baz2b.2,4981,0.17418916012568478
target,Fbxo44.1,4963,0.17355968715193204
target,Elp4.1,4943,0.17286027273665125
target,Hdac10.1,4930,0.1724056533667187
target,Chd1.1,4896,0.17121664886074134
target,Eed.4,4883,0.17076202949080882
target,Dnmt3b.3,4859,0.16992273219247184
target,Ash2l.1,4858,0.1698877614717078
target,Brwd3.1,4845,0.1694331421017753
target,Cbx8.3,4835,0.16908343489413488
target,Cbx2.2,4704,0.1645022704740456
target,Elp3.2,4697,0.16425747542869734
target,Atrx.4,4691,0.16404765110411307
target,Chd1.2,4605,0.16104016911840563
target,Chaf1b.4,4564,0.15960636956707996
target,Aurkb.4,4439,0.15523502947157491
target,Gtf2h1.3,4438,0.1552000587508109
target,Hdac3.4,4436,0.1551301173092828
target,Elp4.2,4338,0.15170298667440685
target,Hdac8.1,4314,0.1508636893760699
target,Ezh2.4,4298,0.15030415784384524
target,Atad2.1,4286,0.14988450919467677
target,Fbxl19.3,4261,0.14901024117557574
target,Dot1l.1,4253,0.14873047540946344
target,Asxl2.2,4040,0.14128171188672284
target,Chd6.2,4017,0.1404773853091499
target,Ercc5.2,4014,0.14037247314685777
target,Hdac7.2,4012,0.1403025317053297
target,Dnmt3a.2,3967,0.13872884927094792
target,Cbx5.4,3929,0.13739996188191436
target,Hells.1,3849,0.13460230422079114
target,Brwd3.2,3811,0.1332734168317576
target,Atm.3,3768,0.13176967583890387
target,Cxxc1.2,3715,0.12991622763840974
target,Jmjd4.1,3710,0.12974137403458955
target,Hltf.2,3691,0.12907693034007278
target,Aff4.3,3628,0.12687377493193824
target,Aff1.3,3608,0.12617436051665742
target,Ing4.1,3606,0.12610441907512934
target,Brd2.2,3557,0.12439085375769138
target,Ash1l.2,3458,0.12092875240205139
target,Atm.4,3449,0.12061401591517502
target,Gadd45b.4,3382,0.11827097762398431
target,Atr.1,3355,0.11732676816335523
target,Chd2.2,3309,0.11571811500820939
target,Hdac6.1,3281,0.11473893482681626
target,Baz2a.1,3252,0.11372478392465907
target,Atm.2,3229,0.11292045734708615
target,Cbx2.1,3187,0.11145168707499646
target,Chd4.2,3183,0.1113118041919403
target,Elp3.1,3085,0.10788467355706435
target,Ino80.1,3031,0.10599625463580617
target,Brpf1.2,2942,0.10288386048780658
target,Dnmt3a.3,2923,0.10221941679328982
target,Cbx1.2,2885,0.10089052940425629
target,Chd9.1,2852,0.09973649561904295
target,Ctsl.4,2838,0.09924690552834639
target,Hdac6.2,2832,0.09903708120376216
target,Atad2b.4,2804,0.09805790102236903
target,Cbx4.2,2792,0.09763825237320053
target,Ing3.1,2787,0.09746339876938034
target,Brd8.1,2767,0.09676398435409952
target,Gtf2f1.2,2739,0.0957848041727064
target,Ercc5.3,2723,0.09522527264048176
target,Ehmt1.3,2710,0.09477065327054923
target,Baz2b.4,2655,0.09284726362852702
target,Hdac7.1,2648,0.09260246858317873
target,Chd5.4,2554,0.08931522083135895
target,Crebbp.4,2550,0.08917533794830278
target,Gtf2f1.3,2496,0.08728691902704461
target,Chd1.4,2480,0.08672738749481997
target,Chd5.3,2446,0.08553838298884259
target,Dnmt3b.4,2374,0.0830204910938317
target,Aff1.4,2277,0.07962833117971978
target,Baz1b.1,2252,0.07875406316061877
target,Chaf1a.1,2183,0.07634108342789998
target,Hira.1,2174,0.07602634694102363
target,Chd3.3,2164,0.07567663973338322
target,Cbx5.1,2163,0.07564166901261919
target,Jarid2.3,2151,0.0752220203634507
target,Chd3.4,2113,0.07389313297441717
target,Aff4.4,2079,0.07270412846843981
target,Ash1l.4,2077,0.07263418702691173
target,Aff4.1,2073,0.07249430414385555
target,Fbxw9.4,2073,0.07249430414385555
target,Gtf2f1.1,2020,0.07064085594336142
target,Chd9.3,2019,0.07060588522259738
target,Actl6b.4,2014,0.07043103161877717
target,Brd3.4,2008,0.07022120729419293
target,Chd6.1,1989,0.06955676359967616
target,Aurkb.1,1983,0.06934693927509193
target,Atad2.2,1972,0.06896226134668748
target,Hcfc1.3,1955,0.0683677590936988
target,Hdac1.4,1951,0.06822787621064264
target,Brd3.3,1945,0.0680180518860584
target,Dnmt3l.2,1928,0.06742354963306972
target,Ep400.4,1909,0.06675910593855296
target,Fbxo44.2,1857,0.06494062845882284
target,Ctsl.3,1836,0.06420624332277801
target,Asxl1.2,1810,0.06329700458291296
target,Bptf.3,1807,0.06319209242062084
target,Chd1l.2,1791,0.06263256088839618
target,Fbxw9.3,1774,0.062038058635407504
target,Cbx2.3,1753,0.06130367349936266
target,Dnmt3l.3,1744,0.060988937012486304
target,Chd2.1,1735,0.060674200525609935
target,Brd8.3,1711,0.05983490322727297
target,Hdac8.2,1619,0.05661759691698126
target,Elp4.3,1618,0.05658262619621722
target,Ehmt1.4,1617,0.05654765547545318
target,Gtf2b.4,1577,0.05514882664489156
target,Ash2l.2,1574,0.05504391448259944
target,Cbx6.2,1547,0.05409970502197036
target,Eed.3,1536,0.05371502709356591
target,Hdac10.2,1533,0.053610114931273795
target,Hdac4.3,1533,0.053610114931273795
target,Chd7.2,1533,0.053610114931273795
target,Jhdm1d.4,1514,0.05294567123675703
target,Hdac1.3,1495,0.05228122754224025
target,Chd8.4,1452,0.050777486549386526
target,Ing2.2,1411,0.04934368699806087
target,Ing5.3,1410,0.04930871627729683
target,Asxl3.3,1392,0.048679243303544104
target,Crebbp.1,1389,0.04857433114125199
target,Chd9.2,1248,0.043643459513522304
target,Fkbp5.2,1239,0.04332872302664594
target,Cbx8.4,1228,0.0429440450982415
target,Fbxl19.2,1203,0.04206977707914049
target,Brpf3.4,1181,0.0413004212223316
target,Chd5.2,1176,0.0411255676185114
target,Carm1.2,1150,0.04021632887864635
target,Cxxc1.3,1141,0.03990159239176999
target,Brwd1.3,1121,0.039202177976489186
target,Ash2l.3,1114,0.038957382931140906
target,Arid1b.1,1110,0.03881750004808474
target,Chd8.3,1110,0.03881750004808474
target,Fkbp1a.3,1105,0.038642646444264545
target,Hira.2,1102,0.038537734281972415
target,Crebbp.2,1099,0.0384328221196803
target,Dnmt1.4,1070,0.037418671217523125
target,Gadd45a.3,1061,0.03710393473064676
