type,shRNA,count,pctg,nbPctg
target,Rbbp7.3,410271,10.989647090336838,99.98345574771056
target,Kat5.2,215893,5.782977298600415,99.74650446874861
target,Kat2b.2,211714,5.671037299939731,99.730196103627
target,Psip1.2,132225,3.5418201299136145,99.06388169738177
target,Pbrm1.2,82110,2.199424094287819,97.73998754715237
target,Prmt8.4,78173,2.093966383178196,97.56385528263387
target,Nap1l3.3,69829,1.8704613942275496,97.13215485600858
target,Pcgf6.3,67656,1.8122547378289693,97.00462808650194
target,Morf4l1.2,67415,1.8057992365901023,96.99005574674466
target,Prmt3.2,65058,1.74266389874774,96.84275390325901
target,Mll5.1,49587,1.3282528627871157,95.6074473353041
target,Prdm8.1,47423,1.2702872831982857,95.38687180051248
target,L3mbtl1.3,40120,1.0746668452420813,94.5206716303117
target,Phf8.2,38087,1.0202102725507267,94.2394656998956
target,Pcmt1.4,33425,0.8953324851001138,93.51098445238934
target,Prdm4.2,30290,0.8113573963704548,92.94209684674166
target,Mbd4.1,29501,0.7902229960490189,92.78703616420884
target,Phf20.3,28440,0.7618027188106877,92.57014003489186
target,Rbbp4.3,27795,0.7445255474452555,92.43330894794826
target,Kdm4a.3,25132,0.6731935980713856,91.82412602672314
target,Parp1.3,25050,0.6709971204714391,91.80414342474907
target,Prdm9.4,24408,0.6538003080425903,91.6448936463634
target,Nap1l3.1,23143,0.6199156231165874,91.31597026158803
target,Prdm15.4,22797,0.6106475590973013,91.22228565576306
target,Kdm1a.1,22070,0.5911739101319226,91.01987584956967
target,Ncoa1.2,20953,0.5612535994107011,90.69323756976112
target,Prdm6.4,20409,0.5466818455769102,90.52677487510935
target,Nap1l1.4,20218,0.5415656599477667,90.4671186987383
target,Ncor1.4,20029,0.5365030469430121,90.40745302088291
target,Prmt5.3,19453,0.5210741311189983,90.22154530903859
target,Kdm5b.3,18940,0.5073327529632358,90.05061325307744
target,Mta1.4,18940,0.5073327529632358,90.05061325307744
target,Kdm3a.3,18855,0.505055916426706,90.02178393944999
target,Prmt5.2,18659,0.49980579923659013,89.95474983968505
target,Kdm4d.1,18016,0.4825822004955468,89.72913888635065
target,Jmjd6.2,17726,0.4748141699591509,89.62440713207236
target,Prmt2.4,17443,0.46723364360811626,89.52033377032267
target,Mll2.2,17380,0.46554610593986473,89.49691807378227
target,Kat2b.3,17308,0.463617491461863,89.47002733577709
target,Psip1.1,16306,0.43677760664300547,89.08245625912208
target,Phf20l1.4,15664,0.41958079421415656,88.82006526660106
target,Mta3.1,15550,0.4165271546239872,88.77225230914681
target,Phc1.2,15358,0.4113841826826492,88.69083566603612
target,Ppargc1a.4,15249,0.4084644746534521,88.64411484752924
target,L3mbtl3.4,15153,0.4058929886827831,88.60265991931975
target,Phip.1,15130,0.40527690350231027,88.59268890350754
target,Kdm5a.3,14980,0.40125895667314,88.52724386462236
target,Kat2a.3,14710,0.39402665238063345,88.40763714549908
target,Jmjd5.4,14609,0.39132123484899217,88.36228797120202
target,Phf19.3,14496,0.3882943815710172,88.31113672881581
target,Kdm4c.1,14409,0.38596397241009844,88.27145227585564
target,Nap1l3.2,14180,0.37982990691756513,88.16577516166967
target,Phf1.3,14067,0.37680305363959016,88.11296375890892
target,Mll1.3,14023,0.37562445590303356,88.09226358795874
target,Padi1.4,13993,0.3748208665371995,88.07810749486963
target,Myst1.2,13982,0.37452621710306033,88.07292264379714
target,Prmt3.4,13972,0.3742583539811157,88.06819276276747
target,Mbd1.4,13644,0.3654724435813299,87.91108142751624
target,Paxip1.4,13491,0.36137413781557626,87.83641185162261
target,Pbrm1.1,13159,0.3524810821670127,87.67121380195684
target,Prdm1.4,12556,0.3363289359137481,87.35948814622668
target,Mbd1.1,12472,0.33407888568941274,87.31481133416912
target,Mbd3.2,12252,0.32818589700662965,87.1962745847208
target,Kdm5a.2,12086,0.3237393691823478,87.10534873921621
target,Phc1.1,11801,0.31610527020692425,86.94611687973683
target,Kdm5c.2,11657,0.31224804125092076,86.86412454021794
target,Kdm6a.3,11630,0.31152481082167016,86.84861546265338
target,Kdm4c.2,11399,0.30533717270474786,86.71452234009726
target,Rbbp7.4,11271,0.3019085247438559,86.63897613220459
target,Myst3.2,11210,0.30027455969999334,86.60266099789263
target,Prmt3.1,10892,0.2917565124221523,86.40995594908873
target,Kdm5a.1,10864,0.29100649568070713,86.39270904415571
target,Prkaa2.2,10809,0.2895332485100114,86.35870144726158
target,Prkcd.3,10719,0.2871224804125092,86.30264874948311
target,Ncor1.1,10483,0.2808009107346146,86.1533221166965
target,Nap1l2.1,10416,0.2790062278175852,86.11031353579757
target,L3mbtl4.2,10228,0.27397040112502513,85.98803928229461
target,Psip1.4,9977,0.26724703676421346,85.82114350025336
target,Nsd1.1,9959,0.2667648831447131,85.80898736013685
target,Prkaa2.3,9929,0.265961293778879,85.78872731133956
target,Phip.2,9777,0.26188977432531974,85.68501209934661
target,Prdm10.2,9743,0.26097903971070785,85.66160787080152
target,Padi6.1,9702,0.2598808009107346,85.63323099087309
target,Prkcd.1,9507,0.25465747003281325,85.4966673444909
target,Kat5.4,9166,0.24552333757449943,85.25081619497232
target,Men1.4,8783,0.23526418000401794,84.96332365621312
target,Kdm5c.1,8707,0.23322842027723836,84.90475578694392
target,Nap1l3.4,8611,0.23065693430656936,84.83002411808957
target,Prdm2.4,8530,0.2284872430188174,84.76634332830797
target,Mtf2.1,8463,0.22669256010178798,84.71317887131184
target,Mta2.2,8401,0.22503180874573095,84.66360287644989
target,Kdm4d.2,8279,0.22176387865800576,84.56497475302336
target,Kdm5d.1,8111,0.21726377820933504,84.42673932055925
target,Kdm2a.2,8110,0.21723699189714055,84.42590123036824
target,Rbbp7.1,7691,0.20601352708765822,84.06814615595862
target,Prdm10.4,7643,0.20472778410232373,84.02590972482618
target,Polr2b.3,7589,0.20328132324382242,83.97810006319614
target,Rnf20.3,7429,0.19899551329270743,83.83436595587328
target,Rbbp4.1,7015,0.18790598004419742,83.44761842642365
target,Rnf217.4,6964,0.1865398781222795,83.39841729255888
target,Padi1.1,6780,0.1816111966784973,83.2178961475201
target,L3mbtl3.3,6591,0.1765485836737427,83.02730103825992
target,Phf19.1,6554,0.17555749012254737,82.98936289036222
target,Mta3.4,6364,0.17046809080559833,82.79114667013094
target,Rbbp5.3,6353,0.17017344137145918,82.77947805413577
target,Kdm5c.3,6168,0.1652179736154825,82.58040596242628
target,Phf20l1.3,5932,0.1588964039375879,82.31780126276712
target,Ncoa1.3,5913,0.158387464005893,82.29621057580692
target,Kdm4d.4,5843,0.15651242215228017,82.21608561386084
target,Prmt3.3,5829,0.15613741378155763,82.19994768625043
target,Myst4.1,5806,0.15552132860108484,82.17335588093125
target,Prdm12.4,5784,0.15493202973280654,82.14783290398657
target,Ncoa3.4,5721,0.153244492064555,82.07415725897704
target,Mll1.2,5569,0.14917297261099577,81.89310688639563
target,Mta2.1,5563,0.14901225473782895,81.88589464138064
target,Mtf2.2,5529,0.14810152012321703,81.84468516895706
target,Kdm5d.2,5249,0.14060135270876584,81.4957032642354
target,Rbbp7.2,5246,0.1405209937721824,81.49183610159082
target,Orc1.2,5218,0.1397709770307373,81.45592537354187
target,Mbd4.4,5196,0.139181678162459,81.42759176770258
target,Msl3.1,5000,0.13393156097234313,81.16976479236587
target,Mecom.3,4912,0.1315743654992299,81.05080473885963
target,Msl3.3,4881,0.13074398982120136,81.00837002180064
target,Prkaa1.3,4878,0.13066363088461797,81.00427105208067
target,Rbbp5.1,4846,0.12980646889439496,80.96020774600564
target,Phip.4,4735,0.12683318824080894,80.80513356238174
target,Nap1l2.4,4679,0.1253331547579187,80.72555201389403
target,Mtf2.4,4580,0.1226813098506663,80.58257167797022
target,Ncoa3.3,4516,0.12096698587022031,80.48851053033458
target,Rbbp5.4,4505,0.12067233643608115,80.47225660349024
target,Nap1l1.3,4504,0.1206455501238867,80.47076199486793
target,Prmt2.3,4502,0.12059197749949777,80.467771794107
target,Phf8.1,4364,0.11689546641666108,80.25997685532279
target,Mll3.2,4290,0.11491327931427041,80.14592302650611
target,Rnf217.2,4246,0.1137346815777138,80.07717609208773
target,Prdm6.1,4182,0.11202035759726779,79.97600094643919
target,Orc1.3,4119,0.11033281992901627,79.87489563107262
target,Prkaa1.2,4048,0.108430991763209,79.75917677713954
target,Mbd2.3,4036,0.10810955601687539,79.73945500047031
target,Prdm10.1,4015,0.10754704346079154,79.70479080621614
target,Kdm1b.2,3962,0.10612736891448471,79.61642500496048
target,Prdm1.2,3935,0.10540413848523404,79.57099666578297
target,Mbd4.3,3921,0.10502913011451148,79.54731648830202
target,Prdm13.1,3825,0.10245764414384251,79.38268537241102
target,Pcmt1.3,3824,0.10243085783164803,79.38093623247276
target,Mll5.2,3820,0.10232371258287017,79.37400009768696
target,Prdm15.2,3674,0.09841291100247773,79.11559251192365
target,Myst1.3,3658,0.09798433000736623,79.08672018152443
target,Kdm5c.4,3626,0.09712716801714324,79.02854420596562
target,Prdm14.2,3587,0.09608250184155896,78.95693934178534
target,Ring1.4,3560,0.09535927141230831,78.90696207824608
target,Pbrm1.4,3547,0.09501104935378021,78.88277760055385
target,Kat5.1,3535,0.0946896136074466,78.86032461886194
target,Prmt8.1,3533,0.09463604098305765,78.85662198536394
target,Kdm6a.1,3497,0.0936717337440568,78.78885770181084
target,Kdm1b.4,3494,0.09359137480747338,78.78321009209715
target,Ppargc1a.2,3477,0.09313600750016741,78.75100156422732
target,Kat5.3,3406,0.09123417933436015,78.61471902373228
target,Pcgf6.4,3404,0.0911806067099712,78.61081041379181
target,Prdm8.2,3397,0.09099310252460993,78.59725802148216
target,Pcgf1.1,3385,0.0906716667782763,78.57385955048
target,Prmt6.3,3360,0.09000200897341458,78.52499199379992
target,Prdm12.1,3339,0.08943949641733075,78.48359864681638
target,Phf2.2,3335,0.08933235116855287,78.4757036876531
target,Kdm4a.1,3302,0.08844840286613541,78.41013161406704
target,Prdm1.3,3298,0.08834125761735753,78.40215247049362
target,Morf4l1.4,3266,0.08748409562713454,78.33791115698781
target,Phf2.3,3254,0.08716265988080091,78.31361909542349
target,Paxip1.1,3239,0.08676086519788388,78.28317171129177
target,Kdm6a.2,3153,0.08445724234915958,78.10611645968282
target,Kdm5a.4,3152,0.08443045603696511,78.10401363271305
target,Rnf40.3,3032,0.08121609857362888,77.84902385441673
target,Pcgf1.4,2959,0.07926069778343267,77.6891154199134
target,Prmt7.3,2896,0.07757316011518113,77.54816753833819
target,Kdm5d.3,2895,0.07754637380298667,77.54588819799962
target,Kdm3a.1,2864,0.07671599812495815,77.4753653677525
target,Ncoa1.1,2861,0.07663563918837474,77.46853808575999
target,Kdm5b.4,2848,0.07628741712984664,77.43876068556449
target,Nsd1.4,2808,0.0752159646420679,77.3462184961493
target,Padi4.4,2789,0.07470702471037301,77.3019282611649
target,Ncor2.1,2778,0.07441237527623384,77.27607769528821
target,L3mbtl4.4,2590,0.06937654858367374,76.81917285011122
target,Psip1.3,2589,0.06934976227147928,76.81663988106293
target,Rnf2.1,2576,0.06900154021295118,76.78390926684119
target,Kdm3b.2,2575,0.0689747539007567,76.78136332480915
target,Kdm1a.3,2524,0.06760865197883881,76.65131560731416
target,Prkaa2.1,2480,0.0664300542422822,76.53716271033194
target,Rbbp5.2,2478,0.06637648161789325,76.53188432154727
target,Nap1l1.1,2467,0.0660818321837541,76.50297708696955
target,Pcmt1.1,2445,0.06549253331547579,76.44489537712109
target,Kdm4a.4,2424,0.06493002075939194,76.38901599553424
target,Prmt1.2,2393,0.06409964508136343,76.30555050099807
target,Mecom.4,2388,0.06396571352039107,76.29199634419737
target,Parp1.1,2370,0.06348355990089065,76.24302009099192
target,Mll2.1,2306,0.06176923592044466,76.06598133648231
target,Padi4.2,2274,0.060912073930221654,75.97572368221309
target,Myst4.3,2274,0.060912073930221654,75.97572368221309
target,Prdm11.3,2271,0.06083171499363825,75.96713132706603
target,Kdm2a.1,2247,0.06018884350097101,75.89853910062496
target,Mbd4.2,2243,0.06008169825219313,75.88705812117567
target,Kdm6b.2,2231,0.05976026250585951,75.8524996346802
target,Prkaa1.1,2192,0.058715596330275226,75.73877667686178
target,Pcgf1.2,2184,0.05850130583271947,75.71525384760558
target,Mll3.3,2184,0.05850130583271947,75.71525384760558
target,Mbd2.4,2174,0.058233442710774797,75.68568122779219
target,L3mbtl3.2,2173,0.058206656398580324,75.68269484219311
target,Myst1.4,2162,0.05791200696444117,75.65009182298024
target,Prkcd.2,2115,0.056653050291301146,75.50869663719776
target,Kdm2b.3,2068,0.055394093618161125,75.36432487288263
target,Padi4.1,2064,0.05528694836938325,75.35179754001545
target,Pcgf6.2,2025,0.054242282193798966,75.22950404550708
target,Phc1.3,2020,0.054108350632826624,75.21364804467738
target,Kdm5b.2,1952,0.05228688140360276,74.99432674726056
target,Prdm5.2,1941,0.0519922319694636,74.95826842483531
target,Mta2.4,1928,0.05164400991093551,74.91533984247135
target,Kdm3b.4,1918,0.05137614678899083,74.88209513465524
target,Polr2b.2,1908,0.05110828366704614,74.84868785027253
target,Kdm2a.3,1904,0.05100113841826826,74.83530409254044
target,Mecom.1,1869,0.05006361749146186,74.71684068593198
target,Padi6.3,1854,0.04966182280854483,74.66543445310123
target,Phf20.2,1846,0.049447532310989084,74.63791014731682
target,Prmt6.2,1807,0.04840286613540481,74.50188488734193
target,Prmt1.3,1793,0.04802785776468225,74.45240250582812
