type,shRNA,count,pctg
target,Mll5.1,172162,4.4603969489539725
target,Rbbp7.3,147515,3.8218390581251676
target,Psip1.2,83883,2.1732523859452497
target,Kat5.2,60640,1.5710695216399024
target,Pbrm1.2,59321,1.5368966868931504
target,Kat2b.2,58015,1.5030606579475418
target,Mta2.2,50996,1.321211433468807
target,Prmt8.4,50954,1.3201232916497292
target,Morf4l1.2,50660,1.3125062989161849
target,Mll2.2,48578,1.258565554456187
target,L3mbtl1.3,46506,1.2048838913816835
target,Mbd1.1,44997,1.1657885103105325
target,Prmt5.3,43677,1.131589767425231
target,Phf20.2,41417,1.0730373743034272
target,Prmt3.2,36699,0.9508027766270246
target,Nap1l1.4,33173,0.859450680101591
target,Prmt5.2,31624,0.8193189734884609
target,Kdm5c.2,31102,0.8057949251656373
target,Phf20.3,29565,0.7659741162151007
target,Mll1.2,28369,0.7349879825099338
target,Kdm5a.2,28334,0.7340811976607023
target,Mbd4.1,26697,0.6916695748552188
target,Phf20l1.4,26542,0.6876538133800508
target,Rbbp4.3,26458,0.6854775297418954
target,Prdm8.2,26429,0.6847261937239607
target,Prdm8.1,26423,0.6845707448926639
target,Myst4.3,25146,0.6514860519649899
target,Pcgf6.3,24615,0.6377288303952209
target,Mtf2.1,23878,0.618634532284261
target,Phc1.2,23307,0.6038409851725132
target,Nap1l3.3,23271,0.6029082921847323
target,Mbd2.3,22739,0.5891251624764139
target,Psip1.1,22197,0.5750829513826008
target,Mta3.1,20698,0.5362466516969442
target,Kdm5d.1,20065,0.5198467999951293
target,Kdm4c.4,20031,0.5189659232844474
target,Prmt1.4,19309,0.5002602472517295
target,L3mbtl3.1,18590,0.48163229563466003
target,Kdm1a.2,18281,0.47362668082287357
target,Prdm9.4,17916,0.4641702102523168
target,Ncor1.4,17829,0.46191620219851287
target,Myst3.2,17775,0.46051716271684145
target,Psip1.4,17772,0.460439438301193
target,Prdm4.2,17689,0.45828906280158693
target,Mecom.2,17546,0.45458419898901264
target,Nap1l3.2,17199,0.4455940749123463
target,Men1.4,17153,0.4444023005390706
target,Prdm1.2,16884,0.43743301126926304
target,Prmt2.4,16875,0.43719983802231777
target,Prmt3.4,16827,0.43595624737194316
target,Mta1.4,16703,0.4327436381918088
target,Phf19.1,16635,0.43098188477044486
target,Polr2b.1,16049,0.415799715580455
target,Kdm5b.2,15675,0.40611007176295294
target,Phf1.3,15571,0.403415625353808
target,Ncoa1.2,15493,0.4013947905469493
target,Kat2a.3,15177,0.3932078187653166
target,Jmjd5.3,15165,0.39289692110272295
target,Phip.1,15144,0.39235285019318406
target,Prmt2.3,14956,0.3874821201458835
target,Ring1.4,14770,0.382663206375682
target,L3mbtl3.4,14724,0.38147143200240635
target,Myst3.3,14568,0.3774297623886889
