,,Experiment: 10 U panel 1,Analysis: Analysis 2,User: Admin,Plate: 10,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:16:23 AM,,,,,,,,,,,,,,,,,,,,,,,,
C07,Mtf2.2,C07,Sample,98.01980198,63.83886256,63.68715084,50,24.21800948,31.65735568,9736.266869,1203.769152,1252.983594,375.2026669,100.5180321,170.1035534,96.24061394,378.6050548,220.1920437,20.95709571,25.87677725,36.4990689,1846.388283,2196.820465,1223.342456,920.4049477,358.1140435,277.6599092,13600,9641,3030,2110,537,6681
C08,Mll3.2,C08,Sample,98.75827815,79.72881356,65.40880503,54.26324503,40.6779661,22.48427673,10085.7567,2820.285545,1390.843437,357.8652705,211.4585457,95.1696457,200.2561172,334.9751232,450.4093746,24.83443709,42.71186441,48.27044025,1710.325994,1574.779209,1629.182223,1642.547139,757.30193,413.5045742,15591,9924,2416,1475,636,7660
C09,Myst4.1,C09,Sample,98.7699877,69.75308642,64.85013624,49.56949569,30.24691358,24.93188011,9734.912417,1424.981332,1199.294048,257.0134411,98.28893405,72.79169528,128.7992354,300.8952744,578.3072027,27.0602706,39.81481481,38.82833787,1891.259881,1520.27661,1402.662037,1507.207088,484.1646182,278.8727052,10348,7104,813,648,734,5191
C10,Mta3.2,C10,Sample,98.84805266,70.11007621,67.83042394,53.09928689,33.86960203,23.94014963,10073.75123,1656.659441,1578.640904,364.8657766,145.5114234,79.9095165,166.1651022,569.8655269,451.6494238,29.40208448,37.59525826,39.40149626,2174.045938,1634.414025,1531.007602,1304.508636,489.6605256,305.4558362,12750,8585,1823,1181,802,6354
C11,Mta1.1,C11,Sample,58.42992624,28.81906826,62.88416076,52.71338251,39.95124594,28.36879433,537.3435858,170.3833053,1303.331983,390.3538621,225.4017185,134.2230148,547.864117,2254.473876,251.0927665,46.86512118,44.28494041,43.02600473,1941.315407,2545.741573,1368.209765,1083.266218,392.3276993,324.0016242,18929,12776,3796,3692,423,5147
D02,Mll2.2,D02,Sample,72.72727273,45.83333333,73.15151515,60.60606061,47.91666667,37.63636364,1798.90346,275.0245644,2023.616028,652.7589654,369.8677034,207.1314223,430.1867535,1250.649368,311.6719792,48.48484848,62.5,48.78787879,2158.457765,2576.194144,1714.927835,1244.424723,521.8145822,473.220107,11127,7502,33,48,1650,5274
D03,Myst4.2,D03,Sample,97.46300211,73.37909992,71.25110914,67.93516561,48.81769641,36.46850044,9192.66956,2260.258346,1931.732036,878.4544881,402.6353109,178.8229649,196.1014069,519.5204409,318.1243522,47.35729387,53.62318841,45.78527063,2107.848829,2078.508312,1732.929188,1863.962251,590.3108053,379.1749299,13404,8738,1419,1311,1127,6202
D04,Mta3.3,D04,Sample,86.36363636,85.71428571,72.7337616,54.54545455,50,39.90007138,3106.112894,2827.368128,1991.655221,333.8326808,514.6252794,202.0560631,916.423688,133.3691749,328.1214692,50,75,52.49821556,2110.03319,2090.288084,1678.00025,417.7259881,617.349522,403.8143259,16796,11170,22,28,2802,8253
D05,Morf4l1.1,D05,Sample,98.85518031,73.43684431,75.75392039,52.2037779,39.99160722,44.51145959,11419.98481,2318.605238,2109.018269,359.5646299,234.8015884,280.4602169,199.8035151,342.1560421,216.7727876,36.92043503,45.27906001,45.1145959,2046.155168,1670.848112,1449.093493,1385.497435,467.7395689,343.9642671,13590,8981,1747,2383,829,6454
D06,Mll5.2,D06,Sample,97.97525309,71.04018913,68.44850065,61.58605174,42.37588652,37.54889179,8381.202906,1922.661047,1564.332165,683.42773,286.3858011,231.9959333,181.6879479,307.002278,182.4928862,39.53880765,47.16312057,43.15514993,1875.056923,1607.452791,1206.360257,1369.337588,540.2032883,310.7182555,13135,8611,1778,1692,767,5987
D07,Myst4.3,D07,Sample,98.11709326,71.24183007,75.07886435,70.55016181,47.23707665,42.9022082,8121.882199,1800.822665,2338.681468,1005.578357,344.0148203,292.8337779,248.8377103,525.2262065,165.0959643,42.7184466,45.15745692,45.74132492,2348.797564,1906.484057,1320.538309,1505.336913,556.4897507,410.4585152,16227,10776,3399,3366,317,7788
D08,Myst1.2,D08,Sample,97.28860294,70.93443469,72.30046948,65.39522059,41.45585958,39.90610329,8172.34755,1749.659464,1854.210336,678.1047277,241.4909767,238.5630424,303.2885433,445.0861121,209.5688812,33.82352941,45.63758389,44.01408451,1892.928892,1633.045069,1338.409253,1427.557462,607.6576375,409.2257691,14947,10100,2176,1937,852,7414
D09,Msl3.2,D09,Sample,97.99107143,70.05882353,72.79693487,50.04464286,30.11764706,36.20689655,8174.958489,1510.77047,1768.931274,302.1740296,155.2317109,201.0877668,283.5326796,1145.748488,443.4065265,34.46428571,39.70588235,46.16858238,2652.995846,2410.66049,1626.413056,1368.097676,653.4067998,355.9486551,13303,8607,2240,1700,522,6337
D10,Mll1.3,D10,Sample,97.83263095,63.97163121,68.98584906,61.77001806,35.81560284,41.50943396,9165.510904,1269.983414,1670.994924,590.5426887,178.6679195,258.8879476,396.2313011,917.2877646,325.4156915,27.15231788,33.61702128,35.14150943,2779.661876,2376.726848,1523.550273,1600.363025,609.4505694,442.6515058,13147,8958,1661,1410,848,6638
D11,Nap1l1.2,D11,Sample,98.2791587,54.29769392,66.05981795,64.62715105,36.05870021,36.41092328,11306.14235,646.1190434,1594.350878,657.7231212,231.0216245,198.6562655,137.2365353,433.2278191,252.2087674,29.44550669,37.63102725,38.62158648,2127.755311,1616.439876,1362.946729,1439.987366,389.8251864,285.1974025,11487,8202,1046,954,769,5759
E02,Mta1.2,E02,Sample,98.58184765,68.01444043,73.14126394,70.82658023,43.64620939,40.7063197,10430.60911,1533.949864,2141.695165,1010.199729,292.4800932,223.1429651,258.8194337,529.6643071,226.4565987,33.67098865,38.05054152,44.51672862,2017.921553,1553.146298,1446.999069,1394.891827,459.8302236,407.4564173,17438,12018,2468,2770,1076,8648
E03,Mta2.2,E03,Sample,98.62288136,66.80223691,69.44444444,47.13983051,30.70665989,40.74074074,10125.2317,1471.718033,1718.112211,280.1745423,142.6236819,269.6942848,146.7938137,462.9348003,165.6710669,41.73728814,49.51703101,45.57613169,1976.390401,1758.594551,1380.64848,1301.890689,463.9400922,303.0038095,15982,11440,2832,1967,972,8475
E04,Mll1.4,E04,Sample,98.95517358,72.494013,76.61016949,70.50893158,47.1775573,43.22033898,10650.14933,1946.660371,2324.961962,902.2714238,359.8931077,281.6429694,198.2620608,332.6987003,297.4001308,36.97337378,47.79336298,46.44067797,2412.705368,1802.608509,1590.250875,1619.954843,513.8846333,398.9128926,16077,10768,2967,2923,590,7963
E05,Myst2.3,E05,Sample,98.8315482,75.50578035,70.40557668,65.23855891,46.0982659,35.80481622,10067.66708,2716.561502,1745.511119,771.2003217,332.2662691,196.1994772,115.7629167,195.4190989,198.7165423,33.39824732,47.10982659,43.59949303,2018.583765,1618.581688,1370.486403,1502.063185,422.7165808,284.5840084,14929,10019,1027,1384,1578,7159
E06,Mtf2.3,E06,Sample,99.1904559,78.47503374,66.66666667,68.25734981,52.59784076,37.26937269,10902.24878,2952.699504,1761.561742,784.7989996,432.3175773,202.7085964,114.0451783,184.6690413,210.3739666,39.88069876,46.7611336,48.46248462,1828.560546,1638.564608,1318.613761,1549.302792,466.1177566,269.5626439,15965,10736,2347,2964,813,7819
E07,Morf4l1.2,E07,Sample,98.06157355,66.90105475,68.3655536,70.12542759,46.20793571,38.66432337,8591.454846,1760.155643,1727.948702,850.6543216,324.4018838,218.903405,157.1037428,302.2099297,190.2378175,43.78563284,49.87443496,44.99121265,1817.111159,1718.708522,1328.636984,1553.836435,501.0456332,315.5686029,14179,9466,1754,1991,1138,6610
E08,Mll2.3,E08,Sample,98.36531628,63.23278315,69.5412844,72.77896233,40.35287422,37.52293578,8991.286293,1274.450386,1733.204353,1102.151026,259.5850096,197.198701,140.2470421,373.6401543,175.0747149,32.69367448,42.80022766,42.8440367,2069.940158,1490.13424,1160.079326,873.0134365,349.8710461,304.1999804,14319,9488,1407,1757,1090,6421
E09,Myst3.3,E09,Sample,95.38461538,63.59832636,66.42335766,64.75524476,39.05160391,36.67883212,6614.604405,1123.233859,1407.253478,779.3056135,220.0994569,197.001746,348.2783233,487.7287099,185.2566485,27.76223776,38.70292887,39.41605839,2045.761987,1654.921859,1198.210238,1403.494534,500.3043273,274.4393087,10087,6991,1430,1434,548,4715
E10,Myst1.3,E10,Sample,98.97750511,71.77419355,68.78980892,59.61145194,40.22177419,31.63481953,10152.81175,1968.785558,1674.999224,406.7107544,227.5300392,144.9116651,105.0427326,230.6192787,261.4652271,33.74233129,44.25403226,45.22292994,1751.66744,1338.389005,1279.949707,1230.906356,460.2487403,378.3749867,7133,4861,978,992,471,3572
E11,Msl3.3,E11,Sample,98.63579992,74.84018265,71.05263158,47.74700289,29.36073059,31.17408907,11079.07262,2351.640722,1615.761771,257.1007211,140.687693,141.136961,89.99626033,166.9409154,268.2161284,27.78007441,34.93150685,50.4048583,1365.303017,1510.954742,1476.66954,1186.654209,422.1737459,357.911201,11954,8399,2419,2190,494,5824
F02,Mll3.3,F02,Sample,99.11006175,66.27740705,73.46938776,61.96876135,29.81410867,38.40445269,11519.38326,1380.388876,2128.634512,557.711574,137.4156045,185.6347786,165.0096632,566.7812861,217.4300752,25.84453324,34.43755958,41.00185529,2536.676513,1995.666178,1314.773141,1293.221834,349.8969402,236.5160554,20795,14854,5506,4196,539,10827
F03,Nap1l1.3,F03,Sample,99.25999013,74.94181536,68.36581709,61.6674889,32.77734678,29.08545727,12532.12879,2478.734644,1622.900791,608.5181573,169.6067089,132.8984341,122.4486658,368.7086125,269.2480442,34.08978786,46.31497285,41.07946027,1823.239158,1392.557635,1340.392881,1223.727062,475.2791477,313.2613763,17420,11815,2027,2578,1334,8613
F04,Mtf2.4,F04,Sample,99.16743756,70.24561404,62.35884567,60.46870182,38.10526316,22.83563363,12275.20187,1716.820153,1228.509079,512.7700939,202.5466392,96.55141467,104.1370602,257.4116795,389.3616946,25.43940796,35.92982456,45.42032622,1831.530376,1460.535177,1304.244567,1394.049436,362.7456059,261.9840551,17786,12151,3243,2850,797,8764
F05,Morf4l1.3,F05,Sample,96.49122807,66.66666667,68.31827456,57.89473684,30.55555556,27.07665404,9372.784259,1333.782207,1535.325071,412.4844529,84.21829141,105.6569851,140.4004613,247.3662162,372.5443115,47.36842105,52.77777778,43.98134655,2198.222039,1836.897633,1655.774732,1058.71504,324.9917166,371.2223961,18498,12694,57,36,3431,9175
F06,Mll5.3,F06,Sample,98.67037724,66.90879742,69.62864721,68.05813234,52.74414851,29.17771883,9650.117682,1517.288613,1713.677635,885.1686957,457.9628618,128.5493443,218.4207654,554.7798254,343.7555917,40.56895485,54.64083939,46.08753316,2073.717829,1914.676044,1498.328345,1213.678637,538.0220198,327.6065485,18951,13351,3234,2478,1508,9736
F07,Myst2.4,F07,Sample,98.24561404,67.05246914,65.08313539,60.01846722,32.09876543,24.82185273,10632.97605,1493.987952,1231.30419,532.7732575,144.725448,85.9654301,115.3374268,288.4748516,305.8436671,27.88550323,44.29012346,47.86223278,2090.797386,1478.14295,1428.582548,1204.349199,377.8465688,273.2731318,9655,6251,1083,1296,842,4354
F08,Mta2.3,F08,Sample,98.38492598,57.68025078,68.72294372,65.00672948,30.3030303,26.40692641,10555.60068,832.9072259,1568.230204,637.4052671,150.1574013,123.6188712,259.985184,779.314198,272.0555845,34.05114401,44.61859979,47.94372294,2058.050188,1805.261902,1271.838434,1261.54587,467.3373106,333.239855,9889,6959,743,957,924,5079
F09,Mta1.3,F09,Sample,98.55643045,65.12226512,65.97164304,53.80577428,28.05662806,25.43786489,10785.54891,1375.563665,1501.751808,306.6496366,105.2787894,98.1728833,203.3622323,558.8507109,455.6343732,30.97112861,40.15444015,42.78565471,1963.090744,1576.270895,1393.174315,1394.073878,447.4811771,260.3612031,11253,7691,762,777,1199,5702
F10,Mll5.4,F10,Sample,99.20634921,72.3313687,70.24128686,60.20723104,36.64047151,27.88203753,12942.31502,1920.747325,1529.153676,582.1477894,194.4102606,96.80273131,132.0568155,392.6267582,291.8735326,26.14638448,40.5697446,43.43163539,2650.610217,1967.599749,1203.934182,837.8689238,429.7653315,316.9066778,17512,11876,4536,3054,373,8715
F11,Myst3.4,F11,Sample,97.97717842,59.90566038,58.82978723,51.76348548,32.31132075,22.76595745,9207.472568,1041.28737,1179.772535,314.2173111,134.0222392,106.0243705,155.0495554,365.2958724,211.0687274,42.53112033,47.58254717,45.74468085,1921.257594,1346.157867,1005.980285,1220.411883,407.3776484,264.6697448,14321,9967,1928,1696,940,6916
G02,Myst1.4,G02,Sample,98.7654321,61.89320388,61.47126437,58.67828613,38.10679612,28.45977011,10819.46406,1233.100405,1141.731268,498.873569,204.289718,138.9297499,119.9155935,277.2302797,236.0953697,39.57879448,46.11650485,47.35632184,1964.090918,1344.279045,1164.796805,1270.139135,346.4534986,249.4167181,19270,13299,1377,2472,2175,8994
G03,Mta1.4,G03,Sample,92.59818731,40.66797642,61.0548748,44.86404834,19.96070727,29.08897176,6103.784567,304.6628834,1133.458599,204.2177074,78.12361941,144.3927803,300.7076671,806.05073,213.9079825,45.31722054,48.48722986,47.362813,2064.308734,1918.981475,1152.741253,1086.277411,331.0780579,263.1115283,19873,14049,1986,2545,1877,8854
G04,Mll2.4,G04,Sample,98.88505442,68.88959796,67.13709677,56.17202018,31.46139119,28.42741935,9836.155607,1565.186129,1538.126799,431.822135,146.4806122,121.3730341,163.086589,362.3437908,271.6088375,37.40376958,49.07466496,50.40322581,1915.606499,1603.329376,1230.00826,1672.568663,598.748609,364.3967553,16877,11898,3767,3134,496,8653
G05,Nap1l1.4,G05,Sample,98.66156788,65.56377884,66.47196262,62.63862333,37.96255986,30.02336449,9226.576254,1272.283754,1615.78723,652.1875939,212.2339633,177.1923015,248.806161,451.4892079,280.9083314,35.37284895,48.41097083,51.98598131,1920.495327,1437.354967,1264.714287,1443.744132,392.725098,322.6176726,14856,10764,2615,2297,856,7717
G06,Myst4.4,G06,Sample,98.78808864,66.87898089,56.68316832,39.85457064,27.7866242,22.09158416,10444.26962,1345.350231,919.9518914,138.2955042,115.512191,92.56424108,137.5222903,283.0691671,246.2897612,29.84764543,49.16401274,48.32920792,1684.633163,1391.900796,1145.016765,1198.5124,404.085789,228.5823716,21682,15308,2888,2512,1616,10888
G07,Morf4l1.4,G07,Sample,99.29789368,63.21393998,63.35616438,51.7552658,24.97579864,19.17808219,11878.82603,1091.116654,1170.291601,428.8919915,146.9943537,97.71350365,159.2678488,332.0724419,485.07016,25.37612839,35.91481123,47.26027397,1902.087855,1489.057916,1456.506223,1285.792762,385.6782027,343.3703691,5719,4188,997,1033,292,2778
G08,Mll3.4,G08,Sample,99.09407666,58.41654779,55.57620818,47.66550523,20.39942939,9.851301115,11616.45404,1042.191751,821.9718896,258.5228899,70.36429935,32.64358491,69.90871637,195.9195279,520.795536,20.90592334,28.60199715,41.07806691,1631.381553,1261.582675,1258.871506,778.5722774,254.6481716,236.6074165,7895,5831,1435,1402,538,3795
G09,Mta3.4,G09,Sample,98.94179894,65.29899607,59.03448276,42.10128496,32.08206024,13.79310345,12372.77951,1356.428598,1077.023509,179.2896933,157.5351828,63.87697538,144.0803705,260.1739992,536.1753237,29.21390779,48.23221301,44.68965517,1897.493466,1390.770373,1185.37635,1276.738945,396.4323049,290.8202003,15473,10436,2646,2291,725,7269
G10,Msl3.4,G10,Sample,98.80952381,66.82080925,66.84491979,51.19047619,34.33526012,25.53475936,11047.62032,1228.429991,1418.242599,316.0936956,144.975572,98.67831022,148.0387258,478.9852592,362.3477215,31.18131868,44.33526012,48.39572193,1704.882863,1399.104042,1292.904636,1298.230953,444.0516647,308.314178,11895,8440,2184,1730,748,6037
G11,Mta2.4,G11,Sample,95.93339737,61.28170895,58.74233129,62.08773615,39.78638184,20.39877301,6180.784883,994.6302303,1139.239695,612.5323209,233.6964073,82.50499654,169.5698199,337.3577448,423.4860899,43.19564521,44.49265688,43.71165644,1654.119218,1285.864242,1217.958701,1371.875577,399.4458479,268.6453964,17376,11923,3123,2996,652,7872
