Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
B02,Kdm5b.1,96.32829374,61.12311015,6909.671165,608.8143108,156.7685253,43.08855292,1992.746473,1198.393037
B03,L3mbtl4.1,98.13253012,44.63855422,8424.248524,230.3067949,143.0221837,37.59036145,1403.136389,1297.437981
B04,Mbd1.1,97.50933998,63.69863014,8421.215716,638.3928612,253.7634626,44.76961395,2014.273284,1516.296488
B05,L3mbtl3.1,98.16513761,62.75229358,9359.87877,595.2634771,203.6835719,30.4587156,2290.169497,1272.030145
B06,Kdm5d.1,99.03209373,60.82526745,11493.59392,497.6313466,154.1542432,29.54661233,2367.435208,1129.677671
B07,Men1.1,98.25211864,55.77330508,10881.2638,435.5183804,181.5849103,35.06355932,2718.820918,1138.877635
B08,Mbd3.1,96.93627451,57.84313725,7697.754619,492.0383221,245.8118295,47.42647059,2078.051035,1099.242751
B09,L3mbtl1.1,98.16819317,52.45628643,10364.24308,317.1550345,203.1845773,32.47293922,2231.472127,1183.451316
B10,Kdm5c.1,99.68513854,60.89420655,11684.28837,498.766726,188.8551285,36.2720403,2376.379873,1552.207845
B11,Mbd4.1,98.47670251,53.31541219,9295.033769,385.6163412,126.6279703,35.75268817,1791.311837,1226.53892
C02,Mbd3.2,97.81420765,52.33291299,8688.313176,355.4435167,145.3484819,36.52795292,1924.362716,968.8894723
C03,Kdm6a.1,97.30909091,37.63636364,8437.77018,122.8921713,121.5534499,32.69090909,1652.998918,1204.898778
C04,Kdm5b.2,97.52066116,55.94405594,8092.72533,410.2320484,163.9980787,23.96694215,1865.094134,1169.285488
C05,Mbd4.2,99.04648391,51.0727056,10012.90402,330.5026304,168.7664656,34.32657926,1806.625836,949.9924608
C06,Mbd2.1,97.2972973,51.35135135,7361.802708,378.7726593,436.36733,51.35135135,1597.766345,1015.735634
C07,Mbd1.2,98.59002169,59.54446855,9308.500463,575.8615286,109.3734382,33.73101952,1972.819876,916.0632907
C08,Kdm5d.2,97.42647059,50.91911765,8574.600145,317.3239529,199.6395432,31.98529412,1925.077806,1013.313137
C09,Mecom.1,97.57688723,52.56290774,7769.519418,402.4199065,330.4296686,31.50046598,2259.100588,1194.381642
C10,L3mbtl4.2,98.19403612,51.82696346,9442.580328,301.8313447,181.0621112,32.21335573,2086.575581,1181.542063
C11,L3mbtl2.1,97.55877034,51.44665461,8069.416139,368.0794548,131.569788,31.37432188,1841.497555,1152.649651
D02,Kdm5c.2,99.22367783,59.87384765,11767.14957,518.8938177,161.221433,19.16545366,2353.464856,1163.419283
D03,Mecom.2,98.29457364,63.41085271,8757.164713,582.6066922,258.7586079,46.20155039,2073.14554,1279.435977
D04,L3mbtl4.3,98.91994917,61.88055909,9629.36065,633.4583234,175.0280509,44.72681067,2138.268868,1511.325697
D05,Kdm6b.1,96.90909091,68.72727273,6999.26713,832.364406,241.3406719,32.72727273,1930.691924,1210.897086
D06,Kdm6a.2,96.46017699,69.1069992,6838.046521,871.6975979,219.8784884,43.04102977,1843.171118,1189.079287
D07,Mecom.3,98.47856155,55.87828492,9415.559673,455.3807846,161.7889862,37.94375288,2078.443227,1429.3069
D08,Mbd2.2,95.00870575,69.52988973,6554.426378,964.9982438,216.6289061,27.5101567,2159.404644,967.8563888
D09,L3mbtl1.2,97.61399788,55.24920467,8639.703282,386.4715532,233.593765,39.4485684,1945.683752,1339.545883
D10,Kdm5b.3,97.96782388,60.96528366,8763.005552,597.3210287,331.4468641,39.37341236,1484.014716,1185.698223
D11,Men1.2,98.11320755,54.71698113,7162.006146,591.3057045,565.4849337,41.50943396,2014.833555,986.9697657
E02,L3mbtl2.2,100,61.53846154,7892.906511,332.0911142,215.0013462,38.46153846,2108.408158,1545.293081
E03,L3mbtl3.2,98.62617498,64.28054953,10986.86302,706.8695338,198.3094087,35.93637021,2088.912095,1335.073733
