Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
E04,Kdm5b.4,98.82289995,57.51738898,10905.05858,452.2493885,209.0034267,36.16907437,2055.604731,1255.400679
E05,Mbd3.3,99.1290578,71.49643705,13145.33058,962.7740177,134.8002821,44.57640538,2453.893162,1454.80241
E06,Mbd1.3,97.66233766,61.16883117,8542.925364,613.4211333,203.1105869,39.35064935,1880.829561,1340.591624
E07,Kdm6b.2,99.28716904,66.44602851,12316.92636,801.0292813,298.0316848,34.16496945,1832.153464,767.5791892
E08,Kdm5c.3,98.83198562,66.39712489,10494.75883,691.0481944,198.7618832,42.58760108,2132.214027,1431.314765
E09,Mbd4.3,98.202138,62.39067055,9866.618797,604.954182,178.1846234,36.54033042,2071.484325,1252.014932
E10,Mbd2.3,95.85097375,64.09822185,6366.447233,796.9765341,194.602817,24.51312447,2220.722248,686.4952721
E11,L3mbtl1.3,97.75956284,53.06010929,8398.266079,393.3924351,172.425416,37.75956284,1683.155402,934.4299996
F02,Kdm5d.3,99.20042644,45.25586354,9944.597685,220.2399664,130.6827924,33.15565032,1692.366153,1102.28708
F03,Men1.3,97.82487451,44.61795873,9466.941251,218.7029775,183.8972536,29.22476297,2224.86843,1354.485542
F04,Mbd1.4,98.87976102,50.52277819,10265.06638,341.8704284,151.8184043,26.28827483,2001.755562,1155.327114
F05,Kdm6b.3,98.73333333,59.6,10593.69461,455.8959985,158.9836366,32.66666667,1950.943405,1469.887117
F06,Kdm6a.3,94.85834208,56.92549843,6493.814382,436.197489,210.1127956,33.78803778,1825.16281,1167.521791
F07,Mbd3.4,98.07576669,54.23932652,9120.391061,394.1068355,324.8682714,38.30426939,1876.236081,1313.14443
F08,L3mbtl3.3,95.00683995,49.24760602,8664.888731,266.7892051,204.8298252,24.21340629,1475.475458,1004.794061
F09,L3mbtl2.3,97.63313609,55.48980934,8357.103351,434.7679597,209.828442,27.31755424,2211.030379,1358.458766
F10,Kdm6a.4,98.03921569,55.88235294,9120.021579,432.36386,182.3575069,32.77310924,1878.065742,1272.654647
F11,Mbd4.4,97.16479622,46.07206143,9553.872361,262.4852293,189.6681157,41.2285883,1798.979039,880.3875945
G02,Mbd2.4,97.27626459,52.91828794,9146.906996,381.0216405,164.507171,30.27237354,1803.443479,910.3671399
G03,L3mbtl2.4,98.06512506,59.13166588,8914.428761,529.0934414,268.3606666,27.27701746,2493.160736,1269.392889
G04,Kdm5c.4,98.15261044,38.15261044,9751.725827,160.8628431,303.7669448,27.46987952,2705.795188,866.3340461
G05,Men1.4,98.45181675,47.61453397,10664.82592,281.8323418,136.0246199,23.9178515,2141.103359,1084.909358
G06,Mecom.4,98.982706,49.1353001,13413.10614,275.5544712,88.44757793,25.33062055,1956.847173,1139.077212
G07,Kdm6b.4,98.53658537,55.93495935,11817.31045,481.6267846,197.1373379,38.21138211,2061.590091,1076.279546
G08,Kdm5d.4,98.79067089,54.16066801,10554.22751,425.7145184,174.4897094,28.59199539,1837.497571,1014.984786
G09,L3mbtl4.4,98.61291721,53.61941916,9985.362285,411.4909467,153.489061,31.68617252,2243.378994,1032.072007
G10,L3mbtl1.4,98.86363636,60.36931818,9280.408955,567.9542843,233.7161644,33.59375,2100.480207,1225.503964
G11,L3mbtl3.4,97.94642857,43.92857143,9263.906068,226.750922,175.5750164,22.94642857,1799.586393,952.9616224
