,,Experiment: 10 U panel 1,Analysis: Analysis 2,User: Admin,Plate: 12,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:15:10 AM,,,,,,,,,,,,,,,,,,,,,,,,
C08,Pcgf6.2,C08,Sample,96.06634063,59.9726776,55.00982318,42.93004465,26.18397086,30.25540275,5716.989553,1054.811413,896.2394001,233.05205,123.3994245,113.3247415,223.6345482,506.547226,143.166746,23.49564108,24.86338798,33.98821218,2160.710984,1571.843282,880.5759044,818.3430527,437.3949861,285.7514033,19297,13319,4703,2196,509,8941
C09,Ppargc1a.1,C09,Sample,97.75805698,63.27272727,56.06595995,50.2568893,34.3030303,29.56419317,8234.054785,1408.004203,909.2339485,321.2956459,155.4706316,137.1578252,204.1203197,631.8570668,340.3938134,25.40868753,34.18181818,31.91990577,1781.173908,1188.426727,1212.266234,1093.688448,407.720105,258.7893891,17430,10905,2141,1650,849,8031
C10,Phf20.2,C10,Sample,96.81892333,56.10417797,51.39784946,52.28384992,30.00542594,27.6344086,7089.067771,891.9318232,772.3211461,358.7910043,137.3964311,123.5208208,241.6998922,621.6948253,272.8346008,28.14029364,27.29245795,30,1773.676744,774.2020881,877.3522289,970.0127617,294.7359262,231.390507,19401,12959,2452,1843,930,9046
C11,Phf19.1,C11,Sample,98.1521272,57.25490196,54.05156538,48.81822089,34.11764706,33.2412523,8622.212116,1051.32719,948.6552004,276.8764986,167.1833246,160.2439566,252.5830088,548.5661637,342.6527262,20.88525999,28.49673203,29.92633517,2303.984947,1396.500041,1313.661561,1264.037654,357.6364413,280.6914164,17670,11813,2327,1530,1086,8633
D02,Pcgf5.2,D02,Sample,98.16326531,69.15422886,68.54724965,51.36054422,37.41293532,39.21015515,6906.022081,1597.662376,1443.699266,384.8615807,196.921226,193.432562,157.7869523,216.913115,119.8140765,42.58503401,43.38308458,42.17207334,1970.116112,1877.870638,1177.655205,1321.48885,574.5131198,350.049317,13044,9445,1470,1005,709,6391
D03,Ppargc1a.2,D03,Sample,97.46308217,63.52201258,62.08112875,59.48504354,36.00628931,35.89065256,8219.001582,1360.940861,1276.161869,541.9834636,178.3497156,157.836678,212.818284,536.1367909,289.3429053,32.97993184,34.11949686,37.56613757,2254.738934,1557.192631,1378.400685,1468.737125,559.6358986,365.0495716,21635,14165,2641,2544,1134,10297
D04,Phf20.3,D04,Sample,97.10344828,65.44554455,67.12871287,72.27586207,44.45544554,41.32013201,6890.394969,1415.259239,1363.137324,1048.398265,258.8724875,214.0389166,233.907443,442.1837326,267.1417395,32.82758621,51.38613861,43.82838284,2405.682558,1652.004853,1364.179041,1542.557443,645.0799153,427.3833246,17181,11120,725,1010,1515,8133
D05,Phc1.1,D05,Sample,98.30124575,68.4375,65.31388713,59.34314836,46.04166667,38.93468611,8379.86879,1619.656832,1561.262587,505.0829642,268.3521956,204.9692472,204.8518784,250.1136466,307.360356,35.33408834,40.3125,38.36398224,2114.276278,1579.15223,1442.527889,1780.919926,655.726858,396.9169655,16802,11214,883,960,1577,8431
D06,Pcmt1.2,D06,Sample,95,56.25,61.39828933,50,31.25,32.4656006,6050.287129,517.8092076,1056.796059,495.8554311,54.24991962,132.4150281,341.1566547,506.1951405,348.7822924,55,46.875,40.23800669,2384.159145,1250.695517,1341.24733,569.9760473,419.8810865,430.0785196,21359,14052,20,32,2689,10169
D07,Ppargc1a.3,D07,Sample,98.17813765,64.53651685,59.5124283,56.57894737,37.64044944,30.92734226,7994.973001,1452.468021,1147.681033,435.7560054,215.6639506,135.9660775,207.4612021,581.6262838,382.4540743,35.52631579,41.22191011,36.37667304,2151.965554,1359.126605,1296.072192,1228.773079,466.0820264,307.855941,19934,12867,988,1424,2092,8997
D08,Phf8.2,D08,Sample,97.26134585,56.37671681,54.18502203,58.45070423,35.84041857,31.39767721,6517.908302,1040.463164,808.1699157,495.5991868,199.6556594,152.2552378,186.0504473,368.6678971,268.5551933,30.98591549,33.94375409,36.52382859,2019.696658,1453.210883,1113.174021,1227.455458,402.6756485,310.3828946,22755,14762,1278,1529,2497,10141
D09,Phf1.2,D09,Sample,96.4556962,54.07066052,55.5919258,52.82700422,32.41167435,34.91543917,6605.62244,862.5361421,911.5108467,363.2351471,166.2233181,178.4442045,183.2858053,377.3911938,217.1598613,29.02953586,35.17665131,37.42498636,1962.473212,1194.859696,1095.039032,1145.009882,388.2632298,353.0037042,18590,11906,1185,1302,1833,7901
D10,Pcgf2.3,D10,Sample,97.86204115,57.20680394,54.59249677,56.75675676,34.10922113,36.86934023,7589.535499,981.0259109,878.4167654,478.3234226,176.9291269,197.3443024,238.0555641,634.1451996,257.6493249,30.09277935,33.48254252,31.56532988,2346.5349,1372.574995,1026.993597,1234.752461,382.6379712,308.7776853,17965,11345,2479,2234,773,7991
D11,Prdm1.2,D11,Sample,98.12593703,56.18148599,51.95266272,41.15442279,23.72107186,31.83431953,8957.882433,1017.029168,822.7728243,175.2486797,90.36549194,148.2226403,159.6601902,511.3486744,291.3735633,28.73563218,37.51522533,32.78106509,2144.273178,1414.982829,1134.583589,979.6042436,357.3886237,261.780545,23165,15036,4002,3284,845,10474
E02,Phf19.2,E02,Sample,98.54251012,71.33479212,65.45123063,57.5708502,35.88621444,33.81950775,8247.960838,1784.505107,1344.467018,557.817924,170.865226,153.6191388,175.8918073,268.6365042,345.4897561,37.81376518,41.06491612,42.93527803,2090.443442,1618.048104,1378.515444,1179.969886,465.8728346,414.7907328,13525,9557,1235,1371,1097,6635
E03,Phf2.2,E03,Sample,98.80668258,65.41019956,65.77639752,52.2673031,39.24611973,34.22360248,8094.965692,1236.975183,1201.158382,391.640141,177.8747965,144.3952155,186.6400648,336.5985415,208.7616148,41.76610979,45.89800443,46.70807453,1802.629673,1523.840777,1202.995983,1251.601722,610.9779929,289.1782137,14467,10073,419,451,1610,7268
E04,Pcgf2.4,E04,Sample,97.51116784,68.23802164,65.11627907,57.49840459,41.57650696,33.03929431,5976.940924,1323.103207,1345.258342,497.1484257,225.2754804,152.146728,161.0726938,252.0792489,225.1030764,44.03318443,45.98145286,38.33199679,1815.452639,1588.935668,1179.323438,1333.124629,545.467124,360.5264819,16017,11006,1567,1294,1247,7729
E05,Phip.3,E05,Sample,96.2962963,58.16831683,62.12121212,41.97530864,28.54785479,28.11447811,5385.389884,1021.363338,1137.345199,270.6428707,119.8716818,124.8973632,124.9010279,245.4878238,155.1703368,36.96844993,44.55445545,40.31986532,1651.694216,1299.995538,978.5625978,1059.09218,467.6536243,316.1039467,15978,10805,1458,1212,1188,6707
E06,Phf20l1.3,E06,Sample,96.3036963,64.97270055,61.51315789,44.25574426,31.87736245,36.01973684,5212.805635,1191.569869,1132.73253,329.9270371,168.8254659,210.098256,182.2671811,327.7145975,170.1873244,38.56143856,42.1251575,35.19736842,1632.605919,1371.393942,1085.898557,1249.836187,593.7467089,411.8770476,18897,12566,3003,2381,608,7943
E07,Phc1.2,E07,Sample,96.62527857,59.14943426,60.60240964,58.2298631,37.10495513,30.84337349,5853.873302,1099.572247,1043.226987,524.0379658,180.6227075,153.0679258,208.3457117,547.4824454,241.2131891,37.15377268,42.13811939,38.31325301,2077.41131,1464.740527,1159.829346,1325.03371,581.3986763,359.5641829,21078,13256,3141,2563,830,8891
E08,Pcgf5.3,E08,Sample,96.44539615,59.40017905,53.19148936,39.48608137,27.79767234,27.65957447,4941.655328,987.0378211,772.4175131,247.9790539,121.5672613,113.6962947,171.2849891,268.3345506,188.2215249,37.60171306,42.30080573,36.70212766,1531.311797,1448.945384,961.5507791,1024.422884,433.175937,275.0042095,20692,13364,2335,2234,1316,8235
E09,Polr2b.3,E09,Sample,97.89303079,59.00587921,53.41328413,53.97082658,32.12185997,29.70479705,8365.143663,1115.337824,870.9919643,434.0590386,150.1388788,124.6045514,207.8651965,420.6124113,353.4378134,31.03727715,38.48209514,38.65313653,2208.809767,1368.26927,1202.865118,1151.366411,388.8021255,259.7730521,18657,11902,2468,1871,1084,8432
E10,Phf8.3,E10,Sample,96.7525196,56.92307692,53.98075241,52.51959686,32.85714286,32.63342082,7239.903076,1019.48609,814.6113249,340.2774061,141.9498082,148.4852392,186.7218434,444.5303356,250.1714952,25.75587906,31.64835165,32.72090989,2153.629015,1374.083878,1004.290158,1144.954061,406.1062347,265.2122915,18920,12454,893,910,2286,8442
E11,Phf1.3,E11,Sample,97.3026973,60.07751938,56.40834575,48.3016983,31.15310078,30.70044709,7619.495421,992.0233495,934.5534438,234.0595616,119.4063994,122.4050457,189.1999324,333.2708629,266.9129886,34.31568432,35.65891473,34.42622951,1952.236963,1228.696492,1004.088961,1218.339196,410.3452968,268.9095303,19817,12980,2002,2064,1342,8895
F02,Pcgf6.3,F02,Sample,97.51585624,60.45272969,59.13539967,39.58773784,22.01509099,17.862969,7198.828328,917.8184175,912.1618143,188.0869911,84.54516966,60.39186466,147.6306771,353.8367076,248.8954176,36.31078224,42.47669774,38.98858075,1784.919763,1456.513824,1153.276678,1272.773706,544.8628951,334.6152429,18111,12927,1892,2253,1226,8256
F03,Prdm1.3,F03,Sample,97.99687011,64.34874691,66.27358491,59.56181534,33.4980586,29.24528302,7427.743466,1108.941565,1311.235791,514.4112301,129.8961258,125.0445904,217.7434811,566.2072205,288.1251567,27.41784038,46.41722556,36.32075472,2005.59544,1753.331568,1271.431587,1308.553209,525.9015687,353.9605545,19677,13523,3195,2833,848,9548
F04,Phf20l1.4,F04,Sample,98.58464888,67.64478764,60.61997704,52.31355471,30.42471042,22.04362801,7960.518799,1528.469052,1097.98791,385.7218333,153.0133424,89.12933363,155.0542675,456.0898348,338.6341523,32.77082199,43.24324324,39.15040184,1996.226689,1828.995801,1273.945453,1156.510713,596.0774896,369.4489857,19960,13291,1837,1295,1742,9439
F05,Phc1.3,F05,Sample,97.79559118,64.68699839,59.71291866,46.89378758,28.73194222,24.84848485,7069.552406,1264.385477,1059.713211,266.6738105,104.0627796,90.57337265,210.965117,586.7769227,366.5040718,28.05611222,39.48635634,41.97767145,2267.991817,1648.049778,1343.789835,1384.238908,524.6709369,292.2926187,22639,15084,499,623,3135,10554
F06,Pcmt1.3,F06,Sample,98.46678024,62.8063431,65.33720087,44.63373083,26.86208554,28.35387962,10612.42611,1320.370778,1431.173519,244.0673272,122.2141645,108.6514804,150.5876059,547.6466969,428.7854569,19.96592845,32.82075925,40.31907179,2375.425183,1582.728653,1473.632059,1177.88762,528.6115563,388.6525168,20748,13965,2935,2081,1379,10427
F07,Phip.4,F07,Sample,96.43584521,55.97897503,52.98804781,36.76171079,24.7043364,20.88313413,7602.037716,821.006565,816.6094401,126.3052686,107.5425729,75.26468327,196.640349,859.5206359,373.8923024,28.81873727,38.239159,35.65737052,2267.44577,1687.634921,1131.420351,1033.050569,493.9030647,230.9249223,23634,15702,982,761,3012,10880
F08,Phf2.3,F08,Sample,97.53160747,56.33373934,49.15841584,44.00963275,28.01461632,25.04950495,8692.245167,879.6893029,731.132388,205.6012473,111.0552072,84.28140213,206.9988637,684.7216078,495.2699074,24.56351595,32.52131547,34.6039604,2266.862071,1452.781146,1281.758195,1059.940436,380.8799102,255.3969748,22625,14159,1661,1642,2020,9878
F09,Phf19.3,F09,Sample,97.4017744,55.97043952,49.8960499,48.44740177,25.12640996,23.8045738,7219.213315,896.3982823,700.1708804,277.0403823,95.04096221,85.8303108,147.8605524,372.9338728,310.6101878,21.03929024,33.17775185,35.23908524,1923.704114,1173.598885,1033.752986,1155.304334,352.7532827,232.3014367,20342,13404,3156,2571,962,9112
F10,Pcmt1.4,F10,Sample,97.60348584,53.64450128,53.39130435,54.44642503,30.17902813,24.17391304,6736.474307,833.7272968,831.2943356,387.0718939,142.8859887,102.2209119,202.1469509,557.7343306,358.5141778,23.09368192,30.65856777,28.17391304,1955.056411,1316.838677,1037.877358,1163.768798,418.65976,301.8468882,21648,14430,5049,3128,575,9986
F11,Polr2b.4,F11,Sample,96.05055292,44.58015267,51.02564103,49.28909953,26.71755725,19.14529915,7227.802089,597.6342626,784.990205,324.909461,124.8126449,73.58349181,227.4090102,422.896256,408.9245618,22.74881517,36.18320611,32.64957265,1931.771251,1150.851168,1100.295847,941.9130299,339.3189823,291.4904451,20484,13988,633,655,2340,9598
G02,Phf8.4,G02,Sample,100,46.15384615,60.85271318,52.94117647,7.692307692,25.48449612,9019.218711,631.3469417,984.5447171,346.0476563,50.27010608,85.13873118,73.77646922,534.3311979,383.9851032,23.52941176,38.46153846,42.24806202,2308.586359,1261.887072,1463.400826,777.1622085,489.7967738,407.8825513,16905,11826,17,13,2064,8250
G03,Phf19.4,G03,Sample,97.98882682,67.20977597,60.40044494,41.11731844,31.56822811,25.80645161,9847.473247,1573.905692,1020.782465,162.0349093,123.1738523,98.60315689,198.7649925,527.873667,416.7072255,27.03910615,43.78818737,39.93325918,2254.239022,1772.749708,1407.258374,1556.549841,514.0982975,346.5430607,16803,11505,895,982,1798,8072
G04,Pcgf5.4,G04,Sample,95.96997234,60.32338308,60.2443609,33.58356381,24.50248756,17.85714286,6178.862185,1006.86503,1026.788683,113.1102679,102.2994563,66.10178274,215.1127102,788.6408455,450.7295391,45.67364678,49.93781095,42.57518797,2367.106431,2703.19377,1198.909469,1100.483915,464.8181896,280.2387176,18614,12523,2531,1608,1064,8714
G05,Prdm1.4,G05,Sample,98.6135182,62.28482003,57.71334792,42.11438475,21.43974961,21.33479212,9490.370477,1089.218239,933.6106094,195.9992917,72.91066713,74.39542814,146.9230906,556.2266266,411.7428451,27.20970537,45.22691706,42.34135667,2070.623233,1937.334579,1332.742125,1181.226867,456.1053034,303.2812504,18119,12260,577,639,1828,8899
G06,Ppargc1a.4,G06,Sample,97.00214133,64.97461929,59.37846837,48.60813704,34.01015228,28.2463929,7095.543586,1183.77136,996.9184325,284.1187826,132.9475454,106.44089,252.4165879,516.1131016,398.2985927,25.5888651,37.05583756,34.29522752,2101.238401,1502.893262,1266.345966,1405.359825,515.3381009,342.3915092,18167,12322,934,788,1802,8974
G07,Phc1.4,G07,Sample,97.96122995,59.56542277,55.51839465,47.25935829,27.91686349,20.51282051,8040.270926,1055.035253,886.6206528,267.1755563,122.217317,85.8721976,159.8526435,393.1690809,317.247418,25.60160428,37.08077468,38.1270903,1923.397973,1363.914696,1172.123958,1170.489819,444.1378177,253.6330873,18568,12689,2992,2117,897,8643
G08,Pcgf6.4,G08,Sample,97.25609756,62.29385307,51.24626122,45.80792683,24.96251874,22.48255234,8421.903258,1123.276287,793.8633009,235.6029078,97.29771476,87.31321315,125.1392331,433.3135318,323.0272647,26.75304878,38.23088456,39.38185444,1924.082042,1304.965578,1044.4304,1197.912633,431.8236111,307.5860624,19544,13009,1312,1334,2006,8789
G09,Phf20.4,G09,Sample,98.48648649,49.30379747,45.85987261,46.77477477,21.83544304,20.06369427,9649.669927,610.7385331,564.1240817,259.1288756,89.35841045,79.77934675,224.9924076,600.9081065,397.3525669,30.09009009,40.15822785,39.38428875,2361.670753,1263.39236,1080.824867,864.1210123,332.2536059,299.7803419,20657,13159,2775,3160,942,8429
G10,Phf1.4,G10,Sample,96.60018132,53.72907154,46.54278306,42.65639166,27.90461695,23.76836646,6975.451815,790.8785495,616.8685896,193.669596,123.8449446,88.33333907,221.5387663,673.4404515,358.6542576,27.10788758,38.30542872,38.20224719,2000.852015,1283.888822,1107.052527,854.0117637,379.7545013,248.6544483,23610,15562,2206,1971,2314,10200
G11,Phf2.4,G11,Sample,97.77777778,58.38335334,55.4589372,51.46825397,29.73189276,27.00483092,7364.086578,1086.393424,937.2575158,347.1548847,131.2557471,93.92597901,214.2752016,439.4853947,314.8565866,23.25396825,34.21368547,36.66666667,1993.683817,1329.251474,1181.251857,929.9020833,364.882868,287.3375635,24865,16831,2520,2499,2070,11655
