Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
D03,Myst4.2,97.46300211,67.93516561,9192.66956,878.4544881,196.1014069,47.35729387,2107.848829,1863.962251
D04,Mta3.3,86.36363636,54.54545455,3106.112894,333.8326808,916.423688,50,2110.03319,417.7259881
D05,Morf4l1.1,98.85518031,52.2037779,11419.98481,359.5646299,199.8035151,36.92043503,2046.155168,1385.497435
D06,Mll5.2,97.97525309,61.58605174,8381.202906,683.42773,181.6879479,39.53880765,1875.056923,1369.337588
D07,Myst4.3,98.11709326,70.55016181,8121.882199,1005.578357,248.8377103,42.7184466,2348.797564,1505.336913
D08,Myst1.2,97.28860294,65.39522059,8172.34755,678.1047277,303.2885433,33.82352941,1892.928892,1427.557462
D09,Msl3.2,97.99107143,50.04464286,8174.958489,302.1740296,283.5326796,34.46428571,2652.995846,1368.097676
D10,Mll1.3,97.83263095,61.77001806,9165.510904,590.5426887,396.2313011,27.15231788,2779.661876,1600.363025
D11,Nap1l1.2,98.2791587,64.62715105,11306.14235,657.7231212,137.2365353,29.44550669,2127.755311,1439.987366
E02,Mta1.2,98.58184765,70.82658023,10430.60911,1010.199729,258.8194337,33.67098865,2017.921553,1394.891827
E03,Mta2.2,98.62288136,47.13983051,10125.2317,280.1745423,146.7938137,41.73728814,1976.390401,1301.890689
E04,Mll1.4,98.95517358,70.50893158,10650.14933,902.2714238,198.2620608,36.97337378,2412.705368,1619.954843
E05,Myst2.3,98.8315482,65.23855891,10067.66708,771.2003217,115.7629167,33.39824732,2018.583765,1502.063185
E06,Mtf2.3,99.1904559,68.25734981,10902.24878,784.7989996,114.0451783,39.88069876,1828.560546,1549.302792
E07,Morf4l1.2,98.06157355,70.12542759,8591.454846,850.6543216,157.1037428,43.78563284,1817.111159,1553.836435
E08,Mll2.3,98.36531628,72.77896233,8991.286293,1102.151026,140.2470421,32.69367448,2069.940158,873.0134365
E09,Myst3.3,95.38461538,64.75524476,6614.604405,779.3056135,348.2783233,27.76223776,2045.761987,1403.494534
E10,Myst1.3,98.97750511,59.61145194,10152.81175,406.7107544,105.0427326,33.74233129,1751.66744,1230.906356
E11,Msl3.3,98.63579992,47.74700289,11079.07262,257.1007211,89.99626033,27.78007441,1365.303017,1186.654209
F02,Mll3.3,99.11006175,61.96876135,11519.38326,557.711574,165.0096632,25.84453324,2536.676513,1293.221834
F03,Nap1l1.3,99.25999013,61.6674889,12532.12879,608.5181573,122.4486658,34.08978786,1823.239158,1223.727062
F04,Mtf2.4,99.16743756,60.46870182,12275.20187,512.7700939,104.1370602,25.43940796,1831.530376,1394.049436
F05,Morf4l1.3,96.49122807,57.89473684,9372.784259,412.4844529,140.4004613,47.36842105,2198.222039,1058.71504
F06,Mll5.3,98.67037724,68.05813234,9650.117682,885.1686957,218.4207654,40.56895485,2073.717829,1213.678637
F07,Myst2.4,98.24561404,60.01846722,10632.97605,532.7732575,115.3374268,27.88550323,2090.797386,1204.349199
F08,Mta2.3,98.38492598,65.00672948,10555.60068,637.4052671,259.985184,34.05114401,2058.050188,1261.54587
F09,Mta1.3,98.55643045,53.80577428,10785.54891,306.6496366,203.3622323,30.97112861,1963.090744,1394.073878
F10,Mll5.4,99.20634921,60.20723104,12942.31502,582.1477894,132.0568155,26.14638448,2650.610217,837.8689238
F11,Myst3.4,97.97717842,51.76348548,9207.472568,314.2173111,155.0495554,42.53112033,1921.257594,1220.411883
G02,Myst1.4,98.7654321,58.67828613,10819.46406,498.873569,119.9155935,39.57879448,1964.090918,1270.139135
G03,Mta1.4,92.59818731,44.86404834,6103.784567,204.2177074,300.7076671,45.31722054,2064.308734,1086.277411
G04,Mll2.4,98.88505442,56.17202018,9836.155607,431.822135,163.086589,37.40376958,1915.606499,1672.568663
G05,Nap1l1.4,98.66156788,62.63862333,9226.576254,652.1875939,248.806161,35.37284895,1920.495327,1443.744132
G06,Myst4.4,98.78808864,39.85457064,10444.26962,138.2955042,137.5222903,29.84764543,1684.633163,1198.5124
G07,Morf4l1.4,99.29789368,51.7552658,11878.82603,428.8919915,159.2678488,25.37612839,1902.087855,1285.792762
G08,Mll3.4,99.09407666,47.66550523,11616.45404,258.5228899,69.90871637,20.90592334,1631.381553,778.5722774
G09,Mta3.4,98.94179894,42.10128496,12372.77951,179.2896933,144.0803705,29.21390779,1897.493466,1276.738945
G10,Msl3.4,98.80952381,51.19047619,11047.62032,316.0936956,148.0387258,31.18131868,1704.882863,1298.230953
G11,Mta2.4,95.93339737,62.08773615,6180.784883,612.5323209,169.5698199,43.19564521,1654.119218,1371.875577
