Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
B02,Kdm5b.1,66.10915493,48.94366197,1513.406878,409.2588254,405.1971222,40.14084507,1675.852202,429.4482731
B03,L3mbtl4.1,73.13633311,40.96709201,2404.003033,236.9587083,204.7343737,38.34788449,1122.461582,411.9695501
B04,Mbd1.1,72.6054923,50.77026122,2364.955401,418.2834978,564.934557,50.83724046,1888.908892,487.1326748
B05,L3mbtl3.1,63.63636364,39.97113997,1624.495358,261.1770161,541.6466178,40.54834055,2053.37041,392.3415257
B06,Kdm5d.1,69.69130028,37.74555659,1864.891409,203.0291784,456.9012471,37.27782975,1580.53724,418.299834
B07,Men1.1,70.64920895,40.69830878,2070.487679,266.9435875,697.5552168,39.49809056,2196.430966,514.1106483
B08,Mbd3.1,68.38868389,51.04551046,1743.216479,458.5609627,683.1870329,49.44649446,2017.207056,486.676712
B09,L3mbtl1.1,73.83891828,39.329806,2366.273078,228.5797953,472.1704256,35.68489124,1776.345061,534.3034068
B10,Kdm5c.1,73.5326087,41.95652174,2014.668298,250.7795782,752.0000074,43.64130435,2159.281694,602.8597857
B11,Mbd4.1,72.08121827,37.43654822,2003.471182,230.8694913,428.6899243,40.98984772,1543.21482,505.5825378
C02,Mbd3.2,68.35066865,37.36998514,1686.707481,228.4907332,423.7268589,37.89004458,1683.065394,375.1130232
C03,Kdm6a.1,65.38187009,32.11991435,1414.176031,146.0865924,274.4178856,39.97144897,1509.169169,384.0996355
C04,Kdm5b.2,65.17295597,39.07232704,1451.013773,215.0763481,436.6698601,33.56918239,1550.558538,460.06837
C05,Mbd4.2,65.06696429,32.25446429,1458.192911,158.7145156,564.2545526,44.19642857,1622.76562,327.278819
C06,Mbd2.1,58.62068966,44.82758621,1143.453661,283.6501973,765.7029876,48.27586207,1392.579116,167.1164903
C07,Mbd1.2,70.78005115,43.47826087,2105.082991,295.8826126,342.0908163,42.13554987,1667.660879,460.3203965
C08,Kdm5d.2,66.72710789,33.54487761,1552.130241,181.7946865,516.4347932,39.52855848,1496.703864,451.3569206
C09,Mecom.1,61.71586716,39.20664207,1217.674017,222.1605637,814.2149106,41.60516605,1868.088199,450.2074533
C10,L3mbtl4.2,67.39278421,40.7079646,1634.145522,248.9684685,542.1096556,41.52484683,1665.527707,399.0835552
C11,L3mbtl2.1,66.09090909,36.90909091,1474.362635,216.4773817,341.9875357,41.72727273,1411.892039,520.1527902
D02,Kdm5c.2,70.86409032,42.37950499,2019.872957,301.218325,483.3483335,25.92270951,1620.211334,374.8456708
D03,Mecom.2,69.53055802,48.36138175,1934.849841,396.7738182,545.3273816,53.41009743,1737.903354,461.0431322
D04,L3mbtl4.3,74.00593472,50.97922849,2425.68578,434.135891,502.1831602,51.92878338,1962.413154,538.7268269
D05,Kdm6b.1,68.99488927,62.35093697,1756.307046,737.9713583,496.5756645,45.14480409,1987.858296,554.193031
D06,Kdm6a.2,60.3085554,43.40813464,1135.075234,307.6768228,670.8222757,50.35063114,1856.183253,449.9773403
D07,Mecom.3,71.51702786,44.05130473,2091.186503,294.0181049,406.9760811,47.14727996,1873.504113,680.2122518
D08,Mbd2.2,63.66492147,54.2408377,1398.279844,528.22184,242.0228267,29.26701571,1457.361226,299.3449327
D09,L3mbtl1.2,68.71823828,43.36533032,1637.948573,300.9922567,547.3194908,44.94635799,1651.419888,490.6695384
D10,Kdm5b.3,68.98734177,45.75045208,1754.384697,307.6078057,581.1397504,44.39421338,1214.551869,492.7012412
D11,Men1.2,73.17073171,56.09756098,1758.907414,242.6260063,217.0155287,48.7804878,1715.706858,549.7216025
E02,L3mbtl2.2,75,25,1484.499847,402.7397329,261.3140474,58.33333333,494.3906455,366.9133591
E03,L3mbtl3.2,69.50220542,43.79332073,1818.353058,314.275476,610.2757578,39.38248267,1561.4281,431.1247031
E04,Kdm5b.4,77.03252033,45.78252033,2879.200671,358.9400911,341.2969216,44.15650407,1801.279454,447.4251087
E05,Mbd3.3,73.54596623,59.38086304,2572.606367,718.5836991,362.8057453,49.71857411,2214.217882,464.2865377
E06,Mbd1.3,71.00591716,46.27218935,1789.883574,312.4056214,381.4791891,45.0887574,1452.682197,436.9715766
E07,Kdm6b.2,70.54758107,38.22434875,1900.049795,240.542682,1103.200086,40.45720362,1812.479136,374.6574175
E08,Kdm5c.3,72.39036442,42.92773317,2142.924976,281.6837034,464.6013014,40.95120445,1585.217775,478.4843415
E09,Mbd4.3,71.875,48.73991935,2308.32941,413.3304571,386.7304769,41.83467742,1507.330817,451.3036847
E10,Mbd2.3,53.09470544,41.98359433,817.1091253,313.0070136,379.8978024,22.29679344,1191.267535,224.2581839
E11,L3mbtl1.3,61.29898014,42.56575416,1265.624519,317.5233967,344.5488534,39.13043478,1407.016594,364.3951476
F02,Kdm5d.3,70.61488673,38.57605178,1834.334584,225.9682204,232.7662444,41.22977346,1320.298603,464.0200927
F03,Men1.3,65.17928287,32.03187251,1356.956038,160.567354,525.3703955,34.42231076,1501.921108,469.7160833
F04,Mbd1.4,69.14549654,34.36489607,1733.364552,163.5733219,431.2794525,33.5334873,1497.721579,488.6020181
F05,Kdm6b.3,70.76796036,45.16928159,2298.721398,341.9481095,442.0303852,40.29727498,1623.926783,539.2833181
F06,Kdm6a.3,56.98988697,37.89411065,961.0089581,194.3031797,532.745887,42.17727543,1792.383398,337.1371423
F07,Mbd3.4,68.08675445,35.86367157,1516.56887,205.6254958,745.2373752,44.30673896,1419.417105,474.6185946
F08,L3mbtl3.3,72.04797048,39.57564576,2331.21672,212.6077738,473.4793055,35.05535055,1516.484908,485.7779331
F09,L3mbtl2.3,62.91364003,36.64245359,1387.903344,223.5059783,677.7610359,37.61097659,1666.914046,402.7409891
F10,Kdm6a.4,66.00173461,40.41630529,1709.573298,278.9197434,483.1773728,39.5490026,1675.193595,393.7562653
F11,Mbd4.4,68.36027714,29.28406467,1778.755311,154.7897481,618.5115706,44.66512702,1311.429315,361.552123
G02,Mbd2.4,63.17501627,38.51659076,1271.603085,256.400398,416.7023028,33.31164606,1214.723023,299.9796674
G03,L3mbtl2.4,65.1547492,39.75453575,1421.050428,241.6190251,793.6132265,36.60618997,1830.883832,474.0922218
G04,Kdm5c.4,65.57251908,29.00763359,1420.384929,137.8051035,787.9288693,37.70992366,2102.683905,459.6741226
G05,Men1.4,65.34229829,30.4400978,1477.05238,144.5569939,779.874003,32.5794621,1535.802265,393.2248593
G06,Mecom.4,69.39281289,33.58116481,1735.946256,198.970456,302.4964245,35.19206939,1379.11903,450.1031323
G07,Kdm6b.4,66.61417323,36.22047244,1934.796533,199.6340576,876.205288,44.2519685,1419.99346,338.7813749
G08,Kdm5d.4,68.08329792,30.47173821,1558.210093,145.9362694,537.6898475,36.29409265,1269.219707,383.2632365
G09,L3mbtl4.4,71.34399053,34.87270574,1629.192037,179.4116038,417.6029426,38.12907046,1442.998732,450.3413063
G10,L3mbtl1.4,70.98765432,45.0617284,1855.645134,231.7910568,638.3332497,43.10699588,1741.587921,648.8205631
G11,L3mbtl3.4,66.81081081,29.94594595,1790.105915,147.7842591,477.2294223,33.83783784,1470.322708,463.2401331
