Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
B02,Jmjd5.1,60.98113208,42.41509434,1430.62592,254.9954549,683.961019,36,1699.559404,304.5299634
B03,Kdm2b.1,51.69491525,32.20338983,836.9688962,149.9815019,339.7780824,38.98305085,1050.784794,259.7564478
B04,Kdm3a.1,61.92703461,43.2647334,1251.635784,278.9381277,567.2008752,40.7857811,1543.106062,521.7522094
B05,Kdm2a.1,63.15789474,34.98074454,1362.661543,179.3362343,1017.993165,42.55455712,1755.396149,458.1944457
B06,Kat2a.1,68.46321923,35.54260743,1836.204619,176.7876301,557.9505986,39.69410051,1771.408321,432.2312569
B07,Kdm5a.1,64.35424354,36.82656827,1346.029089,168.9666499,782.1660579,40.5904059,1788.650085,549.4260259
B08,Kdm4a.1,70.6185567,45.91065292,1935.74536,335.0443736,167.7312107,38.7628866,1538.942675,414.6628859
B09,Kdm1a.1,65.80572712,43.23413812,1273.28357,221.817976,1453.514248,53.73385738,2257.950334,611.0020607
B10,Jmjd6.1,60.31662269,37.83641161,1182.110448,199.4089096,700.0307195,37.25593668,1680.379339,412.9692269
B11,Kdm4c.1,70.79889807,37.71043771,1861.342718,194.721721,494.5311963,41.32231405,1647.465542,451.695598
C02,Kdm4a.2,53.80333952,20.03710575,706.401213,58.48025455,1588.996578,31.35435993,1641.056608,293.5201038
C03,Kat2b.1,59.64228388,17.79408393,1039.185186,69.56742196,899.1995124,28.86952534,1735.608811,428.8003167
C04,Jmjd5.2,62.43767313,33.93351801,1270.201157,175.3764108,444.0325838,30.96952909,1363.046285,415.5024487
C05,Kdm4c.2,59.89259469,29.67778406,1063.903886,142.8277037,689.566618,39.17467496,1251.958504,449.8162275
C06,Kdm3b.1,43.18181818,27.27272727,329.4277573,196.5845991,621.4291761,43.18181818,1179.710923,565.7952161
C07,Kdm3a.2,61.54290667,32.15833574,1065.992301,141.0790587,450.6320924,42.29991332,1439.176212,440.0813488
C08,Kat2a.2,72.53623188,35.57971014,1564.186693,139.0936952,563.2287766,35.14492754,1667.124741,611.4258261
C09,Kdm4d.1,57.0295602,21.58135064,996.5248109,83.46776272,449.8677907,33.54962749,1142.226108,329.7566859
C10,Kdm2b.2,58.50358918,37.68636113,1013.232854,208.0308508,524.1394928,26.11816676,1222.430169,447.7169087
C11,Kdm1b.1,66.86328938,32.61623872,1544.76629,127.9157068,573.4253753,33.27550312,1506.285706,572.627364
D02,Jmjd6.2,60.48932847,34.669443,1154.096419,206.7144418,563.4559059,34.72149922,1512.054615,390.0609575
D03,Kdm4d.2,65.77120435,53.21460912,1471.210462,488.1156928,915.4412973,47.66073046,1637.243804,470.3981835
D04,Kdm2b.3,62.32186966,31.76895307,1277.10724,157.8027001,323.9360328,30.799924,1157.793827,377.2531274
D05,Kat5.1,72.22222222,46.65327979,2098.383639,353.1319152,579.6471748,50.0334672,1608.559841,544.3582259
D06,Kat2b.2,67.38216752,45.917142,1511.579415,352.5013361,852.2652347,42.6448514,2163.820974,643.0372832
D07,Kdm4d.3,61.13368984,38.88770053,1142.949502,245.346775,936.9530008,50.18181818,1454.190576,481.5997922
D08,Kdm3b.2,62.4004899,36.61971831,1262.778481,202.5735813,462.5052904,38.24249847,1368.001523,446.914529
D09,Kdm1a.2,68.43650599,34.03474431,1671.103003,173.9281713,379.1819897,31.22094446,1874.192482,524.9260301
D10,Jmjd5.3,70.51689287,45.24978342,1710.03283,312.8740174,707.9652887,38.75252671,1707.351626,510.4712801
D11,Kdm5a.2,72.77701778,35.59051528,2028.632627,183.9552212,614.3012975,38.2124943,1647.192536,461.9029653
E02,Kdm1b.2,69.22837586,36.65214686,1773.98204,218.5554524,448.3809655,37.52333541,1311.214663,392.8750715
E03,Kdm2a.2,60.68358146,37.00985532,1123.24986,225.1075564,622.0549296,41.47620046,1256.753298,357.8143218
E04,Jmjd5.4,65.69444444,34.77777778,1466.102665,180.342971,595.8223986,39.36111111,1714.324004,489.2894133
E05,Kdm4a.3,67.91636626,37.45493872,1600.749338,197.3878868,633.3452037,46.61139149,1671.430065,531.4158225
E06,Kdm3a.3,72.66686802,47.35729387,1964.226698,357.9785228,438.2147927,46.60223497,1541.878604,563.0869005
E07,Kat5.2,66.86018384,37.44557329,1406.914075,213.7056273,485.4111019,45.08950169,1500.831877,439.8160871
E08,Jmjd6.3,59.67235971,33.87940049,982.3714433,178.7872594,838.4995718,39.42140119,1885.949028,578.738564
