Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
E09,Kdm4c.3,67.0923913,35.48913043,1348.357601,164.2666935,1011.95267,50.97826087,1805.62024,487.0331677
E10,Kdm3b.3,59.57960028,39.24879394,1022.276859,241.5763728,504.2350272,40.79944866,1399.508976,427.8900192
E11,Kdm1a.3,78.80267215,36.12538541,2749.414092,172.701901,432.0496491,40.57040082,2013.743231,500.9494931
F02,Kat2a.3,61.41439206,35.32878412,1074.598512,186.4354788,488.8940444,37.15880893,1182.497451,363.0264051
F03,Kdm5a.3,56.94624773,42.61230849,966.6659599,280.9014873,419.9784448,26.43469229,1375.73101,383.6127229
F04,Kdm3a.4,62.6984127,38.04855275,1199.365606,219.715028,923.6466608,41.643324,1812.497452,396.6242625
F05,Kat5.3,65.69476082,35.89977221,1522.036368,191.8996402,508.1598929,34.48747153,1311.557279,452.9011613
F06,Kat2b.3,63.94106814,38.37937385,1243.386161,214.6473183,959.2158279,42.46777164,1640.755457,479.0989002
F07,Kdm4a.4,67.15955983,28.74828061,1456.18462,114.8425893,758.7463089,52.61348006,1835.901084,592.8288358
F08,Kdm2a.3,60.94733355,38.78767804,1140.402388,226.4821062,753.4286428,51.27525671,1621.570007,545.3913456
F09,Kdm1b.3,63.55404641,37.6910017,1325.261417,188.1089124,432.3553612,44.36898698,1629.201272,505.0959602
F10,Kat2b.4,74.47456595,35.54675602,2116.779498,175.5954062,441.5439373,40.45080719,1810.004196,666.8842422
F11,Kdm4c.4,66.63533835,36.18421053,1490.909123,178.0908758,705.9670195,32.04887218,2035.807811,445.242058
G02,Kdm3b.4,67.89554531,41.21863799,1672.741594,241.3334524,444.5683197,35.17665131,1182.562704,370.2238155
G03,Kdm1b.4,70.45454545,38.63636364,1937.993452,168.7179272,769.1534921,44.6969697,1421.367813,588.7630867
G04,Jmjd6.4,64.92307692,31.07692308,1271.383875,115.7832759,791.2409166,41.23076923,1331.982962,441.4395926
G05,Kdm5a.4,63.44397416,37.13521943,1327.650875,219.8858305,632.0031134,41.47917131,1363.492829,401.3248762
G06,Kdm4d.4,67.70833333,42.52136752,1713.919068,275.4131982,585.5233481,44.89850427,1461.601419,472.4305799
G07,Kat5.4,69.91552956,36.28979857,1782.714213,199.1231834,385.1460855,36.07862248,1573.160023,433.858434
G08,Kat2a.4,58.06451613,37.09677419,819.44592,180.9329371,309.1649771,48.38709677,1388.068586,355.9508687
G09,Kdm2b.4,67.37739872,44.29637527,1703.207173,307.6610772,510.4166024,36.30063966,1438.477463,484.8954246
G10,Kdm1a.4,65.21614658,45.54823934,1194.823431,263.8417008,1676.239796,50.44374463,2588.921068,574.9155639
G11,Kdm2a.4,66.69238683,39.32613169,1426.477946,225.1514586,591.6656979,46.01337449,1439.490233,565.0897199
