Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
B02,Prdm10.1,98.9541432,63.63636364,10934.50738,638.8622406,585.275896,42.96057924,2614.345282,1237.128104
B03,Prdm5.1,98.9978903,64.18776371,11948.98347,723.6510938,133.4047079,29.58860759,2390.118692,880.0679102
B04,Prdm6.1,99.3466899,62.41289199,11579.77784,595.5564366,165.9062781,37.67421603,2182.521301,1531.007713
B05,Prdm4.1,99.06976744,67.20930233,12680.97788,758.5038509,166.414796,39.41860465,2229.853731,1408.449446
B06,Prdm12.1,99.17050691,69.30875576,12333.47551,816.1278572,162.595739,31.79723502,2308.482204,1648.766
B07,Prkcd.1,99.46193167,64.24535916,13195.74524,619.1158816,177.2015358,30.72370191,2505.528781,1436.73575
B08,Prdm9.1,99.21767142,60.92959043,10890.51092,526.6599996,200.6465349,38.19604234,2470.258395,1476.998413
B09,Prdm15.1,99.30458971,69.81919332,15016.50218,837.4648249,118.5645747,29.41585535,2581.544514,1366.359512
B10,Prdm11.1,100,53.33333333,12089.60366,263.8681346,82.23237067,53.33333333,2292.078457,1143.949193
B11,Prkaa1.1,99.669967,63.23432343,13863.97695,619.097096,189.8725984,24.55445545,2434.04651,1434.772133
C02,Prdm9.2,99.07407407,64.68253968,13012.99599,629.0210651,114.5091612,33.89550265,2339.908061,1184.574544
C03,Prdm13.1,98.97373981,60.06640507,12204.37238,498.9755095,195.698063,30.42559614,2265.610978,1349.880804
C04,Prdm10.2,98.24507389,56.40394089,10416.16444,437.469191,156.4236903,31.46551724,2076.961542,1250.427128
C05,Prkaa1.2,99.04686259,61.13317448,11894.87159,508.9934386,107.5764931,23.3783426,2397.184993,1331.127197
C06,Prdm8.1,98.52107469,50.18486566,10476.01898,306.6743771,267.5309353,27.90239093,2118.609992,1463.867791
C07,Prdm6.2,98.68287741,54.33975008,10684.43529,353.1834279,234.308186,28.4025667,2185.679745,1194.736633
C08,Prdm12.2,99.11578947,61.01052632,11655.99258,507.2731037,261.7678266,25.89473684,2614.9367,1433.141949
C09,Prkaa2.1,99.4056043,59.04330597,14163.17617,475.3671608,148.6084567,30.1726578,1944.170724,1429.045253
C10,Prdm5.2,98.62903226,53.02419355,9585.886461,342.8490494,238.4682,28.18548387,2105.091454,1399.483141
C11,Prdm2.1,99.36748893,48.26059456,12452.3496,235.8452647,346.9228925,21.0626186,2261.068917,1271.171805
D02,Prdm11.2,99.41596366,61.90785204,12810.36233,603.1515794,149.4284012,31.34328358,2184.119637,1179.015434
D03,Prkaa2.2,98.71866295,58.44011142,12584.00174,439.4838794,189.9421717,34.98607242,2371.322361,1596.862092
D04,Prdm5.3,98.26732673,62.87128713,12366.69345,515.5817547,280.4344335,42.82178218,2648.82851,1317.394749
D05,Prdm14.1,98.87804878,58,11178.79792,487.2317048,206.6454834,40.97560976,2257.454672,1411.677583
D06,Prdm13.2,98.51485149,50.12376238,10628.19918,218.362177,128.1214405,25.74257426,2582.794895,1980.24254
D07,Prkaa2.3,99.02765117,61.4099058,11978.02337,540.2483107,179.6910585,36.15922212,2446.886902,1501.512253
D08,Prdm8.2,98.07692308,53.16742081,11185.42521,362.9940159,323.5907788,28.39366516,2556.621152,1524.417018
D09,Prdm15.2,99.66024915,71.57417894,16367.94222,899.3713199,61.33426203,33.06908267,2662.418037,1474.060437
D10,Prdm10.3,98.60442733,73.43599615,10399.70974,1028.415762,125.9351026,33.73435996,2162.818294,1123.432586
D11,Prkcd.2,99.46107784,56.10778443,11985.83694,415.6242348,184.8896575,40.71856287,2412.616061,1358.711832
E02,Prdm2.2,99.67585089,50.89141005,12889.59291,298.1664469,85.12158817,39.6002161,1849.12368,1442.326063
E03,Prdm4.2,98.97959184,60.82519965,12732.93154,542.2577722,130.3760463,34.69387755,2407.397396,1345.770565
