Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
B02,Jmjd5.1,97.67634855,57.26141079,7227.908639,453.6760597,268.8866238,35.6846473,2308.309092,886.0407406
B03,Kdm2b.1,94.73684211,59.64912281,6018.145414,350.6690302,156.2749471,56.14035088,1715.114834,1257.835065
B04,Kdm3a.1,97.23849372,65.35564854,7362.939625,678.628229,287.0534694,41.12970711,2123.15653,1452.416031
B05,Kdm2a.1,98.50746269,64.65671642,8346.925877,700.2066531,425.8733253,36.05970149,2545.324683,1205.511683
B06,Kat2a.1,98.64479315,64.47931526,9222.333898,707.834028,378.192582,41.79743224,2294.355171,1270.274527
B07,Kdm5a.1,98.30009807,52.20660347,8787.403314,312.7984558,319.5325032,43.9686172,2197.321132,1603.885334
B08,Kdm4a.1,98.59038143,64.53841902,10678.89662,684.9422089,103.4758175,35.93145384,1943.240512,1498.784466
B09,Kdm1a.1,98.68708972,70.07658643,7504.274686,886.9502801,463.413381,42.77899344,2397.721544,1453.638721
B10,Jmjd6.1,97.72348695,56.07995558,8011.51692,427.5461349,255.7081842,37.86785119,2124.199635,1130.812373
B11,Kdm4c.1,98.43394077,57.08997722,9523.671055,398.3040156,208.5051952,34.08314351,2223.228837,1563.090032
C02,Kdm4a.2,95.54744526,38.32116788,6873.977849,167.2188918,451.9055993,18.61313869,2469.680984,675.8395016
C03,Kat2b.1,98.39043825,36.03187251,9574.182208,112.6499368,193.4614067,21.21115538,2342.40042,1163.222207
C04,Jmjd5.2,98.54730343,52.75104413,9299.044996,359.0885893,203.699907,26.54802978,2057.612702,1153.061391
C05,Kdm4c.2,97.90720632,52.00394867,7688.930361,375.6386819,244.0181977,30.38499506,1826.122778,1099.461253
C06,Kdm3b.1,91.37931034,53.44827586,4769.814025,442.4612647,261.1611037,50,1946.127552,1155.527898
C07,Kdm3a.2,97.95073032,51.07913669,7074.588596,298.3626608,235.5813671,37.56267713,1835.06966,1337.488364
C08,Kat2a.2,98.75651825,56.67870036,8580.703882,408.6507631,253.2020402,22.74368231,2188.284636,1373.750003
C09,Kdm4d.1,97.18139722,46.40628146,6996.343025,237.6543699,223.7984579,22.38775921,1729.558185,1033.486909
C10,Kdm2b.2,95.87113498,66.9690798,6039.477439,849.6944861,280.5497309,14.73801148,2180.209195,1067.023115
C11,Kdm1b.1,98.64536297,51.89301841,9127.706829,307.330695,250.9847033,25.70336923,2278.073378,1320.308772
D02,Jmjd6.2,98.30708661,58.54330709,8634.386724,577.0968946,313.5959556,32.83464567,2560.355358,850.5486113
D03,Kdm4d.2,98.53694221,72.07998049,8730.736561,1022.540233,278.5854868,45.40356011,2194.320878,1190.750172
D04,Kdm2b.3,98.68664758,55.26182859,10524.82411,436.6580469,139.979749,24.63377673,2153.747593,1012.205192
D05,Kat5.1,98.3599574,65.81469649,8490.620699,728.4095412,282.1201716,46.96485623,2048.469162,1590.015213
D06,Kat2b.2,98.52062164,77.40585774,8659.006742,1346.12438,286.1349239,42.12492528,2402.479331,1539.637086
D07,Kdm4d.3,97.3347361,59.68788357,6925.589949,549.3423586,457.4800228,42.29352972,2042.748271,1358.948448
D08,Kdm3b.2,98.44331641,59.49238579,9700.858582,496.2288644,237.2835643,32.18274112,2112.218851,1343.629028
D09,Kdm1a.2,98.45122146,54.28708287,8323.849389,429.7034433,244.4286131,20.96439406,2905.500964,1175.169912
D10,Jmjd5.3,99.06117505,67.29254997,9226.174639,806.9745774,513.1152282,34.19139915,2361.708885,1373.551189
D11,Kdm5a.2,98.67805573,57.55541997,10013.20831,495.0521577,245.9785873,32.39780354,2176.570045,1174.490293
E02,Kdm1b.2,98.6103828,56.266387,8534.871539,445.2255062,221.8988024,37.30991085,1869.445758,1138.319539
E03,Kdm2a.2,98.03465219,56.50374968,8334.432856,441.6273545,292.4105117,39.90173261,2108.712182,1119.579776
E04,Jmjd5.4,97.90334953,52.62081309,9271.817947,365.2907673,266.6351011,36.00102276,2443.841351,1296.942685
E05,Kdm4a.3,98.69580543,52.7317589,9655.725549,382.9836043,278.1847245,42.05146281,2218.277746,1549.485391
E06,Kdm3a.3,97.99057306,59.31530638,7859.850401,537.2030699,303.1811231,42.04911933,1928.520344,1492.530641
E07,Kat5.2,98.47222222,61.70138889,7858.637936,642.4387962,202.1311655,41.35416667,1973.554688,1272.979087
E08,Jmjd6.3,95.02945508,47.31222386,5933.765703,322.7381328,450.7716238,32.54786451,2484.029943,1432.944978
E09,Kdm4c.3,99.25795053,46.67844523,10484.97491,237.9621525,389.9012849,50.49469965,1917.487511,1340.344259
E10,Kdm3b.3,97.44936234,64.59114779,8411.636407,739.2052795,179.4314013,30.57014254,2146.838386,1162.231379
E11,Kdm1a.3,99.03846154,50.26923077,9580.682446,330.0435473,292.7519787,41,2320.248649,1229.364984
F02,Kat2a.3,98.34983498,56.87568757,8925.31401,433.5168985,204.5529215,34.65346535,1941.331377,1245.283967
F03,Kdm5a.3,98.16254417,62.19081272,8741.668157,639.5051421,192.3504922,19.76442874,1995.488139,1245.832903
F04,Kdm3a.4,97.78956676,63.08576481,7785.17509,637.315374,318.5637387,34.65959328,2115.360686,1056.222839
F05,Kat5.3,98.60675723,59.66562173,10747.68252,534.457795,168.7328808,26.64576803,1852.908139,1196.994876
F06,Kat2b.3,98.17488423,63.96077363,8770.72842,730.3257607,303.1792284,31.70798148,1922.066236,1376.250617
F07,Kdm4a.4,98.03979804,51.26225126,7853.206852,311.4859326,330.963054,41.995842,2181.595428,1471.803202
F08,Kdm2a.3,98.06034483,53.20881226,8616.545133,320.5080646,310.2878016,41.52298851,2228.598393,1771.329545
F09,Kdm1b.3,97.89817842,55.93180757,8220.020499,434.0201596,251.5054206,35.45072396,2133.716877,1444.306328
F10,Kat2b.4,98.85746929,59.72579263,9320.838901,493.0858122,210.6061117,29.99143102,2391.496108,1741.791745
F11,Kdm4c.4,97.80755177,64.88022737,8618.778081,709.4050797,470.0894317,31.42509135,2779.152187,1308.756468
G02,Kdm3b.4,98.6852917,54.29334429,9280.409533,445.3298165,279.2070986,36.05176664,1895.400266,897.4660467
G03,Kdm1b.4,97.89391576,50.23400936,8347.985896,305.7701012,545.5810377,39.78159126,2165.2448,1207.200885
G04,Jmjd6.4,98.73817035,55.20504732,9161.015543,354.7066686,258.2489102,32.80757098,2173.345765,1239.46075
G05,Kdm5a.4,98.62704918,55.14344262,9275.515426,410.6892142,278.7452905,37.27459016,2102.27481,1343.495575
G06,Kdm4d.4,98.64153036,59.07956751,9595.137997,426.8267802,232.3147952,41.22539507,2085.095222,1574.873666
G07,Kat5.4,98.56550294,61.82163844,9948.452467,622.4920855,208.3593152,31.55893536,2279.118668,1223.736903
G08,Kat2a.4,97.22222222,44.44444444,6918.602533,458.8424014,208.1345015,44.44444444,1532.939407,1104.835233
G09,Kdm2b.4,98.81175735,67.29205754,11266.89708,820.7210348,203.4738766,25.8286429,2283.376348,1200.193588
G10,Kdm1a.4,98.70388833,75.0997009,7870.788952,1219.333132,451.4368612,39.98005982,2723.71453,1418.477847
G11,Kdm2a.4,97.46657284,55.4539057,7213.610881,410.6263547,304.747107,44.28806005,2032.823123,1541.759456
