Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,1299.30827022317,3149.01975025338,93.3129667345553,1709.63790271109
B03,1353.76473824328,2749.18146652577,90.6304347826087,1454.90771715866
B04,1350.0649531943,2844.25495912912,92.1809744779582,1799.34223075812
B05,1946.83500759749,3442.78673243881,89.5910780669145,1423.23522606563
B06,1707.36074235208,2704.76870502292,90.9090909090909,1532.70763463681
B07,1324.88096202747,3478.52261751979,92.6272674078408,1839.43740014694
B08,1964.53511611421,2355.56264365534,88.9705882352941,1303.08622476327
B09,2172.59750084627,2065.30866101573,89.6513187304426,1567.04225733683
B10,1200.45911373468,2602.52881994542,92.6057298772169,1964.41298077255
B11,929.911993341694,2577.49499018409,92.2653832932279,1798.76793396443
C02,1350.93821023861,2706.93039798363,91.1117078410311,1545.82676208378
C03,1283.0477829194,3433.08117633608,93.4509424842919,1938.63854741154
C04,1241.19015245258,3306.17102717588,90.3302395855817,1680.66874345276
C05,1212.10245327304,2460.52636705838,91.3896583564174,1649.74649407371
C06,1028.63342037895,3726.97701413146,92.1789810114683,1676.42573028031
C07,1540.17447592349,2658.15261606441,92.4892703862661,1797.1753345108
C08,1104.06311404214,2947.3346752759,92.4306393244873,1977.874153136
C09,1752.70118264639,3234.91355000559,92.7372041270483,1686.49480750093
C10,1431.68538123682,3384.15030298292,92.6413082118735,1690.2125509138
C11,1250.38372100804,2605.34285114132,93.9337666357165,1847.12040581447
D02,877.955688076314,3402.27209062426,92.5469168900804,2052.46828989449
D03,1511.77563683854,3984.20040022694,92.6172776211228,1671.81175505146
D04,1506.00439102393,4004.91768134599,91.6730038022814,1677.34770301597
D05,1250.48833947322,3141.02820772749,90.9195402298851,1710.85968118644
D06,1357.71261784089,3890.59890251129,92.9653989133543,2019.17998413388
D07,1764.29839309404,3673.01809186207,92.1373200442968,1720.54323632634
D08,1380.69673952402,2850.63815582954,90.9232365145228,1518.14339430077
D09,1528.63299235406,2559.77620323498,92.7857935627081,1747.44388712634
D10,1687.73375004316,2053.69149177789,93.2642487046632,1730.00058026634
D11,1316.03238662938,1672.00166664908,93.8969484742371,1639.30790621983
E02,1272.15691258404,2737.95049976207,88.4130982367758,1373.67329306181
E03,1557.3971871004,2117.75265120684,81.25,617.129122970851
E04,1569.45249915752,3668.44213827827,92.6570957872441,1798.99518790924
E05,1268.56050699488,3922.61207222244,90.3024911032028,1569.36774016339
E06,1076.314316178,2955.93774767416,93.0976430976431,1667.23279525578
E07,1716.79561654513,3099.548390719,90.3128911138924,1468.10357390356
E08,1215.21064814693,3754.19551044855,92.7012987012987,1963.9440320791
E09,1833.4013032766,3235.74970118836,92,2073.74376220758
E10,2258.42536733986,3129.0751127958,95.5090979481223,2256.27625409175
E11,1647.7433965629,1792.67060986561,91.3404507710558,1670.80693992349
F02,1036.78717196276,3321.0532552084,91.1378555798687,1498.80503551894
F03,1219.3192406953,2670.31039438382,92.1348314606742,1644.68669191743
F04,1220.98797646061,3274.22201770457,80,704.058196247084
F05,1218.59870301791,2800.29947367496,91.9389978213508,1677.69108283061
F06,1240.17622608719,4005.95423257185,90.4290429042904,1733.48826384179
F07,1011.12542307202,3456.97950366658,93.2330827067669,1679.79819132759
F08,1656.78142619568,2696.30027673249,88.8438133874239,1226.3307552634
F09,2055.40144439544,3953.36355671702,85,1899.86348952288
F10,1106.37307737859,2759.39589482041,93.1480284421461,1713.2673345259
F11,1224.62465777356,3208.34975670756,93.7766410912191,2293.37946019734
G02,951.0999813894,2892.93728067178,87.166218174291,1233.40568345522
G03,1004.14120473041,2806.16794299614,90.9242298084929,1623.43366140259
G04,1084.15049663926,2861.51378552784,92.5750394944708,2112.1397661072
G05,1429.44666535882,2979.28961335029,91.3705583756345,1725.9308215699
G06,1453.78027247937,3386.12881121631,92.9722759509994,1846.88111523131
G07,1261.31524306351,3360.76909720683,93.7249179131704,2005.69065650316
G08,963.644828170638,2993.85219901806,85.9846244825547,1145.44120176931
G09,1023.45304367101,2742.64245350999,93.569601753745,1999.40793601294
G10,1036.55226912588,2332.60169002827,91.272253582284,1582.63188426716
G11,1516.05301366476,3857.47731422818,90.1685393258427,1456.23445056485
