"Experiment: Panel 2 100U 3-24-15","Analysis: panel2","User: Admin","Plate: Plate6 ","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/20/2015","Export Time: 2:55:30 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A - PD-1 of Amet+","GeoMean BV605-A - PD-1 of Amet+GFP+","GeoMean BV605-A - PD-1 of GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A - Tim3 of Amet+","GeoMean PE-A - Tim3 of Amet+GFP+","GeoMean PE-A - Tim3 of GFP+"
"B02","Sample",31772,3641,3220,3701,264.654642061807,749.436064361004,932.551626473641,2367.29100325121,2896.74685537247,2921.71670838864,65.9159571546278,88.167701863354,113.667076167076,87.976222642529,409.011571588825,1216.24621982284,1220.84778805264
"B03","Sample",32573,1764,1369,5716,300.20065124678,1024.324867961,916.40901633387,2310.64342735256,2998.72914538732,3144.10683588358,46.3151927437642,78.5244704163623,113.955342902711,87.7536738978306,183.232303393149,753.154153530358,1201.0865394323
"B04","Sample",24638,4324,2943,1945,307.16413068988,886.279166826406,1106.60538486094,3000.78156331126,3268.1258900738,3024.03036982357,56.5217391304348,80.9378185524974,114.411764705882,87.4035989717224,296.102467505245,838.984856699185,1124.51563007105
"B05","Sample",31590,6066,4083,2439,242.711712351308,820.089516349455,902.65901293936,1788.24704943213,2137.17058009846,2413.2189674466,60.8143752060666,89.0766593191281,117.203267659779,85.3218532185322,353.937111905857,1236.18652514744,955.27707033993
"B06","Sample",27780,2336,1447,3582,387.097711943359,1634.27152359919,1016.32545246965,1965.26004880016,2803.42676600867,2689.97754865114,63.013698630137,87.767795438839,115.102827763496,86.8788386376326,374.017051616902,1184.3901821484,1087.25756164859
"B07","Sample",27658,1531,1143,4259,339.67932180769,940.978262367276,977.415033894977,1886.51348434435,2170.77952626052,2180.18212662858,61.5937295885042,86.0017497812773,118.569042316258,84.3390467245832,349.020267707919,1072.96771759325,907.677913080835
"B08","Sample",25361,4554,2722,1972,294.806924849617,864.918812048855,958.755716194616,2132.67196087083,2178.92798487277,1895.56188455268,50.5050505050505,78.3614988978692,117.872086072923,84.8377281947262,232.364590330803,692.632517762807,901.396455715022
"B09","Sample",26347,1923,1530,3582,285.815351191493,1120.58940993787,941.422808216636,1645.47367068174,2157.38034529836,2048.10257673125,56.3182527301092,89.3464052287582,114.991974317817,86.962590731435,293.840572089168,1174.78371631706,1000.82640088453
"B10","Sample",31967,3675,2180,3117,250.05616787501,794.974661774496,756.807136242849,1087.00537569139,1413.10886757717,1515.10994847293,61.4149659863946,85.5045871559633,118.607305936073,84.3118383060635,326.689332879388,869.913447876402,796.201520191551
"B11","Sample",35608,1090,752,5725,293.670056971555,818.435631675871,766.481735474429,993.633738008452,1046.59839876622,1084.6681806255,55.9633027522936,84.8404255319149,120.500947169017,82.9868995633188,284.574885690762,808.202396527094,707.750909356874
"C02","Sample",37107,3776,4358,5255,225.409489813489,927.089798774641,879.104295797445,2073.99163623254,3132.95004989278,2965.80226916965,60.646186440678,89.0775585130794,111.642234969195,89.5718363463368,313.807231382591,1230.71601443386,1303.87279688996
"C03","Sample",31624,5133,3536,2944,253.40035345587,950.308312782827,1062.39905587558,2705.37059849698,3710.83154493837,3410.57855134773,63.062536528346,89.6776018099548,112.36641221374,88.9945652173913,372.837399401101,1394.62419992439,1297.82138184486
"C04","Sample",26092,5071,2980,2267,263.553122226133,1016.8997279558,1074.25523668174,2343.24658198291,3334.31367511098,3560.03932373969,65.5886412936304,92.751677852349,112.786069651741,88.6634318482576,418.091593678371,1710.66269683541,1261.52087261402
"C05","Sample",27950,518,335,5055,433.709330366053,1356.80455713757,1171.50084861186,3390.89868668496,3426.58557276008,3852.62619952168,67.5675675675676,82.3880597014925,109.629147690306,91.2166172106825,475.292264538785,1078.36321477235,1435.58589680848
"C06","Sample",24995,1822,1570,3880,295.562469243285,1023.30495378337,1186.7514249687,3036.05136336119,3699.1598303703,3635.0683112696,66.4654226125137,88.8535031847134,113.086563684057,88.4278350515464,486.123426037092,1491.67329861037,1283.72672619693
"C07","Sample",28392,1628,1572,4857,265.532909776687,1011.94722396933,1198.92955057097,2582.30563091087,3652.11760828866,3564.44455224761,49.3857493857494,82.4427480916031,113.401821153397,88.1820053530986,194.298988394014,869.557811784532,1211.32724449365
"C08","Sample",28302,2075,1551,4352,367.126119429018,1280.35574299468,1214.30719388209,1970.39590157124,2910.07106116698,3048.00235877508,61.1566265060241,87.8787878787879,112.512926577042,88.8786764705882,354.997166628658,1239.03270020798,1198.33875515535
"C09","Sample",28532,1153,932,4980,240.894908557455,1034.31822667039,1019.9515878816,1484.98601236323,2113.64082857803,2476.28441558109,58.6296617519514,85.1931330472103,113.672677470897,87.9718875502008,314.706376021991,936.914290803857,1126.77896392577
"C10","Sample",27053,1186,1032,4217,488.954331258998,1513.05587559654,1160.79848231721,2634.84619641451,3319.16791836199,3063.56658270872,69.3086003372681,92.5387596899225,110.392670157068,90.5857244486602,539.694859707198,1789.0109947145,1343.66792408282
"C11","Sample",29837,856,844,5094,293.909791213931,1165.64232602698,1101.32102193932,1373.04308575801,1880.70141352264,2457.16598995481,64.6028037383178,89.9289099526066,111.101417666303,90.0078523753435,424.991063524806,1557.61292874979,1257.52832199004
"D02","Sample",37473,11,15,8177,62.0679678961104,2121.49460235034,844.827876563099,2268.58016232981,2739.06894769588,2585.8546226357,18.1818181818182,86.6666666666667,113.869934549506,87.8194937018466,47.9516755183019,1788.30253426862,1130.98132558156
"D03","Sample",37298,5925,5722,3963,297.486717313621,1036.05549394671,1159.45907523791,2155.36220284387,2886.86299338977,3132.57320812363,60.9282700421941,90.4578818594897,115.472027972028,86.6010598031794,347.303673826202,1418.61456627773,1112.74161220005
"D04","Sample",23837,1857,1183,3379,581.645301652547,1934.18851681819,1140.45408499253,1643.50368698588,2942.39669538197,3613.1423429896,42.9186860527733,74.3026204564666,114.503558115893,87.333530630364,168.888623772522,564.782129795888,1175.99679039082
"D05","Sample",25318,3524,3557,2560,363.485525104642,1416.54856802013,1267.40437890801,2837.61305622394,3538.96825238656,3344.55029925723,59.22247446084,87.6581388810796,118.299445471349,84.53125,305.947282429047,1157.21601707074,1032.95828175414
"D06","Sample",28543,2859,3141,3554,460.465642825936,1534.93383724224,1294.15786704715,1857.71036191131,2811.40891197143,3198.83151831827,50.0174886323889,84.14517669532,114.166398972053,87.5914462577378,204.812517186629,948.044829741426,1157.38786904129
"D07","Sample",28426,565,714,5959,345.493586067024,1062.87562702239,1321.43850738124,2338.00350385228,3113.00152843498,3613.20384022207,61.4159292035398,85.4341736694678,115.328043352042,86.7091793925155,350.456501683815,1058.32930080048,1153.06674197239
"D08","Sample",27975,2495,2617,4235,515.106304216096,1830.99975441119,1288.19195269364,2523.40306149176,3196.36978585026,3360.2501005698,58.8376753507014,88.421857088269,116.218441273326,86.0448642266824,322.657433718336,1295.184929521,1061.01319050346
