Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,867.218587506047,3396.0268796946,88.4115884115884,1344.77153303079
B03,1124.19617277069,3391.47820158068,86.8632707774799,1317.52884873645
B04,1079.47173134196,3747.29296550376,91.5821501014199,1714.14826143537
B05,1064.31644007088,3172.17955667874,86.7685426761088,1189.93587750809
B06,1569.92362636688,3290.2172296754,93.5749588138385,1858.70405566373
B07,1143.22872545722,2993.1325080723,92.1531994395142,1568.697769474
B08,1440.34559564944,3296.47553908979,92.1402660217654,1660.96700518912
B09,1606.58536848296,3725.39832470765,92.2900302114804,1511.47090287772
B10,1150.89367846702,2961.50109184308,88.5944248135061,1208.9393311477
B11,700.082561091381,1642.6189623342,59.8621376962046,338.593133491106
C02,913.292678396106,2389.08281429022,90.1890437422382,1996.08418526881
C03,699.675959077981,2182.74429861368,89.4270122783083,2143.54724213261
C04,1450.68270908248,3512.075602386,88.7523376970345,1504.37613287413
C05,1171.95644025187,3380.84321082484,93.7561358727665,2252.05920040264
C06,1979.17437893652,5104.41890431196,89.0916463909165,1388.11854322088
C07,1312.75363914616,2558.7359083601,90.6255415006065,1442.95138049438
C08,1442.95110606899,3480.38781353555,89.8261612995155,1474.88220863395
C09,1703.26973047504,3255.92816424738,80.8688286544047,803.989150767261
C10,1348.0692472125,3711.42798519612,91.0924125924851,1465.34427742984
C11,535.503388259788,2580.85816433975,55.3901668921967,260.926823375554
D02,991.790839194135,2131.51056201379,86.3636363636364,1480.11064623797
D03,1260.22725494142,2976.67883138527,88.6699507389163,1884.96353331566
D04,1828.5045204414,3864.80604393146,93.1105398457584,2124.74917799652
D05,2230.86304032604,4642.86918391855,86.0780984719864,1258.68605370547
D06,961.794815725136,4062.92601757857,79.9837596427121,819.838901520357
D07,2004.21070917217,3058.23041253754,75.9052924791086,690.277701383166
D08,1425.46242976847,5649.91362039758,87.9210526315789,1222.21800823189
D09,1293.26937611765,3998.71655536707,84.7784200385356,873.541072174728
D10,1476.98070283048,2770.98788282823,86.4758348890272,1121.05546313837
D11,650.448625574537,1214.7796149185,61.7260601234322,363.936655036571
E02,282.579629528602,874.872411539335,72.4607329842932,653.746391145272
E03,356.484068021316,1726.94596358451,57.4850299401198,352.152396846781
E04,459.753254208945,1478.96869909779,69.1377777777778,553.894550417107
E05,535.467868830143,2612.67143727715,82.2644847412649,1050.81812934388
E06,1910.06561573304,4329.74513139256,87.9964953271028,1335.19925343187
E07,1336.08124171493,4551.31432046627,89.2597239648683,1518.58924260575
E08,1439.63444262027,4351.84609451273,89.2033220547524,1395.00868259906
E09,1056.1096450271,3048.7972137582,84.0009315323707,953.721833420877
E10,1279.13456712263,3338.24684471593,89.402560455192,1374.011853643
E11,1042.76417282092,1954.22323558928,66.5947918394427,451.629494052547
F02,822.713086572578,3152.56301117915,79.361790302528,784.111344325729
F03,475.379371008967,2788.23764139778,81.8962299365435,1001.13168909504
F04,494.786722175646,2598.41846961957,80.8539325842697,920.750210296226
F05,1861.04941807275,167.395865293235,50,273.518665304035
F06,1168.86916877578,3149.33691685715,89.2547217968351,1409.83261736747
F07,945.147951487661,3773.14378270743,89.0066964285714,1451.31818442653
F08,1285.73434694436,3172.33331059039,89.3629456458212,1323.62247641511
F09,2189.03046881457,2762.17385597063,85.9774820880246,1125.66912172045
F10,1989.09884559464,1930.77082465224,81.25,779.160423900153
F11,1438.07131635976,404.326941588299,76.9230769230769,716.382528033452
G02,1103.18542028607,3587.62720646521,87.4109263657957,1278.47456470185
G03,364.445052557794,707.080854508705,63.9045825486503,500.798717920325
G04,390.519246980489,370.826122545176,55.2767052767053,304.152434221601
G05,568.643199087874,1612.20389795932,78.0429594272076,904.865620580005
G06,1865.81558054468,4427.21833446359,74.8784440842788,621.352184729958
G07,1954.017925749,4343.93915153195,71.5960912052117,508.328980221778
G08,1374.09075534686,4003.00950499118,75.2256770310933,632.433221970508
G09,3426.46155972777,2829.46423057713,77.4330042313117,695.541839392052
G10,580.676001531725,2545.53399394217,66.6666666666667,365.633649890045
G11,1095.61953038014,3047.19510235698,93.66391184573,2374.55741488873
