Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,325.844744239367,2580.94679475205,62.6135569531796,371.990702121744
B03,376.939092595249,2639.54497473184,48.9185905224787,212.781699493916
B04,476.745076816082,2881.6283041885,54.3871252204586,277.808198089719
B05,371.171192331986,3100.47328941423,50.2487562189055,251.181812769671
B06,462.339221676699,1649.39249714178,30,142.167544531792
B07,454.215435748233,2433.29103555204,55.1538837322912,270.103866609885
B08,692.490266727593,3346.3732407694,50.2859866539561,219.477212711799
B09,510.581230713883,2710.76092291612,53.1567489114659,253.900595654637
B10,593.766115853471,3039.43779111852,55.4010695187166,294.45137660415
B11,595.413421139309,2750.40679374777,62.6256983240223,389.995284049224
C02,580.483510393336,3553.67718523392,50.6437768240343,285.481618256413
C03,440.213976022747,2690.53463301038,48.7391104997707,215.159165781038
C04,592.6738762971,2954.54221962869,49.8507462686567,262.019959434976
C05,447.058205670907,2561.83232108684,52.6448362720403,276.885453383617
C06,376.187414107751,2601.82138629462,52.8432472876917,264.865372422891
C07,400.511644543116,2620.03647963649,50.2382573179033,224.250046568604
C08,475.043688741202,2371.42578584693,44.73208910295,191.792703402906
C09,497.210816188624,1924.75375063407,69.2307692307692,351.563499853511
C10,389.55876258087,2490.23995257324,51.1289705319556,242.700940814298
C11,448.304302030547,3147.77555363252,60.6011107481215,358.058231300723
D02,341.963984223323,2645.71361191066,54.5853000674309,269.574121845527
D03,460.410244241982,2697.24493989325,55.6421552016266,298.229296741744
D04,372.092880600776,2115.93454430595,35.9279279279279,122.396840516419
D05,751.448027170334,3453.14911676052,51.0219530658592,244.912397985433
D06,528.812195832156,3464.50091064621,57.4983483814138,327.730797298139
D07,585.624523489231,1873.38035769427,48.3870967741935,257.35024414238
D08,599.079701251089,1940.98524214472,32.8185328185328,105.40496134983
D09,571.553932885611,2799.71876467908,49.7388509441543,223.343938913391
D10,565.979103652485,2205.3827537624,54.5454545454545,277.656287761993
D11,437.741230479955,2410.86394805633,51.8692745729141,247.094994079599
E02,376.468325852284,2337.87094839441,54.2546771273386,271.477079361198
E03,389.081562711899,2587.25509465725,45.0185070943862,193.916572772354
E04,357.123019654907,2119.41662731362,39.2841361025188,151.368664736676
E05,553.45294965886,3231.64516415978,46.5535524920467,209.367053999965
E06,460.782536056742,2409.15768396179,55.6356067883445,295.341484235532
E07,328.942543691677,3042.57854565697,42.1068337809609,164.220121227471
E08,462.344380375148,3219.77588865519,50.8188061278394,240.573306380978
E09,789.70401324878,3106.42723584653,53.2556688163096,258.663282461619
E10,423.003932319457,2705.60954438528,33.0861672206597,110.528371584021
E11,467.415466896992,3282.98412545437,51.0437921833307,239.542361742652
F02,444.74855154993,2894.56313124267,53.8557213930348,273.814733936266
F03,377.088570770837,2792.12487334169,53.6769078295342,270.306367842365
F04,552.965389969445,2316.76382401832,34.7906976744186,116.521094734157
F05,711.094563585269,3732.11724602203,56.4332247557003,307.172909683888
F06,525.70694303233,3440.58914422315,56.1685055165497,307.667334009639
F07,635.230389121703,3008.41729989909,54.4208494208494,270.121350843989
F08,477.124861692696,2764.88237731299,54.6001719690456,275.923211609569
F09,626.226116363139,3391.01412465895,47.3034437946719,198.323719346536
F10,469.00132521946,3329.32849454336,56.677765445801,293.944733386597
F11,525.076451400752,3083.1846423797,54.7370384185006,282.726383448443
G02,492.13341012089,2383.13690151545,49.9021207177814,236.805147519944
G03,501.919687059395,2477.33666900042,52.4831391784181,246.236920608975
G04,441.229165807646,2792.82335837118,53.05684662138,257.930429018603
G05,596.522970399977,3602.41063439432,65.3073113894553,489.094680130514
G06,513.612818226658,2176.77664313284,46.0088691796009,201.874292278327
G07,527.989049656365,2993.0879929554,55.2621283255086,274.866271570265
G08,508.486910641714,999.781892518142,36.3636363636364,159.094253254825
G09,622.982575206393,3374.36712824237,50.2203665042913,241.306014724959
G10,455.990414327354,3025.48336078009,64.6041055718475,420.368943196246
G11,564.277891071727,2879.98327738416,56.4793311658151,312.128721256321
