type,shRNA,count
control,Bcl6,5175
control,Bcl6.2,5608
control,Bcl6.3,2419
control,CD4.1,2829
control,CD4.2,5443
control,CD4.3,3395
control,CD4.4,2860
control,CDK9.1,19774
control,CDK9.2,24600
control,CDK9.3,776
control,Ccnt1,13812
control,Ccnt1.2,10207
control,Ccnt1.3,36970
control,Ccnt1.4,13800
control,Cd14,118347
control,Cd14.2,10542
control,Cd19,4367
control,Cd19.3,71
control,Cd19.4,7180
control,Fosb,99371
control,Fosb.2,941
control,Hes1,1
control,Hes1.2,1
control,Hes1.3,1959
control,Id2,23552
control,Id2.2,1450
control,Id2.3,4542
control,Id2.4,17786
control,Id2.5,2483
control,Id3,6804
control,Id3.2,920
control,Id3.3,4992
control,Id3.4,4110
control,Id3.5,4721
target,Jmjd5.1,20433
target,Jmjd5.2,1260
target,Jmjd5.3,11247
target,Jmjd5.4,99274
target,Jmjd6.1,1084
target,Jmjd6.2,40908
target,Jmjd6.3,6087
target,Jmjd6.4,42525
target,Jmjd8.1,0
target,Jmjd8.2,0
target,Jmjd8.3,2
target,Kat2a.1,3
target,Kat2a.2,0
target,Kat2a.3,60667
target,Kat2b.1,4188
target,Kat2b.2,18680
target,Kat2b.3,78376
target,Kat2b.4,6832
target,Kat5.1,5779
target,Kat5.2,22197
target,Kat5.3,2683
target,Kat5.4,105454
target,Kdm1a.1,13530
target,Kdm1a.2,5281
target,Kdm1a.3,80178
target,Kdm1a.4,46348
target,Kdm1b.1,42897
target,Kdm1b.2,4618
target,Kdm1b.3,1864
target,Kdm1b.4,18004
target,Kdm2a.1,462
target,Kdm2a.2,354425
target,Kdm2a.3,2651
target,Kdm2a.4,79825
target,Kdm2b.1,32450
target,Kdm2b.2,39165
target,Kdm2b.3,40038
target,Kdm2b.4,97449
target,Kdm3a.1,33084
target,Kdm3a.2,36298
target,Kdm3a.3,194402
target,Kdm3a.4,8644
target,Kdm3b.2,9771
target,Kdm3b.3,16040
target,Kdm3b.4,5606
target,Kdm4a.1,16168
target,Kdm4a.2,20381
target,Kdm4a.3,4701
target,Kdm4a.4,741
target,Kdm4b.1,2
target,Kdm4b.2,0
target,Kdm4b.3,24
target,Kdm4c.1,95142
target,Kdm4c.2,8111
target,Kdm4c.3,3200
target,Kdm4c.4,20187
target,Kdm4d.1,10261
target,Kdm4d.2,11081
target,Kdm4d.3,8013
target,Kdm4d.4,5769
target,Kdm5a.1,11221
target,Kdm5a.2,53584
target,Kdm5a.3,37999
target,Kdm5a.4,657
target,Kdm5b.1,4
target,Kdm5b.2,3831
target,Kdm5b.3,84542
target,Kdm5b.4,1338
target,Kdm5c.1,57711
target,Kdm5c.2,298569
target,Kdm5c.3,3781
target,Kdm5c.4,11973
target,Kdm5d.1,91065
target,Kdm5d.2,2973
target,Kdm5d.3,2078
target,Kdm5d.4,78
target,Kdm6a.1,2209
target,Kdm6a.2,50501
target,Kdm6a.3,592
target,Kdm6a.4,765
target,Kdm6b.1,3496
target,Kdm6b.2,15592
target,Kdm6b.3,11955
target,Kdm6b.4,12077
control,Klf12,32306
control,Klf12.4,12334
control,Klf12.5,16947
control,Klf2,78669
control,Klf2.2,12665
control,Klf2.3,3472
control,Klf2.4,7
control,Klf2.5,339
control,Klf2.6,22536
control,Klf2.7,54283
target,L3mbtl1.1,6261
target,L3mbtl1.2,22246
target,L3mbtl1.3,36378
target,L3mbtl1.4,4292
target,L3mbtl2.1,248
target,L3mbtl2.3,3364
target,L3mbtl2.4,5302
target,L3mbtl3.1,41223
target,L3mbtl3.2,4059
target,L3mbtl3.3,921
target,L3mbtl3.4,5582
target,L3mbtl4.1,18439
target,L3mbtl4.2,13736
target,L3mbtl4.3,9184
target,L3mbtl4.4,559
target,Mbd1.1,27646
target,Mbd1.2,38380
target,Mbd1.3,25711
target,Mbd1.4,15755
target,Mbd2.2,79143
target,Mbd2.3,15551
target,Mbd2.4,20867
target,Mbd3.1,8781
target,Mbd3.2,23367
target,Mbd3.3,6118
target,Mbd3.4,6724
target,Mbd4.1,14139
target,Mbd4.2,4912
target,Mbd4.3,31364
target,Mbd4.4,2500
target,Mecom.1,2920
target,Mecom.2,943
target,Mecom.3,891
target,Mecom.4,473
target,Mecp2.1,0
target,Mecp2.2,0
target,Mecp2.3,1
target,Men1.1,48239
target,Men1.3,17650
target,Men1.4,4457
target,Mll1.1,5028
target,Mll1.2,128371
target,Mll1.3,32228
target,Mll1.4,1099
target,Mll2.1,25353
target,Mll2.2,21661
target,Mll2.3,3011
target,Mll2.4,20747
target,Mll3.2,230243
target,Mll3.3,5119
target,Mll3.4,1562
target,Mll5.1,12657
target,Mll5.2,81326
target,Mll5.3,479
target,Mll5.4,28405
target,Morf4l1.2,44839
target,Morf4l1.3,2665
target,Morf4l1.4,28186
control,Ms4a1,30351
control,Ms4a1.2,6603
target,Msl3.1,488
target,Msl3.2,452
target,Msl3.3,8957
target,Msl3.4,1166
target,Mta1.1,9522
target,Mta1.2,15368
target,Mta1.3,8780
target,Mta1.4,23338
target,Mta2.1,13491
target,Mta2.2,11975
target,Mta2.3,472
target,Mta2.4,2935
target,Mta3.1,20776
target,Mta3.2,295
target,Mta3.3,350
target,Mta3.4,1874
target,Mtf2.1,4368
target,Mtf2.2,910185
target,Mtf2.3,37619
target,Mtf2.4,3239
target,Myst1.1,1749
target,Myst1.2,13574
target,Myst1.3,30324
target,Myst1.4,11311
target,Myst2.1,4175
target,Myst2.2,6791
target,Myst2.3,7316
target,Myst2.4,14406
target,Myst3.1,923
target,Myst3.2,6505
target,Myst3.3,532
target,Myst3.4,143
target,Myst4.1,9006
target,Myst4.3,25546
target,Myst4.4,38027
