gene_name,PageRankScore
ANAPC10,7.676186565211021e-05
ANAPC16,4.5076062019145936e-05
ANAPC2,9.060491802832151e-05
ANAPC4,0.00010161358322102064
ANAPC5,0.00011266153428309484
ANAPC7,0.00012909984389648482
ANKMY2,0.00011191955982811622
ADCY6,3.0705645789725154e-05
ADCY3,2.0057586344339074e-05
AKAP8L,9.593187976599654e-05
ANKRD28,0.00019366469243539274
AGPAT2,3.337189222123658e-05
ANKRD40,6.398199616468885e-05
ANKFY1,0.00011131650843631879
ANKRD44,7.219528676002989e-05
ANKS1B,2.4320451532932444e-05
ANO6,6.303374773573003e-05
ANP32A,0.00016220850545239706
ADAP1,4.214062735269767e-05
ANP32B,0.00015664653883634244
ANP32E,0.00011677284935505235
ANXA1,0.00021069569986971058
ALG2,6.781066525455763e-05
ANXA11,0.00012118503397647184
ANXA2,0.0003072830691893488
ANXA3,5.2761215386858216e-05
ANXA4,6.958135443547698e-05
ANXA5,0.00018220093494475826
ANXA6,0.00012058221047658055
ANXA7,0.00027528214922668343
ACTL6B,7.842285943770366e-05
AP1B1,0.00019194822971446026
AP1G1,0.0001381959719153911
AAGAB,8.17467822670844e-05
AP1G2,8.917482642191809e-05
AP1M1,0.00014109260576460105
AP1S1,6.840673016113806e-05
AP1S2,0.00010899944148773972
AP1AR,1.6772154498916886e-05
AFTPH,4.081927222876082e-05
AP1S3,3.226971479678477e-05
AP2A1,0.0002848131380961791
AAK1,0.00010350207754823887
AP2A2,0.00020305424539720102
AP2B1,0.0003086218560433066
AP2M1,0.00043839864987066027
AKAP11,9.237011379225116e-05
ANKRD52,6.679662845818706e-05
AP2S1,0.00012041144404452944
AP3B1,0.0001563954231530104
AP3D1,0.00013600713661802064
AP3B2,4.1331552287430776e-05
AP3M1,0.0001391175235127625
AP3M2,4.609627669979179e-05
AP3S1,0.00011944689718855452
AGK,9.347373322325164e-05
AP3S2,5.492094268503018e-05
AP4E1,4.987647437685606e-05
AP4B1,2.7852177548320474e-05
AP4M1,7.998635475612106e-05
ACY1,9.027005128861986e-05
AP4S1,5.159435930988999e-05
AP5B1,2.7892946274230377e-05
AP5M1,3.443822597080696e-05
AARSD1,0.00019211889164510876
APAF1,6.631538628819772e-05
APC,0.0003832028810138285
ANKRD17,8.70209704026369e-05
AKAP13,9.230148799215043e-05
ACADVL,0.00010542947297966449
APEX1,0.00022166487782984698
API5,0.0002844399864301753
APIP,6.474155350711946e-05
APBA3,6.997592404705465e-05
APLP2,6.413801963792073e-05
APOA1BP,6.853476640025425e-05
APOB,0.00010211812448728421
APOO,3.1779045242968736e-05
APOOL,0.0001310171014466485
APP,0.0037762763132473264
ALDH7A1,0.00011325296003211551
ANKZF1,4.871168978895165e-05
ABR,6.503865586828667e-05
ABT1,4.617155279256182e-05
ANKRD50,3.4041479837584686e-05
AK4,3.399943764216415e-05
APLF,7.761077110670626e-05
APEX2,3.691108616752667e-05
AIDA,3.6210089396018136e-05
AGPAT3,5.3140216427364124e-05
ACBD6,1.6594060840936114e-05
ADRM1,0.00017577770119869016
AARS2,6.563614565548941e-05
ACYP1,3.440958565503047e-05
ALKBH7,2.02154067332779e-05
ALKBH8,8.578802942132557e-06
AAMDC,3.153076967352158e-05
ACAD11,8.77723902842891e-05
AKAP1,6.370599467847538e-05
AHDC1,5.92456992742213e-05
ACO1,6.993688155121773e-05
ACADL,3.8332137043272304e-05
AEBP2,5.26669751122825e-05
ABHD10,4.688474220170648e-05
AIM2,2.9928787591624895e-05
APPBP2,0.00022597207669671664
ANKRD10,2.7352524924073123e-05
ADIPOR2,1.631650816636258e-05
APPL1,0.00017638962577900966
APPL2,8.35132174315762e-05
APRT,0.0001078946244039424
ARAF,0.00024382987149264475
ARAP1,6.815037291717899e-05
ARCN1,0.00013227387462719578
ARF4,0.00014614544550997942
ARF5,0.0001204027164693907
ARF6,0.00018540696554226216
ARFGAP1,0.0001775609452956297
ARFGAP2,0.00014035811094684138
ARFGAP3,6.0947093553686714e-05
ALDH3A2,0.00016583130715460543
ARFGEF1,6.0651650477364185e-05
ARFGEF2,9.451387547877928e-05
ARFIP1,0.00016971492228639323
AACS,3.975723172056139e-05
ARF3,8.892728121718526e-05
AKR1A1,9.889183314008947e-05
ARFIP2,9.25515513881256e-05
ARGLU1,9.247427950691524e-05
ARHGAP1,0.00010120706369499169
ARHGAP10,4.380279127650337e-05
ANKS1A,7.849303941479565e-05
ARHGAP15,4.571538861333832e-05
ARHGAP17,0.00013141177935314135
ARHGAP25,9.539263079775435e-05
ACADS,5.663352871660701e-05
ARHGAP26,5.0230326437932626e-05
ARHGAP32,0.00011050435760166863
ARHGAP44,5.510269912601923e-05
ARHGAP9,4.6694315293148805e-05
ARHGDIA,0.0002858615708001595
ANKRD13A,6.99307564609972e-05
ARHGDIB,0.00019867595691892912
ARHGEF1,0.00010719546812652534
ARAP2,1.9824974992409042e-05
ARHGEF11,7.114099453970711e-05
ARHGEF18,4.922191643891821e-05
ARHGEF2,0.000166535334732854
ARHGEF6,9.098562639998059e-05
ARHGEF7,0.00011316647491599686
ARID1A,0.0002010859632842746
ADNP,0.0001164281150348517
ARID1B,0.00012459563084932625
ARID2,8.664921318176702e-05
ARID3A,5.100427354669945e-05
ARID3B,5.7304073772940724e-05
ARID4A,7.068811615845168e-05
ARID4B,8.289553435005628e-05
ARIH1,0.0004122543848308587
ARIH2,0.00018506303067454332
ARL1,8.055751841456229e-05
ARL13B,5.1483289586064216e-05
ARL2,0.0001514863750782448
ARL2BP,3.974333710111833e-05
ARL3,5.8656614686652424e-05
ARL4C,3.6882826849093605e-05
ARL5A,0.00010666608860728744
ACSF2,5.490674506978519e-05
ARL6IP1,0.00012631534611327153
ARL6,4.2406445428487064e-05
ARL6IP4,9.066783092807678e-05
ARL6IP5,0.0001068349254645341
ARL6IP6,6.545663270203644e-05
ARL8B,8.342591471407045e-05
ARMC1,8.884579380774479e-05
ARMC6,0.00014722773160819324
ARMC7,6.167506146950674e-05
ABI3,8.038959675115922e-05
ARMC8,0.00034216371321230035
ARMCX3,9.636433664019779e-05
ARNT,0.00032664454719805484
ARNT2,8.829231075686592e-05
ARPC1A,0.00011877307252547809
ARPC1B,0.00018952365948954084
ARPC2,0.00020509549084564828
ARPC3,0.0001908471206012872
ARPC4,0.0001973263495246063
ARPC5,0.0001621259322444759
ARPC5L,0.0001075658913512219
ARPP19,3.97250302718873e-05
ARRB1,0.0005184433814541655
ARR3,2.640976679072172e-05
ARRB2,0.0007555844273741151
ANKRD11,6.571557979722205e-05
ACTG2,0.0004892727786358097
ARRDC1,8.839626591759045e-05
ART4,1.9168343768649984e-05
ASAH1,6.765300518567959e-05
ASAP1,9.307665017171832e-05
ASB3,0.0001489688821313443
ASB6,0.00011533007746573494
ALKBH3,0.00011612686334529888
ASCC1,9.037779145399611e-05
ASCC2,0.00013632448322415126
ASCC3,0.00013633087561214477
ASF1A,0.0001687847399666747
ANKLE2,5.718020228864299e-05
ASF1B,0.00012694931711908192
ASNS,0.00023308677443683004
ASPH,0.00011376363843144661
ASNA1,0.00014785322415520382
ASPSCR1,0.00012496885764108574
ASRGL1,4.142454168060729e-05
ASS1,0.000230888212350712
ADK,6.648691916337215e-05
ASXL1,6.617136034213521e-05
ATF1,9.636193088933005e-05
ATF2,0.0004785703217266834
APMAP,7.466529845276674e-05
ATF3,0.00011513915006669926
ATF6B,7.459862896503383e-05
ATF7,8.878714800686615e-05
ATF7IP,0.0001006193997019998
ARL14EP,4.177558914486788e-05
ATG101,0.00010258348250420847
ATG12,8.688110384243945e-05
ATG13,5.415865896280744e-05
ATG16L1,0.00013178043170900683
ATG2B,6.0804547969941696e-05
ATG2A,5.350730746011686e-05
ATG3,0.00011541465045012088
ATG4A,3.130429608691528e-05
ATG4B,6.974654295847493e-05
ATG5,0.00010057875793543306
ATG7,0.00016484271413444088
ALDH16A1,6.455089134482088e-05
ATIC,0.00019824022140050587
ACOT13,0.0001016735192212132
ATL2,5.981149296956541e-05
ATL3,0.00018830642098462594
ATM,0.0003566151087584
ATN1,0.00014583299225422896
ALG13,3.4419252727176355e-05
ATOX1,6.429924663480428e-05
ATP12A,9.181709977770799e-05
ATP13A2,0.00011273027665350231
ATP1A1,0.0003495905846664486
APH1A,6.188443161540344e-05
ATP1B1,0.00020062928227978052
ATP1B3,0.00023753505049961863
ALG9,4.2154216436243266e-05
ATP2A2,0.0001902975774684725
ATP2A3,7.898916628262191e-05
ATP1A2,8.291393599094049e-05
ATP2B1,0.00010650586282451206
ABCC4,4.552696943453931e-05
ATP2B2,0.0002476414378347927
ALG8,3.7393722664321734e-05
ABCD4,2.034549848821032e-05
ATP2B3,7.442008018407758e-05
ATP5A1,0.0005203677363053116
ABCC1,0.00014833788986467813
ATP5B,0.0004650367299438869
ALG10B,1.8985876973967243e-05
ATP5C1,0.00030374721664076207
ATP5D,0.0001572057172553124
ATP5F1,0.0002665727291404927
ATP5G1,2.1050957881658588e-05
ATP5H,0.00015879820729780236
ADCK1,7.364355159722669e-05
ATP5I,0.0001058964667257544
ATP5J,0.0001350187715470815
ATP5J2,0.00011282780505918884
ATP5L,0.00013668548284024914
ATP5O,0.0002603097634030293
ATP6AP1,0.00010459882952994992
ATP6AP2,0.00024369123937916843
ATP6V0A1,0.00013182281584355152
ACP2,6.763254402058159e-05
ATP6V0A2,0.00012225797319152248
ATP11C,5.509510659691624e-05
ATP6V0D1,0.0002652113476818965
ATP6V1A,0.0002444382354135952
ATP6V1B2,0.000260650683668398
ATP6V1C1,0.0001690756783937228
ATP6V1D,0.00011983615503282272
ATP6V1E1,0.00016097929954580014
ATP6V1F,0.00013288223531239085
ATP6V1G1,8.767050810218865e-05
ATP6V1H,0.0001385598418658546
ATP7A,6.701170513338652e-05
ATP9A,5.3801451972375476e-05
ATPAF1,3.1990236935298425e-05
ATPAF2,6.298414756082367e-05
ATPIF1,6.438370373492638e-05
ATR,0.00020882311104680255
ATRIP,8.35259284106726e-05
ATRX,0.00016376707363346434
ATXN1,0.0004444766010070768
ARID5A,2.7718543150180978e-05
ANKHD1,8.937845346664834e-05
ATXN10,0.00010908540893339529
ATXN1L,0.0001356957949958204
ATXN2,0.00015578406479864658
ATXN2L,0.00012156274352949348
ALG1,3.2159343898256783e-05
ATXN3,0.0003177659742206965
ACOT9,7.868389769583995e-05
ATXN7L3,8.09793138579893e-05
AUH,3.961354928036301e-05
AUP1,0.00013840685422581518
ACSF3,4.866055915640736e-05
AVEN,4.0299005133210936e-05
AXIN1,0.00022329972459838524
AZI2,3.84049889882294e-05
B3GNT2,0.0001293092377005746
ADAM10,6.204753478665116e-05
B4GALT1,0.00012418653497001962
ATAD1,6.630584515429e-05
BABAM1,0.000166182879703863
BACH1,0.00011654360218319171
BACH2,4.622744678817559e-05
APTX,7.188514924430963e-05
BAD,9.359184411868755e-05
BAG1,0.00017114206542948634
BAG2,0.00022519306618658415
BAG3,0.0009247184235620452
ASL,6.230704596835748e-05
APOPT1,2.0646545936468838e-05
AGPAT1,3.5668379576310885e-05
ATAD2,4.7191831253247804e-05
BAG4,0.00017591875114777766
BAG5,0.00012240197507448587
ABHD15,3.715978098988767e-05
ACVR1B,6.719432014755566e-05
BAG6,0.0005550547365858577
B2M,8.342782200920674e-05
BAHD1,5.4057551908784836e-05
BAIAP2,0.00017211985697182546
BAK1,8.402265867169221e-05
ABCB10,5.2494308955083565e-05
BANF1,0.0001962984459764491
BANP,0.00021333751030648286
BAP1,0.00019781524661594463
BASP1,0.0001405308229218275
BATF,4.035376443939828e-05
BAX,0.00017168285169835598
BAZ1A,0.00014726018568403086
BAZ1B,0.00010042007913836691
BBC3,4.1894703187945666e-05
BBX,6.751041085004041e-05
BCAP29,5.413243795627172e-05
BCAP31,0.0001829580445871675
BCAR1,0.0001619870067885254
BCAS2,0.00018195604765953554
BCAS3,8.570967478229467e-05
BCAT1,9.84214913591168e-05
BCAT2,6.031582698892008e-05
BCCIP,0.00012673822035352798
BCHE,5.210745798958957e-05
BCKDHA,9.157287930373949e-05
BCKDHB,5.137888575017615e-05
BCKDK,8.05810366740343e-05
BCL10,0.000138204322552732
BCL2,0.00024085338363010874
BCL2L1,0.0003295811759771554
BCL2L11,0.0001030129509549035
BCL2L13,4.718586919896962e-05
BCL2L14,5.268478041011729e-05
BCL3,9.819471909210824e-05
ALAS1,0.00010515385968792186
BCL7A,0.00015392228406039277
BCL7B,9.144082057283346e-05
BCL7C,0.00017730618132454605
BCLAF1,0.00023007899896652106
ANGEL2,5.7418579567293115e-05
BCOR,0.0002630787642788072
BCORL1,4.88029000443341e-05
BCR,0.0001717640589340238
BCS1L,6.29639548459035e-05
ACSL1,3.471522901124623e-05
BDH1,6.881000934948635e-05
BECN1,0.00024508660827051235
ATG14,6.146268874752066e-05
BAZ2A,4.628859713379153e-05
BEND3,3.973664631619039e-05
BET1,5.05295067658935e-05
BET1L,4.1370553630324485e-05
BFAR,4.563075716842641e-05
BHLHE40,9.963214752839598e-05
BICD2,7.020248181906509e-05
BID,0.00013951926070000139
BIN1,0.00021201582772663942
BIN2,4.835484139874745e-05
BIRC2,0.00028798164487008645
ABHD17A,3.841714547566486e-05
BIRC3,0.00018956091992912368
AKAP9,0.00017495494055353602
BIRC6,0.00014100252228098
BLMH,0.00010631414089900023
BLOC1S1,5.348798575944543e-05
BLOC1S2,6.939654291306432e-05
AATF,0.00015067138636792063
BLOC1S3,4.811276273723632e-05
BLOC1S5,4.1963010829974393e-05
BLVRA,8.27806860150371e-05
BLVRB,4.1630066861486135e-05
BLZF1,9.658296773914406e-05
BMI1,0.0008913126522600873
ABCB6,3.9818638824024553e-05
AQR,0.00012973190713424522
AKAP8,0.00012754242913684405
ADAR,0.00013426605417414514
BMP2K,9.987482730613304e-05
BMX,6.0445805284853606e-05
BNIP1,0.00010080067472296562
BNIP2,4.926440681094639e-05
BNIP3,8.16569500459408e-05
BNIP3L,6.47302070008782e-05
BOD1,4.182552654026736e-05
BOLA1,8.830992998807903e-05
BOLA2,8.433328646306873e-05
BOLA3,6.870022564526249e-05
ACP6,7.849919813515182e-05
BOLL,3.157779618004349e-05
BOP1,0.00013364681555167991
BPGM,5.231774848313835e-05
BPNT1,0.00019363898199071007
BRAF,0.00033407445876699744
BRAP,9.245646326507517e-05
BRAT1,4.915912734249929e-05
BRCC3,0.00013613661417964508
BRD2,0.0001074324883415153
BRD3,8.950367678253676e-05
BRD4,0.00023831831269307435
BRD7,0.0001144537695161745
BRD9,7.68879238018568e-05
BRDT,5.430084636107659e-05
BRE,0.00011354200283785981
BRF1,6.908796917762476e-05
BRI3BP,3.9643843601988666e-05
BRIX1,0.00023199196806257725
BRK1,7.293394758455543e-05
BRMS1,0.0001199135835054833
BRMS1L,6.68327570749367e-05
BRPF1,6.54995368329614e-05
BRWD1,4.118538063898987e-05
BSCL2,8.900287255307934e-05
BSG,0.00040979824034427254
AGPAT5,3.6160981857588404e-05
BSN,3.4591220588286056e-05
BTAF1,6.247119977311617e-05
BTBD1,9.043842921070028e-05
BTBD10,4.48272218220036e-05
BTBD9,7.038870586141659e-05
BTF3,0.00018980066140012272
BTF3L4,7.940131582284826e-05
BTK,0.00018360056008359825
ANKRD54,2.8741010122868897e-05
BTRC,0.0007274492989577067
BST2,4.961297924134356e-05
ACBD5,5.237313528712081e-05
BTG2,4.784919722826225e-05
BTG1,5.1515604265512184e-05
BUB3,0.00023241939596888093
ADCY7,2.910965326836707e-05
BUD31,0.00010199278085255752
BYSL,0.00023596499304997666
BZW1,0.00010795599499810395
ADPRHL2,5.069578866779278e-05
BZW2,0.0001610634088863543
C1D,7.854843094907362e-05
C1GALT1C1,3.9425791494901774e-05
C1GALT1,2.594986866239953e-05
C1QBP,0.0004796108074286283
ADCK5,2.7672507528050293e-05
BRD1,0.00010877230661008038
C2CD5,6.856388169873478e-05
C3,6.675960931051842e-05
CAAP1,3.849515840835966e-05
CAB39,0.00012101359015399112
CAB39L,5.0833373572828256e-05
CABIN1,7.679209468969427e-05
CACTIN,8.912320687503425e-05
CACYBP,0.00018073175502345083
ACSS2,4.645834534407417e-05
CAD,0.00033760422351816467
CALCOCO1,8.157101481568333e-05
CALM1,0.0006106746423644193
AKAP6,3.348754778570225e-05
CALR,0.00028249518010964504
CALU,0.00027698483120202244
CAMK1,5.01444820140831e-05
CAMK1D,9.014449904599391e-05
CAMK2A,0.0001914544005455742
CAMK2B,0.00016327894292667982
CAMK2D,0.00020515052907999433
CAMK2G,0.00013552975457050095
CAMK4,5.768817964489392e-05
CAMKK2,8.057802878785063e-05
CAMSAP2,0.00011541257700841425
CAND1,0.0014618794557596441
ARID5B,3.54770355736076e-05
APEH,0.00011655084077952265
CAND2,5.901327333104745e-05
CANT1,5.1543286274619743e-05
CANX,0.00046984443689562837
ATP13A1,3.3362335832456174e-05
CAP1,0.00016752076187697562
CAP2,8.711849757415331e-05
CAPG,8.54024479769682e-05
CAPN1,0.00023665012151474155
CAPN2,0.0001559959670788363
CAPNS1,0.0001680664925871261
CAPRIN1,0.00015326523050515124
CAPZA1,0.0002512331095459665
CAPZA2,0.0005535320429650153
AFAP1,6.485077895402378e-05
CAPZB,0.00032644886661608175
CARD11,9.119090118073186e-05
CARHSP1,6.713808545377906e-05
CARM1,0.00033965355456251563
CARS,0.00015100934605863825
CARS2,4.538942141896892e-05
CASC3,9.474997816230298e-05
CASC4,3.79286902467782e-05
CASP1,6.296745949612334e-05
CASP2,7.708969004579273e-05
CASP3,0.0002445197092831046
CASP6,6.213384798654511e-05
CASP7,0.00010801719235994875
CASP8,0.00027724800971975935
CASP8AP2,5.3750594214130285e-05
CASP9,8.019893053541365e-05
CAST,9.805492180458425e-05
CAT,0.00015041153520640066
ACOX1,7.391306065038811e-05
CBFA2T2,5.186591318302547e-05
CBFB,8.174929654410875e-05
CBL,0.0005540416851660248
CBLB,0.00018680121753696295
CBR1,0.0001275970071673356
CBWD1,0.0001272389619059535
CBX1,0.00021279289370308151
ADNP2,4.634313844925967e-05
CBX2,0.00010409991599081202
CBX3,0.0003463365950353408
CBX4,0.00020496881596138955
CBX5,0.0003501737851213031
BCL11B,7.126135245690597e-05
CBX7,8.329187409859626e-05
CBX8,0.00026164588308531106
CC2D1B,4.166159801116607e-05
CCAR1,0.00013923241600969375
CCAR2,0.00025177599525772875
ASH2L,0.0001632786738988641
CCBL1,5.4500629137836605e-05
CCDC101,0.00015058335032397838
CCDC109B,2.9787497690027307e-05
CCDC115,4.791618970821881e-05
CCDC117,3.494221825622562e-05
CCDC12,7.779581977353421e-05
CCDC124,6.641426874220677e-05
CCDC132,0.00013556778866782434
ARNTL,0.0001125930631175835
CCDC15,1.8200514137657333e-05
CCDC186,2.1763676089371047e-05
CCDC22,0.00020151211949525854
CCDC47,7.488143663704614e-05
CCDC50,3.527584953433048e-05
CCDC53,0.00014261593314436602
CCDC58,6.278526426231418e-05
CCDC6,0.0001362691735323035
CCDC69,5.8226944521774386e-05
CCDC71L,1.9451572979498335e-05
AGGF1,5.5793510348033954e-05
CCDC85B,0.00016768492172977888
CCDC85C,7.601201269402005e-05
CCDC88C,4.9295587494193344e-05
ALDH1L1,5.8540815727889904e-05
CCDC9,6.750217124648977e-05
CCDC90B,8.149670510167721e-05
CCDC92,8.037768555682827e-05
CCDC93,0.00015970573732753277
CCDC94,8.505085893188287e-05
CCDC97,6.603222811922985e-05
CCM2,4.725859018074751e-05
CCND1,0.00018648762887897894
BTD,3.9200133412505426e-05
CCND2,0.00024060141210439757
CCND3,0.00011947173193484292
AMPD2,8.028519637503886e-05
CCNDBP1,0.00011721992625986775
CCNF,4.376297854058271e-05
CCNC,0.00012971284713247523
CCNH,0.0001131373018898108
CCNK,0.00012415562789297994
CCNL1,3.698543172505338e-05
CCNL2,9.603887423592824e-05
CCNT1,0.00016714347201073702
CCNT2,5.065973874306876e-05
CCNY,3.796760543830683e-05
CCP110,0.00014503819670157577
CCPG1,4.066905069080411e-05
CCS,5.67322860129613e-05
CCSER2,3.763152230772336e-05
CCT2,0.0005371646517521695
CCT3,0.0005726670899390307
CCT4,0.00045675686740516826
CCT5,0.00044269688467494123
CCT6A,0.0004666417975994904
CCT6B,0.00020479158482889935
CCT7,0.0004910868418700031
CCT8,0.00043065321183836485
CD247,0.00010838184841337396
CD27,8.258371496576477e-05
CD274,0.00014827250493102111
CD2AP,0.0002459140787242555
CD2,6.638291465522305e-05
CD2BP2,0.00036008955013220174
AKNA,2.777140415451915e-05
CD3D,5.9199238195717775e-05
CD3E,0.00011236432477216879
CD3EAP,5.833960654532802e-05
CD3G,3.9858312442436354e-05
CD4,0.0002149502904789456
CD40,0.0001382012814643997
CD40LG,2.90237383900833e-05
CD44,0.0002281224860450533
AIM1,3.606574884291362e-05
CD47,8.612339206140422e-05
CD48,4.015055898483899e-05
CD5,5.663049412391629e-05
CD55,6.755761663699295e-05
ALCAM,4.027772911066409e-05
CD6,4.0014016190802564e-05
CD68,4.4860496486505954e-05
CD72,3.8417655144181264e-05
CD74,4.5030199113048336e-05
CD79A,0.00010698088455685036
CCRN4L,5.07204739421602e-05
CD82,4.38347462128531e-05
CD8A,4.7198457883717275e-05
CD8B,2.478005187206244e-05
B4GALT7,5.959583764531068e-05
CD97,0.0001228574346943333
CDAN1,3.190591627424823e-05
CDC123,3.6180773057370426e-05
CDC16,0.00029319666830011394
CDC23,0.00021816797299400678
CDC26,6.862457402425139e-05
CDC27,0.00022515827326495715
CDC34,0.0007068197418331095
2-MAR,7.82428304374529e-05
ARL8A,5.3751064099902545e-05
AHCTF1,7.053074787069807e-05
CDC37,0.0004779377876599738
CC2D1A,6.290454606371055e-05
CDC37L1,8.461460346903112e-05
CDC40,0.0001116576799423007
CDC42,0.0004490048783503845
CBLL1,5.581172965768905e-05
ARHGAP27,3.7422839899679206e-05
CDC42BPB,5.173292106295125e-05
CDC42EP4,3.5569248337432525e-05
CDC42SE2,3.8633039049250244e-05
CDC5L,0.001261715471064251
BRD8,7.600173326901855e-05
CCZ1,4.117672317343081e-05
CDC73,0.0006052141035299117
CCDC88B,3.467753038326902e-05
BCL9L,3.398891193761375e-05
CDCA7,2.729021240193339e-05
CDCA7L,6.944891963646815e-05
CDH23,3.4772190282991687e-05
CDIPT,8.025289549468762e-05
CDK1,0.0004882377858765551
CDK10,5.007421538951266e-05
CDK11B,0.00012324407455330477
CDK12,0.00015061830433387135
ACVRL1,4.096487962229633e-05
CDK13,0.0001264925906383329
CDK16,0.0001704048046684031
CDK17,9.446226846248216e-05
CDK19,0.0001558984960803649
CDK2,0.0013857730854773553
ALDH18A1,0.00011952590266439297
AURKAIP1,0.00010343411953167315
AKR7A2,6.972989791325147e-05
CARKD,6.667718333698429e-05
CDK2AP1,0.00011805623558636449
CDK4,0.0003644735969860212
CDK5,0.00023620121327509668
CDK5RAP1,4.7797778574005116e-05
CDK5RAP2,0.00010883557342505765
ABCA2,4.638536756373962e-05
CDK5RAP3,0.00010798709933356054
CDK6,0.00023986379627956569
CDK7,0.00016519620505836758
CDK8,0.00023098498407029066
BUD13,5.97440883160159e-05
CDK9,0.0010918157612424205
AFF3,2.754762971803503e-05
BMS1,5.861125586071679e-05
CDKN1B,0.00019890388947411153
CDKN2AIP,0.00011915753869945309
CDKN2AIPNL,2.899391468766952e-05
CDKN2C,0.00011832189445154019
CDKN2D,5.838747349162969e-05
CDR2,0.00010977935640108653
CDT1,0.00012824096780526364
CDYL,7.336475965298189e-05
CEBPZ,0.00014128462581852622
CELF1,7.441204644204101e-05
CELF2,4.9923348994638645e-05
CENPE,8.052268315257306e-05
ACOX3,4.2114303476130826e-05
CENPH,6.284188538372261e-05
CENPI,3.6453486231623254e-05
CAMSAP1,5.1350242965314366e-05
CENPJ,0.00028429966672468323
C2CD3,3.636918472659023e-05
CENPK,8.955051807394973e-05
