gene_name,PageRankScore
AAR2,0.0013271335223866716
AARS,0.00017142386440108912
ABCD1,6.629517464115637e-05
ABCD2,1.78136968461833e-05
ABCD3,0.00017527567906436392
ABCE1,0.0005596760811656822
ABCF1,0.00016042062104237837
ABCF2,0.00016817924242330738
ABCF3,9.128051322406486e-05
ABHD14B,2.7666973215818707e-05
ABI1,0.00015629298953693583
ABL1,0.000368819048457602
ABL2,7.41634973039591e-05
ABLIM1,0.0001475856983513975
ACACA,0.0001972812559764593
ABHD11,5.747973266099054e-05
ACAD8,4.267346107862226e-05
ACAD9,0.00014689218741577756
ACADSB,4.3811670444241355e-05
ACAT1,0.0001847363388958879
ABCB7,0.00010357661171411502
ACAA2,0.0001732037306311913
ACAT2,0.0001181842603355511
ACIN1,0.00025890925438294026
ACLY,0.00022203798508830605
ACO2,0.000310882188499238
ACOT1,4.1758302393691056e-05
ACOT2,4.6267739539141124e-05
ACP1,0.00011892977133736795
ABRACL,3.595675936026327e-05
15-SEP,5.271103981108333e-05
ACP5,7.108791637150052e-05
ACSL3,8.116117161130883e-05
ACSL4,9.801792736886586e-05
ABCG1,2.909535665679246e-05
ACTA1,0.0006439294629532789
ACTB,0.0009474352678652662
ACD,0.00014748764928550776
ACTBL2,0.0006908918523181583
ACTN1,0.00030629933949802334
ACTN2,0.00013535115666357187
ACTN4,0.0002822936486193477
ACTR10,0.00010836269573178088
ACTR1A,0.00020216520800741923
ACTR1B,0.0001510671508480217
ACTR2,0.0003284670505495933
ACTR3,0.0002459892913983961
ACTL6A,0.0003448256100298289
ACTR5,0.0001021786967065813
ACTR8,8.125549967399022e-05
ADA,6.691690584327639e-05
ADAT2,3.87509676252135e-05
ADAT3,2.5282209871848276e-05
ADCK3,9.276657414558235e-05
ADCK4,8.19232962563677e-05
ADD1,0.00015370326663454077
ADD3,7.626374913521374e-05
ADI1,8.338080364019839e-05
ABCB8,5.0130064591385994e-05
ADPGK,9.355320261429225e-05
ADPRH,4.318821858570713e-05
ADRBK1,0.00011774869244558466
ADSL,0.00023441916586709293
ACBD3,9.038442237984599e-05
ADSS,0.00020939977786349514
AASDHPPT,8.031254806100298e-05
ADSSL1,2.4993948902656845e-05
AAMP,0.00010083948962847688
AEN,7.183633670773871e-05
AES,0.00025019552235978546
AFF1,7.121659072086002e-05
AFF4,8.972341008206887e-05
AGAP2,0.00037366084892150123
AGFG1,0.0001054735582481316
AGFG2,3.945589356326407e-05
AGO1,0.00013217977021989314
AGO2,0.0002752432477661269
AGO3,0.00016375953104573752
AGPS,8.435559244290292e-05
AHCY,0.00018295085575118338
AHCYL1,0.00034783515121724354
AHCYL2,0.00012614251274413896
AHNAK,0.00023611436610025178
ACADM,0.00014160204429432575
AHSA1,0.0004075372253459983
AIFM1,0.00025882098478916286
ACAD10,5.310398245675861e-05
AIMP1,0.0001998428206848061
AIMP2,0.00020559715417618906
AIP,0.00010597308141857827
AK2,0.00011360662866094755
ABCC5,2.9098115162848884e-05
AFG3L2,0.00018125119938303645
AK3,4.541809045102314e-05
AKIRIN1,3.081957248954965e-05
AKIRIN2,4.8206872248517086e-05
AKR1B10,5.7233538429011506e-05
AKT1,0.0006816454398913533
ACAP1,4.209362452272321e-05
AKT1S1,5.6177042226420935e-05
AKT2,0.00016524470467223847
AKT3,6.952360894700719e-05
ALAD,7.264750026565592e-05
ALDH1A1,2.172543286936179e-05
ALDH2,0.00010271899764312126
ADH5,7.674207030908091e-05
ALDH4A1,7.627467818041514e-05
ALDH1B1,0.00013190634377387698
ALDH5A1,6.434312558511872e-05
ALDH6A1,6.689861127995502e-05
ACOT7,0.00010854400492746033
ALDH9A1,6.588551177157612e-05
ALDOA,0.00032938087720514993
ALDOC,0.0002013601639161129
ALOX5,0.00014807272363399405
ALPL,4.48197951432939e-05
ALYREF,0.00037164034118585275
AMBRA1,0.00020785083360748072
AMFR,0.0002549389652441978
ALB,0.0002729616098107697
AMPD3,2.5330065749213033e-05
ANAPC1,0.00013505214143351316
ANAPC10,7.812524745208895e-05
ANAPC16,4.6504899965798317e-05
ANAPC2,9.08612084279851e-05
ANAPC4,0.00010262137214697283
ANAPC5,0.00011214777254090268
ANAPC7,0.000130342373145698
ANKMY2,0.00010952437746325904
ADCY6,2.9469961899413686e-05
ADCY3,1.8424088289945703e-05
AKAP8L,9.205597607408167e-05
ANKRD28,0.00019614604888809387
AGPAT2,3.378304175170727e-05
ANKRD40,6.491872429019461e-05
ANKFY1,0.00010998114353820346
ANKRD44,6.875843004209427e-05
ANKS1B,2.4300837562453395e-05
ANO6,6.0522297260015554e-05
ANP32A,0.00015573830177875912
ADAP1,4.11687647925765e-05
ANP32B,0.00015372767388960125
ANP32E,0.00011466105340783148
ANXA1,0.00020470567937602593
ALG2,6.5157372273017e-05
ANXA11,0.00011524917764101965
ANXA2,0.00029734035284007524
ANXA3,5.0023119651290156e-05
ANXA4,6.534835163418093e-05
ANXA5,0.00017444637810310905
ANXA6,0.00011441920063583144
ANXA7,0.0002706402570144248
ACTL6B,7.687475870781528e-05
AP1B1,0.0001875500754624898
AP1G1,0.00013518653374509448
AAGAB,8.197647031132107e-05
AP1G2,8.453891574676235e-05
AP1M1,0.00013669666276490275
AP1S1,6.578026572523863e-05
AP1S2,0.00010428868524883213
AP1AR,1.7073184895259026e-05
AFTPH,4.102396854951129e-05
AP1S3,3.0444649638273367e-05
AP2A1,0.0002809982211692051
AAK1,9.826381872173408e-05
AP2A2,0.00019971300044970488
AP2B1,0.00030626388337687575
AP2M1,0.0004357615600073729
AKAP11,9.219253006318256e-05
ANKRD52,7.238122581059963e-05
AP2S1,0.00011610038235338638
AP3B1,0.00015289459392370366
AP3D1,0.00013077152215193867
AP3B2,3.849294417474211e-05
AP3M1,0.00013577961652114074
AP3M2,4.1484756229816585e-05
AP3S1,0.00011628601683282339
AGK,9.222176342216135e-05
AP3S2,5.369196308251996e-05
AP4E1,4.993662310899096e-05
AP4B1,2.661561600062476e-05
AP4M1,7.933349871463992e-05
ACY1,9.235496818895055e-05
AP4S1,5.1331031524957815e-05
AP5B1,2.6616613888003085e-05
AP5M1,3.226481159745663e-05
AARSD1,0.00019428738863150682
APAF1,6.323814260410166e-05
APC,0.00037855627715652267
ANKRD17,9.355854079173863e-05
AKAP13,8.724355862822761e-05
ACADVL,0.00010261474665218107
APEX1,0.0002177063952265215
API5,0.0002865147583716224
APIP,6.222529758606844e-05
APBA3,6.910699090092426e-05
APLP2,6.629843663498528e-05
APOA1BP,6.349058940180979e-05
APOB,0.00010735792658775399
APOO,3.0473178449947034e-05
APOOL,0.0001276934435510893
APP,0.003725464843071431
ALDH7A1,0.00010895514434791272
ANKZF1,4.803782080934668e-05
ABR,6.029550614893878e-05
ABT1,5.597256544275782e-05
ANKRD50,3.30575838071664e-05
AK4,3.720566707201827e-05
APLF,7.783869209325004e-05
APEX2,3.984651712082174e-05
AIDA,3.475469050401999e-05
AGPAT3,5.308967090634588e-05
ACBD6,2.3591503722323962e-05
ADRM1,0.00017754962553941483
AARS2,6.692441454522593e-05
ACYP1,2.881157318935756e-05
ALKBH7,2.248625200547846e-05
ALKBH8,9.402285679077715e-06
AAMDC,2.661004497295492e-05
ACAD11,8.762783865126446e-05
AKAP1,7.206253292827826e-05
AHDC1,5.597748984862251e-05
ACO1,6.72124906229905e-05
ACADL,3.357058324891878e-05
AEBP2,5.952327025574652e-05
ABHD10,4.564138144455639e-05
AIM2,2.806738963173259e-05
APPBP2,0.0002257614009019585
ANKRD10,2.893061852994501e-05
ADIPOR2,1.7088519692333153e-05
APPL1,0.00017323877069547758
APPL2,7.905708437965262e-05
APRT,0.00010968060812465326
ARAF,0.00023983961593100205
ARAP1,6.514813483960028e-05
ARCN1,0.00013242906247078778
ARF4,0.0001454660390296232
ARF5,0.00011791195841330154
ARF6,0.00018524237273599828
ARFGAP1,0.00017889916497001882
ARFGAP2,0.0001409629679498601
ARFGAP3,5.830386538049494e-05
ALDH3A2,0.00016136940332212363
ARFGEF1,6.0545479301217094e-05
ARFGEF2,9.365800947297663e-05
ARFIP1,0.00016607951995558252
AACS,4.730231947517287e-05
ARF3,8.758648151134897e-05
AKR1A1,9.303679886577387e-05
ARFIP2,9.047978687148443e-05
ARGLU1,9.292707062068465e-05
ARHGAP1,9.74488869604452e-05
ARHGAP10,4.234650546797515e-05
ANKS1A,7.804454829099618e-05
ARHGAP15,3.797302637178383e-05
ARHGAP17,0.000129060555087825
ARHGAP25,8.855164082763408e-05
ACADS,5.1414001983632225e-05
ARHGAP26,4.687107297559706e-05
ARHGAP32,0.0001060692010472074
ARHGAP44,5.524218613087633e-05
ARHGAP9,3.97809802775736e-05
ARHGDIA,0.0002763545219614553
ANKRD13A,6.635838908544301e-05
ARHGDIB,0.0001623028662744797
ARHGEF1,0.00010045918559093873
ARAP2,1.8935067803323253e-05
ARHGEF11,6.615424493040906e-05
ARHGEF18,4.368336769364879e-05
ARHGEF2,0.00016613337911861896
ARHGEF6,8.4231745637243e-05
ARHGEF7,0.00011144549339705755
ARID1A,0.00019670825105131524
ADNP,0.00011428413829147891
ARID1B,0.00012059414022189625
ARID2,8.463934382581213e-05
ARID3A,5.015722577646313e-05
ARID3B,5.642136300203008e-05
ARID4A,6.637000103647106e-05
ARID4B,8.231095656376523e-05
ARIH1,0.0004133774569921368
ARIH2,0.0001859359864287814
ARL1,8.367486735544705e-05
ARL13B,5.296038607331786e-05
ARL2,0.00015105799897567767
ARL2BP,3.728043355355872e-05
ARL3,6.131365202664492e-05
ARL4C,3.796614359229911e-05
ARL5A,0.00010710999594001299
ACSF2,4.884994565914288e-05
ARL6IP1,0.00012568736882345334
ARL6,4.47529816319324e-05
ARL6IP4,8.702427737583928e-05
ARL6IP5,0.0001038034628487904
ARL6IP6,6.243354553370616e-05
ARL8B,7.967439387840284e-05
ARMC1,8.964548737846296e-05
ARMC6,0.00015074799446274301
ARMC7,5.6048239678755056e-05
ABI3,7.531104577217336e-05
ARMC8,0.0003453736621439786
ARMCX3,9.828462051769622e-05
ARNT,0.00032570982133793135
ARNT2,8.712477269332109e-05
ARPC1A,0.00011671849132126343
ARPC1B,0.00018225481280126826
ARPC2,0.00019778500896055297
ARPC3,0.00018382300109972484
ARPC4,0.000189604760903363
ARPC5,0.00015452313967718296
ARPC5L,0.00010258622736653265
ARPP19,4.120743502833251e-05
ARRB1,0.0005118151741197688
ARR3,2.201970094754836e-05
ARRB2,0.0007509571300355293
ANKRD11,6.495137793393279e-05
ACTG2,0.00042225326070784944
ARRDC1,8.530407679901358e-05
ART4,1.6493411587215783e-05
ASAH1,6.637672083477107e-05
ASAP1,8.901456286775441e-05
ASB3,0.0001500098308824124
ASB6,0.00012043860155041523
ALKBH3,0.00011632788584614954
ASCC1,8.658379778816842e-05
ASCC2,0.0001361982368590264
ASCC3,0.00013803272238001405
ASF1A,0.00017123317599804388
ANKLE2,6.0393680709622515e-05
ASF1B,0.0001297180243656174
ASNS,0.0002344714224805701
ASPH,0.00011190416111227932
ASNA1,0.0001492735232121048
ASPSCR1,0.00012078726423119028
ASRGL1,3.627808479238229e-05
ASS1,0.00022389672540713834
ADK,6.319207733566489e-05
ASXL1,6.795238685746548e-05
ATF1,9.320621475014204e-05
ATF2,0.0004766969478535296
APMAP,7.067405586169568e-05
ATF3,0.00012880400338530676
ATF6B,7.701717596197473e-05
ATF7,8.993383807028935e-05
ATF7IP,9.927690898205793e-05
ARL14EP,3.8626373732261575e-05
ATG101,0.00010168472610279765
ATG12,8.478945853672422e-05
ATG13,5.414906506565111e-05
ATG16L1,0.00013153862242345482
ATG2B,6.314185711124465e-05
ATG2A,5.386920431819499e-05
ATG3,0.00011162513014917853
ATG4A,3.057359303883393e-05
ATG4B,7.32204642895016e-05
ATG5,9.736605223721479e-05
ATG7,0.00016142559555015502
ALDH16A1,6.246857850551122e-05
ATIC,0.0001950930876903521
ACOT13,9.40216770879854e-05
ATL2,6.285313377594895e-05
ATL3,0.00018809650803561578
ATM,0.00035247076525074625
ATN1,0.00014387591601020718
ALG13,3.44174725682123e-05
