Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
B02,Brwd1.1,2137.43566,4949.650438,30.21167415,18.21042291,2.822322001,0.513149455,57.32262394
B03,Cbx7.1,2899.790198,5162.972858,36.42960813,21.67179851,2.322206096,0.435413643,57.92000306
B04,Cbx8.1,3137.582713,6767.646059,34.3308865,22.33049525,2.258610954,0.169395822,59.89145798
B05,Cbx6.1,2666.774544,6026.298415,35.88709677,20.70955106,4.838709677,1.209677419,62.85869456
B06,Carm1.1,2858.417469,5569.870578,31.22238586,23.53531224,4.565537555,0.736377025,53.50001519
B07,Chd2.1,2523.032531,5846.037999,25.37834692,27.70244429,4.54016298,0.523864959,48.03369589
B08,Chaf1b.1,3580.41837,6700.292453,35.63474388,17.9597361,3.192279139,0.668151448,63.66686622
B09,Cbx4.1,3022.771168,6780.395267,33.05164319,22.1232402,3.661971831,0.657276995,60.33736072
B10,Brwd3.1,3374.677479,8194.080005,32.92117465,19.87509451,1.545595054,0.772797527,69.81018611
B11,Chd1.1,2336.489623,5322.034422,27.0156438,19.24443936,1.985559567,0.300842359,51.60041993
C02,Chaf1b.2,2911.519827,7593.922832,40.95744681,12.79973415,2.659574468,2.659574468,90.12269384
C03,Cbx1.1,3035.928706,4512.243324,27.73972603,22.73708898,4.623287671,0.856164384,61.30122809
C04,Brwd1.2,3049.190622,5929.706106,35.09036145,20.94035194,2.409638554,0,62.8387667
C05,Chd1.2,3471.520233,6467.136303,40.22038567,24.64919142,4.269972452,0.275482094,66.27370613
C06,Chaf1a.1,3288.400035,6502.94276,34.643377,24.96807671,4.657933042,3.784570597,100.0398919
C07,Cbx8.2,3470.626162,5947.023959,35.68507157,23.68824813,3.323108384,0.408997955,68.00612489
C08,Carm1.2,2369.275424,6135.468878,33.33333333,23.26732292,3.015075377,0.390843104,62.87162103
C09,Chd1l.1,2733.572705,4488.347104,37.79359431,25.75088267,3.629893238,0.355871886,54.67469716
C10,Cbx7.2,2371.835683,6224.570453,29.85468956,21.84298197,3.830911493,0.528401585,49.10622431
C11,Cbx5.1,2853.966715,6292.650454,29.04790782,18.56356312,2.546998181,0.545785324,52.53599332
D02,Brwd3.2,2370.323879,5019.975031,27.91808874,27.31723916,2.935153584,0.204778157,61.53694581
D03,Chd1l.2,2702.798093,5321.941307,34.91505565,23.27873267,3.690685413,0.410076157,66.70397926
D04,Cbx7.3,3201.46255,6987.660729,34.08577878,21.15327358,2.821670429,0.338600451,60.26519366
D05,Cbx3.1,2794.275008,5051.915764,32.15648855,31.26407415,5.534351145,0.477099237,65.4960657
D06,Cbx1.2,3071.757019,6047.988852,36.21025308,20.46670475,3.8935756,0.259571707,59.59805261
D07,Chd1l.3,3756.741938,6834.555057,40.82840237,17.55014407,3.550295858,0,69.77844372
D08,Chaf1a.2,4019.421321,6449.832594,31.1409396,28.8188396,4.295302013,0.67114094,107.037685
D09,Cbx4.2,3167.088665,6628.963032,35.80886586,16.66428827,2.07253886,0.172711572,87.97988267
D10,Brwd1.3,3165.264408,5952.232063,28.53717026,24.15337237,2.723535457,0.308324769,52.64360159
D11,Chd2.2,2736.003518,6692.503779,32.42630385,21.47265297,3.023431595,0.453514739,62.11710711
E02,Cbx5.2,2694.806863,6454.49988,36.73202614,24.33621962,4.183006536,0.261437908,53.5493645
E03,Cbx6.2,3350.347531,7254.244269,31.59763314,27.10380603,3.905325444,0.355029586,54.53048436
E04,Brwd1.4,2153.107479,6186.703441,30.38990826,25.58418684,3.555045872,0.458715596,59.45059897
E05,Chaf1b.3,3325.63856,7220.603233,38.66231648,18.28472414,2.610114192,0,75.22082419
E06,Cbx8.3,2464.574884,6060.481783,27.42616034,24.42813208,4.078762307,0.281293952,72.06922084
E07,Cbx3.2,2486.274229,5255.270738,29.807005,24.98232858,3.35954253,0.42887777,64.94290731
E08,Brwd3.3,2735.482148,6374.385189,27.46566792,23.39646209,3.995006242,0.374531835,68.65287432
E09,Chd1.3,2794.228771,6930.628732,35.30828516,25.30529584,2.74566474,0.240847784,60.04476394
E10,Chaf1a.3,3313.584083,7017.955133,31.42580019,23.27199306,5.140640155,3.103782735,77.79427564
E11,Cbx4.3,2856.453799,6347.290583,26.52777778,21.2504295,3.055555556,0.972222222,58.27808251
