Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
B02,Hdac7.1,3576.047237,1812.425631,25.93984962,76.51665902,12.5,1.597744361,37.38758832
B03,Ing4.1,3559.382476,2162.70803,23.50198181,289.1162085,29.65726277,2.378176731,38.04726586
B04,Ing5.1,3572.662323,2057.503322,22.17217217,94.7998813,13.96396396,0.725725726,42.45743914
B05,Ing3.1,3702.492992,1620.687215,24.51253482,180.1296085,22.89693593,2.674094708,47.97015406
B06,Hdac9.1,3818.774857,1966.501728,33.33333333,90.48035153,25,0,11.35765119
B07,Jmjd4.1,4069.401027,2367.495205,18.96656535,157.9502568,18.8449848,0.729483283,49.16361029
B08,Jarid2.1,3491.935763,2571.238748,23.97179788,224.4835958,22.12103408,1.263219741,42.38733938
B09,Hltf.1,3600.159823,2822.326602,20.34820457,206.3353729,24.7007617,2.39390642,50.94478395
B10,Hdac8.1,2495.563726,2368.477665,18.25033647,296.0116275,27.83310902,2.422611036,43.8006055
B11,Jhdm1d.1,3692.152769,2191.345226,22.00120555,133.0259239,13.92405063,1.386377336,49.39875177
C02,Jarid2.2,4219.838166,2854.065387,29.45454545,148.459978,17.09090909,1.818181818,51.73399745
C03,Hells.1,3653.924861,1681.389988,24.8549079,224.4459018,26.39414585,1.715871814,37.39737957
C04,Hdac7.2,4214.089158,2230.360244,27.54590985,140.490528,17.76293823,1.168614357,40.28791208
C05,Jhdm1d.2,4181.201853,2351.197616,27.02702703,156.9626093,19.47809879,1.770736253,39.86480441
C06,Ino80.1,4288.817832,2060.330333,21.47147147,165.6966324,17.36736737,0.775775776,45.82720625
C07,Ing5.2,3161.61214,2350.774062,22.48186946,228.2914481,21.91780822,1.611603546,36.8098775
C08,Hdac9.2,3612.465097,1628.332563,20.22873481,108.0241705,17.86990708,1.215153681,33.28940235
C09,Jmjd1c.1,6198.136102,568.0970627,16.66666667,418.0249342,16.66666667,0,69.66363102
C10,Ing4.2,3753.614716,2075.747948,21.95945946,129.508333,14.97747748,1.182432432,40.15748554
C11,Ing2.1,3308.950333,1466.640909,23.30468004,138.0405206,16.80993314,1.623686724,50.7870792
D02,Hdac8.2,4417.77101,2358.692996,32.24206349,91.96169295,13.16137566,0.42989418,36.24562752
D03,Jmjd1c.2,4051.480333,2338.854697,29.56648807,183.4987294,21.91914272,1.412566975,39.5351866
D04,Ing4.3,3519.509025,1491.87597,24.38118812,363.2293431,35.27227723,0.99009901,35.60724898
D05,Hira.1,4782.4835,2550.481694,20.9143637,183.6549197,22.38143978,2.592971682,35.97996856
D06,Hells.2,4486.729629,2078.026694,26.29144179,191.3455709,21.43407864,1.028013364,48.2479631
D07,Jmjd1c.3,3563.922347,1835.57946,25,96.86470131,25,0,55.10302171
D08,Ino80.2,3685.530598,1627.205163,28.76712329,184.5415363,21.33072407,1.712328767,34.15990453
D09,Hltf.2,3730.084455,3159.432085,17.88939052,311.7939405,32.50564334,2.934537246,50.03747139
D10,Hdac7.3,4033.563627,2081.709685,19.62905719,118.0005236,15.30139104,1.854714065,48.76558056
D11,Jmjd4.2,3543.244174,2297.929978,20.53527981,195.5765137,20.1946472,0.729927007,42.02754624
E02,Ing2.2,4408.782484,2016.652105,19.74708171,163.0032504,22.27626459,1.167315175,40.85500107
E03,Ing3.2,4177.961859,2063.982323,26.31843295,321.4782607,31.59216474,1.356102461,37.38084335
E04,Hdac7.4,4611.638257,1965.159706,28.68499503,164.3674937,18.08545876,0.828088771,38.29578239
E05,Jarid2.3,3686.717394,2483.279452,29.51911221,243.3356424,24.5622688,1.40567201,37.89502917
E06,Ing5.3,5504.144635,2447.570119,19.94784876,271.5989518,24.57627119,1.10821382,48.34449238
E07,Hira.2,3970.975987,1769.795335,25.23245985,248.5380671,26.79628064,1.098901099,40.9883307
E08,Hdac8.3,3674.444883,2362.355744,24.5089667,237.404384,25.44833476,1.70794193,43.05436869
E09,Jhdm1d.3,3519.978617,1971.111287,18.06930693,165.2182747,19.55445545,2.227722772,44.61060939
E10,Ino80.3,3706.403625,2521.219842,29.32377688,81.82642603,10.81333749,0.311623559,38.6312367
E11,Hltf.3,3985.486528,2119.141693,26.3280989,162.6024062,17.97527564,1.236217842,45.92396111
F02,Hdac9.3,3966.629571,2233.221248,29.14622179,101.9183177,16.68302257,0.490677134,32.42535412
F03,Jmjd4.3,4496.645168,1936.649787,27.98122066,100.8669603,13.8028169,0.782472613,36.87021356
F04,Ing5.4,3384.937433,1486.032825,20.41920216,238.7505213,28.32995267,1.487491548,35.40287155
F05,Hira.3,4036.910768,2482.086882,31.60040775,104.8838127,12.7930683,1.376146789,46.25406227
F06,Hells.3,4163.315128,2030.194565,26.5095729,135.3280758,17.23122239,0.368188513,41.77759249
F07,Jarid2.4,4492.801441,2309.49578,33.55398311,112.0401131,14.28897512,0.59347181,39.01032977
F08,Ing3.3,3669.220321,1850.933564,24.30730479,150.889095,19.89924433,1.259445844,36.43291997
F09,Ing2.3,3111.154122,2233.157186,17.20430108,317.0521312,31.23399898,2.764976959,43.43579107
F10,Hells.4,4131.684474,2426.384356,24.75806452,157.0772372,18.14516129,0.967741935,42.56769954
F11,Jhdm1d.4,3907.258758,2615.384557,18.83870968,163.3834963,17.85806452,0.593548387,46.9528581
G02,Ino80.4,3997.465218,2438.590004,30.87599545,94.20757383,14.08418658,1.092150171,38.63732555
G03,Ing2.4,4166.510186,2525.037667,27.50573833,201.2323499,25.74598317,0.956388676,38.21018189
G04,Hdac8.4,4050.454405,2127.972429,30.13883533,159.6562401,20.74816815,0.520632472,31.54447821
G05,Jmjd4.4,4786.019365,3282.865359,29.66476913,92.98226341,13.21948134,0.600885515,42.65291734
G06,Jmjd1c.4,3760.254719,1914.13886,22.34580384,264.324334,27.1991911,1.415571284,41.17795901
G07,Hira.4,4267.980785,2515.133544,25.29711375,107.6957304,15.65365025,1.086587436,45.51795851
G08,Hdac9.4,2545.250293,2326.956864,40,193.3579005,20,0,31.84145456
G09,Ing4.4,4247.489681,2508.061145,30.26874116,161.7400989,20.27345592,1.603017445,42.34624149
G10,Hltf.4,4473.652988,3098.778878,24.05063291,179.4961464,18.03797468,0.553797468,48.36765501
