type,shRNA,count,ZScore
target,Actb,3,-0.32521268973133005
target,Actl6a,230,-0.3214019487386814
target,Actl6b.1,963,-0.3090967806875296
target,Actl6b.2,5210,-0.23780067057396642
target,Actl6b.3,1332,-0.3029022281488188
target,Actl6b.4,25534,0.10338655380749286
target,Aff1.1,5829,-0.22740926672176592
target,Aff1.2,1,-0.32524626454183797
target,Aff1.3,23303,0.0659338526859107
target,Aff1.4,3583,-0.26511377892215743
target,Aff4.1,56,-0.32432295725287025
target,Aff4.2,2,-0.325229477136584
target,Aff4.3,14512,-0.08164422690164139
target,Aff4.4,21230,0.031133561594454046
target,Arid1a.1,8,-0.32512875270506025
target,Arid1a.2,0,-0.32526305194709193
target,Arid1b.1,0,-0.32526305194709193
target,Arid1b.2,0,-0.32526305194709193
target,Arid1b.3,32,-0.3247258549789653
target,Arid2.1,17386,-0.0333972242017637
target,Arid2.2,31080,0.19648950334594853
target,Arid2.3,12,-0.3250616030840444
target,Arid2.4,12482,-0.11572265956717781
target,Ash1l.1,35457,0.2699679761425263
target,Ash1l.2,12251,-0.1196005501808423
target,Ash1l.3,2369,-0.28549368890046345
target,Ash1l.4,14977,-0.07383808345855053
target,Ash2l.1,24300,0.08267089572410766
target,Ash2l.2,6348,-0.21869660339496128
target,Ash2l.3,703,-0.3134615060535589
target,Ash2l.4,0,-0.32526305194709193
target,Asxl1.1,1442,-0.3010556135708833
target,Asxl1.2,13115,-0.10509623204142186
target,Asxl1.3,186,-0.3221405945698556
target,Asxl1.4,21316,0.03257727844629451
target,Asxl2.1,21389,0.0338027590298335
target,Asxl2.2,5668,-0.23011203896765328
target,Asxl2.3,8072,-0.18975511673713624
target,Asxl2.4,868528,14.255068458463263
target,Asxl3.1,530966,8.588278366126412
target,Asxl3.2,28236,0.14874612280368962
target,Asxl3.3,45564,0.43963828104428826
target,Asxl3.4,7960,-0.19163530612557964
target,Atad2.1,2946,-0.2758073560689292
target,Atad2.2,20290,0.015353400655732746
target,Atad2.3,7921,-0.19229001493048403
target,Atad2.4,14603,-0.08011657302353113
target,Atad2b.1,15187,-0.07031272835521916
target,Atad2b.2,2326,-0.2862155473263837
target,Atad2b.3,24150,0.08015278493601384
target,Atad2b.4,36849,0.29333604425603704
target,Atm.1,15795,-0.0601059859608122
target,Atm.2,14868,-0.07566791063123204
target,Atm.3,27834,0.14199758589159817
target,Atm.4,12624,-0.11333884802111566
target,Atr.1,6963,-0.2083723491637766
target,Atr.2,32245,0.21604683046681059
target,Atr.3,36481,0.2871582791225802
target,Atr.4,25966,0.11063871287720307
target,Atrx.1,0,-0.32526305194709193
target,Atrx.2,2292,-0.2867863191050183
target,Atrx.3,44230,0.41724388243550714
target,Atrx.4,4845,-0.2439280734916614
target,Aurkb.1,50787,0.5273188986857152
target,Aurkb.2,6,-0.3251623275155682
target,Aurkb.3,0,-0.32526305194709193
target,Aurkb.4,264,-0.3208311769600468
target,Baz1a.1,1323,-0.3030533147961044
target,Baz1a.2,2507,-0.28317702697541713
target,Baz1a.3,0,-0.32526305194709193
target,Baz1a.4,28218,0.14844394950911835
target,Baz1b.1,41131,0.36521971355348876
target,Baz1b.2,256113,3.974209669860066
target,Baz1b.3,23440,0.06823372720570306
target,Baz1b.4,956,-0.3092142925243073
target,Baz2a.1,9755,-0.16150191369472355
target,Baz2a.3,0,-0.32526305194709193
target,Baz2a.4,190,-0.32207344494883977
target,Baz2b.1,181213,2.71683301633855
target,Baz2b.2,34275,0.250125263132347
target,Baz2b.3,3483,-0.26679251944755333
target,Baz2b.4,19833,0.00768155645467356
control,Bcl6,79354,1.0068847045755571
control,Bcl6.2,41880,0.3777934800887039
control,Bcl6.3,1,-0.32524626454183797
target,Bmi1.1,40192,0.3494563400200214
target,Bmi1.2,3750,-0.26231028224474634
target,Bmi1.3,10294,-0.15245350226283974
target,Bmi1.4,53035,0.5650569856966147
target,Bop1.1,5558,-0.23195865354558876
target,Bop1.2,6148,-0.22205408444575306
target,Bop1.3,5,-0.32517911492082213
target,Bop1.4,11,-0.3250783904892984
target,Bptf.1,2463,-0.28391567280659136
target,Bptf.2,1147,-0.30600789812080115
target,Bptf.3,4206,-0.2546552254489411
target,Bptf.4,3301,-0.2698478272037738
target,Brd1.1,7378,-0.20140557598338368
target,Brd1.2,219747,3.3637188903945994
target,Brd1.3,3,-0.32521268973133005
target,Brd1.4,3,-0.32521268973133005
target,Brd2.1,208,-0.3217712716542685
target,Brd2.2,224,-0.32150267317020514
target,Brd2.3,342,-0.319521759350238
target,Brd2.4,10654,-0.14641003637141456
target,Brd3.1,5806,-0.22779537704260697
target,Brd3.2,73356,0.906193847862312
target,Brd3.3,3085,-0.2734739067386289
target,Brd3.4,54,-0.32435653206337817
target,Brd4.1,1222,-0.30474884272675423
target,Brd4.2,3065,-0.2738096548437081
target,Brd4.3,13,-0.32504481567879046
target,Brd4.4,21433,0.03454140486100769
target,Brd7.1,2306,-0.28655129543146285
target,Brd7.2,0,-0.32526305194709193
target,Brd7.3,3,-0.32521268973133005
target,Brd8.1,7245,-0.2036383008821602
target,Brd8.2,14313,-0.08498492054717918
target,Brd8.3,4747,-0.24557323920654936
target,Brd8.4,20665,0.021648677625967307
target,Brd9.2,3092,-0.2733563949018512
target,Brd9.3,1778,-0.29541504540555313
target,Brd9.4,3024,-0.27449793845912046
target,Brdt.1,35,-0.3246754927632034
target,Brdt.2,1,-0.32524626454183797
target,Brdt.3,1,-0.32524626454183797
target,Brpf1.1,29,-0.32477621719472716
target,Brpf1.2,20459,0.018190472143651788
target,Brpf1.3,10792,-0.14409337444636824
target,Brpf1.4,9401,-0.16744465515462498
target,Brpf3.1,10467,-0.14954928115390487
target,Brpf3.2,0,-0.32526305194709193
target,Brpf3.3,13159,-0.10435758621024768
target,Brpf3.4,6652,-0.2135932321977578
target,Brwd1.1,88826,1.1658950071410554
target,Brwd1.2,148,-0.322778515969506
target,Brwd1.3,2512,-0.28309308994914734
target,Brwd1.4,8413,-0.1840306115455363
target,Brwd3.1,48031,0.48105280980580467
target,Brwd3.2,46826,0.4608239864747843
target,Brwd3.3,6314,-0.21926737517359587
control,CD4.1,4,-0.3251959023260761
control,CD4.2,148,-0.322778515969506
control,CD4.3,2173,-0.2887840203302394
control,CD4.4,47732,0.47603337563487097
control,CDK9.1,429717,6.888570371568335
control,CDK9.2,252,-0.32103262582309433
control,CDK9.3,16782,-0.04353681697515484
target,Carm1.1,3656,-0.26388829833861843
target,Carm1.2,40060,0.34724040252649885
target,Carm1.3,5197,-0.2380189068422679
target,Carm1.4,662,-0.31414978966897117
target,Cbx1.1,27229,0.13184120571295307
target,Cbx1.2,66362,0.788782735516124
target,Cbx1.3,18359,-0.017063078889661756
target,Cbx1.4,47803,0.47722528140790205
target,Cbx2.1,784,-0.3121017262279882
target,Cbx2.2,22903,0.05921889058432717
target,Cbx2.3,502,-0.3168357745096046
target,Cbx3.1,289605,4.536453446625655
target,Cbx3.2,2081,-0.2903284616136036
target,Cbx3.3,57627,0.6421447506227936
target,Cbx3.4,201372,3.055250318853106
target,Cbx4.1,11474,-0.13264436406316832
target,Cbx4.2,278441,4.349038854370459
target,Cbx4.3,433,-0.31799410547212775
target,Cbx4.4,10487,-0.14921353304882568
target,Cbx5.1,62271,0.7201054606221784
target,Cbx5.2,56778,0.6278922435621825
target,Cbx5.3,1751,-0.29586830534741004
target,Cbx5.4,2627,-0.2811625383449421
