shRNA,count
Bcl6,5373
Bcl6.2,6027
Bcl6.3,1371
CD4.1,164
CD4.2,10309
CD4.3,17858
CD4.4,10290
CDK9.1,18330
CDK9.2,3060
CDK9.3,8659
Ccnt1,16730
Ccnt1.2,86509
Ccnt1.3,65260
Ccnt1.4,39030
Cd14,12884
Cd14.2,19849
Cd19,19031
Cd19.3,1039
Cd19.4,12422
Fosb,12185
Fosb.2,632
Hes1,12538
Hes1.3,6954
Id2,3017
Id2.2,4388
Id2.3,4328
Id2.4,7660
Id2.5,4492
Id3,11799
Id3.2,8079
Id3.3,33090
Id3.4,2548
Id3.5,717
Klf12,1793
Klf12.4,87213
Klf12.5,10626
Klf2,3068
Klf2.2,3098
Klf2.3,1751
Klf2.4,1954
Klf2.5,6
Klf2.6,44428
Klf2.7,21982
Ms4a1,27882
Nfatc3.2,38864
Nfatc3.3,11124
Nfatc3.7,3326
Nfatc3.8,8184
Rpa3.1,7185
Rpa3.2,17536
Rpa3.3,21932
Rpa3.4,29109
Runx3,17548
Runx3.2,6295
Satb1.1,3971
Satb1.2,4097
Satb1.3,4039
Scmh1.1,15087
Scmh1.2,76130
Scmh1.3,7038
Scml2.1,20822
Scml2.2,45239
Scml2.3,6334
Scml2.4,40853
Scml4.1,7363
Scml4.2,3183
Scml4.3,5352
Setd1a.1,0
Setd1a.3,8546
Setd1a.4,15265
Setd2.1,9359
Setd2.2,28163
Setd2.3,161627
Setd2.4,110170
Setd3.1,136682
Setd3.2,516
Setd3.3,98697
Setd4.1,0
Setd4.2,174084
Setd4.3,6705
Setd4.4,15616
Setd5.1,0
Setd5.2,109914
Setd5.3,0
Setd5.4,33964
Setd7.1,10477
Setd7.2,44623
Setd8.1,4893
Setd8.2,115327
Setd8.3,9080
Setd8.4,12310
Setdb1.2,37538
Setdb1.3,20873
Setdb1.4,13021
Setdb2.1,7862
Setdb2.2,5579
Setdb2.3,15009
Setdb2.4,1175
Setmar.1,56301
Setmar.2,77199
Setmar.3,4665
Setmar.4,43916
Sfmbt1.1,28308
Sfmbt1.2,28793
Sfmbt1.3,71919
Sfmbt1.4,4786
Sfmbt2.1,0
Sfmbt2.2,24299
Sfmbt2.3,25771
Sgk1.1,1562
Sin3a.1,7065
Sin3a.2,91707
Sin3a.3,9281
Sin3a.4,1969
Sin3b.1,1654
Sin3b.2,9056
Sin3b.3,8730
Sin3b.4,1663
Sirt1.1,10350
Sirt1.3,5232
Sirt1.4,83737
Sirt3.1,10450
Sirt3.2,18517
Sirt3.3,4750
Sirt3.4,38139
Sirt4.1,4671
Sirt4.2,37078
Sirt4.3,25957
Sirt5.1,35224
Sirt5.2,1794
Sirt5.3,1164
Sirt5.4,4772
Sirt6.1,2427
Sirt6.2,1048
Sirt6.3,1
Sirt6.4,839
Sirt7.1,3722
Sirt7.2,2045
Sirt7.3,24320
Sirt7.4,12593
Smarca1.1,110360
Smarca1.2,4648
Smarca1.3,71826
Smarca1.4,36491
Smarca2.1,545
Smarca2.2,39229
Smarca2.3,562
Smarca4.1,3821
Smarca4.2,16392
Smarca4.3,1537
Smarca4.4,5279
Smarca5.2,5044
Smarca5.3,14810
Smarca5.4,28570
Smarcc1.1,42753
Smarcc1.2,10432
Smarcc1.3,88829
Smarcc2.1,0
Smarcc2.2,3046
Smarcc2.3,38450
Smarcc2.4,153701
Smarcd1.1,33762
Smarcd1.3,13559
Smarcd1.4,33566
Smarcd2.1,22032
Smarcd2.2,3352
Smarcd2.3,79635
Smarcd3.1,1381
Smarcd3.2,13881
Smarcd3.3,2706
Smarcd3.4,5837
Smarce1.1,1208
Smarce1.2,22837
Smarce1.4,18840
Smyd1.1,1357
Smyd1.2,2481
Smyd1.3,23029
Smyd2.1,5327
Smyd2.2,5379
Smyd2.3,1910
Smyd2.4,30032
Smyd3.1,3094
Smyd3.2,10573
Smyd3.3,9960
Smyd3.4,1824
Smyd4.1,4978
Smyd4.2,11278
Smyd4.3,1722
Smyd5.2,115286
Smyd5.3,1261
Smyd5.4,574
Sp100.1,116478
Sp100.2,9480
Sp100.3,3200
Sp100.4,17702
Sp110.1,2088
Sp110.2,13458
Sp110.3,37416
Sp110.4,12370
Sp140.1,35998
Sp140.2,5433
Sp140.3,3203
Sp140.4,8331
Ssrp1.1,258
Ssrp1.2,44571
Ssrp1.4,12341
Supt16h.1,44992
Supt16h.2,2283
Supt16h.3,4579
Supt16h.4,36314
Suv39h1.1,5680
Suv39h1.2,4477
Suv39h1.3,26552
Suv39h1.4,133861
Suv39h2.1,10586
Suv39h2.2,17596
Suv39h2.3,55171
Suv39h2.4,9683
Suv420h1.1,4859
Suv420h1.2,3106
Suv420h1.3,7419
Suv420h1.4,65740
Suv420h2.1,7824
Suv420h2.2,1031
Suv420h2.3,43033
Suv420h2.4,72055
Suz12.1,1244
Suz12.2,13612
Suz12.3,19473
Suz12.4,28021
Taf1.1,0
Taf1.3,9379
Taf1.4,5882
Taf3.1,29449
Taf3.2,22616
Taf3.3,3558
Taf3.4,15538
Tbx21,29233
Tbx21.3,2828
Tbx21.4,4839
Tcea1.1,1302
Tcea1.2,1458
Tcea1.3,72758
Tcea1.4,36373
Tdg.1,845
Tdg.2,3971
Tdg.3,780
Tdg.4,33364
Tet1.1,1227
Tet1.2,16119
Tet1.3,18419
Tet1.4,18691
Tet2.1,19
Tet2.2,232999
Tet2.3,19969
Tet2.4,1192
Tet3.1,8048
Tet3.3,16768
Tet3.4,11450
Trim24.1,569
Trim24.2,24515
Trim24.3,34460
Trim24.4,4679
Trim28.1,1240
Trim28.2,4105
Trim28.3,3999
Trim28.4,6956
Trim33.1,3030
Trim33.2,3440
Trim33.3,3278
Trim33.4,6655
Trim66.1,72004
Trim66.3,546
Trim66.4,2029
Ube2a.1,32382
Ube2b.1,12541
Ube2b.2,3431
Ube2b.3,3256
Ube2b.4,7360
Ube2e1.1,7730
Ube2e1.3,17841
Ube2e1.4,3094
Ube2i.1,1142
Ube2i.2,42586
Ube2i.3,2170
Ube2i.4,16691
Uhrf1.1,30078
Uhrf1.2,1995
Uhrf1.4,2286
Usp22.1,32949
Usp22.2,11466
Usp22.3,3916
Usp22.4,61787
Usp27x.1,11931
Usp27x.2,13213
Usp27x.3,2787
Usp27x.4,35461
Usp51.1,3674
Usp51.2,16253
Usp51.3,2271
Usp51.4,3252
Wbp7.1,4162
Wbp7.2,266
Wbp7.3,141993
Wbp7.4,1460
Wdr5.1,15703
Wdr5.2,15231
Wdr5.3,7666
Wdr5.4,112372
Wdr82.1,0
Wdr82.2,49612
Wdr82.3,2046
Wdr82.4,15603
Whsc1.1,51068
Whsc1.2,14501
Whsc1.3,18844
Whsc1.4,73349
Whsc1l1.2,5443
Whsc1l1.3,5481
Whsc1l1.4,16206
Zmynd11.1,10811
Zmynd11.2,1296
Zmynd11.3,189497
Zmynd11.4,8112
Zmynd8.1,23582
Zmynd8.2,21187
Zmynd8.4,45
