shRNA,nbPctg_Q4,nbPctg_Q3,nbPctg_Q2,nbPctg_Q1,q3minusOther_nbPctg
Arid1a.1,81.934521523566,60.39598491210606,56.38724142046989,88.42997673529615,-15.187928314337952
Arid1a.2,76.95143972551772,83.08967520080111,78.38915498201571,67.5355562662524,8.79762487620583
Arid1b.1,72.92743370966551,68.45935558987655,71.30220204854396,71.21322546008925,-3.3549314828896826
Arid1b.2,80.53524252962808,76.3381680483273,74.53153911573045,72.95229515769348,0.3318091139766324
Arid1b.3,81.27352170627356,82.56023110983666,75.59372076646918,72.5142225311855,6.099742775193917
Bcl6.2,91.5579543776716,96.28087164951832,85.03134250957848,85.50217501576466,8.91704768184674
Bcl6.3,81.82220749234774,83.30451405714244,83.79639401505689,78.68916182575461,1.8685929460893647
Brd7.1,68.46480809134219,66.17965364163226,75.95978630660261,73.04423475278787,-6.309956075278635
Brd7.2,40.92117649556751,40.92117649556751,40.92117649556751,40.92117649556751,0.0
Brd7.3,77.70933957236656,81.21472507926626,81.28772135516843,76.40473218813828,2.7474607073751685
Brdt.1,89.39441740401983,93.3690475742571,96.07559425202449,98.9519466749306,-1.4382718694012055
Brdt.2,76.41368598376683,78.91848733726448,73.30320732262697,80.72790464567058,2.103554686576345
Brdt.3,86.42975038549659,85.32063404103813,87.22380629660525,88.08950435331457,-1.9270529707673347
CD4.1,76.30815276793554,84.17376080951692,87.43054654930538,81.43402663490339,2.4495188254688145
CD4.2,78.57892595244914,77.31109779143132,77.47005017165287,75.11050202319942,0.25793840899751785
CD4.3,84.11436552309603,85.49073941631403,88.0475642263241,88.99817637798859,-1.5626292928222085
CD4.4,95.0258219074824,90.33108259616324,93.73617039720999,92.66662420144009,-3.4784562392142533
Cbx2.1,86.07587060105357,85.47632038925063,85.78638294007469,87.692134845597,-1.0418090729911142
Cbx2.2,87.2568909727647,84.47832296034511,89.44571504242414,90.95668487239747,-4.741440668850316
Cbx2.3,78.8222111470746,72.65507512682213,74.27797792848007,72.49902258987032,-2.544662094986208
Cd14.2,82.55645822203014,77.92503026572646,81.40768173686233,82.35688889908099,-4.18197935359801
Cd4.5,71.24557796116052,40.92117649556751,57.74471483675667,71.05263751660254,-25.759800275939057
Cecr2.1,81.47716620875488,84.64201920378865,83.8395073926532,82.53318078056674,2.0254010764637087
Cecr2.2,80.08498664262999,81.16781465358068,75.69685917872702,81.70421570698933,2.0057941441318974
Cecr2.3,77.68729713053436,77.63801093354743,75.23290436772186,73.40516071358925,2.196223529598953
Chd7.1,90.13297877137599,90.9249674334639,87.4251064319769,83.89789050074421,3.772975532098201
Chd7.2,84.96522610785354,89.64005911487443,83.81218909289889,81.68122564132814,6.153845500847581
Chd7.3,83.29147851516629,80.41381575208301,79.79684168672928,78.50412915887067,-0.11700070150573083
Clock.1,89.90722425917386,84.6951495176364,89.98307553873572,88.04565139392955,-4.616834212976656
Clock.2,89.4540934923754,86.69154344107687,88.69639199308251,90.99300533817369,-3.022953500133667
Clock.3,40.92117649556751,40.92117649556751,40.92117649556751,40.92117649556751,0.0
Dpy30.1,90.44584106079088,89.43367200494606,92.25512885376418,90.41766334761216,-1.6058724157763464
Dpy30.2,73.17275246653699,68.93302981930543,74.26175042903628,75.08459145795662,-5.240001631871195
Dpy30.3,65.38060181019509,67.0226252986015,59.05598928809448,64.30074349537139,4.110180434047841
Eaf1.1,86.22600956362406,83.54131598240001,87.6372572601368,85.79144352447277,-3.0102541336778756
Eaf1.2,74.00746920171889,79.92061912208841,75.23458196127844,72.39472689655037,6.041693102239179
Eaf1.3,68.04603937695497,68.02434183879046,52.99171234510885,58.71584508882963,8.106476235159313
Fbxo17.1,73.66180369328102,69.42904048527501,69.07998470263885,58.828641677611635,2.238897127431173
Fbxo17.2,40.92117649556751,40.92117649556751,72.52331797974568,54.581224264747554,-15.087396417786081
Fbxo17.3,76.78830716973532,73.93886646381937,82.65521990817561,75.21079969792716,-4.279242461460001
Fkbp2.1,64.14913406544171,53.698542338370444,56.68991318334806,61.60147018302069,-7.114963472233043
Fkbp2.2,80.6801388151818,86.68162667557198,85.67732858602422,84.13252973563309,3.1849609632922693
Fkbp2.3,69.95427655250782,68.58833427209727,73.51185156877145,79.20807626831433,-5.636400524433924
Fkbp5.1,82.31495170073997,79.43553027673835,87.6456022858228,86.53978882030759,-6.064583992218445
Fkbp5.2,89.67779499509648,89.12423230567093,89.49843268456613,87.98854734952579,0.06930729594147067
Fkbp5.3,73.76042824715002,81.59633641156064,72.57921886976493,81.69710526319764,5.584085618189775
Fosb.2,67.20114299811094,78.92510246494425,66.3325664115591,40.92117649556751,20.77347382986506
Gtf2h1.1,83.95697279249376,84.31778239152814,80.44751817433563,88.56414937020709,-0.005097720817346385
Gtf2h1.2,86.402586517197,89.37931955696769,86.60655410294372,87.16072965431046,2.656029465483968
Gtf2h1.3,72.85925743013114,79.5042498770938,83.1616521366181,78.79161361709855,1.2334088158111882
H2afz.1,79.93352357991388,84.68770141972226,78.24111215227803,75.521274078955,6.789064816006615
H2afz.2,77.73692681865391,68.58833427209727,69.43165274723167,57.69451537787088,0.30063595751178696
H2afz.3,85.37045303715605,85.08278077052833,87.63788969153859,88.02704690448205,-1.9290157738638953
Hdac11.1,73.02491085707776,79.75867771616763,79.9297633137579,76.0106091960183,3.4369165938829696
Hdac11.2,82.20804153168466,82.2174282887159,86.57102582218013,84.60180093151325,-2.2428611397434537
Hdac11.3,81.68642028219448,83.5864923277525,83.77498195101938,82.37454350344635,0.9745104155324213
Hdac5.1,79.27638506902767,76.75010411325383,76.06751185190758,75.02105846585376,-0.03821434900918064
Hdac5.2,71.87472930558224,81.57852901475646,81.1243104785464,80.01085690689051,3.9085634510834097
Hdac5.3,88.9746247986132,89.89187853572909,85.25646711930376,89.85679843722616,1.8625817506813718
Hes1.2,84.04398083948807,83.02736539537435,80.91011690456696,82.11254565164823,0.6718175968065765
Hes1.3,55.4127323588126,55.34788087363908,53.421974534548454,54.23714084217387,0.9905982951274339
Hes6.3,66.39717426918942,77.80165923399215,73.09790844406432,72.46803020283126,7.147288261963823
Id2.2,60.73681335012097,72.72967943320172,59.136339541892866,73.0879882895883,8.409299039334343
Id2.3,90.22537616437208,91.15818510794692,86.5782772743022,85.39347912895242,3.7591409187380265
Id2.4,83.31423443642598,82.02556461440757,81.67558666946401,78.29942249509972,0.9291500807443356
Id2.5,50.8435974918584,62.7401600619725,55.630615289005945,68.09267402499549,4.551197793352557
Id3.2,81.52419911933065,83.03683824651415,79.9818787924082,80.40894727666945,2.3984965170447055
Id3.3,86.0842283613675,88.97939518270498,86.51292766572134,86.66462165694713,2.5588026213596606
Id3.4,69.23122200113868,80.20901728361656,64.4640213933918,72.14578041181915,11.595342681500014
Id3.5,57.14976707504449,59.281083507896994,50.43712099873486,68.86309218209686,0.46442342260493064
Iws1.1,75.40906999128457,73.40266619560916,83.40973851723528,86.11148399663976,-8.240764639444052
Iws1.2,78.58354024492823,74.32077957033395,83.41480696343403,87.7953660637902,-8.943791520383542
Iws1.3,68.13880266293903,68.37115557651981,69.9773721536935,67.45199005515201,-0.151566047408366
Jmjd8.1,82.40025811761573,77.22095078203864,79.50708403576205,83.25498593066585,-4.499825245975899
Jmjd8.2,77.97870907524182,73.95785036742404,82.44694871242514,74.44088602032667,-4.330997568573835
Jmjd8.3,80.33170413866922,84.9326579244951,80.30225396859609,81.88821031968963,4.091935115510111
Kdm4b.1,81.02883695612051,82.45359047671137,82.39895932741683,80.3782455309358,1.1849098718869868
Kdm4b.2,80.84921496808894,80.6629053603168,78.20542501917205,78.68719460255863,1.4156271637102549
Kdm4b.3,74.78776965378214,73.4944166639753,72.14578041181915,73.04770434023575,0.16733186202962713
Klf12.4,59.35674231713454,84.0261877875481,58.816278281354606,71.97750964556441,20.642677706196913
Klf12.5,88.03566498425714,83.71047334915194,85.64922010851893,84.57624450102304,-2.3765698487811022
Klf2.2,60.846340663676756,67.5124333447775,68.42209290447069,70.70764459088603,0.8537406250996753
Klf2.3,40.92117649556751,61.63090278915102,40.92117649556751,40.92117649556751,20.709726293583515
Klf2.4,77.38516630973955,87.00382337942008,77.84005484594545,76.87497217061463,9.63709227065354
Klf2.5,47.54729301324823,69.95196025574671,40.92117649556751,40.92117649556751,26.82207825428563
Klf2.6,71.32544268867426,78.59074861014545,74.0413902779669,70.94060598570606,6.4882689593630545
Klf2.7,52.34098549750051,66.67274781785866,72.82822011232321,52.71822476737289,7.376937692126461
Mecp2.1,73.08149030673621,76.17282534051597,81.62112081590378,80.40041577200905,-2.194850291033717
Mecp2.2,66.55956629997846,50.2891183295085,62.827353010953516,72.37106946147416,-16.96354459462688
Mecp2.3,84.61553132985135,86.29808501397788,85.4880788669168,84.32833677505653,1.4874360233696535
Ms4a1.2,80.01772274477565,85.03556240091041,78.7381979995406,78.94412554131989,5.802213639031692
Nfatc3.2,94.83484544360768,92.93163596443257,96.13093858169844,94.54728950274873,-2.239388544919052
Nfatc3.3,68.61472239350238,61.1305748998795,75.14384940246502,68.05084603896844,-9.472564378432445
Nfatc3.7,64.76933871861561,63.53579695275351,60.8892833829858,40.92117649556751,8.009197420363869
Nfatc3.8,40.92117649556751,40.92117649556751,47.15081596005528,40.92117649556751,-2.0765464881625846
Padi2.1,40.92117649556751,40.92117649556751,40.92117649556751,40.92117649556751,0.0
Padi2.2,90.76574941834795,91.4948597212301,89.9682323148745,91.30971783768781,0.8136265309266832
Padi2.3,76.3888347234379,75.18858967447295,72.47021974806474,76.99943722773745,-0.09757422527374615
Paf1.1,50.8435974918584,65.35315525885765,66.92807861097847,73.2911689409045,1.665540244277203
Paf1.2,75.5801665630668,40.92117649556751,71.09273753233947,72.1084539807595,-32.00594286315442
Paf1.3,92.59232024466765,91.9444015842031,92.80650941723762,89.58702369614026,0.28245046485460534
Parp2.1,91.09206750776478,88.82270707493977,89.55048149326427,89.80511838686421,-1.326515387691316
Parp2.2,76.92424722722086,78.40096105379911,78.82558642768718,78.14750925147074,0.43518008500618066
Parp2.3,83.95144403342314,81.33941560723196,81.99487491376368,83.04842845767364,-1.6588335277215407
Phc2.1,84.4098448461624,86.72303842586129,85.45566056184383,87.17653516185354,1.0423582359080399
Phc2.2,73.06961707528691,79.1755452815692,65.15808742308995,61.38888602147083,12.636681774953303
Phc3.1,59.10211741211816,71.36260102634385,67.72260943554484,70.1622861612383,5.7002633567100816
Phc3.2,74.77350348677345,70.46030443391356,74.40263033701451,76.98921639264228,-4.92814563822985
Phc3.3,77.75551135274296,78.06365401385443,73.27103401624686,75.9675780394829,2.398946211030193
Phf10.1,79.1226348186797,76.66287104176294,80.78228380219413,83.35569055628673,-4.423998683957237
Phf10.2,84.51758430551854,82.47916324401181,82.30072727414509,84.904793173974,-1.428538340534061
Phf10.3,76.74246116827368,78.27691428029296,78.41751448082573,74.59274465930007,1.6926741774931315
Phf17.1,71.51904505400898,74.74324111403222,77.14761517574595,80.44300568343074,-1.6266475236963345
Phf17.2,85.69264084798893,82.52353285831684,86.94864165611077,85.1613096773714,-3.4106645355068537
Prdm16.1,81.60448454682194,79.51401587384844,76.84716649224893,72.17064944073758,2.6399157139122877
Prdm16.2,65.5040927252254,73.33117382311933,53.421974534548454,49.97040187848481,17.032350777033102
Prdm16.3,81.01379463981338,82.76788751969784,76.5398296324799,74.60016705551622,5.383290410427989
Rnf2.1,82.84541904845271,82.37068016736033,85.52769346056114,75.5683580014362,1.0568566638769994
Rnf2.2,89.61306100208463,90.5124743500129,88.7587240025995,91.51516698564606,0.5501570199028265
Rnf2.3,82.45717545741975,82.98727387471985,83.48478991167994,80.54788371859635,0.8239908454878417
Rpa3.1,57.71132622556543,68.00010273936346,58.973851814369624,64.478282818857,7.612282453099432
Rpa3.2,74.30148006735965,67.17314514975517,74.11459811002634,64.8610178540051,-3.9192201940418556
Rpa3.3,72.1645622224323,76.35706684081714,68.5543183861581,70.54475537384147,5.935854846673195
Rpa3.4,83.21822147949939,75.92394236966472,72.8580521540263,64.27387287370675,2.473893533920574
Runx3.2,40.92117649556751,82.33253748235893,40.92117649556751,76.84971647470792,29.435180993744616
Runx3.3,83.10752194253956,66.6392833724732,77.10287148690036,72.85443440663686,-11.048992572885723
Satb1.1,73.84663471662525,68.56710604419105,69.16969712471169,72.37509552926511,-3.2300364126762986
Satb1.2,88.97626684918208,86.69606490237162,88.29465296263916,84.76667397926843,-0.6497996946582703
Satb1.3,88.4616676590706,88.87818556557926,90.7794215629032,92.61593776810064,-1.7408234311122186
Scmh1.1,76.33172517382785,75.73016540776936,75.72779422474576,79.2271592681843,-1.3653941478166018
Scmh1.2,80.42507574455598,82.9158572482102,82.13520929795133,82.84284761993874,1.1148130273948595
Scmh1.3,87.10112498888934,85.72659581181779,82.68728035985315,84.05509801683012,1.1120946899602586
Scml2.1,74.46498947302517,80.69356032557289,76.09331404762017,73.50104976891244,6.007109229053626
Scml2.2,87.04307135192416,79.65023468544751,84.41117695672915,81.9825806085362,-4.828708286948981
Scml2.3,79.74334648163061,73.28019728610093,79.97647050511999,73.77129313227545,-4.550172753574429
Scml2.4,79.40698966290078,84.24333701231774,82.59395367836088,83.1281063350973,2.533653786864747
Scml4.1,81.0349124208682,78.86980907873723,84.96062348084385,78.59487970039639,-2.660329455298907
Scml4.2,78.54483290682158,79.33160336443112,68.51787775840602,69.50159505723303,7.143501456944236
Scml4.3,71.38218090396934,71.96821831534807,69.66878724079257,72.63021265279083,0.7411580494971446
Setd1a.1,40.92117649556751,40.92117649556751,40.92117649556751,40.92117649556751,0.0
Setd1a.2,85.80274290422176,86.62387747139722,84.94239604883455,86.98339810708211,0.7143651180177528
Setd1a.3,74.610045108108,76.92692333939559,79.55278780208788,80.61792099936737,-1.333327963792172
Setd1a.4,79.37898236970902,72.52764271138507,74.17040806062586,73.69569526866395,-3.2207191882812083
Setd2.1,76.50541057481615,76.37945819880493,72.23753128701094,71.91305331290728,2.827459807226802
Setd2.2,85.82339996530743,86.22961632604313,82.66989322661514,85.28790205958575,1.635884575540345
Setd2.3,88.22249827187731,88.42529458730512,88.75942941803781,87.74171691669785,0.18407971843411985
Setd2.4,89.96839082547712,90.1609463139923,90.65967704381076,91.42143972832972,-0.5222228852135657
Setd3.1,81.04547292685606,82.64822706610232,80.34784275967623,79.66765824700823,2.2945690882554715
Setd3.2,68.29132175729168,70.13348726847535,68.99607535307787,70.70764459088603,0.8018067013901486
Setd3.3,85.12379085775899,84.41488340229886,77.51148864640129,80.79737831666843,3.2706641286892904
Setd4.1,40.92117649556751,40.92117649556751,40.92117649556751,40.92117649556751,0.0
Setd4.2,81.8580386997896,82.3094983458336,77.75480870511464,83.69372446362308,1.2073077229911604
Setd4.3,72.69023827342025,73.04037654407502,65.15808742308995,72.01593681251367,3.085622374400401
Setd4.4,81.80752086979074,74.00778154463401,71.87522912927916,78.28849590499217,-3.3159670900533484
Setd5.1,40.92117649556751,40.92117649556751,40.92117649556751,40.92117649556751,0.0
Setd5.2,96.89055589565791,97.31413196525045,96.76567246761437,97.73136535283314,0.1849340598819822
Setd5.3,40.92117649556751,40.92117649556751,40.92117649556751,40.92117649556751,0.0
Setd5.4,93.57214154710715,95.19950524987301,93.36234964332901,94.75244179372415,1.3038609218195774
Setd7.1,79.93012154524196,82.89250572875079,79.4448416824509,80.23869763964852,3.0212854396369977
Setd7.2,70.43202026001381,65.7026810492902,70.68483366420307,71.07363057031607,-5.027480448887445
Setd8.1,64.49249395228576,65.01850057993835,77.59925811136887,67.87803707158517,-4.97142913180825
Setd8.2,76.77762061904996,76.93344003974367,76.21655443288036,73.15133241902949,1.5516042160904107
Setd8.3,77.86250555089129,77.25540489015582,81.80489581254221,81.12725550650633,-3.00948073315746
Setd8.4,71.42550843145993,75.13039208540985,75.82805425746861,60.531329219302044,5.868761449332993
Setdb1.1,91.30021789706319,89.6252316035098,90.57066539549582,91.03982341082961,-1.3450039642864198
Setdb1.2,94.3490038457601,94.55151438519127,91.42779298930097,92.88061273558571,1.665711194975671
Setdb1.3,83.66612935147614,83.15120807079524,82.83883942217841,80.76842501456552,0.7267434747218715
Setdb1.4,74.64608532115669,78.37645574574631,80.07743306301366,76.40155697412929,1.3347639596464376
Setdb2.1,75.16773194029163,59.875241129203175,64.4035658263893,53.80308637640611,-4.582886918492491
Setdb2.2,82.4379895666303,83.22847912565018,88.10749658431139,88.30212101126953,-3.054056595086905
Setdb2.3,79.6120447977947,74.31493976106815,74.93650747146512,78.83019551869876,-3.4779761682513737
Setdb2.4,74.87504680104536,75.27466414891111,75.25562036255113,71.56535481374692,1.3759901564633168
Setmar.1,83.32263437157296,84.07714202531527,83.73381845312414,84.41772434209595,0.25241630305090723
Setmar.2,89.73088559546248,89.64854173585366,90.75367071042622,87.43970317041767,0.3404552437515349
Setmar.3,72.61200598401778,72.31568272389157,71.16893775091523,70.62695320386166,0.846383744293334
Setmar.4,80.68850282360829,83.80718736572067,83.02955670794006,81.49371804631271,2.0699281731003083
Sfmbt1.1,82.78508336768145,83.96135192912728,86.1666520678166,83.50243468815492,-0.19003811209039156
Sfmbt1.2,58.72855040655315,57.30330671055811,54.96765335603553,51.20395113630754,2.3365884109260406
Sfmbt1.3,83.68855951774842,89.43772801752665,83.79137624451816,83.61089542912242,5.740784287063647
Sfmbt1.4,86.35645773223767,83.71047334915194,85.03026317790858,86.77211584209708,-2.3424722349291756
Sfmbt2.1,40.92117649556751,40.92117649556751,40.92117649556751,40.92117649556751,0.0
Sfmbt2.2,78.28081989766942,82.07540654707304,88.23267621770235,75.10607044390213,1.5355510273150799
Sfmbt2.3,63.49595813328533,66.14194643595167,75.19342695116507,81.16405909055445,-7.142534955716613
Sgk1.1,80.53405573726499,86.30979109342792,82.26904375882808,72.62302343367641,7.83441678350475
Sin3a.1,68.48980039766062,50.2891183295085,72.76139716430727,66.21887955780964,-18.86757404375068
Sin3a.2,93.25224190146602,93.59490938289818,92.86789294193628,92.00878969870317,0.8852678688630391
Sin3a.3,64.3598205698321,74.22674109303938,65.57860957706355,60.39598491210606,10.781936073372151
Sin3a.4,72.28339853171789,62.171770782599665,71.93924287173262,64.65105804073534,-7.452795698795626
Sin3b.1,67.48781123160568,59.281083507896994,59.95810499989289,71.54172157314179,-7.048129093649791
Sin3b.2,71.1277514286627,72.16877732950388,77.56647852352947,74.53209665947908,-2.2399982077198644
Sin3b.3,71.4299285147101,72.68021953312534,69.06769139577548,66.83935792811661,3.567893586924612
Sin3b.4,68.55751888525613,69.35879245282817,61.300444640800244,62.39472630556673,5.274562508953792
Sirt1.1,86.42158124930786,87.73131241655221,84.14721063198648,85.9730595376438,2.2173619435728256
Sirt1.2,91.78865157135971,96.40195300609076,91.93516135067638,91.74730760357362,4.578246164220857
Sirt1.3,80.9548295408692,81.67452079238609,84.2588805527813,83.06093809546724,-1.083695270653152
Sirt1.4,79.80521058366443,80.79182654645672,78.63424197397367,79.79444792802414,1.3805263845693077
Sirt3.1,70.5750061608665,75.02156015643924,79.78938031862232,79.92357941572385,-1.7410951419649905
Sirt3.2,58.19713625626185,50.2891183295085,67.10607936558408,67.86801801389505,-14.101292882405161
Sirt3.3,83.5541372670012,82.979630097155,82.53839225574133,86.54694702275623,-1.2335287513445792
Sirt3.4,83.20072524262376,86.69561294319577,81.1954063945623,82.58009584038223,4.37020378400635
Sirt4.1,64.60165485630954,80.27103860362082,54.7017996142211,56.86408534689308,21.54852533114625
Sirt4.2,80.66575614433967,82.59561815491953,75.9833270484104,78.87626856494201,4.087167569022171
Sirt4.3,58.51978714232082,67.72520400132206,79.69753027976836,75.03433499066199,-3.3586801362616683
Sirt4.4,77.85824388044993,78.60713407978473,79.45630777684892,81.92076332720333,-1.1379709150493227
Sirt5.1,79.26448494561615,81.15528482030999,77.08527593765633,82.726583945915,1.4631698772474948
Sirt5.2,75.8832360580698,80.76933005429639,74.38683617666439,76.59090309477028,5.149004944461566
Sirt5.3,65.14361756204485,40.92117649556751,66.04032516978828,40.92117649556751,-16.4471965802327
Sirt5.4,74.65450878868477,78.45943940950686,54.413529652923245,69.73503963218202,12.191746718243508
Sirt6.1,75.38384285908886,69.59983480767497,74.8040953887341,68.16460494789062,-3.1843462575628934
Sirt6.2,72.50163193214951,72.65507512682213,73.44983043538689,73.16111547950212,-0.38245082219070525
Sirt6.3,49.61545622793027,40.92117649556751,40.92117649556751,40.92117649556751,-2.898093244120915
Sirt6.4,79.45561662685203,72.4226873647212,72.39517207013239,80.844538644413,-5.142421749077954
Sirt7.1,86.39268861995112,85.74304622539725,83.37691030012586,84.19821481547586,1.0871083135462953
Sirt7.2,78.90556172485134,80.70274241339743,79.8043835280749,82.59379759544723,0.26816146393960594
Sirt7.3,80.86935359085433,72.79533932776285,71.40556353408594,61.70639201229451,1.4682362820179264
Sirt7.4,79.71572141959533,83.53186091733411,84.86680258907067,84.55359858476619,0.4864867195233842
Smarca1.1,85.09216408978253,88.53659146612263,85.96201525016359,83.51190301120643,3.681230682405115
Smarca1.2,87.9055597560086,83.95187866125227,85.71263304382649,83.69193401876765,-1.8181636116153044
Smarca1.3,79.71721867684644,82.68503371459433,74.97796256316136,77.83674030774186,5.174393198677777
Smarca1.4,75.0062342130044,79.94389401666862,78.14414156360256,74.1553091393979,4.175332378000334
Smarca2.1,68.97580760024569,71.72737168916731,75.40260262400793,73.28788021652838,-0.8280584577600223
Smarca2.2,82.76678253365387,83.19552412555846,80.11689476738117,80.98826046163184,1.904878204669501
Smarca2.3,77.22911702074585,67.26093057826283,72.00575409551287,70.33333538270914,-5.928471588059793
Smarca4.1,76.66887810800542,80.85433150574612,75.58328083737088,77.12056268287459,4.396757629662488
Smarca4.2,75.27608930227403,80.31410504156302,69.09976936692263,71.69002091563998,8.292145179950808
Smarca4.3,80.51613979174664,89.03996000764839,78.25910981002389,77.41393103788457,10.310233127763354
Smarca4.4,73.49371788096826,75.81113937764307,73.14944864563259,69.40283084963276,3.795806918898535
Smarca5.1,84.70234885973305,87.94197317977257,85.27520113184391,85.68539363547015,2.72099197075687
Smarca5.2,64.66739241947664,56.459424698825714,59.90306656690656,53.80308637640611,-2.9984237554373934
Smarca5.3,69.5721129017387,60.230284969717005,72.15846674445517,67.68742607485702,-9.575716937299958
Smarca5.4,85.1264380180106,81.83326966205443,85.83230734808873,83.73410749481816,-3.0643479582514033
Smarcb1.2,99.9254166994649,99.99034297835509,99.92884643249305,99.93777312024383,0.05966422762115542
Smarcc1.1,81.66447776416842,82.10755250447477,73.6930199190178,80.31037877869693,3.5515936838470594
Smarcc1.2,81.78132979630911,86.5371046767899,81.09080924712295,77.68658439165401,6.350863531761206
Smarcc1.3,83.73662567192977,83.68309714255221,84.0879158097453,78.80145758444618,1.4744307871784628
Smarcc2.1,40.92117649556751,40.92117649556751,40.92117649556751,40.92117649556751,0.0
Smarcc2.2,73.6011148150996,52.41998071872879,63.524971402402386,78.91903894650126,-19.595061002605625
Smarcc2.3,74.44287577128652,75.87007658055107,71.0556426241954,79.45680139104937,0.884969985040641
Smarcc2.4,92.32949760123904,91.47352884852205,91.15018996069821,90.83648315037071,0.03480527775273856
Smarcd1.1,86.62694975132801,87.16114030481596,86.26425454956322,87.73260742292766,0.28653639687632904
Smarcd1.2,90.8093450220169,96.35031657756903,89.79903571955295,92.95362360232595,5.162981796270429
Smarcd1.3,75.88177571503493,80.11189320715006,80.59546801667665,76.88544175631378,2.324331377808278
Smarcd1.4,86.49228363203966,87.80459086578107,84.38931352579023,91.1371894869778,0.4649953175118213
Smarcd2.1,81.1016729655,80.6782184377371,67.62547344311525,74.3169845372274,6.330174789122879
Smarcd2.2,77.56940139609725,76.90681563827468,65.63683421785885,73.39874348044141,4.705155940142177
Smarcd2.3,79.38830273880066,79.44929295121831,76.4045454724609,65.45066375953812,5.701455627618415
Smarcd3.1,71.33391508357099,65.0680258387147,78.62463670413747,72.2153477277509,-8.989940666438414
Smarcd3.2,76.89151027558394,77.36004481121535,79.08707256372581,81.67740436631611,-1.8586175906599465
Smarcd3.3,79.09622694476516,87.78197384000231,79.8566697492815,79.18254955407349,8.403491757295598
Smarcd3.4,74.30616615440864,80.77385269720563,82.25083900101589,77.25524885001896,2.8364346953911337
Smarce1.1,74.83474797874476,76.8967297375259,67.5246906843765,71.5605309250608,5.590073208131884
Smarce1.2,79.57470861118209,83.77788866517174,78.65805532431376,69.80589207407732,7.765003328647353
Smarce1.3,83.28338730143597,84.77249852699913,78.55471739221284,66.42556893683967,8.684607316836306
Smarce1.4,79.25883240975678,88.34599476657857,82.76859053567006,85.51177076788856,5.832930195473438
Smyd1.1,78.77118281277424,77.73749105036242,79.87454810469549,80.91948707910313,-2.1175816151618676
Smyd1.2,74.51086259055286,77.26475834988972,72.42534124284673,73.11806349779697,3.9133359061575277
Smyd1.3,86.0684751667607,85.32063404103813,82.19051296023262,83.9719483573527,1.2436552129227891
Smyd2.1,77.23288132592798,80.30424496805931,73.52123882385631,76.38995865791355,4.589552032160029
Smyd2.2,79.8606685868425,82.53512914995427,78.39924114253883,80.70044851020782,2.8816764034245637
Smyd2.3,69.59815972175787,79.68596133873532,72.05835757109594,73.76833253797113,7.877678061793674
Smyd2.4,66.31262255861584,40.92117649556751,58.16768193436723,60.46824086254241,-20.72833862294099
Smyd3.1,71.46841814240976,82.8226746854012,79.30264635812809,78.93731662604746,6.25321430987276
Smyd3.2,69.10915882332331,73.84307495444432,82.88211352728149,69.59061382728187,-0.017553771517896166
Smyd3.3,47.54729301324823,40.92117649556751,55.214413339022094,54.581224264747554,-11.526467043438451
Smyd3.4,76.00817246621075,71.69678795642714,69.44989460875118,77.74876168756144,-2.7054882977473085
Smyd4.1,93.05623180073171,89.57605938126467,92.36922521207,93.8325701772032,-3.5099496820702996
Smyd4.2,88.04565139392955,85.74743837798891,86.7583258754146,84.59358593016455,-0.7184160218473181
Smyd4.3,77.53067468465017,68.93302981930543,73.49511533919099,62.43782662602849,-2.221509063984442
Smyd4.4,83.64490040091972,83.28921973047773,79.24400173186238,80.20241586848678,2.258780396721434
Smyd5.1,83.36575571837427,89.09677060051445,81.00589685278746,82.19237588761848,6.908761114254375
