shRNA,value,pool
Cbx1.4,-7.333735800560504,p1
Cbx3.1,-7.61839411215756,p1
Cbx3.2,-0.6668234415247412,p1
Cbx3.3,5.858545579756864,p1
Cbx3.4,-7.130207050397246,p1
Cbx4.1,-1.8274671587334836,p1
Cbx4.2,-2.8707800157644954,p1
Cbx4.3,-1.660773860286639,p1
Cbx4.4,-4.961749971234681,p1
Cbx5.1,-10.315987226883223,p1
Cbx5.2,-9.012511744178681,p1
Cbx5.3,-4.805272970617317,p1
Cbx5.4,10.855714874444175,p1
Cbx6.1,8.032864603573799,p1
Cbx6.2,-4.059319257660988,p1
Cbx6.3,13.2014009455675,p1
Cbx6.4,1.8182440527564978,p1
Cbx7.1,-7.501259134640378,p1
Cbx7.2,-9.88170624349641,p1
Cbx7.3,-8.121941198003839,p1
Cbx7.4,-4.2990432405131145,p1
Cbx8.1,-4.599776982705592,p1
Cbx8.2,1.5463568899274946,p1
Cbx8.3,-8.410434574477975,p1
Cbx8.4,1.1865876926227372,p1
Cd14.2,-7.24750402572667,p1
Cd4.5,-7.785873701143643,p1
Chaf1a.1,-3.871847922945065,p1
Chaf1a.2,1.6667037525226718,p1
Chaf1a.3,4.070477442502977,p1
Chaf1a.4,2.757947906664242,p1
Chaf1b.1,-8.041007693429634,p1
Chaf1b.2,-0.8939482439799349,p1
Chaf1b.3,13.689302186462413,p1
Chaf1b.4,3.853748499714186,p1
Chd1.1,-6.080365604060503,p1
Chd1.2,-4.731559072260666,p1
Chd1.3,-6.341716048075966,p1
Chd1.4,5.71122245189693,p1
Chd1l.1,-1.4209242430869864,p1
Chd1l.2,-3.1839175317507795,p1
Chd1l.3,6.247435147680719,p1
Chd2.1,-3.8319116188022946,p1
Chd2.2,-9.564852105788333,p1
Chd2.3,2.4334913458288554,p1
Chd2.4,-7.498608628569642,p1
Chd3.1,5.1652075973376554,p1
Chd3.2,-1.4704194371121844,p1
Chd3.3,-3.5728101658993126,p1
Chd3.4,-8.666606864052468,p1
Chd4.1,2.9189423657966813,p1
Chd4.2,-10.364626097609502,p1
Chd4.3,0.08068103616710687,p1
Chd4.4,-1.7347600400208592,p1
Chd5.1,-3.6665703932788034,p1
Chd5.2,0.4752544631087545,p1
Chd5.3,-12.737645310903133,p1
Chd5.4,-1.9525084445710235,p1
Chd6.1,-8.956525240673002,p1
Chd6.2,-7.406836787510315,p1
Chd6.3,-7.071777490850849,p1
Chd6.4,8.07046601392598,p1
Chd8.1,-1.866598408262817,p1
Chd8.2,-13.045777927870475,p1
Chd8.3,-1.5350613336072314,p1
Chd8.4,-3.830702457238857,p1
Chd9.1,-9.690219633286091,p1
Chd9.2,1.0225636690441604,p1
Chd9.3,-1.4977834621031008,p1
Chd9.4,-4.960182105870487,p1
Crebbp.1,8.052478965871373,p1
Crebbp.2,-9.16525109988278,p1
Crebbp.3,-5.251949593599662,p1
Crebbp.4,-3.9548801906490922,p1
Ctsl.1,-4.68249773835899,p1
Ctsl.2,-3.5168314018875577,p1
Ctsl.3,-2.845513569524684,p1
Ctsl.4,10.734006771486165,p1
Cxxc1.1,-0.06067520635562573,p1
Cxxc1.2,0.5254921091237179,p1
Cxxc1.3,-3.2227531414999646,p1
Cxxc1.4,-5.489971814439954,p1
Dmap1.1,1.6894415897120467,p1
Dmap1.2,-5.178307250217969,p1
Dmap1.3,-13.77198554241528,p1
Dmap1.4,-7.772655108198961,p1
Dnmt1.1,0,p1
Dnmt1.2,-8.594468278740976,p1
Dnmt1.3,18.78869747181183,p1
Dnmt1.4,8.13338242389193,p1
Dnmt3a.1,-9.490953937121432,p1
Dnmt3a.2,-9.507179152156354,p1
Dnmt3a.3,-9.150504877862787,p1
Dnmt3a.4,-10.540150343139274,p1
Dnmt3b.1,17.399332499054438,p1
Dnmt3b.2,-7.664905668403975,p1
Dnmt3b.3,-9.10955504189883,p1
Dnmt3b.4,-3.0090762009281917,p1
Dnmt3l.1,10.143842446599535,p1
Dnmt3l.2,-3.1274441087164178,p1
Dnmt3l.3,-1.3114054148242502,p1
Dnmt3l.4,-5.804071224899502,p1
Dot1l.1,-8.837112272417727,p1
Dot1l.2,2.404720979536293,p1
Dot1l.3,-5.09470692468355,p1
Dot1l.4,-6.460599804710824,p1
Dub2a.1,-10.512354339749962,p1
Dub2a.2,1.636561827172045,p1
Dub2a.3,-0.5705512486524071,p1
Dub2a.4,-4.735300146272394,p1
Eed.1,13.230268703904265,p1
Eed.2,-11.222639147314368,p1
Eed.3,0.8261806133357652,p1
Eed.4,4.906044149393281,p1
Ehmt1.1,-7.192668404209158,p1
Ehmt1.2,13.44230521261801,p1
Ehmt1.3,-11.095090893871387,p1
Ehmt1.4,13.572779370782968,p1
Ehmt2.1,-7.911157852475142,p1
Ehmt2.2,-9.447514806389094,p1
Ehmt2.3,-14.050309474103116,p1
Ehmt2.4,-6.9856889080676154,p1
Elp3.1,8.574350784027274,p1
Elp3.2,-5.649155926777411,p1
Elp3.4,-4.720666545556057,p1
Elp4.1,-7.687041718688974,p1
Elp4.2,-2.746223686824223,p1
Elp4.3,-4.736280206689244,p1
Elp4.4,-7.603183933103679,p1
Ep300.2,1.2895976049421876,p1
Ep300.3,0.8265590872922388,p1
Ep400.1,-6.673208065982649,p1
Ep400.2,-12.025997106751191,p1
Ep400.3,-12.988948612875397,p1
Ep400.4,13.317741327324043,p1
Epc1.1,-6.235971760362531,p1
Epc1.2,6.4124924158502665,p1
Epc1.3,-8.468878427079375,p1
Epc1.4,8.738092184753661,p1
Epc2.1,-10.80555174398846,p1
Epc2.2,-13.274812552697696,p1
Epc2.3,-11.197562385158562,p1
Epc2.4,-6.051259156215821,p1
Ercc5.1,-8.118167779241972,p1
Ercc5.2,-9.004899441308524,p1
Ercc5.3,-3.484695000323498,p1
Ercc5.4,-3.8453243563040047,p1
Ezh1.2,-6.648280414188861,p1
Ezh1.3,-11.331953712667485,p1
Ezh1.4,-12.140988703097761,p1
Ezh2.1,7.7922557926404465,p1
Ezh2.2,0.5834145168848579,p1
Ezh2.3,-1.906060053088865,p1
Ezh2.4,-8.373219768951799,p1
Fbxl19.1,-6.821010168398416,p1
Fbxl19.2,-2.948153710265018,p1
Fbxl19.3,7.189426880656086,p1
Fbxl19.4,18.47232351725546,p1
Fbxo44.1,-9.433206925941278,p1
Fbxo44.2,-0.5558899223983502,p1
Fbxo44.3,4.6714217740357356,p1
Fbxo44.4,8.062876229115517,p1
Fbxw9.1,-7.105914985489491,p1
Fbxw9.2,-3.5789982849249213,p1
Fbxw9.3,-27.942234226006406,p1
Fbxw9.4,2.8062798999823,p1
Fkbp1a.1,-8.930461536421888,p1
Fkbp1a.3,-4.097978858449935,p1
Fkbp1a.4,1.7143825874131977,p1
Fosb.2,-4.3476445506875905,p1
Gadd45a.1,-5.189582984254997,p1
Gadd45a.2,-0.05963181839659626,p1
Gadd45a.3,1.9079413522687076,p1
Gadd45a.4,31.503749648812203,p1
Gadd45b.1,-12.013721616645753,p1
Gadd45b.2,-8.506031816358359,p1
Gadd45b.3,-7.078653722308857,p1
Gadd45b.4,9.708924310442711,p1
Gtf2b.1,-9.1837999038639,p1
Gtf2b.2,8.219830748385505,p1
Gtf2b.3,-17.245409175168874,p1
Gtf2b.4,-0.82157812479727,p1
Gtf2f1.1,0.0748924191441489,p1
Gtf2f1.2,-9.948897107684147,p1
Gtf2f1.3,1.0991900755199566,p1
Gtf2f1.4,6.099070046438982,p1
Gtf3c4.1,1.1837924087101754,p1
Gtf3c4.2,-13.228119996815508,p1
Gtf3c4.3,0,p1
Gtf3c4.4,-2.395248261559857,p1
Hat1.1,3.623885745251144,p1
Hat1.2,-5.974341049683616,p1
Hat1.3,-10.244793467141704,p1
Hat1.4,19.563224171074985,p1
Hcfc1.1,15.599979670113981,p1
Hcfc1.2,20.047665852336877,p1
Hcfc1.3,-0.8311797290233613,p1
Hcfc1.4,19.245528992027573,p1
Hdac1.1,5.65635130876931,p1
Hdac1.2,4.198714171040976,p1
Hdac1.3,-6.493089523341936,p1
Hdac1.4,-2.0458637796147627,p1
Hdac10.1,1.5528892585045213,p1
Hdac10.2,-0.0401382410622233,p1
Hdac10.3,-2.641322638598311,p1
Hdac10.4,13.126193813293483,p1
Hdac2.1,6.986803017814452,p1
Hdac2.2,-8.50604950871272,p1
Hdac2.3,-7.785287519989609,p1
Hdac2.4,-12.101371653021104,p1
Hdac3.1,28.822774224370036,p1
Hdac3.2,0.4824021212181151,p1
Hdac3.3,-12.107631900823264,p1
Hdac3.4,-4.77980049484033,p1
Hdac4.1,1.3946422588404488,p1
Hdac4.2,-2.9081510164871673,p1
Hdac4.3,-13.96932314955825,p1
Hdac4.4,15.662385732019573,p1
Hdac6.1,-8.349220718166407,p1
Hdac6.2,-0.5857778275191947,p1
Hdac6.3,5.327051677228937,p1
Hdac6.4,-9.460554343898494,p1
Hdac7.1,-13.912535316267238,p1
Hdac7.2,-4.926263285460195,p1
Hdac7.3,4.973011164746609,p1
Hdac7.4,-1.9115889672785613,p1
Hdac8.1,-5.4055013072226075,p1
Hdac8.2,-3.5589968627994324,p1
Hdac8.3,-7.603538727654453,p1
Hdac8.4,-12.044035173994075,p1
Hdac9.2,0.8951884625778774,p1
Hdac9.3,8.49251293922029,p1
Hells.1,-6.945762932125959,p1
Hells.2,8.666325721312106,p1
Hells.3,0,p1
Hells.4,-8.35416084387198,p1
Hes1.2,8.508684940573588,p1
Hes1.3,18.255963898297537,p1
Hes6.3,-21.21216440658923,p1
Hira.1,-7.926349000613726,p1
Hira.2,-9.456373803081561,p1
Hira.3,-10.555997819524691,p1
Hira.4,-7.132689833812449,p1
Hltf.1,0,p1
Hltf.2,-10.584603871044024,p1
Hltf.3,-7.685637294471135,p1
Hltf.4,-5.611687719653801,p1
Id2.2,-4.067925710859626,p1
Id2.3,7.339021204530894,p1
Id2.4,-9.614377628711296,p1
Id2.5,2.83028041937105,p1
Id3.2,-9.359617807038816,p1
Id3.3,-7.494871652486054,p1
Id3.4,0.02984979386735631,p1
Id3.5,16.613867936316154,p1
Ing2.1,-9.126586906439215,p1
Ing2.2,-7.995247016151708,p1
Ing2.3,13.084154096392936,p1
Ing2.4,-11.608799673760132,p1
Ing3.1,-5.44582619137833,p1
Ing3.2,-4.430520167231435,p1
Ing3.3,-12.40192855162033,p1
Ing3.4,-3.6784386393047157,p1
Ing4.1,-10.614711877310569,p1
Ing4.2,-7.655062586168526,p1
Ing4.3,-4.377828211758867,p1
Ing4.4,-0.836937864190773,p1
Ing5.1,-11.889503517661126,p1
Ing5.2,-8.152302445274913,p1
Ing5.3,-4.439730651371249,p1
Ing5.4,7.063575244014075,p1
Ino80.1,-6.595944149600626,p1
Ino80.2,-8.68795210569806,p1
Ino80.3,-7.239171356606306,p1
Ino80.4,-1.9707515921793117,p1
Jarid2.1,-11.405805149507955,p1
Jarid2.2,-10.697293827072968,p1
Jarid2.3,-4.571084845714182,p1
Jarid2.4,3.060791342363771,p1
Jhdm1d.1,12.385469943341121,p1
Jhdm1d.2,-9.050786215748616,p1
Jhdm1d.3,-8.339622742604874,p1
Jhdm1d.4,-2.8967780135771193,p1
Jmjd1c.2,-9.53305719177392,p1
Jmjd1c.3,2.7712333436348047,p1
Jmjd1c.4,-9.433012646764723,p1
Jmjd4.1,-7.363926872080526,p1
Jmjd4.2,-6.091191490782236,p1
Jmjd4.3,-5.9862791118212755,p1
Jmjd4.4,0.7447635926352234,p1
Klf12.4,8.033658509356428,p1
Klf12.5,-3.460157379242702,p1
Klf2.2,4.256942900413989,p1
Klf2.3,12.2919018704618,p1
Klf2.4,-15.570204379027288,p1
Klf2.5,-1.5574098661219438,p1
Klf2.6,-7.843703737318037,p1
Klf2.7,8.595257477298063,p1
Ms4a1.2,-11.72150068292089,p1
Nfatc3.2,-8.339196929702211,p1
Nfatc3.3,-3.05335835717419,p1
Nfatc3.7,3.411618172993947,p1
Nfatc3.8,15.127817866400214,p1
Runx3.2,3.725047472082153,p1
Runx3.3,-5.389611492390642,p1
Sgk1.1,-4.9158966902792685,p1
Tbx21.3,-8.849587403865485,p1
Tbx21.4,0.3005816732727027,p1
Bcl6.2,-4.479039902038664,p2
Bcl6.3,-9.686051744445862,p2
Cd4.1,-6.944615798850606,p2
Cd4.2,11.478545988762804,p2
Cd4.3,0.8605474089098095,p2
Cd4.4,-1.6971909509338587,p2
Cd14.2,8.051293187900882,p2
Cd4.5,7.140453109585067,p2
Fosb.2,9.613430391078786,p2
Hes1.2,1.264485849652246,p2
Hes1.3,0.9759941297801902,p2
Hes6.3,29.108941646284777,p2
Id2.2,3.8746959499871423,p2
Id2.3,0.07763704881919864,p2
Id2.4,7.410684789795212,p2
Id2.5,7.157785577741365,p2
Id3.2,-1.2982859165684886,p2
Id3.3,-1.5797640200716359,p2
Id3.4,18.45713440181551,p2
Id3.5,22.441329771534242,p2
Jmjd5.1,12.888791724919088,p2
Jmjd5.2,-0.9016922683272384,p2
Jmjd5.3,-4.057938311267719,p2
Jmjd5.4,4.518190573306512,p2
Jmjd6.1,-6.147001522018385,p2
Jmjd6.2,-2.170863354953241,p2
Jmjd6.3,2.3300250338204336,p2
Jmjd6.4,16.26284680614242,p2
Kat2a.1,1.1913564646885746,p2
Kat2a.2,0,p2
Kat2a.3,1.1995464242816212,p2
Kat2b.1,1.128355469808028,p2
Kat2b.2,-5.7968856135529165,p2
Kat2b.3,0.5133821695151539,p2
Kat2b.4,3.802193469263017,p2
Kat5.1,-2.199298912567315,p2
Kat5.2,-5.484688608103056,p2
Kat5.3,2.8354637406978895,p2
Kat5.4,0.022963319957639783,p2
Kdm1a.1,-1.775036570752377,p2
Kdm1a.2,-1.3357686987776276,p2
Kdm1a.3,0.9368891231799381,p2
Kdm1a.4,3.552146823617022,p2
Kdm1b.1,-0.3551923305867746,p2
Kdm1b.2,-3.175901448266785,p2
Kdm1b.3,-2.603971591231911,p2
Kdm1b.4,4.063808655919232,p2
Kdm2a.1,-3.288517704174282,p2
Kdm2a.2,11.61526507099866,p2
Kdm2a.3,-5.966217159639285,p2
Kdm2a.4,15.195824550852038,p2
Kdm2b.1,26.399375719244077,p2
Kdm2b.2,6.83942267544829,p2
Kdm2b.3,13.700481095111797,p2
Kdm2b.4,17.417596011031563,p2
Kdm3a.1,5.175793996268382,p2
Kdm3a.2,2.7098681877009057,p2
Kdm3a.3,3.2682713255270954,p2
Kdm3a.4,1.6387538994109576,p2
Kdm3b.2,-0.9060097933986526,p2
Kdm3b.3,3.819402970115675,p2
Kdm3b.4,2.1108657739448375,p2
Kdm4a.1,-2.7300072819121226,p2
Kdm4a.2,10.468933430132921,p2
Kdm4a.3,-4.308313160051412,p2
Kdm4a.4,3.839626246001629,p2
Kdm4c.1,0.16602581175527575,p2
Kdm4c.2,-5.121094029226853,p2
Kdm4c.3,-8.052227808825322,p2
Kdm4c.4,10.781989616297551,p2
Kdm4d.1,-6.049058396778008,p2
Kdm4d.2,-5.8972452408871305,p2
Kdm4d.3,9.292735449848252,p2
Kdm4d.4,-3.669164981954083,p2
Kdm5a.1,-5.782340496591544,p2
Kdm5a.2,-4.0483483452271685,p2
Kdm5a.3,3.7857955261560505,p2
Kdm5a.4,-4.68636181412036,p2
Kdm5b.1,7.591323085448991,p2
Kdm5b.2,0.7736293930219773,p2
Kdm5b.3,3.6086951960607365,p2
Kdm5b.4,-5.0962694655987235,p2
Kdm5c.1,-2.4026130452566576,p2
Kdm5c.2,4.422890734501152,p2
Kdm5c.3,-2.2821759498856693,p2
Kdm5c.4,4.6428732713438166,p2
Kdm5d.1,5.115512756866792,p2
Kdm5d.2,-2.3780275781728335,p2
Kdm5d.3,-10.913936480172012,p2
Kdm5d.4,5.466330198426384,p2
Kdm6a.1,-5.14164244666857,p2
Kdm6a.2,5.867857086311034,p2
Kdm6a.3,-0.8267012283585444,p2
Kdm6a.4,-7.363726499123757,p2
Kdm6b.1,12.27544659241029,p2
Kdm6b.2,8.454826471904312,p2
Kdm6b.3,4.182444140462309,p2
Kdm6b.4,9.693210472931142,p2
Klf12.4,19.450316436522357,p2
Klf12.5,11.696883508740115,p2
Klf2.2,15.645359975557852,p2
Klf2.3,13.373938243706945,p2
Klf2.4,-3.957356970951494,p2
Klf2.5,21.58740568054037,p2
Klf2.6,10.582867135195457,p2
Klf2.7,28.06814233723751,p2
L3mbtl1.1,7.63830150361828,p2
L3mbtl1.2,6.399742053939761,p2
L3mbtl1.3,-3.888067792270263,p2
L3mbtl1.4,-8.04258633155112,p2
L3mbtl2.1,-5.470590591859548,p2
L3mbtl2.3,7.882390579800102,p2
L3mbtl2.4,7.026045219530175,p2
L3mbtl3.1,9.643869820727218,p2
L3mbtl3.2,0.6822665348642118,p2
L3mbtl3.3,-3.202224938746866,p2
L3mbtl3.4,-3.3732267356116523,p2
L3mbtl4.1,1.6286590886081314,p2
L3mbtl4.2,-4.095812992172668,p2
L3mbtl4.3,2.636217121401245,p2
L3mbtl4.4,1.3448548052121794,p2
Mbd1.1,3.6436011186840886,p2
Mbd1.2,11.364879049655997,p2
Mbd1.3,17.21393714556838,p2
Mbd1.4,-0.6971918721717856,p2
Mbd2.2,16.059908367673884,p2
Mbd2.3,1.3214183736404834,p2
Mbd2.4,4.887846469177447,p2
Mbd3.1,1.1757756867007743,p2
Mbd3.2,-5.106507772114028,p2
Mbd3.3,11.521998978016356,p2
Mbd3.4,10.82953927850079,p2
Mbd4.1,-5.225451028230879,p2
Mbd4.2,-4.272895298701158,p2
Mbd4.3,0.6906953327352028,p2
Mbd4.4,-2.6445108736459986,p2
Mecom.1,1.5439565460621765,p2
Mecom.2,8.413050381512264,p2
Mecom.3,-1.8991895235005103,p2
Mecom.4,1.6863081691566748,p2
Men1.1,9.356920193160192,p2
Men1.3,6.309858559425464,p2
Men1.4,1.555304832800445,p2
Mll1.1,6.449933961195995,p2
Mll1.2,5.524570125930509,p2
Mll1.3,0.768819596655888,p2
Mll1.4,6.376939072257969,p2
Mll2.1,-5.664610466402337,p2
Mll2.2,-0.9530963552647762,p2
Mll2.3,21.145932155997762,p2
Mll2.4,5.617946549752844,p2
Mll3.2,2.040021565885965,p2
Mll3.3,-4.954001504693494,p2
Mll3.4,-0.5916505534344196,p2
Mll5.1,2.2688739919920664,p2
Mll5.2,5.331601919554217,p2
Mll5.3,-5.484800110278385,p2
Mll5.4,3.6700211620940024,p2
Morf4l1.2,-5.318665526151605,p2
Morf4l1.3,-10.118709337982892,p2
Morf4l1.4,-1.9976862340177917,p2
Ms4a1.2,0.8149006344313818,p2
Msl3.1,-1.8368332109584173,p2
Msl3.2,-4.923644722452266,p2
Msl3.3,-3.9081826367631436,p2
Msl3.4,-3.089057123084089,p2
Mta1.1,8.466682068770197,p2
Mta1.2,14.114690966093505,p2
Mta1.3,2.7664987298435335,p2
Mta1.4,-2.1109560546180006,p2
Mta2.1,-0.8118120187212128,p2
Mta2.2,-1.6161660855575093,p2
Mta2.3,11.008106088643643,p2
Mta2.4,-4.090674507739266,p2
Mta3.1,-4.558373236429489,p2
Mta3.2,10.938069616301476,p2
Mta3.3,12.665582197137923,p2
Mta3.4,-3.2068812164221896,p2
Mtf2.1,-0.8750364355664431,p2
Mtf2.2,9.51733571971559,p2
Mtf2.3,10.763705110250214,p2
Mtf2.4,-2.6371378150805924,p2
Myst1.1,7.818093078026848,p2
Myst1.2,-6.951017822220905,p2
Myst1.3,-0.37383620259055306,p2
Myst1.4,1.7440281153551922,p2
Myst2.1,-0.6582611671530856,p2
Myst2.2,1.88609585642088,p2
Myst2.3,8.943459041155975,p2
Myst2.4,13.981651357783434,p2
Myst3.1,10.312433248761366,p2
Myst3.2,-3.2440446089026977,p2
Myst3.3,2.7158490813447855,p2
Myst3.4,6.8018178479432265,p2
Myst4.1,-7.2882738304909935,p2
Myst4.3,7.536206329544598,p2
Myst4.4,11.698515711245193,p2
Nap1l1.1,-4.250185418633592,p2
Nap1l1.2,11.311041756373115,p2
Nap1l1.3,-3.6977815311150266,p2
Nap1l1.4,-2.885900151828139,p2
Nap1l2.1,-6.78128111459047,p2
Nap1l2.2,20.507280835792827,p2
Nap1l2.3,-1.261925799414115,p2
Nap1l2.4,-7.595919227118472,p2
Nap1l3.1,0.8242700812352695,p2
Nap1l3.2,0.030568088796286474,p2
Nap1l3.3,-5.81098178036909,p2
Nap1l3.4,-4.0954148998280715,p2
Ncoa1.1,-0.6480630625167692,p2
Ncoa1.2,-0.00923579635255578,p2
Ncoa1.3,-0.7046709614013196,p2
Ncoa1.4,22.394314783761303,p2
Ncoa3.1,1.4563487310722678,p2
Ncoa3.2,-1.7924065125044848,p2
Ncoa3.3,-7.433112817818241,p2
Ncoa3.4,2.0463678148657465,p2
Ncor1.1,-3.6426280712500017,p2
Ncor1.3,-1.6990516794844837,p2
Ncor1.4,-2.193894426864233,p2
Ncor2.1,-6.439175801733228,p2
Ncor2.2,0.4882121620355946,p2
Ncor2.3,-1.683347856972233,p2
Ncor2.4,-0.9668832222636468,p2
Nfatc3.2,-3.691063728401133,p2
Nfatc3.3,0.7822909481321147,p2
Nfatc3.7,19.174702571833926,p2
Nfatc3.8,11.9245294417874,p2
Nsd1.1,-1.3694361624242504,p2
Nsd1.2,5.650177387529013,p2
Nsd1.3,7.9286374996139415,p2
Nsd1.4,2.0842764140830923,p2
Orc1.1,0.02094821525273005,p2
Orc1.2,-4.05861167929379,p2
Orc1.3,-10.071273788084113,p2
Orc1.4,18.36830718724434,p2
Padi1.1,-3.6728975920110116,p2
Padi1.2,0.9955005956788341,p2
Padi1.3,28.025419055375366,p2
Padi1.4,2.1697270851581862,p2
Padi4.1,7.006433028877439,p2
Padi4.2,-6.919407734199552,p2
Padi4.3,2.7221119960046423,p2
Padi4.4,-4.23334128739819,p2
Padi6.1,-3.206983348684247,p2
Padi6.2,0,p2
Padi6.3,7.149929508863394,p2
Padi6.4,-1.9660515806148169,p2
Parp1.1,-4.5278998018785614,p2
Parp1.2,10.52751294070896,p2
Parp1.3,-8.336064495905248,p2
Parp1.4,6.485899549063149,p2
Paxip1.1,-3.37727839827528,p2
Paxip1.2,-5.7725359825865326,p2
Paxip1.3,1.583214145945945,p2
Paxip1.4,-6.490123636039883,p2
Pbrm1.1,-3.6579804170730483,p2
Pbrm1.2,-2.3527258579313894,p2
Pbrm1.3,0,p2
Pbrm1.4,-2.203268856839415,p2
Pcgf1.1,2.274938524109473,p2
Pcgf1.2,-3.642713161202437,p2
Pcgf1.3,-3.8538492455356987,p2
