shRNA,value,pool
Pcgf1.4,-6.256365773395913,p2
Pcgf2.2,5.247153398349809,p2
Pcgf2.3,16.240824046294094,p2
Pcgf2.4,23.099432171528065,p2
Pcgf5.1,2.29017735648182,p2
Pcgf5.2,-1.6773252681232833,p2
Pcgf5.3,4.9976201766724415,p2
Pcgf5.4,7.3808408515681805,p2
Pcgf6.1,-2.356795538680288,p2
Pcgf6.2,-5.3571604956960925,p2
Pcgf6.3,-7.399974569277873,p2
Pcgf6.4,-8.953563023448197,p2
Pcmt1.1,-6.435287024451355,p2
Pcmt1.3,-4.327710446503588,p2
Pcmt1.4,0.12607618742971738,p2
Phc1.1,0.0020355772409601514,p2
Phc1.2,-0.8951472246954495,p2
Phc1.3,0.41210597642485425,p2
Phc1.4,17.270490145313275,p2
Phf1.1,3.89953708613983,p2
Phf1.2,6.5179904149054835,p2
Phf1.3,0.7963761135845147,p2
Phf1.4,11.360927566272892,p2
Phf19.1,-0.4801010721092922,p2
Phf19.2,5.369985030404536,p2
Phf19.3,-5.738214779116689,p2
Phf19.4,6.0359036491122,p2
Phf2.1,11.228491774445104,p2
Phf2.2,-1.7985042890496885,p2
Phf2.3,-5.889672482118229,p2
Phf2.4,9.401813492950488,p2
Phf20.1,0,p2
Phf20.2,5.886856616707405,p2
Phf20.3,-2.0964058077323102,p2
Phf20.4,-1.3386118194662373,p2
Phf20l1.1,0.49031927020543264,p2
Phf20l1.2,12.435107461778742,p2
Phf20l1.3,16.344696585645025,p2
Phf20l1.4,-0.3226204150471119,p2
Phf8.1,-3.824231240618772,p2
Phf8.2,-6.23222826445128,p2
Phf8.3,18.05240089949511,p2
Phip.1,-3.6170431549175817,p2
Phip.2,7.055529338849865,p2
Phip.3,0,p2
Phip.4,-1.307728148549927,p2
Polr2b.1,21.60740661798505,p2
Polr2b.2,13.692662223145163,p2
Polr2b.3,-0.5213579527669907,p2
Polr2b.4,3.4004581282101185,p2
Ppargc1a.1,1.5762033033781222,p2
Ppargc1a.2,-6.653881677619907,p2
Ppargc1a.3,-2.1958270120768475,p2
Ppargc1a.4,-0.20829221295970513,p2
Prdm1.1,-1.7019061306824597,p2
Prdm1.2,-0.28822317252577534,p2
Prdm1.3,1.2504224368909007,p2
Prdm1.4,-3.78046747703668,p2
Prdm10.1,-3.252414853873674,p2
Prdm10.2,-4.060201232030494,p2
Prdm10.3,14.043916123099777,p2
Prdm10.4,-1.7380991594320534,p2
Prdm11.2,27.863357039847642,p2
Prdm11.3,-5.27811320044232,p2
Prdm11.4,-3.7079377020016864,p2
Prdm12.1,-0.9469077559019752,p2
Prdm12.2,-3.058116264091865,p2
Prdm12.3,-5.810854381744704,p2
Prdm12.4,3.471830598797567,p2
Prdm13.1,3.1916234998650594,p2
Prdm13.2,4.876574525728714,p2
Prdm13.4,9.008595127412534,p2
Prdm14.1,13.713342345774876,p2
Prdm14.2,3.561122976929653,p2
Prdm14.3,-2.5254493728031093,p2
Prdm14.4,9.803470584736203,p2
Prdm15.1,0,p2
Prdm15.2,-0.6309585513987059,p2
Prdm15.3,-0.7001235257578458,p2
Prdm15.4,-1.6331667095656002,p2
Prdm2.1,14.358612829871753,p2
Prdm2.2,-0.04377947381064473,p2
Prdm2.3,3.729457586250575,p2
Prdm2.4,0.7885856872202339,p2
Prdm4.1,-1.8022865539534152,p2
Prdm4.2,-0.7274371221288902,p2
Prdm4.3,-5.6347689840402495,p2
Prdm4.4,4.740311443450651,p2
Prdm5.1,6.872221100196768,p2
Prdm5.2,4.505657880924517,p2
Prdm5.3,15.230880188124786,p2
Prdm5.4,9.253185115080214,p2
Prdm6.1,-1.0367115031676235,p2
Prdm6.2,8.673502333919004,p2
Prdm6.3,34.79043867646325,p2
Prdm6.4,-5.578403364949281,p2
Prdm8.1,-4.551777368109114,p2
Prdm8.2,10.619743845896565,p2
Prdm8.3,4.2224064599006965,p2
Prdm8.4,-3.981651877058397,p2
Prdm9.1,2.084637932677765,p2
Prdm9.2,-0.2596641472154886,p2
Prdm9.3,0,p2
Prdm9.4,-3.4275026141898195,p2
Prkaa1.1,2.7957844270028147,p2
Prkaa1.2,5.619549658625019,p2
Prkaa1.3,-1.5270016139234457,p2
Prkaa1.4,13.13471994066947,p2
Prkaa2.1,5.95472318750295,p2
Prkaa2.2,-10.105861742844311,p2
Prkaa2.3,-7.256581631600653,p2
Prkaa2.4,1.2892682520673446,p2
Prkcd.1,8.127820843821354,p2
Prkcd.2,-2.3634943394459214,p2
Prkcd.3,9.789317275664402,p2
Prkcd.4,-2.819997894486036,p2
Prmt1.1,7.485777888644279,p2
Prmt1.2,-0.5187153287921973,p2
Prmt1.3,1.1537125433091404,p2
Prmt1.4,7.7967339567915275,p2
Prmt2.1,0.4402851221612707,p2
Prmt2.2,4.924216321852029,p2
Prmt2.3,1.279903930663309,p2
Prmt2.4,-5.736234577261868,p2
Prmt3.1,-4.569502545765118,p2
Prmt3.2,0.25514727965136785,p2
Prmt3.3,-2.780466162880032,p2
Prmt3.4,0.18383519970376483,p2
Prmt5.1,14.63335790060789,p2
Prmt5.2,-2.456064561801469,p2
Prmt5.3,-1.8361088510238233,p2
Prmt5.4,5.944034464928919,p2
Prmt6.1,11.370514555354859,p2
Prmt6.2,-4.1610834083430035,p2
Prmt6.3,-5.646659762261777,p2
Prmt6.4,3.1356022003236035,p2
Prmt7.1,1.6667590680541196,p2
Prmt7.2,12.541768971555982,p2
Prmt7.3,9.089161622375386,p2
Prmt7.4,0.8369569654819315,p2
Prmt8.1,-2.0961867361809396,p2
Prmt8.2,-3.009109494382713,p2
Prmt8.3,10.757221038355553,p2
Prmt8.4,-5.083074203379354,p2
Psip1.1,-0.7881636780211778,p2
Psip1.2,-2.089515162237717,p2
Psip1.3,-4.806181303476166,p2
Psip1.4,0.29010405141923457,p2
Rbbp4.1,-1.7099627634990924,p2
Rbbp4.2,7.844159568813922,p2
Rbbp4.3,-0.020606378435417128,p2
Rbbp5.1,2.3543877576534413,p2
Rbbp5.2,-8.438817480466213,p2
Rbbp5.3,-7.937557131347731,p2
Rbbp5.4,-8.133954748103633,p2
Rbbp7.1,-8.844790010780997,p2
Rbbp7.2,-1.6118981303337563,p2
Rbbp7.3,-3.8586243390294754,p2
Rbbp7.4,-3.642180365235774,p2
Ring1.1,13.480911173238823,p2
Ring1.3,6.134707568487741,p2
Ring1.4,4.21703091405783,p2
Rnf20.1,-2.3845910589608508,p2
Rnf20.2,-1.9686488352323153,p2
Rnf20.3,-2.8471000478994455,p2
Rnf20.4,-1.2761287673355355,p2
Rnf217.1,-4.834812631455279,p2
Rnf217.2,2.741276639952261,p2
Rnf217.3,13.519981747566575,p2
Rnf217.4,-3.968833586911799,p2
Rnf40.1,3.092409695942237,p2
Rnf40.2,3.2857992584320215,p2
Rnf40.3,1.1859215971547172,p2
Rnf40.4,2.99270499136351,p2
Runx3.2,12.53208457669794,p2
Runx3.3,27.73981284819429,p2
Sgk1.1,8.095882018905357,p2
Tbx21.3,7.271383424992436,p2
Tbx21.4,5.237562465365272,p2
Arid1a.1,5.200634657390069,p3
Arid1a.2,22.031455502008697,p3
Arid1b.1,10.591195453174137,p3
Arid1b.2,-0.36410509968732185,p3
Arid1b.3,-16.37215380478296,p3
Bcl6.2,-11.207749475068582,p3
Bcl6.3,-10.030839995244591,p3
Brd7.1,18.02426520919522,p3
Brd7.2,0,p3
Brd7.3,5.493657460013296,p3
Brdt.1,-12.000588379691521,p3
Brdt.2,-4.641418658868332,p3
Brdt.3,-9.023357643789765,p3
Cd4.1,-18.903030192447616,p3
Cd4.2,3.7537041521553505,p3
Cd4.3,-3.187746583702747,p3
Cd4.4,-12.07715156599923,p3
Cbx2.1,3.5763228284255604,p3
Cbx2.2,-14.097756905768037,p3
Cbx2.3,9.093674435296577,p3
Cd14.2,2.9200255372672217,p3
Cd4.5,32.11716332995613,p3
Cecr2.1,-8.474707806364009,p3
Cecr2.2,-2.361324997145971,p3
Cecr2.3,-7.361414257592202,p3
Chd7.1,-7.401675458817351,p3
Chd7.2,2.0770528141576676,p3
Chd7.3,-1.5445082861322845,p3
Clock.1,-6.428381545843479,p3
Clock.2,-9.942739421962841,p3
Clock.3,0,p3
Dpy30.1,-7.397398254288518,p3
Dpy30.2,2.435328993627138,p3
Dpy30.3,13.415167416276809,p3
Eaf1.1,1.1759284006679138,p3
Eaf1.2,10.415102478110754,p3
Eaf1.3,4.281824506960007,p3
Fbxo17.1,9.826687232147364,p3
Fbxo17.2,25.876349720288758,p3
Fbxo17.3,11.015004903704863,p3
Fkbp2.1,14.16154556823301,p3
Fkbp2.2,-6.145526187385471,p3
Fkbp2.3,3.807468647155858,p3
Fkbp5.1,6.36223348865785,p3
Fkbp5.2,-4.457342207136207,p3
Fkbp5.3,0.14854813976569403,p3
Fosb.2,5.329289229859995,p3
Gtf2h1.1,4.856250279919209,p3
Gtf2h1.2,-1.3158935978940036,p3
Gtf2h1.3,16.116459853527004,p3
H2afz.1,1.6162049050977743,p3
H2afz.2,-0.35910986689049196,p3
H2afz.3,-7.9888839371541565,p3
Hdac11.1,10.151634158313158,p3
Hdac11.2,-10.255317935388007,p3
Hdac11.3,-5.716141907212588,p3
Hdac5.1,15.828244861428928,p3
Hdac5.2,-4.928400910676487,p3
Hdac5.3,-2.4777453196142716,p3
Hes1.2,10.686840558710813,p3
Hes1.3,24.436967322039493,p3
Hes6.3,2.6106191035240442,p3
Id2.2,10.522908817405337,p3
Id2.3,-11.455074746215544,p3
Id2.4,-1.8405110890240337,p3
Id2.5,17.724429771060663,p3
Id3.2,-1.503188744823504,p3
Id3.3,-0.6122477054887838,p3
Id3.4,3.0220945025946406,p3
Id3.5,10.252625166794104,p3
Iws1.1,-8.413130774953189,p3
Iws1.2,-5.943042032894496,p3
Iws1.3,13.374537375846742,p3
Jmjd8.1,-10.927856749223466,p3
Jmjd8.2,-0.38091874752515764,p3
Jmjd8.3,-10.57630574905427,p3
Kdm4b.1,2.994842112613398,p3
Kdm4b.2,-1.2600436678211793,p3
Kdm4b.3,1.6876268628715394,p3
Klf12.4,22.56462117749281,p3
Klf12.5,-4.47946480075565,p3
Klf2.2,8.521451677622537,p3
Klf2.3,26.813366653208277,p3
Klf2.4,-6.392985375744999,p3
Klf2.5,2.341630803422021,p3
Klf2.6,14.151051256788747,p3
Klf2.7,23.332059960540107,p3
Mecp2.1,-8.98176917018074,p3
Mecp2.2,33.9839275012129,p3
Mecp2.3,-6.723311283931878,p3
Ms4a1.2,12.069901842302173,p3
Nfatc3.2,-7.383764873224536,p3
Nfatc3.3,12.993616843841906,p3
Nfatc3.7,18.179016515672416,p3
Nfatc3.8,37.31613782311523,p3
Padi2.1,0,p3
Padi2.2,-4.678028002393262,p3
Padi2.3,4.837855972324206,p3
Paf1.1,6.767623087389751,p3
Paf1.2,4.293719033266527,p3
Paf1.3,-7.875907831650963,p3
Parp2.1,-8.419852649663781,p3
Parp2.2,0.7713247723183798,p3
Parp2.3,-4.075325704512494,p3
Phc2.1,-9.757082686741867,p3
Phc2.2,1.5962043435376785,p3
Phc3.1,10.001590678029189,p3
Phc3.2,9.769915066105767,p3
Phc3.3,3.78597804370699,p3
Phf10.1,-0.40712503570024694,p3
Phf10.2,-5.892866601755443,p3
Phf10.3,11.601709752121693,p3
Phf17.1,-1.4216621211686657,p3
Phf17.2,1.3625656487483582,p3
Prdm16.1,0.10148296034900284,p3
Prdm16.2,27.303635958483504,p3
Prdm16.3,-1.4273486316403137,p3
Rnf2.1,-1.1276208250003492,p3
Rnf2.2,-5.256774628399413,p3
Rnf2.3,2.1008321800830885,p3
Rpa3.1,16.901572747880735,p3
Rpa3.2,13.275390827927097,p3
Rpa3.3,12.555965200478866,p3
Rpa3.4,11.758928594521592,p3
Runx3.2,18.328334469568873,p3
Runx3.3,17.439796195777774,p3
Satb1.1,5.507911299460616,p3
Satb1.2,-10.545892456498592,p3
Satb1.3,-13.610343718675367,p3
Scmh1.1,5.916143220417638,p3
Scmh1.2,8.385754679497666,p3
Scmh1.3,-5.795340830005657,p3
Scml2.1,8.02312415116154,p3
Scml2.2,4.691422484587449,p3
Scml2.3,1.920070142415426,p3
Scml2.4,5.126168932879111,p3
Scml4.1,-1.5596590871338805,p3
Scml4.2,1.5391774648446273,p3
Scml4.3,6.431431174534211,p3
Setd1a.1,0,p3
Setd1a.2,12.563748007896862,p3
Setd1a.3,2.0688516173050857,p3
Setd1a.4,7.78299667533922,p3
Setd2.1,6.160221097280896,p3
Setd2.2,0.6649580090844154,p3
Setd2.3,5.629918842973794,p3
Setd2.4,1.645351868198631,p3
Setd3.1,12.250318782808463,p3
Setd3.2,-1.6729003771484372,p3
Setd3.3,9.72653709139189,p3
Setd4.1,0,p3
Setd4.2,12.833315484432674,p3
Setd4.3,8.147993713066626,p3
Setd4.4,6.339674738924458,p3
Setd5.1,0,p3
Setd5.2,-4.988188447700182,p3
Setd5.3,0,p3
Setd5.4,-7.647269425624032,p3
Setd7.1,0.3206580232882317,p3
Setd7.2,18.42351808188276,p3
Setd8.1,8.690046511284208,p3
Setd8.2,16.638369701636037,p3
Setd8.3,0.7654493871965684,p3
Setd8.4,10.977264161877912,p3
Setdb1.1,5.374623209011517,p3
Setdb1.2,-6.243049901913778,p3
Setdb1.3,1.6169587902965503,p3
Setdb1.4,4.596112517345304,p3
Setdb2.1,16.296195233112,p3
Setdb2.2,-7.486167179616913,p3
Setdb2.3,5.722283270896696,p3
Setdb2.4,-3.0190213124882064,p3
Setmar.1,5.132237402323398,p3
Setmar.2,1.1385755438715535,p3
Setmar.3,5.540684529657739,p3
Setmar.4,5.564737292578371,p3
Sfmbt1.1,1.5885938279580216,p3
Sfmbt1.2,30.22379836691485,p3
Sfmbt1.3,5.0623591139692365,p3
Sfmbt1.4,-8.130082548361898,p3
Sfmbt2.1,0,p3
Sfmbt2.2,4.031145028710753,p3
Sfmbt2.3,13.739879059345924,p3
Sgk1.1,-8.00907946872806,p3
Sin3a.1,14.67500286976994,p3
Sin3a.2,-1.5859730529772094,p3
Sin3a.3,14.239753427617686,p3
Sin3a.4,5.654823946300539,p3
Sin3b.1,8.101322546559459,p3
Sin3b.2,6.416831590568137,p3
Sin3b.3,10.09056741554059,p3
Sin3b.4,7.2890353354183475,p3
Sirt1.1,-5.178292552940206,p3
Sirt1.2,4.576721050358756,p3
Sirt1.3,-4.746417212004502,p3
Sirt1.4,11.160506280356458,p3
Sirt3.1,4.607731412683719,p3
Sirt3.2,22.783384927679208,p3
Sirt3.3,-6.601705580426909,p3
Sirt3.4,3.7181902364192325,p3
Sirt4.1,13.117746101731711,p3
Sirt4.2,7.46918859054702,p3
Sirt4.3,15.029234692126892,p3
Sirt4.4,17.661011115901772,p3
Sirt5.1,6.692939022155969,p3
Sirt5.2,-3.89158217152017,p3
Sirt5.3,17.92756468922616,p3
Sirt5.4,8.008252327802694,p3
Sirt6.1,2.3341438708425386,p3
Sirt6.2,-2.195436759151022,p3
Sirt6.3,4.056069531397085,p3
Sirt6.4,-6.452101958299181,p3
Sirt7.1,-8.719523554629234,p3
Sirt7.2,-6.922402223309476,p3
Sirt7.3,13.26488322992833,p3
Sirt7.4,-1.35355851698003,p3
Smarca1.1,6.430226988660863,p3
Smarca1.2,-8.110452084648841,p3
Smarca1.3,11.38409360587032,p3
Smarca1.4,10.109702404904581,p3
Smarca2.1,-4.270036205888331,p3
Smarca2.2,5.505841302064113,p3
Smarca2.3,-3.5054257869017817,p3
Smarca4.1,-1.2314897921686168,p3
Smarca4.2,8.97067218256774,p3
Smarca4.3,-8.95100881205309,p3
Smarca4.4,4.817152743646403,p3
Smarca5.1,8.593540989642449,p3
Smarca5.2,18.866561480516893,p3
Smarca5.3,15.170161678555601,p3
Smarca5.4,1.6055250315949223,p3
Smarcb1.2,-1.1904533554232017,p3
Smarcc1.1,8.245646978024737,p3
Smarcc1.2,-0.8469428809703885,p3
Smarcc1.3,8.6179423807150215,p3
Smarcc2.1,0,p3
Smarcc2.2,8.202601520880364,p3
Smarcc2.3,11.969162609991571,p3
Smarcc2.4,2.25021210897188,p3
Smarcd1.1,-0.4008056789918726,p3
Smarcd1.2,6.763900695773785,p3
Smarcd1.3,3.7946347735192347,p3
Smarcd1.4,-0.9386014963563696,p3
Smarcd2.1,8.552420969795534,p3
Smarcd2.2,2.3644845801479306,p3
Smarcd2.3,15.506012561086976,p3
Smarcd3.1,0.09215246478279937,p3
Smarcd3.2,3.5205340413412074,p3
Smarcd3.3,-6.681309256325974,p3
Smarcd3.4,-0.40744666356084736,p3
Smarce1.1,-1.3646204426807458,p3
Smarce1.2,6.701673302224975,p3
Smarce1.3,18.6876228691998,p3
Smarce1.4,-0.2399982406086849,p3
Smyd1.1,-7.497172165096558,p3
Smyd1.2,0.08861423707914184,p3
Smyd1.3,0.30824228840249646,p3
Smyd2.1,0.9605469215552915,p3
Smyd2.2,-2.507108426534998,p3
Smyd2.3,-0.49274787892477434,p3
Smyd2.4,29.511076414929747,p3
Smyd3.1,-2.7449776031693887,p3
Smyd3.2,7.133750640379191,p3
Smyd3.3,31.144048919946826,p3
Smyd3.4,-0.6386798771993369,p3
Smyd4.1,-14.693337378988275,p3
Smyd4.2,-4.99290134060341,p3
Smyd4.3,2.241579616530558,p3
Smyd4.4,14.583422066156942,p3
Smyd5.1,13.835705333226969,p3
Smyd5.2,20.253984459862053,p3
Smyd5.3,-0.5283644003524302,p3
Smyd5.4,-3.85729174786222,p3
Sp100.1,-5.622605991965386,p3
Sp100.2,-0.5151023240379686,p3
Sp100.3,-2.6484605020784926,p3
Sp100.4,7.57858416295916,p3
Sp110.1,-10.450888237640669,p3
Sp110.2,7.197342779520497,p3
Sp110.3,9.159919526482128,p3
Sp110.4,3.282727650612216,p3
Sp140.1,-8.929807523618592,p3
Sp140.2,3.9335151586430186,p3
Sp140.3,-5.426745686707818,p3
Sp140.4,3.71560516205318,p3
Ssrp1.1,-9.668024477365094,p3
Ssrp1.2,7.601602307623779,p3
Ssrp1.3,18.743011197551425,p3
Ssrp1.4,2.697537138296468,p3
Supt16h.1,7.112675637886298,p3
Supt16h.2,8.302476728799121,p3
Supt16h.3,10.027866612169944,p3
Supt16h.4,-9.006463381924604,p3
Suv39h1.1,-2.7015388933752433,p3
Suv39h1.2,-9.062987243896472,p3
Suv39h1.3,3.9183387430433925,p3
Suv39h1.4,7.34678137968713,p3
Suv39h2.1,-6.139485773448669,p3
Suv39h2.2,0.941708735624502,p3
Suv39h2.3,0.21165748936270745,p3
Suv39h2.4,1.1471024604756508,p3
Suv420h1.1,7.253163490807239,p3
Suv420h1.2,-5.822941211346816,p3
Suv420h1.3,3.7537503259064096,p3
Suv420h1.4,11.946404531076311,p3
Suv420h2.1,3.5059949779072923,p3
Suv420h2.2,1.1760046079408966,p3
Suv420h2.3,13.1611663300352,p3
Suv420h2.4,29.763991344718335,p3
Suz12.1,-5.6040957366347754,p3
Suz12.2,5.581931941677183,p3
Suz12.3,-0.2353966992217238,p3
Suz12.4,12.388316345137795,p3
Taf1.1,0,p3
Taf1.2,2.4841283263860987,p3
Taf1.3,-1.18818332710363,p3
Taf1.4,12.137424628466576,p3
Taf3.1,-0.9033745795821204,p3
Taf3.2,25.785857544353078,p3
Taf3.3,-7.852915301096587,p3
Taf3.4,-1.376567214356939,p3
Tbx21.3,-3.0836446954914436,p3
Tbx21.4,-0.20738212646304532,p3
Tcea1.1,-3.0211348016911472,p3
Tcea1.2,2.0289646664914756,p3
Tcea1.3,6.206829373043192,p3
Tcea1.4,4.291166884063699,p3
Tdg.1,-1.7847525248859455,p3
Tdg.2,2.3045786977199185,p3
Tdg.3,-10.93291952565643,p3
Tdg.4,16.358065441390693,p3
Tet1.1,-7.627315521097728,p3
Tet1.2,10.840742760283277,p3
Tet1.3,8.267351140524,p3
Tet1.4,8.456680229951232,p3
Tet2.1,9.68912055961519,p3
Tet2.2,13.501238424842938,p3
Tet2.3,-7.2092360126418384,p3
Tet2.4,-6.549948656891232,p3
Tet3.1,5.530701295526498,p3
Tet3.2,-2.458757347642276,p3
Tet3.3,13.613485863959639,p3
Tet3.4,1.5572230238946076,p3
Trim24.1,-4.272206230316527,p3
Trim24.2,-1.4227300486386838,p3
Trim24.3,-3.2666111446306303,p3
Trim24.4,-12.448876563022893,p3
Trim28.1,-4.200213717412666,p3
Trim28.2,-10.766813328484773,p3
Trim28.3,-7.809355665716907,p3
Trim28.4,10.903105784717795,p3
Trim33.1,-7.125505077125979,p3
Trim33.2,-2.8629434576231034,p3
Trim33.3,-7.979063901469502,p3
Trim33.4,-5.832837492916312,p3
Trim66.1,7.148531407916451,p3
Trim66.3,-7.657546316757191,p3
Trim66.4,0.5875835892453267,p3
Ube2a.1,-4.129348291657365,p3
Ube2a.2,10.6777513884834,p3
Ube2b.1,-9.288681733528307,p3
Ube2b.2,5.389469361527944,p3
Ube2b.3,-10.84947360341846,p3
Ube2b.4,-11.705436251388676,p3
Ube2e1.1,6.120767240426261,p3
Ube2e1.3,-4.33544689319298,p3
Ube2e1.4,15.741478037382649,p3
Ube2i.1,-4.5532524996699095,p3
Ube2i.2,13.115614353936166,p3
Ube2i.3,-1.6630616036437118,p3
Ube2i.4,-0.7506509674824287,p3
Uhrf1.1,-0.07598131042135492,p3
Uhrf1.2,-5.481608205957798,p3
Uhrf1.3,12.83733295461991,p3
Uhrf1.4,7.3060038426888525,p3
Usp22.1,4.248627454610514,p3
Usp22.2,-3.638702366642832,p3
Usp22.3,-7.323210413696188,p3
Usp22.4,9.87497467730735,p3
Usp27x.1,-8.957866374069553,p3
Usp27x.2,-0.5702531721974111,p3
Usp27x.3,-3.916612116442593,p3
Usp27x.4,0.3445271301944359,p3
Usp51.1,-9.452557842925799,p3
Usp51.2,-2.7229361386672224,p3
Usp51.3,-11.229287663546287,p3
Usp51.4,-2.04296513858435,p3
Wbp7.1,8.132691664152617,p3
Wbp7.2,-11.998551689325069,p3
Wbp7.3,28.37239705232858,p3
Wbp7.4,-7.54917636190568,p3
Wdr5.1,3.122318077370352,p3
Wdr5.2,22.747038262076224,p3
Wdr5.3,12.219401096050078,p3
Wdr5.4,15.389524976318427,p3
Wdr82.1,0,p3
Wdr82.2,-2.4541119365428727,p3
Wdr82.3,-9.427465726385648,p3
Wdr82.4,5.03555523365209,p3
Whsc1.1,9.427483619905999,p3
Whsc1.2,11.024515037531074,p3
Whsc1.3,2.299716967138579,p3
Whsc1.4,3.200440954021346,p3
Whsc1l1.2,-9.099419492832666,p3
Whsc1l1.3,-3.821683519011586,p3
Whsc1l1.4,-9.520381397202812,p3
Zmynd11.1,0.1365543996403744,p3
Zmynd11.2,-9.982568495972743,p3
Zmynd11.3,-5.171357318608159,p3
Zmynd11.4,-7.025455672388659,p3
Zmynd8.1,13.177258234735731,p3
Zmynd8.2,13.685997143636115,p3
Zmynd8.3,14.420620234371924,p3
Zmynd8.4,1.8870659167205162,p3
