shRNA,value,pool
Actl6b.1,-15.310950019705835,p1
Actl6b.2,-2.95380888084037,p1
Actl6b.3,-4.194956096447228,p1
Actl6b.4,-3.695753250452867,p1
Aff1.1,-2.6847669902851123,p1
Aff1.2,-11.11524696386283,p1
Aff1.3,-1.6450605372261577,p1
Aff1.4,1.0849877005315136,p1
Aff4.1,1.0001022935287267,p1
Aff4.2,3.2905794319585198,p1
Aff4.3,1.0287919309056264,p1
Aff4.4,1.1824723199186167,p1
Arid2.1,2.573833222216578,p1
Arid2.2,-1.8202322153313588,p1
Arid2.3,8.941652539667388,p1
Arid2.4,-4.7560071955757195,p1
Ash1l.1,4.552204166811066,p1
Ash1l.2,-2.3329030875443237,p1
Ash1l.3,-5.089016937947179,p1
Ash1l.4,5.404522881946264,p1
Ash2l.1,-3.626538276637916,p1
Ash2l.2,-4.473486536319754,p1
Ash2l.3,5.020757459722262,p1
Ash2l.4,0,p1
Asxl1.1,-9.002247829327644,p1
Asxl1.2,5.952619747179924,p1
Asxl1.3,7.200241229692438,p1
Asxl1.4,-2.5596467193083328,p1
Asxl2.1,1.8862843498584994,p1
Asxl2.2,0.17469359069791324,p1
Asxl2.3,1.2415844614660614,p1
Asxl2.4,0.568775261019681,p1
Asxl3.1,-0.4539704823095434,p1
Asxl3.2,-1.2531687782408767,p1
Asxl3.3,-6.061146557535892,p1
Asxl3.4,1.6569678916343804,p1
Atad2.1,9.484985176154055,p1
Atad2.2,-5.797689055834127,p1
Atad2.3,0.6994093915274817,p1
Atad2.4,-3.8366798808824427,p1
Atad2b.1,-0.05559256766052556,p1
Atad2b.2,2.4675279942252786,p1
Atad2b.3,2.6901627263475234,p1
Atad2b.4,0.45615904967715437,p1
Atm.1,-13.334519584430282,p1
Atm.2,1.366556979395284,p1
Atm.3,-8.924712686945384,p1
Atm.4,7.3357258233122025,p1
Atr.1,7.378362452468139,p1
Atr.2,0.373198829595907,p1
Atr.3,-0.009571076829743674,p1
Atr.4,-11.86148943943644,p1
Atrx.1,3.0198908757884624,p1
Atrx.2,-0.9166051513966096,p1
Atrx.3,-2.2012313929398175,p1
Atrx.4,-0.9674768194711021,p1
Aurkb.1,-5.394523922101357,p1
Aurkb.2,-1.140315711922348,p1
Aurkb.3,-2.1761713982830457,p1
Aurkb.4,5.5895595961689395,p1
Baz1a.1,-2.6302549787168488,p1
Baz1a.2,-0.9113381180746387,p1
Baz1a.3,0,p1
Baz1a.4,-0.38239409987639306,p1
Baz1b.1,2.0935383515273287,p1
Baz1b.2,-1.7019284257038976,p1
Baz1b.3,-3.3203361148852366,p1
Baz1b.4,-3.5893010037574697,p1
Baz2a.1,8.521504091409483,p1
Baz2a.3,0,p1
Baz2a.4,-2.0682429144180787,p1
Baz2b.1,-3.1641759345876466,p1
Baz2b.2,0.946743643029194,p1
Baz2b.3,-10.43653609720866,p1
Baz2b.4,-0.011736653192102153,p1
Bcl6.2,-0.03892345144852527,p1
Bcl6.3,5.7404866890359045,p1
Bmi1.1,7.130357739869041,p1
Bmi1.2,-3.069538080291906,p1
Bmi1.3,-10.473207650646032,p1
Bmi1.4,-2.006618501181322,p1
Bop1.1,0.3056897077504459,p1
Bop1.2,3.2306726589666965,p1
Bop1.3,-3.970977123925749,p1
Bop1.4,1.5102115278874564,p1
Bptf.1,-5.461021418073315,p1
Bptf.2,-2.6577671539880185,p1
Bptf.3,-3.830059277943647,p1
Bptf.4,3.3794941957910964,p1
Brd1.1,2.1674923075809716,p1
Brd1.2,2.414808311813772,p1
Brd1.3,-6.6272340152954,p1
Brd1.4,5.66749749446916,p1
Brd2.1,-5.155729978595176,p1
Brd2.2,-6.192037418732127,p1
Brd2.3,-7.437213973697197,p1
Brd2.4,-4.3743103911099155,p1
Brd3.1,4.590463849394865,p1
Brd3.2,-1.4707532835678307,p1
Brd3.3,-5.514004209227096,p1
Brd3.4,15.301787477911859,p1
Brd4.1,10.945019733620569,p1
Brd4.2,9.804426121965818,p1
Brd4.3,0.4583481051839726,p1
Brd4.4,16.68582958875821,p1
Brd8.1,6.714587615287485,p1
Brd8.2,-11.523294083670024,p1
Brd8.3,-1.6689345232703232,p1
Brd8.4,0.5717496861675784,p1
Brd9.2,-6.714482263894098,p1
Brd9.3,0.3565214995059449,p1
Brd9.4,4.648689873938508,p1
Brpf1.1,-13.105836981136079,p1
Brpf1.2,-2.5596468354626722,p1
Brpf1.3,4.009232912058209,p1
Brpf1.4,-6.816469209152729,p1
Brpf3.1,1.919424701446161,p1
Brpf3.2,-6.229639464487775,p1
Brpf3.3,2.6364188672995255,p1
Brpf3.4,-4.788715710477717,p1
Brwd1.1,0.8544451301257112,p1
Brwd1.2,0.43758744249997505,p1
Brwd1.3,7.118660524289737,p1
Brwd1.4,0.7264138505115909,p1
Brwd3.1,-2.5362757874948585,p1
Brwd3.2,-8.497368639837944,p1
Brwd3.3,0.5261506640557911,p1
Cd4.1,5.246947524437104,p1
Cd4.2,1.8368628818728894,p1
Cd4.3,-2.5167988643984813,p1
Cd4.4,1.9492845289811527,p1
Carm1.1,-3.1933847123259653,p1
Carm1.2,0.3189270894823437,p1
Carm1.3,-12.488777899934007,p1
Carm1.4,-8.531718874695372,p1
Cbx1.1,-5.156378892594205,p1
Cbx1.2,-2.8500538933359962,p1
Cbx1.3,5.068297723509744,p1
Cbx1.4,-2.3429065919322625,p1
Cbx3.1,-0.4730586837220443,p1
Cbx3.2,-9.275043283537158,p1
Cbx3.3,-1.6589493740986114,p1
Cbx3.4,-1.7793695222544699,p1
Cbx4.1,-4.26842105664106,p1
Cbx4.2,0.4112418016939188,p1
Cbx4.3,-5.896309270080948,p1
Cbx4.4,-5.257071337388041,p1
Cbx5.1,1.5548174787749502,p1
Cbx5.2,0.9749588668313578,p1
Cbx5.3,-0.8541247496963251,p1
Cbx5.4,5.976278071019124,p1
Cbx6.1,23.102833925805633,p1
Cbx6.2,-4.013263964574037,p1
Cbx6.3,-7.073330446883489,p1
Cbx6.4,24.101683596245635,p1
Cbx7.1,-17.58443889162116,p1
Cbx7.2,7.415002669441506,p1
Cbx7.3,-3.4223615402156895,p1
Cbx7.4,3.7226436633023354,p1
Cbx8.1,0.15638792518632272,p1
Cbx8.2,-1.7768957039883304,p1
Cbx8.3,-7.213434207792588,p1
Cbx8.4,-1.0772758289032396,p1
Cd14.2,-9.478854280345672,p1
Cd4.5,6.437031668790766,p1
Chaf1a.1,-8.556324358915887,p1
Chaf1a.2,-3.9555889695492823,p1
Chaf1a.3,3.936796634925173,p1
Chaf1a.4,3.078129199451425,p1
Chaf1b.1,-1.597568651188638,p1
Chaf1b.2,-3.8806616084003736,p1
Chaf1b.3,13.286379522942234,p1
Chaf1b.4,11.508778821306763,p1
Chd1.1,4.5190068358073034,p1
Chd1.2,3.0263945096079965,p1
Chd1.3,-1.2965615472402021,p1
Chd1.4,-6.200769807405507,p1
Chd1l.1,6.4392357293830145,p1
Chd1l.2,2.3141157145845455,p1
Chd1l.3,5.069275478444396,p1
Chd2.1,-0.2416228434197336,p1
Chd2.2,-2.239543553201159,p1
Chd2.3,-2.9312362603580624,p1
Chd2.4,2.789424911796303,p1
Chd3.1,-4.224330130518453,p1
Chd3.2,6.335869631123089,p1
Chd3.3,4.672295212768333,p1
Chd3.4,-1.2976619266637073,p1
Chd4.1,-0.565967789226022,p1
Chd4.2,2.495293760243257,p1
Chd4.3,5.080187582298834,p1
Chd4.4,24.88016922603896,p1
Chd5.1,2.636238072641248,p1
Chd5.2,6.065811515788582,p1
Chd5.3,0.6477083211270838,p1
Chd5.4,1.9318850055700665,p1
Chd6.1,0.9891940418007721,p1
Chd6.2,0.0018271198322423743,p1
Chd6.3,-5.920200601952047,p1
Chd6.4,13.082789681418973,p1
Chd8.1,-1.9479387953725933,p1
Chd8.2,-2.01753436007742,p1
Chd8.3,6.775316784447028,p1
Chd8.4,0.09861267650812522,p1
Chd9.1,5.649951827578292,p1
Chd9.2,3.7185680076765664,p1
Chd9.3,2.4578030748583757,p1
Chd9.4,1.450847188747133,p1
Crebbp.1,-1.1836639562450557,p1
Crebbp.2,2.6292427639054523,p1
Crebbp.3,0.1172567589541984,p1
Crebbp.4,6.601421168757568,p1
Ctsl.1,1.9866914197660321,p1
Ctsl.2,0.2584020445689248,p1
Ctsl.3,6.0451804240479134,p1
Ctsl.4,0.12404474896995055,p1
Cxxc1.1,-6.40916791553758,p1
Cxxc1.2,-7.226393961126618,p1
Cxxc1.3,3.5841493263118593,p1
Cxxc1.4,-1.1277989308353256,p1
Dmap1.1,-3.2150255459193318,p1
Dmap1.2,0.19866276733083055,p1
Dmap1.3,6.817279341190186,p1
Dmap1.4,2.690815522067993,p1
Dnmt1.1,0,p1
Dnmt1.2,-0.21730118998581816,p1
Dnmt1.3,-22.399904306981824,p1
Dnmt1.4,-1.573214147008784,p1
Dnmt3a.1,1.6228705132834023,p1
Dnmt3a.2,7.910741261876055,p1
Dnmt3a.3,-5.342064310453765,p1
Dnmt3a.4,0.5098646672810787,p1
Dnmt3b.1,1.8554009097083792,p1
Dnmt3b.2,4.371264636768089,p1
Dnmt3b.3,-2.77583463752525,p1
Dnmt3b.4,5.929689184336169,p1
Dnmt3l.1,14.134457560499584,p1
Dnmt3l.2,-0.26163035708391646,p1
Dnmt3l.3,0.7453469447217884,p1
Dnmt3l.4,-0.8376131758983121,p1
Dot1l.1,5.045327800307902,p1
Dot1l.2,-1.9946451947915875,p1
Dot1l.3,5.690145498418062,p1
Dot1l.4,31.047231375503202,p1
Dub2a.1,8.43553790120879,p1
Dub2a.2,-5.6793108285018405,p1
Dub2a.3,-0.7157445647617635,p1
Dub2a.4,1.5603481519418096,p1
Eed.1,-10.167117368670382,p1
Eed.2,-5.206564902915829,p1
Eed.3,-0.9483809694969096,p1
Eed.4,6.44386749385032,p1
Ehmt1.1,-2.5730000633829206,p1
Ehmt1.2,-1.5905201000488631,p1
Ehmt1.3,-1.3697661425403425,p1
Ehmt1.4,7.0955450698048566,p1
Ehmt2.1,-0.17382174587780241,p1
Ehmt2.2,1.7159901102747597,p1
Ehmt2.3,-2.0370600581803586,p1
Ehmt2.4,-5.20423809457651,p1
Elp3.1,1.5690368763705322,p1
Elp3.2,-0.11187710017260599,p1
Elp3.4,-0.2583127356533481,p1
Elp4.1,4.321062275131638,p1
Elp4.2,-2.110075136142484,p1
Elp4.3,-0.05940943984327873,p1
Elp4.4,3.2233442995209174,p1
Ep300.2,13.756097960126738,p1
Ep300.3,-5.682863560695168,p1
Ep400.1,0.9704568113012897,p1
Ep400.2,-0.25527506586045945,p1
Ep400.3,-16.120804849799924,p1
Ep400.4,-13.858708095187971,p1
Epc1.1,7.9008727345621,p1
Epc1.2,2.165140243843993,p1
Epc1.3,5.382997371966695,p1
Epc1.4,4.724691769277783,p1
Epc2.1,4.359982402685091,p1
Epc2.2,0.9600047301877197,p1
Epc2.3,5.816993512371894,p1
Epc2.4,-0.37791894773435786,p1
Ercc5.1,3.732099358751782,p1
Ercc5.2,1.9653748196522827,p1
Ercc5.3,0.2873495818234346,p1
Ercc5.4,2.5944843124822796,p1
Ezh1.2,4.089659787032048,p1
Ezh1.3,4.162637158736118,p1
Ezh1.4,-1.9195431628753,p1
Ezh2.1,-2.128471001816834,p1
Ezh2.2,7.308858466857501,p1
Ezh2.3,2.6107216572177236,p1
Ezh2.4,0.5996053469369258,p1
Fbxl19.1,-1.6357776392687384,p1
Fbxl19.2,-0.57294657163751594,p1
Fbxl19.3,-5.8104622994464705,p1
Fbxl19.4,13.925936276276005,p1
Fbxo44.1,0.5686032193116262,p1
Fbxo44.2,3.9869058495602303,p1
Fbxo44.3,24.0142639386727,p1
Fbxo44.4,-0.6105241979165896,p1
Fbxw9.1,-2.493764054342151,p1
Fbxw9.2,4.125339328335301,p1
Fbxw9.3,2.800823907585894,p1
Fbxw9.4,-7.4567578769998875,p1
Fkbp1a.1,4.274540020362494,p1
Fkbp1a.3,8.950949363068773,p1
Fkbp1a.4,-1.905623894332507,p1
Fosb.2,22.850707766557306,p1
Gadd45a.1,-6.4999644591338495,p1
Gadd45a.2,5.433475879352059,p1
Gadd45a.3,6.275669878379645,p1
Gadd45a.4,-7.486803571729965,p1
Gadd45b.1,0.6369488313325462,p1
Gadd45b.2,4.440842830452723,p1
