shRNA,nbPctg_Q4,nbPctg_Q3,nbPctg_Q2,nbPctg_Q1,nbPctg_input,inputMinusAvg_nbPctg
Actl6b.1,60.322319448290976,56.906326401203714,72.03285679270472,75.63326946799681,84.59722720569032,18.37353417814127
Actl6b.2,83.80201764345773,86.23999887174027,80.44945081862008,86.7558265242981,79.2609914265861,-5.050832037942953
Actl6b.3,78.31832824994052,75.60458020819173,75.4307166042272,82.51328434638775,73.84339868156835,-4.123328670618463
Actl6b.4,80.93343591074137,80.92153442178807,86.68624791909052,84.62918916119423,80.97468405339622,-2.317917799807333
Aff1.1,73.13737399083873,74.4069284759945,79.3788820532502,75.82214098112384,72.72347469787638,-2.9628566774254352
Aff1.2,61.918949624730644,67.65985732409831,68.99800064840646,73.03419658859347,83.53581705589708,15.633066009439858
Aff1.3,85.63191788503453,84.36680791106266,86.66125448706478,87.27697842226068,98.03762398099371,12.053384304638058
Aff1.4,73.1753760548176,81.52051253361769,79.34960141395977,72.09038835428609,75.6074570606437,-0.9265125285266009
Aff4.1,63.59659067652104,81.05003261139119,60.71452384723918,62.59648838299231,90.53438359139973,23.5449747118638
Aff4.2,84.52152850240053,88.0312293841677,82.38139215261272,81.23094907044201,75.43714518893638,-8.604129588469362
Aff4.3,84.98138171204253,84.87257559907104,84.31124786639842,83.95258978113691,76.05887957081563,-8.470569168846595
Aff4.4,84.12540174382833,81.83345177718873,86.63773312045755,82.94292942390972,73.11084837039266,-10.774030645953417
Arid2.1,89.23242422816195,87.29903847483621,86.67643385999008,86.65859100594537,91.80466949375075,4.338047601517346
Arid2.2,91.65425559137562,93.69950892255665,90.06916176349132,93.47448780670697,83.53401137472854,-8.69034214630409
Arid2.3,80.62072037369771,58.901962293062326,56.10914296816427,71.67906783403032,73.31012411136616,6.482400744127503
Arid2.4,81.4894225431848,66.3416001640408,83.04838101197447,86.24542973876052,71.5212097008571,-7.759998663633041
Ash1l.1,89.02416644209585,89.81202486770943,88.83695261975228,84.47196227528478,81.34900609927246,-6.687270451938133
Ash1l.2,83.66462202864649,84.30985172525538,83.16670376726975,85.99752511619081,82.50815210743403,-1.7765235519065783
Ash1l.3,75.83712086667596,81.21486278598546,75.36337608835231,80.92613780462314,68.31621913916197,-10.019155247247241
Ash1l.4,84.39300029760216,81.08614598609016,84.11107663675568,78.9884774156559,74.89622551905568,-7.248449564970301
Ash2l.1,85.96952073760593,85.20418683260608,88.04877646092018,89.59605901424385,78.07838890272538,-9.126246858618629
Ash2l.2,82.99797446374879,80.32642281657661,80.87371099291624,87.47146100006854,78.95267797956508,-3.9647143387624624
Ash2l.3,78.982710684155,78.23552171027572,73.81319369948811,73.96195322443273,71.8617142743989,-4.386630555188987
Ash2l.4,40.92117649556751,68.85712949124444,59.634939752537406,40.92117649556751,40.92117649556751,-11.66242906316171
Asxl1.1,72.14389790673195,71.65393084036917,75.65828387083981,81.1461457360596,74.12100204480384,-1.0295625436963007
Asxl1.2,85.35282249475354,80.99078382807625,83.90244208625856,79.40020274757362,78.34126569568235,-4.070297093483134
Asxl1.3,74.21212479643592,40.92117649556751,66.1077132416601,67.01188356674348,67.30271132861243,5.23948680351068
Asxl1.4,85.96886508989137,87.85187385141266,87.17827448375297,88.5285118091997,80.72189273221986,-6.659988576344318
Asxl2.1,90.95692997692197,91.40378284400839,86.51555481445943,89.07064562706347,93.04078203384556,3.5540537182322396
Asxl2.2,82.49718189416471,84.40937673958055,81.6441406864174,82.3224883034668,77.72520400213983,-4.993092903767533
Asxl2.3,84.46388408638379,79.27197722158816,81.56309489568683,83.22229962491772,77.55520874439117,-4.575105212752959
Asxl2.4,99.83246394460143,99.15551041228488,99.67415790081247,99.26368868358175,95.47251366774447,-4.008941567575661
Asxl3.1,99.1790624287001,98.92462840946963,98.97202958810276,99.63303291100965,99.99992704603827,0.8227387117177329
Asxl3.2,90.82071108846861,93.27795904509057,89.05039971132481,92.07387986670949,82.16396069745258,-9.141776730445784
Asxl3.3,79.94898175996073,79.54784921645145,89.37876615098604,86.01012831749662,75.62820646202655,-8.093224899197153
Asxl3.4,90.51201264565931,92.04218437212097,85.70607949957541,88.85504475402493,79.85930572083547,-9.419524597009683
Atad2.1,86.75783502085227,84.87257559907104,78.51769537618321,77.27284984469821,82.5734134764555,0.7181745162543223
Atad2.2,77.25306365569425,81.00683088792296,85.46935633314136,83.05075271152838,77.35958682842278,-4.335414068648959
Atad2.3,87.89559335244746,91.26929377341192,83.52087896990041,87.19618396091998,81.95511654357851,-5.515370970591434
Atad2.4,83.57797593992098,85.9798678267063,85.15682495887307,87.41465582080342,80.83822227014709,-4.694108866428863
Atad2b.1,89.75647921123362,93.31452669037479,87.48601423470303,89.81207177889415,85.42548863316294,-4.666784345638462
Atad2b.2,81.83345177718873,86.98842205614737,81.12438062916954,79.36592378296345,74.58613696466408,-7.741907596703186
Atad2b.3,88.09745295283071,88.06544274484128,87.42419261640833,85.40729022648318,78.52883189133321,-8.719762743807664
Atad2b.4,85.45865888021083,82.8645637966536,88.4961634452574,85.00249983053368,80.004598805617,-5.450872682546887
Atm.1,72.46233240077765,76.55142818774243,84.40962878455105,85.79685198520794,72.8140416430762,-6.991018696493569
Atm.2,84.53330707911641,84.96654493525728,84.24787871102627,83.16675009972113,79.37928330598555,-4.849336900294716
Atm.3,84.59563231734307,84.61794836655405,87.30890583223635,93.52034500428846,80.61924312464825,-6.8914647554572355
Atm.4,81.55680487481807,83.48492023010216,83.35751807981578,74.22107905150587,76.56805141189001,-4.087029147170455
Atr.1,86.1474974118859,84.02108669122981,81.40675478293554,78.76913495941776,85.54282093890855,2.956702477541299
Atr.2,86.24423992269877,86.64566233425032,88.02495422567095,85.87104109310286,93.86586862636975,7.169394232439032
Atr.3,89.42613571507195,90.0445198748139,89.11330237366168,89.4357067919017,81.3199086787053,-8.185007510157007
Atr.4,72.17064944073758,74.24012350347193,86.60019744669184,84.03213888017402,76.27237970264537,-2.988397615123475
Atrx.1,72.42622552126991,67.74332152860504,71.8072428968827,69.40633464548145,60.42022408231422,-9.92555706574555
Atrx.2,83.08586265254763,76.30319518735212,76.31862281481784,84.00246780394424,74.99590471074013,-4.93163240392532
Atrx.3,90.51093822782272,87.84225843234171,89.6645167491134,92.71216962076254,87.27250615642647,-2.9099646010836153
Atrx.4,86.46423461031014,85.03362741624834,80.81705880582908,87.43171142978125,79.76970486035958,-5.166953205182622
Aurkb.1,85.90655010723476,84.07899061780422,89.9250341216073,91.30107402933612,86.92403805627917,-0.8788741627164285
Aurkb.2,61.11719014697137,72.43373489381736,64.04266538084048,62.257505858893715,91.84667789246886,26.883903822338127
