shRNA,count,pctg
Bcl6.2,12082,0.12424073251233539
Bcl6.3,25905,0.2663843879930515
CD4.1,36366,0.37395617269852577
CD4.2,65,0.000668403212489803
CD4.3,2916,0.02998559642492716
CD4.4,17667,0.18167199315472846
Cd14.2,2056,0.02114210776736977
Cd4.5,3664,0.03767737493173289
Fosb.2,544,0.005594020732222351
Hes1.2,5761,0.05924109087928854
Hes1.3,3267,0.0335949737723721
Hes6.3,34,0.00034962629576389695
Id2.2,1194,0.01227805285712038
Id2.3,1792,0.01842736241202657
Id2.4,2346,0.02412421440770889
Id2.5,566,0.005820249511834285
Id3.2,21872,0.2249125394396457
Id3.3,20785,0.213734781101547
Id3.4,8447,0.0868615682446364
Id3.5,135,0.001388222056709591
Jmjd5.1,2594,0.026674429741516136
Jmjd5.2,2619,0.026931507900166064
Jmjd5.3,60032,0.6173166408028901
Jmjd5.4,30889,0.31763548970150035
Jmjd6.1,8953,0.09206483017571086
Jmjd6.2,83241,0.8559777201671337
Jmjd6.3,12038,0.12378827495311151
Jmjd6.4,1571,0.01615479148956124
Kat2a.1,4,4.113250538398788e-05
Kat2a.2,0,0.0
Kat2a.3,59966,0.6166379544640542
Kat2b.1,2572,0.0264482009619042
Kat2b.3,64585,0.6641357150562143
Kat2b.4,9429,0.09695959831640542
Kat5.1,10069,0.10354079917784349
Kat5.3,3375,0.03470555141773977
Kat5.4,80855,0.831442180705585
Kdm1a.1,21121,0.217189911553802
Kdm1a.2,24850,0.2555356896980247
Kdm1a.4,15275,0.1570747549351037
Kdm1b.1,102281,1.0517684457949161
Kdm1b.2,18665,0.19193455324803343
Kdm1b.3,5497,0.056526345523945344
Kdm1b.4,3201,0.0329162874335363
Kdm2a.1,4340,0.044628768341626844
Kdm2a.2,39805,0.40931984420240936
Kdm2a.3,15084,0.1551106778030183
Kdm2a.4,3153,0.032422697368928444
Kdm2b.1,0,0.0
Kdm2b.2,8995,0.09249672148224274
Kdm2b.3,1150,0.011825595297896514
Kdm2b.4,2879,0.029605120750125277
Kdm3a.1,12795,0.1315726015970312
Kdm3a.2,20779,0.21367308234347102
Kdm3a.3,87360,0.8983339175862952
Kdm3a.4,25065,0.257746561862414
Kdm3b.2,12496,0.12849794681957813
Kdm3b.3,8817,0.09066632499265528
Kdm3b.4,3118,0.03206278794681855
Kdm4a.1,47276,0.4861450811333527
Kdm4a.2,734,0.007547814737961776
