shRNA,count,pctg
Actl6b.1,68,0.0006486520723765982
Actl6b.2,18649,0.17789283084928206
Actl6b.3,5793,0.055259433165847555
Actl6b.4,10189,0.09719288184478175
Aff1.1,1800,0.017170201915851127
Aff1.2,106,0.0010111341128223443
Aff1.3,27267,0.2600999420219515
Aff1.4,1816,0.01732282593288092
Aff4.1,167,0.0015930131777484105
Aff4.2,21662,0.20663384105620397
Aff4.3,23831,0.2273239343648046
Aff4.4,19949,0.1902935322329523
Arid2.1,57390,0.5474432710837202
Arid2.2,95563,0.9115755587136007
Arid2.3,9531,0.09091621914443174
Arid2.4,11468,0.10939326420610042
Ash1l.1,54961,0.5242730374983855
Ash1l.2,18122,0.17286577728836341
Ash1l.3,3340,0.03186026355496821
Ash1l.4,21091,0.20118707144845344
Ash2l.1,29238,0.27890131311980854
Ash2l.2,15763,0.15036327377753408
Ash2l.3,6696,0.0638731511269662
Ash2l.4,0,0.0
Asxl1.1,1426,0.01360261551777984
Asxl1.2,25737,0.24550527039347808
Asxl1.3,2308,0.02201601445654689
Asxl1.4,29234,0.27886315711555104
Asxl2.1,82369,0.785717978670412
Asxl2.2,14189,0.1353488861022287
Asxl2.3,21404,0.20417277878159867
Asxl3.2,80029,0.7633967161798056
Asxl3.3,8252,0.07871583678311307
Asxl3.4,74985,0.715281994811165
Atad2.1,34406,0.32819887062043
Atad2.2,4582,0.04370770287690549
Atad2.3,43513,0.41507055331357234
Atad2.4,17797,0.16976560194244586
Atad2b.1,64007,0.6105628411266018
Atad2b.2,12335,0.11766357812890206
Atad2b.3,45366,0.43274632228583465
Atad2b.4,26307,0.2509425010001643
Atm.1,1537,0.014661444635923993
Atm.2,21715,0.20713940811261516
Atm.3,21998,0.2098389454138295
Atm.4,11633,0.1109671993817201
Atr.1,30333,0.2893465192852846
Atr.2,30945,0.295184387936674
Atr.3,59749,0.5699457745945495
Atr.4,1435,0.013688466527359095
Atrx.1,1524,0.01453743762208729
Atrx.2,16056,0.15315820108939207
Atrx.3,74968,0.7151198317930708
Atrx.4,32383,0.3089014714672262
Aurkb.1,28860,0.2752955707174798
Aurkb.2,85,0.0008108150904707478
Aurkb.3,5946,0.0567189003286949
Aurkb.4,14637,0.13962235857906277
Baz1a.1,4956,0.047275289274976776
Baz1a.2,39991,0.3814741915648903
Baz1a.3,0,0.0
Baz1a.4,55982,0.5340123575850989
Baz1b.1,68197,0.6505312555862776
Baz1b.3,22614,0.21571497006947637
Baz1b.4,891,0.00849924994834631
Baz2a.1,32245,0.3075850893203443
Baz2a.3,0,0.0
Baz2a.4,8480,0.08089072902578755
Baz2b.1,158612,1.513000036820544
Baz2b.2,60983,0.5817169019079719
Baz2b.3,6221,0.059342125621394376
Baz2b.4,28438,0.27127011226831915
Bcl6.2,69365,0.661672808829452
Bcl6.3,3903,0.037230721154203866
Bmi1.1,29364,0.2801032272539181
Bmi1.2,4256,0.04059798852992356
Bmi1.3,393,0.0037488274182941633
Bmi1.4,173386,1.6539292385454245
