shRNA,count,pctg
Actl6b.1,16347,0.29280182526929727
Actl6b.2,5284,0.09464518533816399
Actl6b.3,1575,0.028210856719835028
Actl6b.4,7636,0.13677339803978428
Aff1.1,1214,0.021744749243098237
Aff1.2,13105,0.23473223956408762
Aff1.3,362576,6.494336245111685
Aff1.4,2356,0.042199859321861155
Aff4.1,55967,1.002461598754925
Aff4.2,2267,0.04060572202150223
Aff4.3,2608,0.04671359639703476
Aff4.4,1329,0.0238045895750227
Arid2.1,73322,1.3133183723249167
Arid2.2,13100,0.23464268128878654
Arid2.3,1392,0.0249330238438161
Arid2.4,914,0.01637125272503442
Ash1l.1,8269,0.14811147569289895
Ash1l.2,10565,0.18923663571114732
Ash1l.3,419,0.007504983470229127
Ash1l.4,2005,0.035912868395726494
Ash2l.1,4083,0.07313328761084852
Ash2l.2,4942,0.08851939930757124
Ash2l.3,991,0.017750450164670802
Ash2l.4,0,0.0
Asxl1.1,1679,0.030073668846097152
Asxl1.2,4325,0.07746790813542
Asxl1.3,325,0.005821287894569133
Asxl1.4,7235,0.12959082436063898
Asxl2.1,96060,1.7205935850840335
Asxl2.2,3778,0.06767023281748365
Asxl2.3,3639,0.06518051276411407
Asxl3.2,9826,0.17599992262165015
Asxl3.3,2367,0.0423968875275235
Asxl3.4,6013,0.10770278187705905
Atad2.1,10711,0.1918517373499384
Atad2.2,3485,0.06242211788484131
Atad2.3,9402,0.16840538087611995
Atad2.4,7417,0.1328507455815977
Atad2b.1,19409,0.3476473130636686
Atad2b.2,1868,0.033458971652477354
Atad2b.3,4506,0.0807099177013185
Atad2b.4,6204,0.11112390799355967
Atm.1,1240,0.022210452274663766
Atm.2,5421,0.09709908208141313
Atm.3,7078,0.1267786945161856
Atm.4,2923,0.052355767741001764
Atr.1,19886,0.35619117252739
Atr.2,115738,2.0730591333588992
Atr.3,8218,0.14719798128482808
Atr.4,2736,0.04900628824474199
Atrx.1,52,0.0009314060631310611
Atrx.2,2051,0.03673680452849628
Atrx.3,28423,0.5091029717764259
Atrx.4,5898,0.10564294154513458
Aurkb.1,26451,0.47378118799768654
Aurkb.2,73988,1.3252475345950183
Aurkb.3,2004,0.03589495674066628
Aurkb.4,2772,0.049651107826909645
Baz1a.1,1,1.7911655060212716e-05
Baz1a.2,187514,3.358686086960727
Baz1a.3,0,0.0
Baz1a.4,9369,0.1678142962591329
Baz1b.1,4809,0.08613714918456294
Baz1b.2,54370,0.9738566856237653
Baz1b.3,8576,0.15361035379638427
Baz1b.4,222,0.003976387423367223
Baz2a.1,3207,0.057442677778102184
Baz2a.3,0,0.0
Baz2a.4,1264,0.022640331996108872
Baz2b.1,38328,0.686517915147833
Baz2b.2,6262,0.11216278398705201
Baz2b.3,875,0.01567269817768613
Baz2b.4,2904,0.05201544629485773
Bcl6.2,15471,0.27711121543655093
Bcl6.3,150,0.0026867482590319076
Bmi1.1,3423,0.061311595271108126
Bmi1.2,4113,0.0736706372626549
Bmi1.3,1619,0.028998969542484383
Bmi1.4,499732,8.95102720655022
Bop1.1,1263,0.02262242034104866
Bop1.2,2371,0.042468534147764345
Bop1.3,416,0.007451248505048489
Bop1.4,9,0.00016120489554191444
Bptf.1,1443,0.025846518251886948
Bptf.2,2021,0.0361994548766899
Bptf.3,629,0.011266431032873798
Bptf.4,854,0.015296553421421659
Brd1.1,2909,0.05210500457015879
Brd1.2,17701,0.31705420622082525
Brd1.3,533,0.009546912147093377
Brd1.4,151,0.00270465991409212
Brd2.1,401,0.007182573679145298
Brd2.2,47055,0.8428329288583093
Brd2.3,1620,0.029016881197544597
Brd2.4,281,0.005033175071919773
Brd3.1,2087,0.03738162411066394
Brd3.2,18875,0.338082489261515
Brd3.3,2324,0.04162668635993435
Brd3.4,786,0.014078560877327194
Brd4.1,3440,0.06161609340713174
Brd4.2,42301,0.7576809207020581
Brd4.3,2660,0.04764500246016582
Brd4.4,10335,0.18511695504729841
Brd8.1,65974,1.1817035309424737
Brd8.2,1188,0.021279046211532704
Brd8.3,5133,0.09194052542407186
Brd8.4,7462,0.1336567700593073
Brd9.2,23410,0.4193118449595796
Brd9.3,3002,0.05377078849075857
Brd9.4,377,0.006752693957700194
Brpf1.1,773,0.01384570936154443
Brpf1.2,8003,0.14334697544688235
Brpf1.3,8489,0.15205203980614573
Brpf1.4,640,0.011463459238536138
Brpf3.1,2951,0.05285729408268772
Brpf3.2,2067,0.037023391009459686
Brpf3.3,2257,0.040426605470900094
Brpf3.4,1014,0.018162418231055695
Brwd1.1,17506,0.3135614334840838
Brwd1.2,1674,0.029984110570796085
Brwd1.3,3026,0.05420066821220367
Brwd1.4,3031,0.05429022648750474
Brwd3.1,6384,0.11434800590439796
Brwd3.2,14126,0.25302003938056483
Brwd3.3,3035,0.05436187310774559
CD4.1,8727,0.15631501371047637
CD4.2,159,0.002847953154573822
CD4.3,7487,0.1341045614358126
